Renewables 04/21/2019undefined,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55
Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,83,187,334,515,739,991,1290,1615,1976,2341,2726,3105,3556,3993,4440,4903,5274,5343,5196,5319,5874,6507,6670,6630,6649,6701,6681,6564,6391,6437,6578,6680,6752,6820,6930,7047,7064,6954,6893,6970,6991,6978,6993,7000,6803,6619,6667,6781,7006,6950,6700,6704,6722,6644,6649,6709,6769,6771,6836,6891,6911,7029,6996,7206,7345,7419,7434,7525,7709,7986,8008,7794,7780,7650,7578,7599,7570,7509,7538,7618,7642,7497,7493,7468,7430,7423,7407,7369,7298,7313,7253,7121,7280,7359,7222,7139,7261,7391,7326,7482,7282,7224,7158,6930,7095,6913,6745,6710,6694,6740,6965,7014,6929,6852,6856,6633,6350,6266,6079,6233,6406,6523,6556,6486,6428,6475,6475,6334,6060,5850,5636,5649,5767,5963,5998,6199,6213,6045,5811,5280,4268,3800,3723,3938,3764,3293,2843,2424,2026,1627,1251,935,663,476,329,227,139,62,26,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0
Wind,3042,3023,3016,3047,3076,3073,3078,3047,2978,2914,2839,2811,2794,2765,2746,2728,2715,2715,2721,2737,2743,2756,2813,2902,3004,3094,3213,3313,3351,3349,3335,3304,3319,3333,3369,3418,3467,3489,3502,3583,3612,3586,3562,3554,3525,3470,3396,3337,3238,3181,3209,3277,3331,3375,3379,3370,3333,3300,3306,3286,3297,3325,3312,3317,3320,3320,3295,3285,3303,3330,3363,3370,3363,3374,3392,3373,3327,3306,3286,3260,3243,3233,3200,3141,3115,3045,3014,2997,2960,2896,2847,2882,2925,2963,2964,2996,3030,3031,3079,3126,3155,3262,3325,3427,3449,3501,3559,3634,3703,3751,3788,3876,3929,3929,3944,3971,3970,3973,3953,3944,3891,3851,3816,3794,3786,3801,3807,3826,3800,3729,3659,3621,3568,3524,3494,3467,3386,3365,3296,3253,3140,3135,3121,3105,3129,3149,3170,3205,3228,3247,3268,3275,3335,3368,3378,3406,3434,3448,3498,3531,3544,3613,3635,3645,3676,3725,3808,3885,3913,3952,3988,3988,3994,4023,4043,4067,4072,4036,4067,4076,4075,4176,4181,4173,4236,4292,4350,4404,4443,4479,4568,4613,4609,4622,4642,4676,4722,4773,4815,4791,4817,4815,4831,4821,4767,4685,4622,4537,4576,4625,4644,4682,4729,4753,4774,4744,4731,4709,4647,4613,4602,4594,4540,4508,4461,4451,4421,4429,4381,4356,4385,4413,4448,4453,4472,4511,4570,4617,4647,4643,4636,4634,4641,4626,4642,4616,4612,4560,4586,4612,4648,4648,4631,4607,4570,4574,4579,4573,4559,4564,4579,4589,4578,4520,4497,4506,4521,4484,4411,4383,4379,4390,4402,4408,4407,4401,4381,4371,4367,4316,4292,4257,4250,4255,4262,4228,4226,4220
S+W,3042,3023,3016,3047,3076,3073,3078,3047,2978,2914,2839,2811,2794,2765,2746,2728,2715,2715,2721,2737,2743,2756,2813,2902,3004,3094,3213,3313,3351,3349,3335,3304,3319,3333,3369,3418,3467,3489,3502,3583,3612,3586,3562,3554,3525,3470,3396,3337,3238,3181,3209,3277,3331,3375,3379,3370,3333,3300,3306,3286,3297,3325,3312,3317,3320,3320,3295,3285,3303,3330,3363,3370,3363,3374,3392,3373,3348,3389,3473,3594,3758,3972,4191,4431,4730,5021,5355,5723,6065,6452,6840,7322,7828,8237,8307,8192,8349,8905,9586,9796,9785,9911,10026,10108,10013,9892,9996,10212,10383,10503,10608,10806,10976,10993,10898,10864,10940,10964,10931,10937,10891,10654,10435,10461,10567,10807,10757,10526,10504,10451,10303,10270,10277,10293,10265,10303,10277,10276,10325,10249,10346,10480,10540,10539,10654,10858,11156,11213,11022,11027,10918,10853,10934,10938,10887,10944,11052,11090,10995,11024,11012,11043,11058,11052,11045,11023,11121,11138,11034,11232,11347,11210,11133,11284,11434,11393,11554,11318,11291,11234,11005,11271,11094,10918,10946,10986,11090,11369,11457,11408,11420,11469,11242,10972,10908,10755,10955,11179,11338,11347,11303,11243,11306,11296,11101,10745,10472,10173,10225,10392,10607,10680,10928,10966,10819,10555,10011,8977,8447,8336,8540,8358,7833,7351,6885,6477,6048,5680,5316,5019,4861,4742,4675,4592,4534,4537,4577,4624,4654,4650,4643,4641,4648,4633,4649,4623,4619,4567,4593,4619,4655,4655,4638,4614,4577,4581,4586,4580,4566,4571,4586,4596,4585,4527,4504,4513,4528,4491,4418,4390,4386,4397,4409,4415,4414,4408,4388,4378,4374,4323,4299,4264,4257,4262,4269,4235,4226,4220
