Renewables 03/15/2019undefined,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55
Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,61,150,267,445,691,1005,1301,1635,2001,2412,2874,3402,3895,4304,4763,5271,5707,6078,6605,6674,6688,7012,7332,7924,8496,8817,8920,8904,9040,9263,9390,9517,9502,9602,9768,9819,9945,10037,10112,10120,10213,10316,10355,10502,10573,10588,10568,10422,10429,10378,10362,10400,10412,10366,10334,10342,10333,10328,10348,10348,10334,10267,10216,10212,10159,10170,10126,10073,10104,10141,10179,10127,10125,10207,10115,9991,9896,9874,9979,10108,10177,10189,10142,10220,10321,10298,10309,10325,10326,10454,10429,10375,10329,10272,10264,10253,10219,10092,9937,9865,9809,9741,9629,9515,9436,9382,9322,9245,9176,9134,9064,8967,8805,8653,8534,8374,8203,8103,7929,7271,7005,7124,6990,6680,6534,6186,5753,5252,4849,4354,3858,3334,2808,2347,1955,1544,1163,886,628,435,297,195,126,89,27,18,19,21,21,22,22,23,23,23,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,0
Wind,834,847,857,869,900,944,987,1018,1037,1051,1057,1043,1032,1033,1032,1022,1027,1026,1016,997,988,972,931,895,887,898,905,918,936,953,956,966,955,935,913,907,906,904,911,922,948,964,976,981,968,957,940,933,928,917,904,906,900,886,892,903,905,907,904,914,911,917,923,913,906,901,892,878,878,874,880,877,885,892,892,904,907,922,938,943,949,953,966,975,982,991,996,1003,1008,999,975,914,919,961,960,952,937,926,938,945,956,969,987,998,1003,1015,1012,1013,1005,1003,1001,1016,1021,1023,1036,1032,1018,1021,1058,1090,1073,1081,1087,1098,1135,1168,1207,1221,1233,1249,1292,1332,1333,1347,1341,1323,1332,1328,1295,1284,1252,1262,1268,1262,1254,1254,1249,1214,1212,1173,1162,1143,1160,1194,1228,1270,1275,1295,1247,1205,1197,1178,1168,1144,1130,1129,1062,1046,1043,1014,1001,950,947,936,946,901,880,891,874,886,875,859,865,875,889,903,888,851,843,823,815,793,770,778,775,774,798,814,827,829,808,799,812,800,777,748,746,748,733,700,666,649,646,648,620,623,627,628,639,645,644,641,592,578,574,579,582,600,609,593,596,600,596,588,578,572,569,581,582,570,560,543,531,516,510,508,509,505,496,494,508,508,495,481,480,479,486,503,514,527,535,543,552,568,570,562,558,549,545,544,544,540,544,551,550,550,552,575,606,631,649,655,648,648,639,628,626,627
Geothermal,977,977,976,977,977,977,977,978,979,978,979,978,978,978,977,978,977,977,978,978,977,977,977,978,978,978,977,977,978,978,978,977,977,977,978,978,977,977,977,977,977,978,978,977,978,977,977,978,978,978,978,979,978,979,978,978,977,977,978,978,977,977,978,978,978,976,978,978,978,978,978,978,978,978,978,978,977,977,977,978,977,978,977,978,978,977,977,977,976,977,977,977,978,977,977,976,976,977,975,976,976,976,977,977,975,976,976,977,976,976,976,975,976,977,977,977,977,975,976,976,976,976,977,976,975,977,976,977,977,977,977,976,977,975,975,975,975,975,974,975,975,975,974,974,974,974,974,975,975,974,973,975,975,976,976,977,977,978,977,978,978,978,978,979,978,978,979,978,978,978,977,978,977,976,976,977,977,977,977,976,977,977,976,977,978,977,977,976,977,976,976,977,976,976,976,975,976,975,975,976,975,975,976,975,975,975,976,975,975,975,975,976,976,975,975,975,974,974,974,975,975,975,975,975,975,976,977,977,976,978,978,977,978,977,978,977,979,978,978,977,979,979,979,979,979,979,980,979,980,979,980,980,980,980,979,980,979,980,980,979,979,979,979,979,978,979,979,979,980,979,979,975,978,979,980,980,980,980,979,980,981,980,981,981,980,980,980,981
Biomass,233,232,230,232,231,232,232,232,230,231,237,235,236,236,235,235,235,235,234,233,223,218,218,220,222,224,232,239,236,237,236,234,232,232,234,232,235,235,237,236,234,234,236,235,236,234,235,240,241,237,237,238,238,237,237,236,238,236,235,237,236,237,237,235,235,239,239,237,235,234,234,234,234,232,234,235,236,235,236,236,236,236,236,235,237,235,234,233,237,235,238,238,240,240,243,243,242,239,238,240,240,240,241,242,242,235,233,233,237,238,229,229,233,231,230,225,224,223,225,221,217,218,222,222,222,219,221,223,223,221,221,221,226,226,227,226,224,228,229,227,224,224,226,226,225,225,227,228,229,228,226,225,226,228,225,225,224,227,225,225,223,222,219,217,215,216,225,226,229,226,226,227,229,230,226,228,226,227,228,233,233,230,231,230,233,235,234,235,235,233,236,243,241,240,239,239,240,240,241,243,241,240,241,241,240,238,240,238,235,230,229,228,228,226,225,225,226,229,229,230,226,229,231,231,230,228,227,227,225,227,228,228,229,227,227,226,227,224,227,229,230,228,229,226,224,223,220,220,224,225,224,225,226,226,226,221,220,222,220,218,224,230,229,231,234,242,247,248,251,253,252,256,259,260,264,266,272,277,281,281,280,281,281,273,282,286,283,282
Biogas,241,241,243,242,242,242,242,242,241,242,242,242,242,241,242,242,242,242,242,242,242,242,242,242,242,242,242,242,243,243,243,243,242,243,243,243,243,243,242,243,243,242,243,243,243,243,242,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,242,242,243,242,243,243,242,243,242,242,242,243,242,243,242,243,243,243,243,243,243,243,243,243,243,243,243,243,243,244,244,243,243,242,242,243,243,243,244,243,242,243,243,243,244,243,243,243,243,243,243,243,242,243,242,243,242,243,243,242,243,243,242,243,243,242,243,243,243,242,242,241,241,242,241,241,241,241,241,229,230,230,230,231,230,232,232,234,234,234,235,236,234,234,234,233,234,234,234,234,235,236,235,235,235,235,237,237,237,236,236,236,236,236,236,237,236,237,236,237,236,237,236,237,237,236,237,237,237,238,242,243,245,247,247,248,248,247,247,247,247,248,247,247,247,247,247,249,246,246,247,246,246,246,246,248,245,243,244,242,243,243,243,246,247,247,247,247,246,246,246,247,247,247,247,247,247,248,248,248,248,248,248,247,248,248,248,248,247,247,247,247,244,244,244,244,244,244,244,244,244,244,245,246,247,247,247,247,246,246,244,244,244,244,245,248,247,244,243,243,245,246
Small hydro,411,401,406,404,397,398,398,400,401,401,400,400,400,401,401,401,401,398,398,400,402,402,401,402,402,403,403,403,398,398,399,402,403,403,403,404,404,404,402,402,397,397,397,399,402,401,402,401,401,401,400,401,397,398,399,401,403,403,404,404,404,403,449,523,539,541,540,543,545,544,543,550,583,582,588,589,583,584,583,586,587,587,588,587,588,588,588,590,587,584,584,586,587,587,589,587,588,583,572,549,540,539,539,541,542,542,542,542,542,510,494,494,490,490,491,494,496,494,493,486,472,447,446,470,464,465,442,433,428,428,428,428,428,395,356,357,351,351,351,354,354,358,361,359,360,360,362,361,359,357,358,361,362,363,362,361,358,360,361,362,358,358,359,360,363,362,363,362,363,363,363,363,359,358,357,359,360,360,360,359,362,364,364,364,362,360,362,364,365,366,364,366,364,365,365,366,362,362,362,364,365,366,366,366,366,374,398,408,404,403,406,412,412,413,412,412,412,415,430,446,481,483,489,490,494,493,496,493,489,491,556,601,598,597,598,601,603,603,602,602,602,601,605,606,602,600,601,603,604,603,604,603,602,603,606,604,600,600,600,604,603,602,603,604,603,598,577,547,544,543,544,544,547,546,546,547,547,547,547,546,439,440,439,441,441,440,441,441
