Net Demand 03/15/2019undefined,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55
Hour-ahead forecast,21621,21444,21444,21444,21242,21242,21242,20970,20970,20970,20624,20624,20624,20482,20482,20482,20296,20296,20296,20249,20249,20249,20120,20120,20120,20036,20036,20036,19924,19924,19924,19787,19787,19787,19670,19670,19670,19697,19697,19697,19682,19682,19682,19636,19636,19636,19531,19531,19531,19714,19714,19714,19870,19870,19870,20019,20019,20019,20180,20180,20180,20618,20618,20618,21035,21035,21035,21343,21343,21343,21729,21729,21729,22724,22724,22724,23473,23473,23473,24050,24050,24050,24409,24409,24409,24941,24941,24941,25067,25067,25067,25007,25007,25007,24951,24951,24951,24852,24852,24852,24702,24702,24702,24524,24524,24524,24062,24062,24062,23590,23590,23590,23337,23337,23337,22886,22886,22886,22429,22429,22429,22176,22176,22176,21943,21943,21943,21582,21582,21582,21339,21339,21339,21142,21142,21142,20975,20975,20975,20740,20740,20740,20499,20499,20499,20146,20146,20146,19991,19991,19991,19899,19899,19899,19806,19806,19806,19809,19809,19809,19812,19812,19812,19799,19799,19799,19758,19758,19758,19753,19753,19753,19752,19752,19752,19690,19690,19690,19763,19763,19763,19794,19794,19794,19933,19933,19933,20071,20071,20071,20270,20270,20270,20522,20522,20522,20780,20780,20780,20960,20960,20960,21157,21157,21157,21374,21374,21374,21623,21623,21623,22108,22108,22108,22479,22479,22479,22643,22643,22643,22937,22937,22937,23192,23192,23192,23949,23949,23949,24670,24670,24670,25402,25402,25402,25543,25543,25543,25676,25676,25676,25458,25458,25458,25382,25382,25382,25224,25224,25224,25092,25092,25092,24880,24880,24880,24693,24693,24693,24427,24427,24427,24239,24239,24239,23834,23834,23834,23473,23473,23473,23099,23099,23099,22751,22751,22751,22410,22410,22410,22060,22060,22060,21726,21726,21726,21398,21398
Demand,21551,21436,21393,21284,21161,21073,20974,20889,20843,20751,20705,20627,20571,20577,20550,20499,20458,20414,20305,20242,20189,20158,20091,20076,20039,19998,19957,19925,19890,19840,19801,19741,19724,19706,19695,19689,19649,19582,19536,19462,19410,19427,19415,19446,19474,19480,19496,19530,19553,19509,19549,19607,19683,19711,19757,19837,19918,19980,20048,20148,20154,20181,20384,20507,20623,20758,20892,21099,21294,21411,21585,21751,21948,22343,22715,22975,23214,23411,23590,23857,24070,24216,24366,24489,24600,24805,24986,25030,25118,25131,25123,25046,24975,24980,24908,24907,24890,24955,24924,24816,24683,24600,24447,24347,24232,24094,23979,23797,23658,23601,23456,23323,23162,23059,22932,22844,22725,22659,22593,22428,22305,22152,22063,21956,21889,21761,21697,21597,21547,21486,21409,21322,21186,21101,21039,20939,20894,20797,20702,20630,20547,20464,20415,20305,20206,20158,20133,20093,19995,19912,19856,19814,19819,19798,19810,19815,19724,19792,19797,19752,19742,19742,19685,19677,19700,19742,19738,19749,19706,19668,19683,19703,19688,19691,19679,19649,19699,19705,19711,19686,19706,19768,19789,19816,19882,19944,20028,20047,20090,20153,20234,20315,20372,20409,20418,20470,20567,20646,20729,20801,20889,20913,21009,21079,21126,21323,21432,21579,21765,21886,21988,22105,22259,22201,22355,22512,22648,22558,22642,22735,22894,23142,23289,23413,23559,23696,23861,24047,24190,24280,24533,24807,25102,25310,25453,25558,25629,25663,25615,25598,25594,25539,25523,25528,25488,25497,25425,25385,25302,25249,25173,25132,25034,24952,24945,24990,24917,24902,24850,24699,24564,24437,24360,24280,24163,24008,23875,23771,23635,23557,23445,23306,23206,23100,22966,22845,22689,22587,22542,22464,22327,22184,22063,21957,21833,21709,21565,21466
Day-ahead net forecast,20793,20612,20572,20457,20309,20169,20023,19898,19819,19747,19669,19609,19548,19545,19539,19498,19428,19409,19349,19256,19213,19209,19177,19186,19158,19122,19073,19018,18965,18907,18872,18795,18762,18770,18791,18790,18778,18703,18630,18580,18459,18456,18447,18459,18483,18529,18546,18589,18615,18597,18627,18674,18743,18830,18830,18904,18981,19041,19130,19180,19282,19217,19374,19550,19676,19794,19954,20137,20345,20480,20628,20820,20960,21279,21697,21958,22236,22422,22560,22815,23036,23206,23334,23471,23585,23702,23880,23860,23844,23693,23481,23173,22812,22411,22004,21575,21098,20659,20128,19643,19046,18430,17845,17342,16655,16449,16343,15869,15415,14743,14086,13567,13274,13192,12908,12598,12366,12175,12021,11853,11501,11322,11076,10880,10640,10523,10303,10090,10021,9795,9578,9464,9328,9360,9301,9268,9245,9102,9027,9005,8991,8919,8808,8764,8622,8582,8551,8620,8600,8547,8557,8509,8493,8545,8523,8422,8273,8370,8427,8353,8417,8586,8622,8666,8574,8495,8531,8523,8536,8457,8334,8458,8417,8436,8410,8311,8348,8442,8497,8538,8570,8612,8700,8817,9018,9144,9297,9450,9607,9786,9935,10090,10262,10367,10452,10533,10658,10831,11046,11279,11506,11715,11968,12138,12341,13200,13676,13626,13957,14425,14730,15195,15750,16274,16784,17454,18061,18605,19117,19670,20217,20825,21480,21867,22286,22618,22906,23175,23405,23567,23748,24086,24351,24643,24799,24921,25023,25062,25015,25012,25007,24998,24968,25022,24998,24987,24967,24911,24814,24777,24698,24640,24581,24507,24437,24506,24462,24410,24374,24238,24073,23942,23835,23747,23647,23508,23360,23267,23139,23046,22955,22812,22712,22583,22478,22353,22188,22038,21964,21884,21728,21585,21457,21348,21253,21131,20996,20881
Large hydro,3855,3883,3948,3915,3900,3872,3866,3851,3821,3826,3766,3766,3769,3798,3803,3798,3778,3767,3775,3781,3777,3765,3759,3818,3824,3790,3801,3760,3753,3754,3759,3760,3764,3769,3771,3772,3767,3769,3792,3773,3773,3777,3783,3778,3781,3781,3782,3792,3832,3903,3917,3937,3952,3946,3956,3972,3976,3970,3977,3971,3959,3979,3936,3949,3962,3963,3958,3962,3961,3974,3973,3964,3978,4211,4372,4357,4370,4374,4361,4370,4393,4414,4413,4427,4415,4448,4462,4387,4286,4265,4238,4248,4218,4208,4217,4178,4111,4017,3980,3966,3824,3732,3690,3612,3414,3349,3376,3403,3573,3634,3636,3650,3620,3363,3438,3377,3302,3247,3251,3288,3268,3286,3272,3296,3125,2976,2909,2960,3011,2968,2908,2833,2781,2735,2728,2838,2844,2836,2815,2811,2858,2810,2759,2759,2742,2632,2570,2516,2500,2519,2591,2636,2690,2693,2672,2632,2636,2639,2632,2575,2667,2784,2864,2848,2804,2755,2744,2756,2671,2617,2617,2619,2517,2486,2472,2491,2491,2487,2500,2601,2660,2750,2733,2692,2696,2718,2837,2898,2918,2925,2934,2856,2841,3017,3053,3065,3062,3112,3138,3215,3219,3237,3253,3275,3291,3440,3341,3320,3608,3861,3782,3896,3942,3963,3999,4046,4168,4347,4500,4425,4394,4394,4394,4385,4388,4378,4366,4362,4429,4346,4429,4436,4558,4567,4613,4620,4586,4550,4405,4396,4393,4400,4396,4402,4579,4617,4511,4556,4380,4369,4366,4365,4343,4373,4363,4322,4310,4314,4287,4324,4336,4328,4312,4298,4290,4257,4220,4250,4286,4273,4244,4233,4189,4162,4155,4146,4057,3914,3859,3788,3742,3714,3699,3685,3677,3688,3690,3702
Imports,5752,5707,5751,5752,5756,5751,5693,5644,5558,5465,5452,5427,5394,5368,5369,5360,5399,5412,5314,5202,5149,5162,5185,5163,5119,5024,5021,5009,4975,4954,4920,4892,4909,4931,4969,4996,4937,4934,4982,5030,5081,5100,5091,5122,5144,5113,5112,5191,5040,4943,5026,5070,5145,5153,5133,5093,5018,4991,5050,5208,5313,5482,5706,5890,5766,5841,5884,5874,5878,5826,5907,5990,6019,6054,6280,6389,6195,6253,6266,6174,6117,6163,6053,6091,6161,6342,6445,6451,6430,6272,6171,6200,6086,5871,5847,5687,5337,5112,4800,4549,4351,4065,3843,3640,3282,3304,3194,2762,2250,2035,1689,1562,1555,1839,1710,1596,1545,1416,1319,1194,1005,1020,1062,927,930,1017,971,731,565,411,272,205,121,146,98,54,74,-51,-106,-58,-30,-32,-21,-110,-209,-241,-213,-166,-217,-227,-245,-241,-216,-199,-221,-249,-387,-396,-384,-384,-434,-383,-409,-338,-334,-410,-469,-501,-436,-345,-369,-308,-232,-210,-245,-313,-250,-204,-193,-278,-266,-231,-145,-18,111,228,297,375,482,589,688,831,834,727,804,847,903,996,1111,1152,1260,1369,1440,1515,1626,2177,2619,2731,2795,2968,3146,3388,3750,4124,4558,4942,5339,5516,5831,6187,6399,6655,6859,6910,7107,7283,7415,7466,7400,7134,7070,7049,7064,7210,7218,7231,7324,7321,7392,7397,7361,7367,7477,7421,7408,7352,7385,7416,7490,7515,7533,7487,7468,7601,7711,7821,7879,7866,7881,7891,7868,7934,7966,8029,7957,7824,7733,7651,7741,7720,7658,7574,7541,7476,7377,7269,7216,7270,7296,7306,7277,7209,7133,7091,6998,6931,6901,6818
netd,11186,11022,10873,10790,10653,10546,10464,10403,10440,10456,10451,10416,10385,10379,10367,10340,10251,10230,10260,10273,10287,10282,10233,10205,10215,10308,10251,10249,10237,10199,10193,10143,10089,10070,10051,10022,10074,10000,9856,9777,9605,9579,9573,9559,9558,9635,9652,9606,9743,9751,9684,9667,9646,9731,9741,9839,9987,10080,10103,10001,10010,9756,9732,9711,9948,9990,10112,10301,10506,10680,10748,10866,10963,11014,11045,11212,11671,11795,11933,12271,12526,12629,12868,12953,13009,12912,12973,13022,13128,13156,13072,12725,12508,12332,11940,11710,11650,11530,11348,11128,10871,10633,10312,10090,9959,9796,9773,9704,9592,9074,8761,8355,8099,7990,7760,7625,7519,7512,7451,7371,7228,7016,6742,6657,6585,6530,6423,6399,6445,6416,6398,6426,6426,6479,6475,6376,6327,6317,6318,6252,6163,6141,6070,6115,6089,6191,6194,6270,6317,6255,6211,6114,6019,6051,6072,6039,6024,6127,6179,6162,6184,6185,6167,6156,6104,6150,6256,6268,6301,6185,6086,6147,6132,6160,6183,6133,6107,6159,6190,6215,6176,6093,6112,6143,6211,6198,6163,6177,6207,6272,6313,6403,6587,6623,6595,6621,6693,6723,6797,6912,7027,7109,7275,7348,7424,7583,7716,7575,7554,7596,7802,7911,8058,8187,8227,8466,8554,8742,8786,9058,9424,9776,10227,10572,10791,10957,11125,11347,11576,12087,12249,12601,12729,12866,12968,13070,13113,13191,13218,13219,13253,13231,13095,13199,13011,13018,13071,12939,12944,12893,12799,12788,12770,12533,12363,12363,12273,12230,12206,12023,11869,11680,11557,11420,11400,11427,11407,11366,11112,11053,11053,11005,10982,10945,10946,10938,10915,10854,10809,10790,10709,10662,10625,10572,10578,10512,10405,10361
td-im,15799,15729,15642,15532,15405,15322,15281,15245,15285,15286,15253,15200,15177,15209,15181,15139,15059,15002,14991,15040,15040,14996,14906,14913,14920,14974,14936,14916,14915,14886,14881,14849,14815,14775,14726,14693,14712,14648,14554,14432,14329,14327,14324,14324,14330,14367,14384,14339,14513,14566,14523,14537,14538,14558,14624,14744,14900,14989,14998,14940,14841,14699,14678,14617,14857,14917,15008,15225,15416,15585,15678,15761,15929,16289,16435,16586,17019,17158,17324,17683,17953,18053,18313,18398,18439,18463,18541,18579,18688,18859,18952,18846,18889,19109,19061,19220,19553,19843,20124,20267,20332,20535,20604,20707,20950,20790,20785,21035,21408,21566,21767,21761,21607,21220,21222,21248,21180,21243,21274,21234,21300,21132,21001,21029,20959,20744,20726,20866,20982,21075,21137,21117,21065,20955,20941,20885,20820,20848,20808,20688,20577,20496,20436,20415,20415,20399,20346,20259,20212,20139,20101,20055,20035,19997,20031,20064,20111,20188,20181,20136,20176,20125,20094,20015,20034,20152,20207,20250,20142,20013,20052,20011,19920,19901,19924,19962,19949,19909,19904,19964,19972,19999,19934,19834,19771,19716,19731,19672,19608,19564,19546,19484,19538,19682,19614,19623,19664,19650,19618,19649,19629,19544,19569,19564,19500,19146,18813,18848,18970,18918,18842,18717,18509,18077,17797,17570,17309,17042,16811,16548,16495,16487,16430,16503,16452,16413,16446,16581,16790,17146,17463,17758,18038,18100,18235,18327,18305,18342,18223,18201,18233,18172,18046,18107,18080,18145,18040,17969,17812,17734,17640,17645,17566,17351,17234,17169,17038,17036,16969,16808,16696,16503,16394,16251,16206,16184,16142,16120,15894,15837,15787,15732,15665,15624,15589,15576,15473,15317,15246,15158,15050,14975,14930,14866,14835,14778,14664,14648
netd+im,16938,16729,16624,16542,16409,16297,16157,16047,15998,15921,15903,15843,15779,15747,15736,15700,15650,15642,15574,15475,15436,15444,15418,15368,15334,15332,15272,15258,15212,15153,15113,15035,14998,15001,15020,15018,15011,14934,14838,14807,14686,14679,14664,14681,14702,14748,14764,14797,14783,14694,14710,14737,14791,14884,14874,14932,15005,15071,15153,15209,15323,15238,15438,15601,15714,15831,15996,16175,16384,16506,16655,16856,16982,17068,17325,17601,17866,18048,18199,18445,18643,18792,18921,19044,19170,19254,19418,19473,19558,19428,19243,18925,18594,18203,17787,17397,16987,16642,16148,15677,15222,14698,14155,13730,13241,13100,12967,12466,11842,11109,10450,9917,9654,9829,9470,9221,9064,8928,8770,8565,8233,8036,7804,7584,7515,7547,7394,7130,7010,6827,6670,6631,6547,6625,6573,6430,6401,6266,6212,6194,6133,6109,6049,6005,5880,5950,5981,6104,6100,6028,5966,5873,5803,5852,5851,5790,5637,5731,5795,5778,5750,5802,5758,5818,5770,5740,5787,5767,5865,5840,5717,5839,5900,5950,5938,5820,5857,5955,5997,5937,5910,5862,5967,6125,6322,6426,6460,6552,6689,6861,7001,7234,7421,7350,7399,7468,7596,7719,7908,8064,8287,8478,8715,8863,9050,9760,10335,10306,10349,10564,10948,11299,11808,12311,12785,13408,13893,14258,14617,15245,15823,16431,17086,17482,17898,18240,18540,18813,18976,19221,19319,19650,19793,20076,20186,20301,20437,20512,20610,20616,20614,20598,20572,20620,20419,20370,20456,20355,20434,20408,20332,20275,20238,20134,20074,20184,20152,20096,20087,19914,19737,19614,19523,19449,19357,19251,19140,19017,18853,18773,18711,18579,18523,18421,18323,18207,18131,18124,18105,18096,17986,17871,17758,17663,17576,17443,17306,17179
