time,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55
Hour-ahead forecast,24093,23839,23839,23839,23526,23526,23526,23183,23183,23183,22871,22871,22871,22600,22600,22600,22325,22325,22325,22072,22072,22072,21871,21871,21871,21696,21696,21696,21465,21465,21465,21312,21312,21312,21236,21236,21236,21232,21232,21232,21159,21159,21159,21121,21121,21121,21107,21107,21107,21218,21218,21218,21312,21312,21312,21433,21433,21433,21577,21577,21577,22020,22020,22020,22295,22295,22295,22501,22501,22501,22511,22511,22511,23008,23008,23008,23399,23399,23399,23690,23690,23690,24004,24004,24004,24204,24204,24204,24391,24391,24391,24455,24455,24455,24457,24457,24457,24732,24732,24732,24855,24855,24855,24834,24834,24834,24869,24869,24869,24859,24859,24859,24764,24764,24764,24673,24673,24673,24533,24533,24533,24630,24630,24630,24689,24689,24689,24668,24668,24668,24736,24736,24736,25056,25056,25056,25128,25128,25128,25164,25164,25164,25119,25119,25119,25171,25171,25171,25415,25415,25415,25642,25642,25642,25890,25890,25890,26042,26042,26042,26253,26253,26253,26433,26433,26433,26453,26453,26453,26565,26565,26565,26958,26958,26958,27115,27115,27115,27365,27365,27365,27852,27852,27852,28046,28046,28046,28234,28234,28234,28439,28439,28439,28678,28678,28678,28950,28950,28950,29168,29168,29168,29381,29381,29381,29555,29555,29555,29792,29792,29792,29985,29985,29985,30186,30186,30186,30183,30183,30183,30184,30184,30184,30288,30288,30288,30223,30223,30223,30113,30113,30113,29985,29985,29985,29844,29844,29844,29753,29753,29753,29658,29658,29658,29833,29833,29833,29941,29941,29941,29886,29886,29886,29656,29656,29656,29376,29376,29376,29044,29044,29044,28596,28596,28596,28045,28045,28045,27385,27385,27385,26878,26878,26878,26318,26318,26318,25795,25795,25795,25333,25333,25333,24872,24872,24872,24365,24365
Demand,24105,23947,23819,23745,23653,23522,23411,23286,23177,23117,22990,22859,22769,22648,22596,22516,22459,22345,22208,22119,22033,21948,21867,21837,21763,21734,21696,21676,21643,21601,21558,21505,21476,21396,21335,21297,21249,21247,21230,21213,21191,21178,21206,21163,21151,21168,21093,21043,21089,21145,21223,21233,21271,21273,21303,21367,21438,21468,21517,21588,21682,21839,22016,22140,22187,22284,22298,22395,22474,22466,22481,22528,22596,22808,23012,23130,23199,23283,23385,23492,23585,23644,23661,23778,23864,23999,24100,24169,24221,24249,24285,24320,24396,24444,24480,24463,24406,24537,24607,24637,24660,24712,24709,24720,24640,24639,24647,24589,24559,24572,24613,24634,24580,24566,24530,24520,24494,24505,24516,24497,24515,24602,24642,24678,24652,24674,24698,24806,24817,24853,24872,24896,24936,24965,24987,25014,25068,25106,25162,25174,25240,25224,25253,25237,25224,25259,25313,25318,25430,25468,25513,25583,25615,25690,25749,25811,25870,25892,25965,25959,26017,26069,26091,26162,26190,26297,26405,26468,26601,26652,26741,26801,26902,26985,27002,27151,27304,27415,27495,27529,27596,27617,27669,27761,27817,27902,27939,28132,28221,28309,28361,28522,28576,28635,28697,28767,28878,28930,28992,29103,29208,29302,29422,29473,29523,29504,29497,29606,29745,29765,29802,29877,30023,30118,30152,30156,30191,30133,30124,30138,30166,30193,30223,30245,30298,30330,30316,30334,30309,30216,30168,30129,30111,30075,29987,29942,29892,29862,29829,29758,29704,29649,29635,29674,29717,29754,29798,29797,29810,29837,29813,29769,29747,29665,29589,29525,29409,29314,29200,29100,28952,28807,28660,28494,28318,28127,28022,27861,27693,27509,27336,27163,26947,26836,26629,26405,26199,26079,25887,25710,25506,25358,25207,25048,24854,24674,24516,24369
Day-ahead net forecast,20771,20648,20501,20357,20237,20088,19938,19811,19668,19535,19396,19259,19125,19021,18922,18842,18788,18720,18639,18570,18470,18407,18363,18300,18317,18305,18273,18220,18191,18176,18198,18202,18160,18135,18074,18044,18131,18227,18360,18337,18337,18326,18344,18352,18401,18408,18513,18492,18507,18545,18598,18652,18690,18774,18827,18973,19139,19345,19451,19616,19668,19742,19849,19952,19990,20042,20075,20190,20358,20428,20479,20523,20485,20533,20594,20509,20348,20218,20056,19882,19727,19479,19169,18884,18591,18314,18043,17697,17421,17054,16656,16336,15953,15680,15315,15103,14853,14761,14720,14533,14388,14283,14175,14059,13932,13797,13744,13684,13573,13530,13517,13513,13406,13364,13311,13276,13209,13154,13096,13072,13063,13108,13181,13180,13156,13114,13159,13211,13233,13239,13223,13202,13237,13281,13241,13271,13289,13332,13372,13424,13452,13475,13457,13537,13486,13516,13576,13575,13622,13676,13684,13745,13762,13796,13831,13833,13978,13928,13976,14079,14046,14087,14009,14066,14085,14208,14452,14538,14796,14827,14996,14997,15163,15168,15186,15564,15522,15583,15691,16016,16152,16253,16275,16425,16527,16864,17152,16983,17085,17071,17125,16950,16993,17001,17175,17166,17381,17453,17597,17994,18152,18408,18384,18520,18718,18967,19186,19274,19364,19713,20061,20246,20380,20407,20531,20975,21228,21395,21396,21562,21845,22156,22371,22680,22903,23313,23746,23938,24193,24568,24849,25118,25358,25583,25761,25870,26041,26078,26186,26231,26224,26219,26222,26282,26325,26347,26392,26478,26564,26681,26819,26840,26875,26831,26761,26686,26640,26524,26421,26396,26247,26120,25975,25814,25627,25356,25186,25000,24798,24572,24379,24171,23939,23738,23538,23300,23022,22807,22633,22381,22151,21932,21763,21589,21383,21259,21144,21023
Large hydro,4323,4299,4296,4269,4253,4248,4242,4262,4236,4230,4225,4271,4282,4282,4290,4298,4264,4272,4292,4230,4217,4199,4210,4201,4138,4112,4041,4027,4016,3981,3989,3978,3975,3950,3947,3945,3954,4000,3996,3996,3972,3961,3951,3952,3945,3949,3943,3952,3976,4087,4062,4104,4105,4109,4128,4135,4149,4159,4149,4146,4127,4154,4190,4162,4196,4207,4209,4225,4221,4218,4221,4216,4206,4270,4290,4258,4212,4206,4175,4120,4084,4076,4131,4099,4029,3969,3955,3956,3958,3956,3951,3966,3976,3918,3859,3814,3683,3554,3529,3483,3470,3414,3298,3298,3136,3132,3116,3111,3095,2980,2893,2835,2934,2960,2966,2970,2992,2971,2974,2978,3015,3015,3027,3022,3000,3003,3026,3020,3009,3012,3012,3031,3034,3000,2980,3003,3053,3041,3031,3037,3025,3018,3029,3037,3033,3021,3019,3010,3010,3010,3003,3008,2984,2978,2948,2984,2957,2903,2872,2942,2940,2961,2943,2944,2949,2958,2987,3046,3064,3047,3099,3087,3084,3048,3037,3073,3051,3064,3055,3127,3147,3115,3142,3225,3482,3587,3663,3588,3499,3526,3583,3518,3537,3660,3717,3750,3799,3798,3789,3798,3807,3858,3863,3861,3997,4174,4357,4371,4339,4435,4476,4458,4421,4310,4300,4462,4592,4667,4755,4913,4979,4992,5006,4990,4974,4961,5026,5075,5098,5072,5142,5206,5193,5212,5226,5167,5172,5192,5192,5145,5113,5141,5122,5130,5123,5125,5123,5125,5132,5124,5095,5135,5213,5183,5180,5138,5105,5096,5082,5091,5076,5083,5041,5035,4980,4936,4910,4879,4805,4777,4755,4736,4772,4741,4688,4732,4781,4636,4615,4540,4494,4485,4471,4435,4427,4425,4429,4447
Imports,8413,8321,8306,8381,8479,8396,8389,8225,8133,8080,7915,7751,7667,7590,7516,7430,7483,7472,7382,7363,7307,7235,7168,7147,7167,7184,7178,7140,7091,7110,7114,7090,7060,7028,6966,6931,6985,7029,7116,7098,7121,7098,7117,7083,7105,7123,7126,7153,7141,7076,7145,7106,7128,7176,7214,7346,7472,7588,7751,7910,8012,8064,8181,8299,8359,8434,8429,8540,8629,8689,8731,8779,8728,8724,8721,8648,8497,8337,8232,8083,7961,7755,7412,7172,6930,6739,6482,6151,5903,5737,5531,5409,5279,5176,4893,4755,4725,4801,4723,4550,4405,4277,4170,4084,4094,3986,3950,3842,3775,3861,3921,3896,3753,3649,3521,3501,3391,3382,3289,3239,3205,3268,3268,3281,3206,3171,3193,3226,3153,3147,3088,3085,3080,3183,3272,3247,3209,3199,3232,3257,3333,3337,3359,3356,3302,3349,3440,3472,3526,3522,3523,3560,3581,3664,3715,3678,3737,3783,3913,3924,3888,3826,3750,3784,3753,3831,3975,3929,3998,4077,4177,4143,4222,4311,4334,4549,4521,4463,4393,4572,4576,4538,4557,4562,4407,4604,4709,4608,4628,4526,4415,4307,4346,4402,4598,4608,4747,4818,4944,5215,5360,5481,5427,5431,5566,5692,5803,5886,5945,5948,6187,6164,6190,6198,6250,6432,6558,6703,6982,7073,7182,7432,7557,7654,7715,7900,8039,8130,8357,8606,8953,9104,9098,9116,9204,9163,9223,9245,9418,9410,9476,9504,9540,9547,9607,9634,9668,9722,9742,9868,10082,10119,10037,10342,10382,10348,10372,10382,10351,10349,10269,10122,10036,9822,9683,9486,9343,9128,9029,8961,8876,8869,8810,8723,8712,8739,8548,8611,8486,8384,8392,8400,8362,8256,8168,8090,8033,7896
netd,8035,8028,7899,7707,7505,7444,7307,7324,7299,7225,7256,7237,7176,7149,7116,7114,7041,6976,6965,6977,6946,6973,6985,6952,7012,7009,7054,7053,7084,7085,7095,7134,7125,7157,7161,7168,7192,7198,7248,7243,7244,7267,7276,7317,7351,7336,7444,7387,7390,7382,7391,7442,7457,7489,7485,7492,7518,7598,7551,7560,7529,7524,7478,7491,7435,7401,7437,7425,7508,7521,7527,7528,7551,7539,7583,7603,7639,7675,7649,7679,7682,7648,7626,7613,7632,7606,7606,7590,7560,7361,7174,6961,6698,6586,6563,6534,6445,6406,6468,6500,6513,6592,6707,6677,6702,6679,6678,6731,6703,6689,6703,6782,6719,6755,6824,6805,6826,6801,6833,6855,6843,6825,6886,6877,6950,6940,6940,6965,7071,7080,7123,7086,7123,7098,6989,7021,7027,7092,7109,7130,7094,7120,7069,7144,7151,7146,7117,7093,7086,7144,7158,7177,7197,7154,7168,7171,7284,7242,7191,7213,7218,7300,7316,7338,7383,7419,7490,7563,7734,7703,7720,7767,7857,7809,7815,7942,7950,8056,8243,8317,8429,8600,8576,8638,8638,8673,8780,8787,8958,9019,9127,9125,9110,8939,8860,8808,8835,8837,8864,8981,8985,9069,9094,9228,9155,9101,9026,9017,9080,9330,9398,9624,9769,9899,9981,10081,10078,10025,9659,9576,9684,9732,9808,10036,10214,10452,10681,10733,10738,10890,10754,10808,11067,11255,11331,11540,11646,11641,11576,11676,11635,11574,11560,11605,11595,11588,11601,11631,11690,11689,11642,11586,11625,11306,11199,11200,11163,11046,10988,10956,10902,10915,10898,10957,10964,10934,10933,10993,10964,10834,10748,10566,10357,10274,10138,9829,9693,9560,9532,9457,9265,9047,8930,8898,8788,8744,8682,8680
td-im,15692,15626,15513,15364,15174,15126,15022,15061,15044,15037,15075,15108,15102,15058,15080,15086,14976,14873,14826,14756,14726,14713,14699,14690,14596,14550,14518,14536,14552,14491,14444,14415,14416,14368,14369,14366,14264,14218,14114,14115,14070,14080,14089,14080,14046,14045,13967,13890,13948,14069,14078,14127,14143,14097,14089,14021,13966,13880,13766,13678,13670,13775,13835,13841,13828,13850,13869,13855,13845,13777,13750,13749,13868,14084,14291,14482,14702,14946,15153,15409,15624,15889,16249,16606,16934,17260,17618,18018,18318,18512,18754,18911,19117,19268,19587,19708,19681,19736,19884,20087,20255,20435,20539,20636,20546,20653,20697,20747,20784,20711,20692,20738,20827,20917,21009,21019,21103,21123,21227,21258,21310,21334,21374,21397,21446,21503,21505,21580,21664,21706,21784,21811,21856,21782,21715,21767,21859,21907,21930,21917,21907,21887,21894,21881,21922,21910,21873,21846,21904,21946,21990,22023,22034,22026,22034,22133,22133,22109,22052,22035,22129,22243,22341,22378,22437,22466,22430,22539,22603,22575,22564,22658,22680,22674,22668,22602,22783,22952,23102,22957,23020,23079,23112,23199,23410,23298,23230,23524,23593,23783,23946,24215,24230,24233,24099,24159,24131,24112,24048,23888,23848,23821,23995,24042,23957,23812,23694,23720,23800,23817,23615,23713,23833,23920,23902,23724,23633,23430,23142,23065,22984,22761,22666,22591,22583,22430,22277,22204,21952,21610,21215,21025,21013,20959,20783,20779,20669,20617,20411,20348,20228,20145,20095,20127,20110,20120,20130,20075,20068,19969,19731,19650,19710,19323,19207,19177,19037,18932,18849,18751,18683,18685,18624,18672,18635,18641,18679,18733,18664,18548,18460,18294,18137,18113,17917,17666,17651,17468,17401,17326,17114,16958,16845,16792,16686,16584,16483,16473
netd+im,16448,16349,16205,16088,15984,15840,15696,15549,15432,15305,15171,14988,14843,14739,14632,14544,14524,14448,14347,14340,14253,14208,14153,14099,14179,14193,14232,14193,14175,14195,14209,14224,14185,14185,14127,14099,14177,14227,14364,14341,14365,14365,14393,14400,14456,14459,14570,14540,14531,14458,14536,14548,14585,14665,14699,14838,14990,15186,15302,15470,15541,15588,15659,15790,15794,15835,15866,15965,16137,16210,16258,16307,16279,16263,16304,16251,16136,16012,15881,15762,15643,15403,15038,14785,14562,14345,14088,13741,13463,13098,12705,12370,11977,11762,11456,11289,11170,11207,11191,11050,10918,10869,10877,10761,10796,10665,10628,10573,10478,10550,10624,10678,10472,10404,10345,10306,10217,10183,10122,10094,10048,10093,10154,10158,10156,10111,10133,10191,10224,10227,10211,10171,10203,10281,10261,10268,10236,10291,10341,10387,10427,10457,10428,10500,10453,10495,10557,10565,10612,10666,10681,10737,10778,10818,10883,10849,11021,11025,11104,11137,11106,11126,11066,11122,11136,11250,11465,11492,11732,11780,11897,11910,12079,12120,12149,12491,12471,12519,12636,12889,13005,13138,13133,13200,13045,13277,13489,13395,13586,13545,13542,13432,13456,13341,13458,13416,13582,13655,13808,14196,14345,14550,14521,14659,14721,14793,14829,14903,15025,15278,15585,15788,15959,16097,16231,16513,16636,16728,16641,16649,16866,17164,17365,17690,17929,18352,18720,18863,19095,19496,19707,19912,20165,20371,20535,20703,20869,20886,20994,21086,21111,21078,21100,21152,21202,21222,21269,21353,21432,21557,21724,21705,21662,21648,21581,21548,21535,21428,21339,21305,21171,21037,20934,20779,20647,20420,20276,20121,19993,19795,19624,19435,19167,18997,18850,18568,18241,18171,18018,17841,17657,17447,17292,17154,16956,16834,16715,16576
