Renewables 06/12/2019undefined,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55
Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,38,113,240,364,533,791,1066,1306,1581,1807,2135,2524,2922,3330,3610,3894,4161,4625,5216,5662,6058,6474,6862,7199,7429,7663,7827,8057,8244,8419,8559,8742,8892,8997,9116,9212,9310,9407,9498,9531,9638,9781,9866,9875,9875,9927,9953,10024,10060,10098,10088,10165,10303,10361,10319,10345,10386,10423,10486,10595,10617,10578,10565,10581,10594,10689,10769,10820,10840,10897,10935,10936,10941,10950,10976,10993,10992,10984,10977,10979,10984,10979,10982,10952,10896,10902,10931,10975,10982,10966,10960,10949,10922,10924,10917,10879,10862,10858,10858,10879,10847,10856,10850,10815,10796,10774,10742,10710,10663,10596,10528,10516,10489,10460,10409,10347,10304,10284,10254,10172,10094,10069,10031,9957,9916,9860,9788,9693,9571,9429,9348,9259,9149,9023,8887,8740,8599,8471,8350,8247,8087,7864,7672,7458,7260,6981,6657,6267,6055,5781,5427,5001,4578,4170,3763,3399,3040,2727,2412,2083,1799,1512,1207,925,702,518,381,279,199,142,34,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0
Wind,1879,1854,1822,1806,1808,1789,1776,1787,1779,1753,1720,1675,1651,1604,1589,1577,1568,1571,1586,1605,1621,1614,1607,1624,1682,1758,1848,1842,1779,1697,1624,1583,1582,1593,1612,1599,1600,1627,1643,1619,1603,1588,1624,1671,1674,1659,1664,1628,1570,1504,1464,1417,1379,1348,1327,1310,1282,1256,1232,1225,1239,1263,1279,1293,1296,1284,1254,1217,1190,1150,1096,1064,1030,993,969,960,973,959,933,936,942,946,926,897,869,856,844,788,775,759,744,733,738,752,763,747,725,722,717,706,722,738,752,758,761,753,751,738,732,709,705,707,702,695,690,686,663,636,600,603,613,625,640,666,673,686,694,676,666,665,645,620,627,626,612,615,612,590,604,612,598,600,614,618,621,616,614,627,658,678,736,790,825,868,909,927,982,1001,995,1016,1038,1042,1076,1118,1122,1162,1176,1183,1188,1272,1268,1293,1291,1333,1387,1396,1431,1425,1408,1383,1414,1469,1473,1488,1496,1491,1464,1433,1408,1434,1427,1455,1498,1509,1500,1489,1533,1589,1639,1671,1708,1735,1768,1826,1835,1847,1874,1894,1910,1914,1915,1931,1958,1977,2017,2055,2091,2134,2182,2206,2231,2231,2263,2291,2285,2247,2265,2362,2411,2435,2466,2490,2538,2586,2624,2635,2686,2730,2767,2794,2809,2838,2865,2899,2940,2988,3028,3085,3112,3160,3199,3244,3259,3296,3322,3357,3377,3416,3436,3450,3469,3506,3536,3571,3634,3648,3659,3644,3655,3656,3639,3643,3618,3615,3620,3628,3641,3665,3685,3676,3679,3654,3624,3617,3600,3588,3582,3586
Geothermal,897,897,897,897,897,897,896,896,897,896,895,897,896,897,897,897,898,897,897,897,897,897,897,897,896,897,896,898,896,897,897,896,897,897,897,897,897,898,897,897,898,898,896,897,897,897,897,896,895,896,894,896,896,895,894,894,895,895,894,895,893,894,895,895,894,895,894,895,894,894,893,894,896,895,895,895,896,895,896,895,895,895,894,893,894,894,891,894,893,892,891,892,892,892,891,890,890,890,890,889,889,889,889,888,888,886,888,889,888,888,887,887,886,886,886,884,884,884,885,884,883,885,884,884,884,882,882,883,883,883,882,884,884,884,883,885,885,884,885,884,885,885,885,884,884,883,884,884,883,883,883,883,882,882,882,882,882,882,881,881,881,881,880,881,882,880,881,881,880,880,880,880,881,882,881,882,882,882,882,882,882,881,882,882,882,881,881,880,873,835,837,870,877,881,880,879,880,880,879,879,879,879,879,880,880,878,879,879,879,878,878,878,878,878,878,878,876,877,878,879,878,879,880,878,879,878,878,878,878,878,878,878,879,879,879,879,879,878,879,878,877,875,858,837,834,850,874,879,880,879,877,880,882,882,883,884,885,885,887,886,887,887,885,889,890,891,890,889,890,890,890,890,891,891,891,892,892,891,890,891,891,891,891,891,892,891,892,891
Biomass,359,360,360,358,358,359,360,360,359,359,358,358,357,358,358,359,360,358,359,361,361,360,359,359,360,361,360,360,358,359,357,358,358,358,358,359,359,363,362,361,361,360,357,357,359,360,362,362,360,359,359,359,359,360,360,361,359,360,359,361,361,362,360,360,358,359,361,361,360,362,361,360,360,361,360,358,357,358,357,358,358,359,359,360,361,360,361,359,362,361,358,357,356,359,361,363,360,358,357,357,358,360,359,360,360,361,361,359,357,351,346,346,347,347,346,345,345,346,347,345,347,345,339,341,343,339,342,347,348,348,349,352,349,347,348,348,346,346,345,344,346,347,345,343,345,343,340,343,346,349,349,350,350,351,348,348,350,348,346,347,346,346,346,347,348,348,350,353,355,352,352,351,349,350,352,353,355,356,353,351,352,356,357,358,360,364,365,367,367,368,370,367,363,368,370,370,366,368,370,369,370,369,367,368,368,366,366,367,365,366,369,368,367,367,366,367,366,368,368,369,366,366,366,364,366,363,364,365,365,367,366,367,369,367,367,366,365,361,356,359,359,358,356,358,364,366,367,370,371,369,365,369,368,368,368,365,365,367,363,362,367,369,367,367,368,369,367,368,369,370,370,367,367,368,368,365,361,364,367,365,365,364,362,362,364,363,362,363
Biogas,186,186,187,186,186,185,185,185,186,186,186,186,186,187,188,188,188,188,188,188,193,192,194,196,195,197,198,200,199,199,198,199,200,198,201,201,200,191,193,193,193,195,198,197,197,192,193,194,197,198,203,203,204,205,206,207,209,212,216,216,218,219,219,219,215,212,211,211,211,212,212,212,212,212,212,212,211,212,212,212,211,212,211,210,210,209,208,208,208,207,208,208,209,211,212,212,213,212,213,213,212,213,212,212,213,210,210,209,210,210,211,212,211,207,204,205,205,205,205,205,206,207,207,207,207,207,206,206,205,205,205,206,208,208,209,209,210,211,210,206,204,203,203,202,202,202,202,202,202,202,201,201,201,201,201,201,201,200,200,200,199,197,199,202,205,206,207,207,207,208,208,207,207,208,208,208,208,208,208,208,208,208,208,204,205,206,208,208,208,208,208,209,209,209,209,209,209,209,209,209,205,206,206,206,206,205,205,205,206,206,206,206,206,206,206,207,207,207,207,208,208,208,208,208,207,207,208,208,209,209,208,211,211,210,212,212,213,212,212,211,211,212,212,212,213,212,213,212,211,211,212,212,213,212,212,212,212,212,212,212,212,212,212,212,211,212,213,212,211,211,213,211,212,211,212,213,214,216,216,216,216,216,215,215,215,215,215,215
Small hydro,535,530,472,474,474,473,471,470,471,471,471,459,445,437,438,439,439,438,437,436,435,432,431,431,429,431,431,434,436,438,439,439,438,435,434,434,433,434,433,437,438,438,439,439,439,439,439,439,438,437,437,435,433,432,431,433,434,433,433,433,433,432,433,434,435,435,436,436,437,437,437,436,436,448,484,491,491,492,494,491,491,491,498,501,502,501,501,503,502,501,501,501,501,500,499,499,499,498,500,500,499,500,499,500,500,500,500,488,461,461,461,461,461,462,462,462,463,463,463,464,463,471,503,503,501,502,502,503,503,504,505,505,507,506,506,506,506,506,506,506,505,504,505,506,505,504,504,503,503,503,503,504,503,503,502,503,501,499,500,498,498,497,497,499,500,500,500,500,500,501,502,505,504,505,506,509,508,508,507,507,506,504,503,500,499,501,502,505,505,508,504,504,504,504,504,504,503,502,502,504,503,503,503,521,588,590,589,588,546,546,548,547,546,548,547,547,547,546,568,566,566,564,565,568,570,569,568,567,567,567,566,567,566,566,568,568,566,566,564,564,563,563,568,586,606,607,604,608,609,609,609,609,611,612,613,612,612,610,610,612,613,613,614,613,612,604,590,558,559,558,557,554,554,555,555,556,557,558,557,556,557,556,556,553,554,553,553,552
