Renewables 06/28/2019undefined,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55
Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,46,129,264,429,623,882,1165,1479,1816,2161,2519,2882,3255,3636,4037,4454,4887,5233,5633,6058,6419,6864,7197,7623,7881,8098,8279,8459,8670,8830,8968,9108,9239,9354,9452,9561,9663,9735,9809,9894,9978,10055,10114,10191,10221,10294,10353,10405,10451,10496,10531,10577,10645,10684,10724,10754,10787,10840,10867,10902,10932,10951,10962,10986,11019,11034,11069,11093,11099,11113,11139,11139,11101,11145,11135,11134,11141,11186,11176,11193,11179,11184,11176,11180,11177,11104,11160,11091,11030,11016,11027,11060,11013,11021,10973,10831,10788,10649,10704,10586,10633,10539,10524,10441,10225,10400,10489,10429,10115,9978,9868,9875,9739,9596,9343,9114,9360,9368,9337,9266,9520,9520,9508,9372,9334,9202,9137,8961,8667,8554,8310,8413,8342,8143,7853,7615,7582,7540,7318,6951,6797,6685,6734,6552,6124,5829,5662,5490,5269,4991,4661,4409,4144,3976,3640,3279,3143,2821,2462,2144,1849,1569,1306,1034,821,651,508,368,255,169,111,36,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wind,3400,3351,3366,3419,3459,3482,3513,3526,3566,3614,3641,3656,3673,3682,3700,3694,3695,3672,3630,3591,3587,3556,3545,3532,3484,3434,3436,3469,3462,3437,3376,3322,3305,3303,3294,3244,3133,3000,2903,2867,2851,2862,2843,2815,2778,2745,2655,2557,2556,2568,2598,2584,2557,2502,2455,2365,2244,2107,2012,1946,1968,2041,2108,2152,2174,2214,2211,2155,2090,2038,1990,1950,1942,1928,1938,1967,1946,1884,1821,1768,1693,1648,1624,1624,1627,1621,1593,1585,1587,1580,1576,1579,1580,1567,1547,1511,1468,1454,1423,1441,1450,1453,1451,1419,1407,1384,1339,1283,1260,1222,1196,1148,1129,1083,1055,1025,1014,1001,1003,981,956,918,882,848,826,819,790,764,754,737,745,738,734,728,729,722,704,698,679,653,630,629,621,610,602,583,581,585,587,600,615,642,664,690,718,765,783,807,844,862,898,963,1004,1056,1082,1074,1078,1099,1122,1119,1124,1156,1205,1262,1290,1312,1310,1324,1340,1362,1419,1459,1487,1560,1628,1661,1690,1738,1770,1867,1974,2014,2047,2100,2165,2221,2281,2315,2356,2402,2456,2532,2557,2602,2626,2678,2672,2719,2748,2734,2758,2801,2890,2957,3025,3054,3081,3122,3200,3275,3338,3360,3404,3392,3371,3328,3276,3260,3263,3207,3153,3146,3175,3198,3232,3237,3224,3278,3284,3303,3324,3338,3362,3368,3394,3390,3379,3309,3236,3134,3025,2940,2879,2859,2860,2859,2835,2831,2817,2758,2750,2739,2741,2758,2791,2827,2881,2941,2975,3004,3037,3068,3100,3143,3181,3201,3265,3318,3362,3397,3431,3478,3509,3532,3533,3492,3433,3400
Geothermal,904,905,904,904,904,904,904,904,904,904,904,904,905,904,905,904,903,902,904,904,903,903,904,904,903,904,904,899,904,904,904,905,904,905,902,906,905,904,904,904,904,905,904,905,905,905,905,905,905,905,905,906,906,907,901,906,906,906,905,906,905,905,906,906,905,905,904,904,905,905,904,905,905,905,904,905,903,904,904,904,905,905,903,904,901,877,872,872,873,873,865,872,872,871,870,871,870,870,871,869,869,869,868,868,867,868,868,868,866,865,866,866,865,866,866,866,866,866,866,865,866,864,859,865,865,865,866,863,862,864,865,862,861,858,857,856,857,857,856,857,857,856,856,856,851,858,862,862,862,861,861,861,862,861,861,860,857,847,847,847,847,846,846,846,846,846,846,846,847,848,849,850,851,850,852,852,853,853,853,854,854,857,857,858,858,857,857,858,860,859,860,862,861,866,865,867,866,864,863,864,863,861,865,867,867,865,866,865,866,863,863,863,862,862,863,864,870,886,892,895,894,894,896,894,892,896,894,895,897,895,895,896,896,898,897,897,897,899,897,898,898,896,901,900,900,900,899,901,900,901,900,902,902,901,901,901,901,902,903,903,903,902,904,903,901,903,904,904,905,904,903,904,904,904,904,904,904,905,904,904,903,903,903,905,904,904,904,905
Biomass,379,380,381,381,378,378,378,380,378,378,378,377,378,381,380,379,379,378,376,377,376,380,379,380,381,381,379,377,377,373,371,372,373,373,373,371,369,370,369,368,369,370,370,369,370,371,372,372,370,370,368,369,370,371,373,370,369,370,369,369,369,367,369,369,368,367,367,368,370,369,370,370,368,368,363,368,368,368,369,369,370,369,370,371,371,370,369,369,371,370,371,369,366,365,363,363,361,359,358,356,352,352,353,349,346,344,339,345,349,347,345,343,344,345,346,342,336,339,341,345,345,348,348,351,348,351,350,350,351,345,344,347,347,349,347,347,347,351,349,347,346,343,340,343,344,342,345,343,345,343,343,345,344,341,339,344,345,344,344,345,345,346,346,346,346,347,348,347,348,349,348,350,350,349,349,350,349,350,348,351,351,353,352,354,354,354,349,354,357,357,357,356,356,360,360,358,361,361,362,365,364,365,367,368,367,367,367,364,364,365,366,366,366,366,366,366,368,366,363,364,365,367,366,368,369,366,368,367,368,367,367,367,366,367,367,367,366,365,367,366,365,364,363,362,359,356,355,356,356,353,352,355,355,356,355,354,354,355,355,355,357,356,355,355,353,354,355,355,350,354,355,354,354,352,353,353,353,355,354,353,354,354,353,353,351,352,351,351
Biogas,213,209,208,207,207,207,207,207,207,207,207,207,207,208,208,208,209,208,208,208,208,208,208,209,208,208,208,209,209,209,210,209,209,209,209,209,209,208,208,209,208,208,208,209,208,208,208,208,208,208,208,208,209,209,209,209,209,210,210,210,209,209,209,210,209,210,209,209,209,209,208,209,209,209,208,209,208,208,208,208,209,208,208,209,207,207,207,207,207,207,208,208,207,208,207,208,208,207,207,208,208,209,208,208,208,208,209,209,210,209,210,209,209,209,209,209,209,209,208,208,208,208,209,208,209,209,209,209,209,209,209,208,208,208,208,207,207,207,207,208,208,207,207,207,207,206,207,207,207,208,207,207,207,207,206,206,206,206,206,206,206,207,206,206,205,206,206,206,206,206,205,205,205,206,206,206,205,205,206,206,206,206,207,207,207,206,206,206,206,206,206,208,209,209,210,211,211,211,211,211,211,210,211,212,211,212,211,211,212,211,211,211,211,211,213,210,212,215,215,215,216,216,216,216,216,217,218,216,216,218,220,220,220,220,220,221,220,220,220,219,219,220,219,219,219,219,219,219,219,219,219,219,220,219,219,219,219,219,219,218,218,218,218,218,218,218,219,218,218,218,219,218,219,218,218,219,219,218,219,218,219,219,218,218,219,219,218,216
Small hydro,497,498,500,500,499,499,499,499,498,498,497,497,496,497,497,497,496,494,494,494,496,495,495,495,495,495,495,495,495,495,495,495,495,495,495,496,495,494,487,488,486,487,486,485,482,478,478,478,478,477,481,481,483,486,485,486,485,486,486,486,486,488,521,538,547,547,547,547,547,547,547,547,547,546,551,552,552,552,553,553,553,553,553,554,552,551,546,545,537,536,536,536,537,535,534,520,503,466,457,456,453,452,452,451,451,453,452,451,451,451,451,451,450,449,450,450,451,451,450,450,450,450,451,451,451,451,452,451,451,450,450,450,450,450,450,451,450,457,460,460,460,461,463,462,463,463,462,463,463,463,463,462,462,462,462,462,462,467,495,496,495,496,496,496,496,495,496,497,497,504,523,530,531,531,531,531,531,531,531,530,530,530,529,529,530,530,530,531,530,529,530,530,529,530,542,550,551,553,552,553,554,555,555,556,556,557,560,559,558,559,558,559,559,558,558,559,579,604,607,608,608,608,608,608,607,607,607,608,607,607,607,607,608,607,608,608,608,608,606,608,605,603,601,598,597,596,595,594,594,594,593,594,594,594,595,595,595,595,595,595,595,595,596,596,596,589,586,587,579,579,579,579,579,578,579,578,576,571,545,514,514,514,514,513,512,513,512,512
