Renewables 08/19/2019undefined,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55
Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,39,113,236,404,610,854,1122,1441,1771,2118,2507,2912,3321,3702,4168,4576,4995,5492,5798,6225,6750,7019,7428,7878,8222,8472,8675,8859,9077,9178,9282,9465,9597,9683,9761,9860,9978,10058,10125,10201,10287,10320,10333,10310,10415,10552,10575,10553,10629,10642,10719,10773,10764,10755,10871,10949,10975,10990,10999,11015,11019,11026,11058,11070,11070,11078,11085,11093,11100,11099,11093,11091,11093,11090,11092,11093,11085,11087,11088,11087,11083,11068,11065,11058,11054,11052,11052,11048,11049,11053,11045,11040,11032,11027,11020,11011,10996,10979,10962,10939,10921,10908,10886,10854,10815,10776,10743,10703,10660,10620,10583,10537,10487,10430,10380,10319,10241,10166,10010,9958,9918,9847,9775,9710,9657,9564,9477,9369,9239,9070,8880,8678,8461,8221,7966,7694,7400,7075,6730,6353,5952,5537,5092,4618,4148,3689,3239,2812,2403,2011,1635,1270,965,719,541,405,307,233,167,119,81,51,33,33,34,35,36,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wind,2929,2933,2938,2979,3015,3029,3027,3016,2987,2968,2942,2934,2939,2935,2917,2916,2896,2876,2863,2860,2831,2808,2791,2785,2769,2755,2738,2729,2718,2692,2639,2594,2569,2522,2491,2456,2431,2409,2401,2407,2424,2407,2393,2377,2348,2329,2337,2337,2331,2343,2337,2334,2321,2300,2297,2265,2208,2127,2114,2129,2153,2137,2112,2088,2070,2075,2072,2063,2136,2147,2129,2100,2070,2038,2023,2022,2017,2015,2009,1997,1967,1930,1909,1883,1872,1860,1804,1771,1747,1705,1685,1657,1634,1597,1595,1553,1522,1488,1449,1418,1371,1314,1279,1266,1226,1174,1137,1112,1087,1059,1053,1052,1047,1053,1057,1041,1003,976,921,900,876,867,856,835,818,803,816,837,824,837,838,838,838,830,831,819,799,780,779,779,773,816,839,832,838,853,875,937,973,987,1011,1045,1108,1154,1211,1243,1276,1307,1332,1362,1335,1365,1371,1368,1405,1416,1442,1484,1501,1512,1571,1653,1672,1676,1689,1743,1768,1815,1847,1895,1906,1929,1880,1840,1864,1884,1904,1917,1897,1892,1914,1912,1942,1975,1977,2009,2015,2050,2080,2074,2063,2084,2111,2131,2150,2136,2183,2199,2230,2273,2316,2329,2343,2316,2320,2349,2343,2354,2317,2319,2335,2335,2337,2343,2361,2394,2408,2431,2433,2456,2478,2499,2520,2561,2601,2698,2773,2822,2883,2961,3046,3119,3151,3184,3243,3315,3391,3456,3494,3501,3522,3552,3548,3541,3511,3478,3445,3402,3366,3363,3378,3366,3346,3366,3385,3428,3429,3443,3467,3466,3445,3449,3454,3475,3488,3503,3513,3523,3522,3496,3488,3487,3501,3509,3520,3540,3551,3564
S+W,2929,2933,2938,2979,3015,3029,3027,3016,2987,2968,2942,2934,2939,2935,2917,2916,2896,2876,2863,2860,2831,2808,2791,2785,2769,2755,2738,2729,2718,2692,2639,2594,2569,2522,2491,2456,2431,2409,2401,2407,2424,2407,2393,2377,2348,2329,2337,2337,2331,2343,2337,2334,2321,2300,2297,2265,2208,2127,2114,2129,2153,2137,2112,2088,2070,2075,2072,2063,2136,2147,2129,2100,2070,2038,2023,2022,2022,2054,2122,2233,2371,2540,2763,3005,3313,3631,3922,4278,4659,5026,5387,5825,6210,6592,7087,7351,7747,8238,8468,8846,9249,9536,9751,9941,10085,10251,10315,10394,10552,10656,10736,10813,10907,11031,11115,11166,11204,11263,11241,11233,11186,11282,11408,11410,11371,11432,11458,11556,11597,11601,11593,11709,11787,11805,11821,11818,11814,11799,11805,11837,11843,11886,11917,11917,11931,11953,11974,12030,12064,12080,12101,12137,12201,12239,12298,12331,12363,12390,12400,12427,12393,12419,12423,12420,12453,12465,12495,12529,12541,12544,12598,12673,12683,12672,12668,12705,12707,12736,12755,12781,12760,12744,12656,12583,12567,12544,12524,12500,12434,12379,12344,12292,12261,12216,12143,12019,11973,11968,11927,11849,11773,11741,11675,11608,11519,11375,11253,11079,10908,10734,10537,10295,10037,9716,9395,9079,8696,8306,7854,7411,6953,6483,6026,5582,5173,4797,4419,4066,3703,3421,3197,3040,2925,2868,2834,2865,2892,2903,2934,2994,3079,3153,3186,3220,3277,3349,3391,3456,3494,3501,3522,3552,3548,3541,3511,3478,3445,3402,3366,3363,3378,3366,3346,3366,3385,3428,3429,3443,3467,3466,3445,3449,3454,3475,3488,3503,3513,3523,3522,3496,3488,3487,3501,3509,3520,3540,3551,3564
