Net Demand 12/21/2019undefined,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55
Hour-ahead forecast,22780,22451,22451,22451,22164,22164,22164,21907,21907,21907,21648,21648,21648,21517,21517,21517,21306,21306,21306,21533,21533,21533,20952,20952,20952,20820,20820,20820,20725,20725,20725,20614,20614,20614,20703,20703,20703,20401,20401,20401,20350,20350,20350,20328,20328,20328,20305,20305,20305,20406,20406,20406,20445,20445,20445,20531,20531,20531,20624,20624,20624,20914,20914,20914,21041,21041,21041,21251,21251,21251,21454,21454,21454,21911,21911,21911,22200,22200,22200,22397,22397,22397,22522,22522,22522,22872,22872,22872,22994,22994,22994,23102,23102,23102,23166,23166,23166,23417,23417,23417,23478,23478,23478,23571,23571,23571,23619,23619,23619,23792,23792,23792,23782,23782,23782,23627,23627,23627,23555,23555,23555,23483,23483,23483,23377,23377,23377,23178,23178,23178,23062,23062,23062,22938,22938,22938,22838,22838,22838,22758,22758,22758,22458,22458,22458,22270,22270,22270,22298,22298,22298,22291,22291,22291,22288,22288,22288,22228,22228,22228,22154,22154,22154,22216,22216,22216,22299,22299,22299,22452,22452,22452,22544,22544,22544,22804,22804,22804,23008,23008,23008,23153,23153,23153,23375,23375,23375,23595,23595,23595,23939,23939,23939,24075,24075,24075,24511,24511,24511,25205,25205,25205,26063,26063,26063,26977,26977,26977,27266,27266,27266,27331,27331,27331,27418,27418,27418,27299,27299,27299,27246,27246,27246,27157,27157,27157,27028,27028,27028,26983,26983,26983,26915,26915,26915,26620,26620,26620,26538,26538,26538,26395,26395,26395,26283,26283,26283,26214,26214,26214,26099,26099,26099,25901,25901,25901,25711,25711,25711,25505,25505,25505,25169,25169,25169,24787,24787,24787,24435,24435,24435,24053,24053,24053,23632,23632,23632,23219,23219,23219,22851,22851,22851,22524,22524,22524,22209,22209
Demand,22693,22629,22625,22533,22423,22301,22226,22116,22035,21950,21868,21772,21639,21588,21531,21448,21350,21328,21278,21196,21131,21100,21038,20967,20928,20887,20835,20770,20757,20714,20677,20612,20590,20555,20505,20477,20466,20429,20432,20386,20381,20374,20324,20335,20323,20313,20293,20318,20315,20372,20417,20421,20431,20432,20455,20485,20545,20585,20604,20650,20697,20829,20943,21010,21055,21104,21122,21217,21296,21352,21387,21477,21547,21772,21945,22050,22143,22243,22302,22420,22475,22542,22637,22655,22680,22833,22926,22990,23052,23089,23110,23152,23180,23228,23251,23284,23363,23504,23566,23635,23666,23693,23669,23694,23722,23726,23680,23701,23738,23772,23808,23799,23771,23788,23751,23738,23673,23656,23604,23538,23457,23459,23394,23388,23335,23300,23224,23173,23161,23108,23060,23011,23001,22891,22791,22756,22642,22607,22556,22552,22509,22480,22462,22428,22437,22445,22413,22324,22310,22258,22200,22144,22062,22086,22038,22116,22103,22080,22083,22107,22146,22170,22137,22171,22162,22220,22289,22324,22390,22373,22426,22477,22529,22555,22651,22711,22763,22862,22918,22962,23020,23049,23073,23244,23256,23312,23372,23434,23527,23592,23664,23760,23848,23948,24076,24202,24367,24510,24715,24943,25225,25475,25767,26067,26352,26663,26876,27038,27121,27225,27288,27328,27392,27385,27435,27420,27426,27390,27358,27333,27315,27310,27251,27255,27206,27187,27145,27170,27084,27077,27010,26978,26912,26906,26856,26811,26781,26776,26746,26715,26674,26600,26571,26527,26516,26454,26392,26351,26318,26255,26229,26141,26105,25955,25929,25873,25807,25767,25657,25552,25447,25429,25350,25245,25140,24985,24830,24692,24559,24445,24313,24196,24062,23932,23799,23678,23565,23420,23254,23139,22998,22912,22774,22630,22526,22407,22277,22192
Day-ahead net forecast,22191,22111,22101,21995,21877,21744,21662,21551,21468,21387,21305,21213,21085,21034,20986,20908,20816,20791,20743,20657,20574,20537,20477,20405,20371,20330,20276,20215,20204,20159,20132,20074,20063,20035,19983,19945,19934,19894,19889,19843,19840,19825,19768,19770,19757,19737,19713,19722,19712,19764,19805,19810,19814,19806,19827,19875,19960,20007,20028,20068,20117,20252,20385,20460,20513,20572,20593,20680,20759,20816,20825,20906,20963,21177,21359,21470,21571,21673,21742,21855,21909,21959,22027,22015,21993,22077,22035,21911,21827,21713,21558,21421,21275,21177,21060,20864,20724,20558,20385,20373,20316,20197,20038,20001,19889,19777,19718,19734,19743,19864,19682,19615,19578,19372,19267,19318,19222,19225,19113,18950,18802,18606,18491,18324,18248,18144,17937,17730,17646,17742,17610,17399,17244,17176,17046,16855,16536,16464,16519,16510,16359,16321,16349,16451,16422,16384,16496,16680,16913,16725,16447,16240,16097,16033,15958,16094,15966,16176,16335,16663,16911,16793,16693,16559,16435,16378,16431,16731,17009,17203,17561,17853,18044,18476,18886,18990,19224,19388,19487,19728,20063,20296,20513,20923,21207,21423,21621,21804,22030,22251,22476,22697,22897,23094,23311,23508,23732,23917,24140,24393,24681,24951,25243,25531,25804,26107,26324,26485,26562,26655,26713,26749,26809,26815,26859,26843,26837,26788,26739,26687,26642,26630,26579,26574,26512,26490,26437,26441,26354,26328,26226,26171,26087,26037,25958,25896,25887,25912,25884,25837,25786,25712,25698,25682,25656,25559,25446,25316,25228,25153,25090,25001,24952,24812,24799,24700,24600,24527,24412,24312,24223,24189,24113,24009,23917,23762,23601,23443,23302,23160,23025,22926,22816,22720,22595,22484,22389,22274,22107,21996,21880,21808,21717,21613,21527,21400,21274,21209
Large hydro,2259,2387,2452,2527,2486,2423,2416,2422,2414,2402,2400,2391,2348,2257,2230,2263,2315,2326,2264,2220,2230,2232,2190,2150,2159,2210,2312,2357,2367,2374,2374,2353,2315,2283,2253,2225,2199,2163,2222,2213,2176,2154,2146,2148,2145,2159,2164,2168,2216,2175,2153,2154,2151,2131,2143,2156,2204,2304,2345,2316,2389,2460,2497,2538,2558,2581,2590,2573,2576,2595,2608,2616,2545,2412,2344,2336,2343,2354,2439,2501,2511,2513,2508,2491,2458,2495,2428,2408,2356,2353,2356,2314,2354,2339,2339,2308,2188,2160,2172,2170,2169,2179,2174,2163,2162,2147,2143,2131,2131,2057,2041,2041,2072,2055,2020,2018,1993,1989,1985,1977,1963,1802,1728,1820,1802,1766,1758,1674,1584,1626,1621,1614,1591,1501,1471,1455,1422,1397,1443,1458,1454,1431,1437,1462,1515,1379,1250,1285,1342,1383,1323,1217,1188,1207,1221,1245,1300,1390,1497,1538,1566,1510,1414,1388,1345,1404,1400,1464,1614,1912,2010,2078,2090,2039,2077,2087,2073,2099,2140,2157,2154,2272,2400,2421,2426,2407,2404,2374,2380,2421,2509,2516,2571,2950,3084,3203,3254,3266,3269,3260,3261,3280,3283,3302,3322,3438,3489,3472,3467,3494,3501,3503,3500,3488,3468,3464,3462,3404,3348,3342,3328,3335,3319,3285,3398,3367,3309,3284,3280,3276,3444,3453,3352,3280,3260,3271,3278,3286,3296,3312,3304,3197,3210,3223,3136,3123,3120,3064,2960,2969,2933,2920,2938,3073,3152,3176,3163,3150,3147,3070,3042,3037,3012,2997,2945,2873,2863,2831,2825,2825,2810,2810,2794,2784,2757,2767,2668,2497,2434,2430,2422,2417,2413,2399,2394,2390,2362,2358
Imports,7753,7736,7722,7628,7572,7569,7543,7469,7474,7409,7325,7310,7319,7321,7369,7450,7426,7406,7418,7386,7311,7286,7277,7292,7232,7255,7163,7064,6997,6943,6924,6915,6922,6911,6876,6889,6896,6862,6769,6766,6812,6832,6807,6785,6766,6718,6713,6679,6611,6710,6784,6703,6710,6654,6665,6683,6759,6761,6717,6747,6692,6698,6698,6726,6739,6750,6768,6840,6890,6899,6862,6944,7135,7459,7748,7895,7953,8020,7997,7971,7986,8040,8103,8066,7984,7959,8025,8018,8012,7959,7813,7864,7722,7706,7610,7552,7461,7425,7242,7192,7185,7141,6991,7023,7072,7112,7152,7174,7102,7334,7236,7072,7008,6944,6870,6894,6903,6865,6843,6684,6650,6623,6684,6486,6350,6298,6179,6094,6040,6060,6052,5956,5758,5829,5877,5814,5686,5665,5614,5629,5503,5551,5552,5627,5588,5585,5749,5793,5965,5819,5842,5731,5721,5843,5528,5565,5332,5342,5368,5546,5796,5844,5760,5653,5613,5624,5599,5661,5752,5683,5961,6052,6168,6447,6651,6539,6561,6601,6544,6601,6888,6995,7129,7308,7367,7360,7310,7351,7442,7557,7596,7865,8057,8124,8413,8658,8783,8858,8930,8952,9075,9148,9183,9362,9691,9931,10235,10452,10507,10552,10579,10660,10616,10622,10772,10894,10919,10958,10990,10958,10904,10908,10898,10924,10468,10343,10243,10230,10131,9977,9677,9633,9773,9881,9821,9849,9938,10035,10025,9954,9882,9786,9718,9684,9834,9849,9803,9798,9824,9786,9855,9812,9660,9305,9062,8909,8902,8920,8859,8835,8892,8918,8879,8773,8570,8347,8153,8020,7949,7910,7805,7756,7762,7735,7741,7619,7548,7525,7396,7297,7207,7184,7087,7028,6978,6893,6846,6795
netd,12179,11988,11927,11840,11819,11752,11703,11660,11580,11576,11580,11512,11418,11456,11387,11195,11075,11059,11061,11051,11033,11019,11010,10963,10980,10865,10801,10794,10840,10842,10834,10806,10826,10841,10854,10831,10839,10869,10898,10864,10852,10839,10815,10837,10846,10860,10836,10875,10885,10879,10868,10953,10953,11021,11019,11036,10997,10942,10966,11005,11036,11094,11190,11196,11216,11241,11235,11267,11293,11322,11355,11346,11283,11306,11267,11239,11275,11299,11306,11383,11412,11406,11416,11458,11551,11623,11582,11485,11459,11401,11389,11243,11199,11132,11111,11004,11075,10973,10971,11011,10962,10877,10873,10815,10655,10518,10423,10429,10510,10473,10405,10502,10498,10373,10377,10406,10326,10371,10285,10289,10189,10181,10079,10018,10096,10080,10000,9962,10022,10056,9937,9829,9895,9846,9698,9586,9428,9402,9462,9423,9402,9339,9360,9362,9319,9420,9497,9602,9606,9523,9282,9292,9188,8983,9209,9284,9334,9444,9470,9579,9549,9439,9519,9518,9477,9350,9432,9606,9643,9608,9590,9723,9786,9990,10158,10364,10590,10688,10803,10970,11021,11029,10984,11194,11414,11656,11907,12079,12208,12273,12371,12316,12269,12020,11814,11647,11695,11793,11941,12181,12345,12523,12777,12867,12791,12738,12600,12561,12588,12609,12633,12586,12693,12705,12619,12485,12456,12426,12401,12387,12410,12387,12362,12365,12646,12780,12885,12927,12943,13075,13105,13085,12962,12876,12877,12776,12671,12591,12563,12571,12600,12729,12770,12775,12686,12587,12523,12454,12444,12398,12302,12269,12354,12434,12585,12615,12535,12457,12406,12407,12289,12234,12222,12239,12402,12542,12585,12592,12528,12425,12410,12360,12260,12201,12097,12098,12173,12252,12277,12269,12251,12207,12217,12186,12155,12117,12066,12056
td-im,14940,14893,14903,14905,14851,14732,14683,14647,14561,14541,14543,14462,14320,14267,14162,13998,13924,13922,13860,13810,13820,13814,13761,13675,13696,13632,13672,13706,13760,13771,13753,13697,13668,13644,13629,13588,13570,13567,13663,13620,13569,13542,13517,13550,13557,13595,13580,13639,13704,13662,13633,13718,13721,13778,13790,13802,13786,13824,13887,13903,14005,14131,14245,14284,14316,14354,14354,14377,14406,14453,14525,14533,14412,14313,14197,14155,14190,14223,14305,14449,14489,14502,14534,14589,14696,14874,14901,14972,15040,15130,15297,15288,15458,15522,15641,15732,15902,16079,16324,16443,16481,16552,16678,16671,16650,16614,16528,16527,16636,16438,16572,16727,16763,16844,16881,16844,16770,16791,16761,16854,16807,16836,16710,16902,16985,17002,17045,17079,17121,17048,17008,17055,17243,17062,16914,16942,16956,16942,16942,16923,17006,16929,16910,16801,16849,16860,16664,16531,16345,16439,16358,16413,16341,16243,16510,16551,16771,16738,16715,16561,16350,16326,16377,16518,16549,16596,16690,16663,16638,16690,16465,16425,16361,16108,16000,16172,16202,16261,16374,16361,16132,16054,15944,15936,15889,15952,16062,16083,16085,16035,16068,15895,15791,15824,15663,15544,15584,15652,15785,15991,16150,16327,16584,16705,16661,16732,16641,16586,16614,16673,16709,16668,16776,16763,16663,16526,16507,16432,16368,16375,16411,16402,16353,16331,16738,16844,16902,16940,16953,17100,17333,17345,17139,17025,17035,16962,16843,16741,16721,16761,16792,16814,16853,16843,16682,16605,16589,16553,16494,16469,16374,16329,16445,16650,16867,16964,16905,16847,16798,16717,16555,16511,16471,16472,16570,16638,16677,16672,16610,16535,16508,16440,16300,16197,16058,16059,16017,15895,15858,15842,15791,15728,15687,15602,15548,15514,15431,15397
netd+im,19932,19724,19649,19468,19391,19321,19246,19129,19054,18985,18905,18822,18737,18777,18756,18645,18501,18465,18479,18437,18344,18305,18287,18255,18212,18120,17964,17858,17837,17785,17758,17721,17748,17752,17730,17720,17735,17731,17667,17630,17664,17671,17622,17622,17612,17578,17549,17554,17496,17589,17652,17656,17663,17675,17684,17719,17756,17703,17683,17752,17728,17792,17888,17922,17955,17991,18003,18107,18183,18221,18217,18290,18418,18765,19015,19134,19228,19319,19303,19354,19398,19446,19519,19524,19535,19582,19607,19503,19471,19360,19202,19107,18921,18838,18721,18556,18536,18398,18213,18203,18147,18018,17864,17838,17727,17630,17575,17603,17612,17807,17641,17574,17506,17317,17247,17300,17229,17236,17128,16973,16839,16804,16763,16504,16446,16378,16179,16056,16062,16116,15989,15785,15653,15675,15575,15400,15114,15067,15076,15052,14905,14890,14912,14989,14907,15005,15246,15395,15571,15342,15124,15023,14909,14826,14737,14849,14666,14786,14838,15125,15345,15283,15279,15171,15090,14974,15031,15267,15395,15291,15551,15775,15954,16437,16809,16903,17151,17289,17347,17571,17909,18024,18113,18502,18781,19016,19217,19430,19650,19830,19967,20181,20326,20144,20227,20305,20478,20651,20871,21133,21420,21671,21960,22229,22482,22669,22835,23013,23095,23161,23212,23246,23309,23327,23391,23379,23375,23384,23391,23345,23314,23295,23260,23289,23114,23123,23128,23157,23074,23052,22782,22718,22735,22757,22698,22625,22609,22626,22588,22525,22482,22515,22488,22459,22520,22436,22326,22252,22268,22184,22157,22081,22014,21739,21647,21524,21437,21377,21265,21242,21181,21152,21101,21012,20972,20889,20738,20612,20477,20335,20215,20116,20022,19936,19838,19717,19721,19777,19673,19566,19458,19391,19304,19214,19133,19010,18912,18851
