Net Demand 09/20/2019undefined,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55
Hour-ahead forecast,24020,23760,23760,23760,23472,23472,23472,23384,23384,23384,23204,23204,23204,22833,22833,22833,22656,22656,22656,22427,22427,22427,22175,22175,22175,22013,22013,22013,21860,21860,21860,21629,21629,21629,21456,21456,21456,21431,21431,21431,21484,21484,21484,21427,21427,21427,21446,21446,21446,21572,21572,21572,21630,21630,21630,21731,21731,21731,21906,21906,21906,22335,22335,22335,22725,22725,22725,23109,23109,23109,23507,23507,23507,24355,24355,24355,24867,24867,24867,25204,25204,25204,25278,25278,25278,25560,25560,25560,25547,25547,25547,25686,25686,25686,25816,25816,25816,26106,26106,26106,26002,26002,26002,25893,25893,25893,25893,25893,25893,25829,25829,25829,25844,25844,25844,25831,25831,25831,25861,25861,25861,25863,25863,25863,25880,25880,25880,25859,25859,25859,25901,25901,25901,25995,25995,25995,25953,25953,25953,26107,26107,26107,26179,26179,26179,26106,26106,26106,26268,26268,26268,26545,26545,26545,26751,26751,26751,26929,26929,26929,27275,27275,27275,27490,27490,27490,27818,27818,27818,28023,28023,28023,28286,28286,28286,28493,28493,28493,28839,28839,28839,29082,29082,29082,29436,29436,29436,29767,29767,29767,30145,30145,30145,30381,30381,30381,30557,30557,30557,30834,30834,30834,31094,31094,31094,31128,31128,31128,31314,31314,31314,31326,31326,31326,31332,31332,31332,31095,31095,31095,30994,30994,30994,30913,30913,30913,30858,30858,30858,31272,31272,31272,31505,31505,31505,31576,31576,31576,31336,31336,31336,30863,30863,30863,30574,30574,30574,30300,30300,30300,29958,29958,29958,29488,29488,29488,29193,29193,29193,28769,28769,28769,28307,28307,28307,27790,27790,27790,27291,27291,27291,26824,26824,26824,26290,26290,26290,25862,25862,25862,25391,25391,25391,25043,25043,25043,24540,24540
Demand,24054,23964,24044,23938,23750,23622,24124,23481,23956,23331,23199,23118,23038,22947,22879,22807,22768,22670,22485,22423,22374,22302,22228,22171,22096,21989,21962,21890,21850,21820,21734,21669,21587,21512,21490,21493,21473,21527,21600,21541,21505,21494,21414,21391,21414,21458,21441,21388,21391,21443,21504,21528,21550,21589,21617,21703,21716,21741,21788,21862,21935,22161,22351,22482,22651,22724,22817,22959,23095,23194,23317,23457,23679,23982,24186,24525,24757,24862,24945,24980,25083,25216,25244,25194,25212,25366,25521,25578,25655,25709,25817,25806,25885,25893,25724,25735,25651,25724,25864,25978,25952,25848,25840,25855,25840,25831,25809,25795,25785,25815,25848,25846,25855,25814,25799,25791,25807,25792,25798,25794,25775,25781,25836,25864,25796,25796,25796,25796,25796,25796,25796,27100,26493,25889,25951,25959,25999,26015,26036,26054,26042,26082,26134,26120,26114,26142,26208,26265,26337,26356,26403,26417,26485,26535,26600,26699,26789,26808,26926,27001,27091,27241,27322,27429,27500,27557,27654,27757,27866,27902,27999,28112,28208,28235,28280,28375,28492,28607,28732,28834,28876,29169,29182,29229,29384,29557,29678,29772,29888,29931,30095,30217,30287,30286,30362,30454,30539,30645,30699,30799,30898,31024,31071,31134,31181,31167,31189,31226,31323,31354,31421,31463,31487,31446,31453,31360,31474,31388,31235,31202,31204,31154,31101,31033,31005,31009,31067,31064,31143,31163,31141,31358,31429,31423,31444,31469,31387,31320,31242,31189,31101,30985,30883,30798,30714,30664,30562,30513,30321,30225,30096,29931,29784,29684,29587,29480,29380,29222,29110,28958,28800,28660,28530,28376,28214,28036,27814,27607,27464,27331,27154,26965,26811,26636,26529,26406,26188,26067,25914,25717,25548,25409,25243,25101,24991,24871,24750,24510
Day-ahead net forecast,20215,20080,20127,20091,19944,19781,20307,19647,19549,19836,19409,19279,19196,19109,19104,19031,19020,19100,19072,19024,19060,18999,18962,18954,18923,18798,18742,18715,18669,18702,18694,18654,18610,18584,18527,18516,18489,18478,18594,18585,18504,18586,18615,18586,18646,18744,18810,18804,18843,18918,19087,19190,19232,19285,19339,19387,19550,19611,19704,19803,19964,20142,20434,20606,20811,20955,21090,21262,21432,21560,21615,21777,22010,22377,22724,22969,23312,23477,23559,23634,23682,23819,23844,23715,23592,23481,23508,23320,23035,22795,22547,22207,21843,21492,20956,20463,19949,19552,19215,18940,18643,18074,17687,17398,17105,16890,16659,16470,16362,16596,16677,16514,16193,15943,15734,15497,15242,15153,15081,15109,14990,15254,15266,15210,14958,14960,14960,14960,14960,14960,14832,15277,15860,14906,14964,15013,15133,15186,15222,15041,15030,15043,15049,15083,15081,14904,14773,14957,15725,15521,15252,15256,15249,15337,15346,15423,15457,15359,15365,15567,15634,15741,15823,15934,15998,16013,16069,16171,16270,16356,16379,16496,16607,16651,16724,16793,16903,17042,17270,17349,17421,17721,17913,17903,18061,18261,18440,18569,18758,18893,19089,19270,19435,19578,19640,19937,20055,20334,20531,20791,21045,21353,21667,21915,22182,22486,22759,23089,23518,23975,24424,24843,25284,25758,26229,26658,27148,27671,28046,28392,28782,29078,29282,29375,29455,29511,29623,29628,29632,29662,29591,29603,29715,29713,29749,29760,29693,29573,29476,29385,29257,29118,28990,28892,28834,28790,28719,28724,28530,28410,28349,28215,28093,27974,27857,27733,27632,27504,27367,27299,27152,27060,26860,26688,26494,26287,26035,25825,25701,25611,25517,25350,25180,25027,24947,24902,24714,24548,24453,24249,24059,23827,23553,23359,23264,23252,23188,22991
Large hydro,2068,1871,1760,1736,1698,1652,1629,1622,1617,1598,1586,1541,1547,1530,1483,1507,1506,1505,1485,1477,1465,1463,1462,1469,1465,1476,1479,1475,1474,1468,1470,1468,1470,1481,1802,1785,1784,1823,1910,1918,1927,1941,1950,1935,1904,1865,1836,1856,1862,1943,1982,1994,2002,1989,1975,1975,2017,2017,2019,2036,2063,2269,2476,2487,2493,2497,2497,2502,2503,2507,2507,2511,2538,2627,2738,2730,2734,2739,2741,2748,2753,2766,2753,2718,2642,2525,2473,2483,2457,2422,2427,2418,2400,2384,2117,2036,1863,1485,1199,1170,1127,975,737,634,635,701,792,809,838,940,969,964,950,957,948,949,942,953,959,961,959,964,959,951,961,961,961,961,961,961,956,921,903,955,977,983,995,1000,1001,978,983,986,1005,1037,1004,1012,1018,1010,1037,1090,1083,1067,1075,1083,1105,1105,1085,1048,1058,1101,1122,1128,1146,1147,1150,1135,1135,1145,1155,1178,1207,1202,1185,1196,1201,1177,1164,1168,1174,1217,1309,1357,1465,1515,1547,1547,1541,1570,1578,1581,1592,1596,1616,1877,1985,1981,1943,2020,2046,2265,2374,2384,2381,2444,2537,2774,2847,2890,2932,2943,2950,2945,2932,2970,2996,3032,3132,3450,3675,3722,3750,3723,3724,3717,3761,3796,3850,3811,3751,3720,3776,3781,3751,3750,3732,3745,3748,3755,3765,3751,3764,3816,3744,3703,3690,3703,3694,3697,3704,3661,3659,3640,3547,3231,3099,3070,3065,3069,3062,3053,3064,3048,3037,3015,2986,2905,2850,2840,2835,2812,2824,2813,2802,2798,2769,2655,2506,2457,2448,2422,2376,2352,2318,2320,2321,2336,2354,2344
Imports,8226,8389,8521,8561,8474,8388,8372,8260,8149,8145,8073,8063,7961,7930,7924,7771,7725,7692,7683,7687,7677,7637,7579,7544,7513,7384,7402,7390,7354,7406,7418,7412,7338,7303,7046,6996,6962,7055,7158,7231,7309,7405,7504,7583,7654,7642,7606,7651,7734,7702,7787,7886,7976,8061,8069,8113,8257,8297,8385,8437,8528,8519,8533,8604,8634,8539,8504,8554,8555,8534,8562,8704,9046,9484,9765,10008,10109,10069,10074,10088,10168,10292,10294,10162,10064,9910,9852,9612,9339,9113,9020,8872,8737,8617,8658,8561,8155,8014,7846,7683,7669,7557,7549,7448,7432,7266,7076,6999,6935,6895,6897,6695,6425,6149,6026,5744,5541,5410,5359,5313,5207,5436,5474,5356,5165,5165,5165,5165,5165,5165,5165,5100,5228,5207,5242,5211,5201,5288,5319,5139,5015,5034,5030,4885,4928,5113,5194,5334,6066,5800,5625,5660,5643,5745,5774,5882,6033,5979,6011,6035,6084,6042,5969,6038,6116,6148,6158,6211,6294,6078,6163,6221,6160,6124,6112,6318,6404,6511,6840,6841,6752,6833,6868,6875,6888,6889,6963,6991,6989,6957,7068,7030,7096,6964,7009,7141,7260,7362,7522,7589,7704,7850,7889,7981,8108,8281,8572,8790,9003,9328,9477,9654,9765,9674,9781,9986,10402,10589,10953,11274,11373,11422,11537,11486,11437,11403,11404,11441,11443,11297,11275,11244,11108,11211,11214,11270,11262,11242,11164,11197,11033,11030,11073,11081,11115,11092,11059,11108,11118,11070,10992,10958,10967,11282,11304,11188,11150,11011,10943,10785,10742,10677,10545,10356,10133,10102,9954,9761,9725,9677,9558,9463,9363,9293,9357,9442,9446,9553,9590,9568,9550,9408,9289,9195,9107,8988,8956,8900
netd,9921,9820,9846,9794,9772,9741,10306,9765,9783,10093,9750,9675,9688,9649,9697,9753,9789,9903,9904,9860,9918,9899,9921,9941,9945,9938,9861,9850,9841,9828,9806,9774,9802,9800,9679,9735,9743,9600,9526,9436,9268,9240,9161,9068,9088,9237,9368,9297,9247,9273,9318,9310,9254,9235,9295,9299,9276,9297,9300,9330,9373,9354,9425,9515,9684,9919,10089,10206,10374,10519,10546,10562,10426,10266,10221,10231,10469,10669,10744,10798,10761,10761,10797,10835,10886,11046,11183,11225,11239,11260,11100,10917,10706,10491,10181,9866,9931,10053,10170,10087,9847,9542,9401,9316,9038,8923,8791,8662,8589,8761,8811,8855,8818,8837,8760,8804,8759,8790,8763,8835,8824,8854,8833,8903,8832,8834,8834,8834,8834,8834,8711,9256,9729,8744,8745,8819,8937,8898,8902,8924,9032,9023,9014,9161,9149,8779,8561,8613,8622,8631,8544,8529,8531,8509,8467,8436,8339,8332,8296,8431,8428,8571,8708,8749,8732,8730,8776,8815,8821,9100,9009,9073,9262,9331,9411,9298,9335,9363,9256,9291,9360,9531,9580,9513,9626,9825,9936,10008,10191,10355,10429,10644,10723,10737,10646,10815,10852,10952,10963,10937,10967,11119,11397,11490,11537,11431,11340,11409,11583,11704,11997,12244,12587,13114,13452,13640,13614,13632,13418,13396,13659,13933,14021,14172,14257,14312,14369,14376,14438,14645,14540,14578,14856,14752,14803,14745,14683,14576,14547,14437,14460,14272,14173,14108,14029,13995,13966,13919,13708,13679,13698,13617,13579,13461,13454,13475,13417,13424,13362,13461,13346,13335,13278,13317,13375,13280,13231,13224,13141,13122,13135,13074,13015,12936,12821,12805,12762,12538,12415,12259,12133,12067,11946,11844,11836,11928,11878,11747
td-im,15828,15575,15523,15377,15276,15234,15752,15221,15807,15186,15126,15055,15077,15017,14955,15036,15043,14978,14802,14736,14697,14665,14649,14627,14583,14605,14560,14500,14496,14414,14316,14257,14249,14209,14444,14497,14511,14472,14442,14310,14196,14089,13910,13808,13760,13816,13835,13737,13657,13741,13717,13642,13574,13528,13548,13590,13459,13444,13403,13425,13407,13642,13818,13878,14017,14185,14313,14405,14540,14660,14755,14753,14633,14498,14421,14517,14648,14793,14871,14892,14915,14924,14950,15032,15148,15456,15669,15966,16316,16596,16797,16934,17148,17276,17066,17174,17496,17710,18018,18295,18283,18291,18291,18407,18408,18565,18733,18796,18850,18920,18951,19151,19430,19665,19773,20047,20266,20382,20439,20481,20568,20345,20362,20508,20631,20631,20631,20631,20631,20631,20631,22000,21265,20682,20709,20748,20798,20727,20717,20915,21027,21048,21104,21235,21186,21029,21014,20931,20271,20556,20778,20757,20842,20790,20826,20817,20756,20829,20915,20966,21007,21199,21353,21391,21384,21409,21496,21546,21572,21824,21836,21891,22048,22111,22168,22057,22088,22096,21892,21993,22124,22336,22314,22354,22496,22668,22715,22781,22899,22974,23027,23187,23191,23322,23353,23313,23279,23283,23177,23210,23194,23174,23182,23153,23073,22886,22617,22436,22320,22026,21944,21809,21722,21772,21672,21374,21072,20799,20282,19928,19831,19732,19564,19547,19568,19606,19663,19623,19700,19866,19866,20114,20321,20212,20230,20199,20125,20078,20078,19992,20068,19955,19810,19717,19599,19572,19503,19405,19203,19155,19104,18973,18817,18402,18283,18292,18230,18211,18167,18173,18058,17983,17985,18020,18081,17934,17860,17846,17739,17654,17596,17502,17448,17343,17172,16964,16742,16514,16324,16149,15998,16001,15954,15906,15884,15883,15794,15610
netd+im,18147,18209,18367,18355,18246,18129,18678,18025,17932,18238,17823,17738,17649,17579,17621,17524,17514,17595,17587,17547,17595,17536,17500,17485,17458,17322,17263,17240,17195,17234,17224,17186,17140,17103,16725,16731,16705,16655,16684,16667,16577,16645,16665,16651,16742,16879,16974,16948,16981,16975,17105,17196,17230,17296,17364,17412,17533,17594,17685,17767,17901,17873,17958,18119,18318,18458,18593,18760,18929,19053,19108,19266,19472,19750,19986,20239,20578,20738,20818,20886,20929,21053,21091,20997,20950,20956,21035,20837,20578,20373,20120,19789,19443,19108,18839,18427,18086,18067,18016,17770,17516,17099,16950,16764,16470,16189,15867,15661,15524,15656,15708,15550,15243,14986,14786,14548,14300,14200,14122,14148,14031,14290,14307,14259,13997,13999,13999,13999,13999,13999,13876,14356,14957,13951,13987,14030,14138,14186,14221,14063,14047,14057,14044,14046,14077,13892,13755,13947,14688,14431,14169,14189,14174,14254,14241,14318,14372,14311,14307,14466,14512,14613,14677,14787,14848,14878,14934,15026,15115,15178,15172,15294,15422,15455,15523,15616,15739,15874,16096,16132,16112,16364,16448,16388,16514,16714,16899,16999,17180,17312,17497,17674,17819,17701,17655,17956,18112,18314,18485,18526,18671,18969,19286,19471,19645,19712,19912,20199,20586,21032,21474,21898,22352,22788,23233,23626,24016,24221,24371,24670,25032,25355,25558,25658,25694,25715,25773,25817,25881,25942,25815,25822,25964,25963,26017,26015,25945,25818,25711,25634,25493,25302,25246,25189,25144,25087,25025,25027,24826,24749,24690,24575,24546,24743,24758,24663,24567,24435,24305,24246,24088,24012,23823,23673,23508,23382,23185,22985,22866,22799,22693,22537,22378,22229,22178,22247,22208,22091,22005,21827,21683,21475,21235,21039,20943,20916,20834,20647
