Net Demand 09/26/2019undefined,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55
Hour-ahead forecast,27063,26722,26722,26722,26311,26311,26311,25833,25833,25833,25399,25399,25399,25023,25023,25023,24679,24679,24679,24386,24386,24386,24140,24140,24140,23947,23947,23947,23736,23736,23736,23549,23549,23549,23373,23373,23373,23282,23282,23282,23172,23172,23172,23101,23101,23101,23093,23093,23093,23214,23214,23214,23306,23306,23306,23418,23418,23418,23629,23629,23629,24033,24033,24033,24384,24384,24384,24737,24737,24737,25247,25247,25247,25988,25988,25988,26575,26575,26575,27022,27022,27022,27252,27252,27252,27547,27547,27547,27767,27767,27767,27962,27962,27962,28087,28087,28087,28233,28233,28233,28364,28364,28364,28511,28511,28511,28937,28937,28937,29051,29051,29051,29346,29346,29346,29351,29351,29351,29633,29633,29633,29755,29755,29755,29867,29867,29867,29918,29918,29918,30039,30039,30039,30030,30030,30030,30096,30096,30096,30136,30136,30136,30250,30250,30250,30253,30253,30253,30382,30382,30382,30672,30672,30672,31000,31000,31000,31233,31233,31233,31623,31623,31623,31741,31741,31741,31879,31879,31879,31932,31932,31932,32191,32191,32191,32240,32240,32240,32468,32468,32468,32673,32673,32673,32760,32760,32760,32893,32893,32893,33094,33094,33094,33265,33265,33265,33334,33334,33334,33344,33344,33344,33372,33372,33372,33392,33392,33392,33392,33392,33392,33563,33563,33563,33559,33559,33559,33371,33371,33371,33329,33329,33329,33356,33356,33356,33493,33493,33493,33769,33769,33769,33637,33637,33637,33631,33631,33631,33421,33421,33421,32830,32830,32830,32428,32428,32428,32095,32095,32095,31724,31724,31724,31310,31310,31310,30937,30937,30937,30524,30524,30524,29991,29991,29991,29229,29229,29229,28613,28613,28613,28034,28034,28034,27372,27372,27372,26862,26862,26862,26398,26398,26398,26018,26018,26018,25493,25493
Demand,26987,26828,26721,26637,26482,26282,26179,26033,25906,25775,25681,25566,25408,25351,25279,25128,25040,24885,24837,24710,24645,24546,24445,24317,24236,24176,24111,24022,24007,23918,23797,23695,23651,23604,23563,23523,23488,23470,23411,23391,23346,23348,23293,23240,23169,23206,23165,23186,23185,23268,23344,23366,23325,23368,23421,23476,23556,23644,23686,23752,23784,23968,24222,24405,24567,24648,24773,24921,25046,25162,25355,25458,25549,26046,26429,26657,26813,27075,27254,27462,27625,27703,27751,27766,27766,27933,28093,28178,28320,28310,28373,28358,28377,28339,28298,28315,28383,28477,28564,28589,28581,28594,28674,28733,28776,28737,28815,28857,28963,29079,29176,29209,29233,29148,29200,29408,29496,29469,29492,29555,29612,29588,29606,29723,29712,29651,29593,29648,29778,29784,29774,29824,29931,29918,29853,29900,29840,29998,30120,30141,30171,30132,30173,30150,30246,30192,30211,30323,30411,30469,30539,30664,30700,30773,30880,30964,31042,31201,31305,31430,31472,31543,31561,31581,31605,31654,31733,31741,31787,31888,32005,32054,32112,32079,32069,32312,32351,32342,32396,32446,32591,32599,32631,32666,32827,32910,32971,33030,33077,33094,33183,33201,33242,33294,33265,33251,33252,33396,33421,33389,33421,33448,33538,33520,33565,33503,33432,33517,33577,33641,33648,33692,33666,33723,33711,33751,33728,33508,33427,33437,33348,33316,33343,33337,33385,33398,33554,33592,33596,33581,33613,33629,33674,33698,33682,33671,33647,33536,33432,33311,33181,33072,32980,32827,32649,32499,32483,32383,32240,32141,32018,31847,31629,31541,31488,31374,31227,31067,30940,30741,30617,30407,30218,30059,29846,29599,29312,29088,28919,28695,28482,28271,28045,27854,27662,27465,27330,27108,26992,26756,26570,26456,26335,26166,25908,25717,25542,25453
Day-ahead net forecast,26112,25937,25853,25752,25649,25428,25309,25180,25065,24945,24866,24759,24663,24570,24570,24465,24366,24255,24185,24104,24028,23952,23897,23749,23691,23613,23559,23485,23430,23412,23323,23245,23167,23171,23124,23098,23083,23094,23002,23013,22902,22912,22816,22789,22698,22688,22694,22648,22680,22675,22759,22746,22700,22723,22742,22768,22815,22889,22944,22954,22947,23034,23283,23419,23556,23623,23685,23778,23918,23976,24135,24285,24345,24643,25105,25300,25457,25669,25871,26077,26224,26347,26457,26523,26458,26470,26581,26468,26379,26101,25809,25603,25327,25081,24816,24406,24131,23945,23717,23567,23325,23181,22864,22593,22270,22176,22069,21942,21673,21603,21479,21239,20976,21069,20915,21000,21165,20983,20837,20944,21123,21409,21712,21753,21781,21975,21990,21996,21866,21705,21845,21635,21638,21675,21188,21020,21185,21504,21715,21590,21478,21458,21285,21261,21279,21172,21327,21518,21804,21634,21483,21460,21510,21430,21465,21418,21392,21544,21649,21659,21606,21617,21766,21977,22151,22159,22251,22301,22315,22120,22060,22097,22134,22150,22423,22360,22488,22576,22803,22840,22835,23195,23391,23518,23661,23829,23755,23781,23823,23908,24024,24403,24567,24531,24692,24851,25117,25635,25965,25909,25920,25973,26311,26488,26658,26799,26907,27204,27564,27825,28118,28465,28731,29074,29385,29637,29877,29925,30018,30334,30465,30606,30700,30751,30878,30895,31045,31105,31123,31077,31071,31046,31034,31023,30986,30883,30816,30697,30534,30434,30202,29973,29683,29532,29283,29099,29012,28938,28779,28635,28574,28392,28147,28074,28036,27923,27796,27646,27512,27352,27202,26993,26798,26619,26379,26114,25839,25528,25330,25111,24880,24696,24440,24231,23954,23735,23562,23300,23141,22915,22668,22550,22455,22318,22082,21859,21686,21564
Large hydro,3009,3019,3009,2980,2985,2996,2990,2929,2896,2877,2853,2852,2771,2616,2549,2512,2517,2521,2513,2526,2527,2512,2505,2501,2475,2417,2367,2335,2347,2365,2295,2206,2143,2157,2254,2312,2371,2329,2259,2303,2383,2507,2532,2455,2353,2291,2279,2276,2259,2197,2233,2240,2187,2142,2122,2122,2128,2159,2247,2290,2360,2460,2506,2482,2473,2460,2472,2507,2555,2548,2572,2584,2561,2732,2741,2779,2755,2832,2917,2991,3044,3039,3028,3039,3022,2792,2686,2659,2639,2615,2595,2571,2611,2588,2569,2510,2419,2217,2134,2113,2117,2121,2067,1991,1920,1844,1798,1755,1709,1569,1580,1641,1597,1526,1440,1404,1456,1436,1385,1379,1377,1456,1592,1675,1776,1793,1804,1843,1906,1806,1776,1786,1802,1750,1729,1721,1679,1642,1653,1707,1729,1733,1773,1762,1807,1861,1943,2010,2042,2038,2055,2040,2036,2021,2017,2024,2054,2184,2243,2291,2369,2404,2423,2458,2472,2446,2450,2474,2497,2520,2533,2543,2563,2325,2514,2579,2709,2572,2666,2513,2708,2834,2910,2895,2874,2911,2872,2877,2873,2893,2923,3022,3013,2968,2950,3013,2986,3039,3159,3175,3131,3104,3161,3177,3325,3618,3679,3646,3666,3786,3889,4002,4042,4102,4154,4155,4172,4246,4287,4381,4475,4478,4482,4554,4579,4580,4577,4583,4579,4585,4555,4551,4607,4610,4416,4313,4257,4171,4215,4167,4079,3946,3930,3896,3827,3746,3714,3625,3575,3581,3640,3721,3687,3758,3765,3724,3685,3633,3604,3562,3539,3495,3393,3367,3336,3306,3330,3289,3218,3218,3247,3284,3293,3292,3173,3049,3013,2974,2965,2921,2910,2955,3064,3091,3020,2926,2829,2836
Imports,8568,8694,8767,8814,8833,8749,8798,8887,8881,8808,8791,8735,8827,9036,9093,9020,9031,8991,9049,9010,9002,8959,8927,8870,8861,9013,9095,9096,9102,9075,9039,9041,9027,8984,8922,8890,8774,8729,8738,8671,8605,8547,8466,8492,8500,8514,8467,8417,8454,8389,8357,8360,8386,8422,8434,8451,8478,8449,8331,8305,8231,8325,8460,8514,8547,8549,8565,8643,8652,8756,8778,8872,8960,9336,9741,9930,9932,9972,10046,10100,10168,10148,10041,10014,9929,10000,9971,9902,9909,9668,9529,9464,9347,9254,9101,8997,8787,8720,8469,8289,8151,8045,7881,7793,7711,7759,7900,7836,7738,7670,7523,7404,7470,7500,7433,7420,7316,7209,7212,7210,7328,7370,7373,7448,7411,7504,7458,7437,7339,7294,7368,7090,7074,7143,6739,6613,6993,7468,7338,7109,7037,6939,6966,7067,7138,7078,7279,7249,7364,7332,7240,7241,7275,7180,7141,7075,7036,7082,7031,6977,6816,6746,6768,6973,7112,7275,7364,7350,7415,7264,7204,7143,7086,6897,7121,7165,7161,7343,7390,7406,7546,7540,7622,7786,7876,7963,7932,7805,7737,7654,7785,7877,8049,8040,8187,8253,8371,8466,8408,8500,8622,8810,9018,9111,9293,9450,9721,9964,9834,9781,9893,10097,10203,10370,10403,10574,10745,10605,10765,10950,11033,11144,11188,11118,11162,11228,11329,11352,11323,11445,11476,11484,11501,11516,11610,11679,11606,11455,11322,11215,11026,10935,10863,10701,10750,10816,10899,11017,10936,10863,10856,10799,10635,10469,10419,10362,10327,10271,10275,10270,10205,10096,10031,9918,9722,9411,9043,8883,8943,8952,8942,8858,8692,8650,8620,8590,8482,8344,8355,8294,8295,8405,8371,8325,8251,8240,8229,8263
netd,14535,14224,14077,13958,13831,13683,13521,13364,13288,13260,13222,13172,13065,12918,12928,12933,12818,12743,12623,12568,12499,12481,12465,12378,12355,12183,12097,12054,11981,11972,11989,11998,11997,12030,11948,11896,11938,12036,12005,12039,11914,11858,11818,11842,11845,11883,11948,11955,11967,12089,12169,12146,12127,12159,12186,12195,12209,12281,12366,12359,12356,12249,12317,12423,12536,12614,12648,12628,12711,12672,12785,12829,12824,12575,12623,12591,12770,12865,12908,12986,13012,13160,13388,13470,13507,13678,13924,13907,13831,13818,13685,13568,13369,13239,13146,12899,12925,13008,13114,13165,13057,13015,12916,12809,12639,12573,12371,12351,12226,12364,12376,12194,11909,12043,12042,12176,12393,12338,12240,12355,12418,12583,12747,12630,12594,12678,12728,12716,12621,12605,12701,12759,12762,12782,12720,12686,12513,12394,12724,12774,12712,12786,12546,12432,12334,12233,12105,12259,12398,12264,12188,12179,12199,12229,12307,12319,12302,12278,12375,12391,12421,12467,12575,12546,12567,12438,12437,12477,12403,12336,12323,12411,12485,12928,12788,12616,12618,12661,12747,12921,12581,12821,12859,12837,12911,12955,12951,13099,13213,13361,13316,13504,13505,13523,13555,13585,13760,14130,14398,14234,14167,14059,14132,14200,14040,13731,13507,13594,14064,14258,14336,14366,14486,14602,14828,14908,14960,15074,14966,15003,14957,14984,15030,15079,15137,15087,15139,15170,15221,15047,15040,15011,14926,14897,14960,14891,14953,15071,14997,15052,15097,15092,14890,14935,14706,14537,14399,14296,14268,14191,14078,13872,13825,13847,13852,13837,13784,13742,13633,13520,13458,13402,13374,13334,13321,13397,13466,13356,13169,12941,12691,12554,12455,12289,12161,12096,12067,11982,11821,11700,11463,11190,11020,10902,10811,10693,10628,10465
td-im,18419,18134,17954,17823,17649,17533,17381,17146,17025,16967,16890,16831,16581,16315,16186,16108,16009,15894,15788,15700,15643,15587,15518,15447,15375,15163,15016,14926,14905,14843,14758,14654,14624,14620,14641,14633,14714,14741,14673,14720,14741,14801,14827,14748,14669,14692,14698,14769,14731,14879,14987,15006,14939,14946,14987,15025,15078,15195,15355,15447,15553,15643,15762,15891,16020,16099,16208,16278,16394,16406,16577,16586,16589,16710,16688,16727,16881,17103,17208,17362,17457,17555,17710,17752,17837,17933,18122,18276,18411,18642,18844,18894,19030,19085,19197,19318,19596,19757,20095,20300,20430,20549,20793,20940,21065,20978,20915,21021,21225,21409,21653,21805,21763,21648,21767,21988,22180,22260,22280,22345,22284,22218,22233,22275,22301,22147,22135,22211,22439,22490,22406,22734,22857,22775,23114,23287,22847,22530,22782,23032,23134,23193,23207,23083,23108,23114,22932,23074,23047,23137,23299,23423,23425,23593,23739,23889,24006,24119,24274,24453,24656,24797,24793,24608,24493,24379,24369,24391,24372,24624,24801,24911,25026,25182,24948,25147,25190,24999,25006,25040,25045,25059,25009,24880,24951,24947,25039,25225,25340,25440,25398,25324,25193,25254,25078,24998,24881,24930,25013,24889,24799,24638,24520,24409,24272,24053,23711,23553,23743,23860,23755,23595,23463,23353,23308,23177,22983,22903,22662,22487,22315,22172,22155,22219,22223,22170,22225,22240,22273,22136,22137,22145,22173,22182,22072,21992,22041,22081,22110,22096,22155,22137,22117,22126,21899,21683,21584,21366,21304,21278,21162,21048,20994,21072,21069,21012,20900,20796,20665,20471,20412,20311,20187,20141,20124,20188,20269,20205,19976,19743,19540,19413,19353,19204,19042,18875,18848,18764,18637,18462,18275,18051,17964,17841,17657,17477,17313,17190
netd+im,23103,22918,22844,22772,22664,22432,22319,22251,22169,22068,22013,21907,21892,21954,22021,21953,21849,21734,21672,21578,21501,21440,21392,21248,21216,21196,21192,21150,21083,21047,21028,21039,21024,21014,20870,20786,20712,20765,20743,20710,20519,20405,20284,20334,20345,20397,20415,20372,20421,20478,20526,20506,20513,20581,20620,20646,20687,20730,20697,20664,20587,20574,20777,20937,21083,21163,21213,21271,21363,21428,21563,21701,21784,21911,22364,22521,22702,22837,22954,23086,23180,23308,23429,23484,23436,23678,23895,23809,23740,23486,23214,23032,22716,22493,22247,21896,21712,21728,21583,21454,21208,21060,20797,20602,20350,20332,20271,20187,19964,20034,19899,19598,19379,19543,19475,19596,19709,19547,19452,19565,19746,19953,20120,20078,20005,20182,20186,20153,19960,19899,20069,19849,19836,19925,19459,19299,19506,19862,20062,19883,19749,19725,19512,19499,19472,19311,19384,19508,19762,19596,19428,19420,19474,19409,19448,19394,19338,19360,19406,19368,19237,19213,19343,19519,19679,19713,19801,19827,19818,19600,19527,19554,19571,19825,19909,19781,19779,20004,20137,20327,20127,20361,20481,20623,20787,20918,20883,20904,20950,21015,21101,21381,21554,21563,21742,21838,22131,22596,22806,22734,22789,22869,23150,23311,23333,23181,23228,23558,23898,24039,24229,24463,24689,24972,25231,25482,25705,25679,25731,25953,25990,26128,26218,26197,26299,26315,26468,26522,26544,26492,26516,26495,26427,26413,26570,26570,26559,26526,26319,26267,26123,26027,25753,25636,25456,25353,25298,25313,25204,25054,24934,24671,24460,24316,24271,24199,24111,24013,23908,23790,23663,23498,23405,23252,23043,22808,22509,22239,22112,21893,21633,21412,21147,20939,20781,20686,20549,20326,20176,19994,19758,19595,19391,19227,19062,18933,18857,18728
