Net Demand 02/23/2019undefined,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,0:00
Hour-ahead forecast,23174,22943,22943,22943,22672,22672,22672,22332,22332,22332,22084,22084,22084,21895,21895,21895,21700,21700,21700,21571,21571,21571,21502,21502,21502,21414,21414,21414,21318,21318,21318,21220,21220,21220,21147,21147,21147,21132,21132,21132,21105,21105,21105,21138,21138,21138,21173,21173,21173,21316,21316,21316,21384,21384,21384,21424,21424,21424,21532,21532,21532,21833,21833,21833,22068,22068,22068,22314,22314,22314,22610,22610,22610,23034,23034,23034,23218,23218,23218,23285,23285,23285,23294,23294,23294,23386,23386,23386,23435,23435,23435,23221,23221,23221,22980,22980,22980,22855,22855,22855,22658,22658,22658,22751,22751,22751,22509,22509,22509,22379,22379,22379,22171,22171,22171,21671,21671,21671,21611,21611,21611,21363,21363,21363,21156,21156,21156,20888,20888,20888,20638,20638,20638,20389,20389,20389,20204,20204,20204,20029,20029,20029,19990,19990,19990,19761,19761,19761,19692,19692,19692,19688,19688,19688,19605,19605,19605,19552,19552,19552,19554,19554,19554,19484,19484,19484,19359,19359,19359,19464,19464,19464,19568,19568,19568,19643,19643,19643,19772,19772,19772,19920,19920,19920,20170,20170,20170,20501,20501,20501,20325,20325,20325,20833,20833,20833,21244,21244,21244,21698,21698,21698,22096,22096,22096,22653,22653,22653,23316,23316,23316,24195,24195,24195,25319,25319,25319,25816,25816,25816,26154,26154,26154,26004,26004,26004,25924,25924,25924,25783,25783,25783,25698,25698,25698,25579,25579,25579,25524,25524,25524,25410,25410,25410,25281,25281,25281,25189,25189,25189,25011,25011,25011,24752,24752,24752,24535,24535,24535,24296,24296,24296,24005,24005,24005,23691,23691,23691,23371,23371,23371,23090,23090,23090,22766,22766,22766,22526,22526,22526,22217,22217,22217,21993,21993,21993,21688,21688,21688
Demand,23031,22915,22843,22740,22629,22526,22462,22385,22298,22217,22142,22088,22064,21985,21930,21911,21862,21813,21795,21710,21687,21615,21568,21553,21493,21445,21420,21380,21329,21312,21278,21277,21234,21160,21141,21156,21170,21188,21201,21174,21157,21143,21160,21172,21160,21163,21174,21205,21211,21218,21260,21272,21300,21288,21294,21342,21389,21405,21449,21513,21646,21713,21850,21928,22007,22060,22129,22244,22342,22392,22494,22560,22677,22862,23070,23148,23201,23239,23250,23292,23283,23314,23290,23248,23230,23234,23275,23264,23192,23185,23134,23090,23014,22982,22885,22911,22924,23052,23109,23090,23012,22941,22830,22750,22677,22631,22639,22427,22344,22226,22238,22191,22124,22074,21954,21889,21842,21753,21640,21537,21483,21394,21362,21310,21213,21105,20995,20897,20849,20772,20693,20589,20454,20368,20295,20303,20247,20199,20163,20094,20036,20006,19928,19880,19805,19810,19761,19737,19764,19675,19620,19624,19633,19625,19589,19534,19557,19522,19537,19323,19302,19284,19281,19284,19332,19393,19374,19362,19381,19406,19374,19442,19440,19474,19480,19514,19603,19637,19696,19716,19785,19904,19858,19937,20019,19737,19823,19957,20049,20143,20303,20486,20618,20689,20798,20957,21115,21184,21261,21538,21719,21847,21983,22176,22307,22514,22708,22955,23291,23506,23720,23971,24248,24540,24841,25097,25383,25544,25676,25760,25824,25866,25864,25876,25889,25892,25895,25861,25852,25787,25769,25740,25690,25688,25671,25631,25586,25587,25548,25528,25465,25449,25474,25372,25331,25330,25245,25196,25153,25075,25005,24982,24907,24822,24730,24673,24621,24560,24484,24413,24289,24234,24124,24019,23916,23817,23739,23610,23466,23390,23302,23205,23111,23054,22942,22805,22732,22670,22561,22440,22341,22247,22085,22004,21878,21774,21672,21573,
Day-ahead net forecast,22271,22131,22041,21947,21856,21772,21702,21624,21522,21421,21316,21263,21176,21120,20985,20955,20871,20796,20746,20658,20591,20592,20522,20523,20458,20394,20309,20254,20184,20152,20108,20058,20036,19961,19928,19991,20040,20115,20147,20150,20094,20130,20170,20215,20224,20255,20281,20329,20383,20376,20402,20446,20480,20503,20507,20550,20610,20631,20672,20732,20827,20942,21043,21156,21259,21288,21381,21525,21631,21734,21835,21938,22067,22213,22448,22566,22649,22677,22690,22649,22524,22394,22164,21878,21569,21210,20866,20475,19980,19479,19002,18489,17984,17416,16927,16453,16302,15930,15527,15065,14757,14401,14290,14538,14599,14489,14338,13992,13455,12799,12408,12288,12099,11950,11784,11575,11456,11473,11492,11424,11364,10963,10734,10628,10733,10562,10500,10513,10553,10395,10294,10269,10166,10241,10104,9913,9832,9791,9855,9928,9931,9984,9962,9754,9672,9565,9571,9474,9335,9400,9383,9423,9270,9371,9304,9238,9151,9232,9380,9289,9171,9287,9229,9290,9264,9221,9331,9491,9641,10019,10201,10293,10366,10532,10643,10593,10689,10727,10856,11074,11362,12123,12755,12606,12620,12468,12442,12661,12951,13190,13372,13771,14154,14754,15080,15636,15845,16350,16928,17497,18101,18563,19030,19549,19996,20380,20777,21197,21608,22026,22342,22640,22965,23252,23572,23832,24083,24345,24493,24575,24658,24746,24749,24742,24786,24765,24767,24703,24690,24596,24542,24513,24429,24420,24400,24396,24341,24310,24291,24300,24321,24256,24282,24248,24159,24118,24067,23977,23943,23815,23736,23704,23694,23655,23570,23513,23437,23393,23322,23304,23229,23179,23155,23078,22966,22865,22782,22685,22558,22455,22346,22288,22160,22081,22006,21866,21789,21746,21714,21617,21560,21449,21334,21208,21095,20990,20859,20727,
Large hydro,2913,2956,3041,3039,3038,3036,3036,3014,3017,2995,2986,2957,2890,2803,2755,2785,2787,2802,2797,2791,2784,2758,2795,2764,2783,2752,2732,2710,2708,2704,2664,2681,2624,2651,2678,2685,2696,2722,2723,2708,2687,2684,2696,2718,2729,2744,2713,2727,2748,2771,2816,2780,2793,2788,2815,2841,2863,2864,2867,2896,2886,3102,3080,3086,3098,3060,3027,3043,3060,3054,3022,3019,2968,2976,3062,3039,3043,3051,3056,3052,3067,3037,3045,3050,3018,3013,3081,3040,2949,2915,2938,2915,2888,2778,2667,2563,2590,2373,2413,2463,2329,2252,2364,2575,2691,2642,2604,2608,2629,2404,2318,2266,2243,2254,2276,2253,2258,2307,2295,2282,2297,2259,2263,2247,2299,2286,2257,2252,2237,2220,2193,2183,2117,2126,2101,2112,2118,2144,2184,2171,2137,2121,2093,2039,1951,1953,1916,1906,1855,1858,1837,1835,1844,1849,1804,1827,1836,1858,1884,1876,1872,1880,1873,1859,1859,1848,1848,1863,1884,1961,1989,1999,1997,1993,1998,1952,1907,1892,1884,1964,2085,2285,2392,2381,2425,2419,2412,2403,2406,2426,2455,2464,2456,2714,2893,2931,3012,3095,3139,3147,3131,3113,3098,3112,3192,3391,3628,3677,3706,3719,3707,3677,3641,3600,3493,3494,3559,3771,3886,3924,3935,3934,3939,3922,3919,3929,3905,3879,3886,3793,3746,3710,3700,3723,3721,3729,3729,3737,3729,3736,3748,3777,3818,3831,3801,3798,3764,3746,3752,3746,3717,3727,3737,3607,3497,3499,3469,3448,3440,3421,3406,3407,3409,3421,3407,3275,3206,3188,3196,3187,3178,3164,3187,3171,3151,3148,3150,3031,2985,2957,2943,2938,2951,2942,2935,2934,2917,2932,
Imports,7771,7576,7234,7097,6987,6880,6814,6769,6674,6607,6536,6550,6639,6556,6536,6514,6501,6498,6499,6466,6475,6461,6417,6465,6393,6385,6384,6352,6322,6285,6229,6185,6177,6086,6025,6065,6079,6111,6135,6067,6027,6005,6049,6044,5993,6006,6021,6068,6108,6116,6183,6226,6240,6226,6389,6394,6339,6321,6347,6386,6497,6415,6546,6607,6693,6727,6706,6769,6803,6818,6827,6867,6864,6956,7064,7180,7161,7156,7124,7106,7056,7007,6918,6761,6567,6422,6322,6164,5873,5796,5599,5223,4860,4615,4378,4172,4058,4097,3889,3717,3758,3639,3532,3607,3634,3688,3636,3439,3350,3177,2984,3090,3040,2964,2763,2606,2510,2405,2505,2519,2485,2179,2028,2005,2051,2021,2046,2172,2265,2106,2043,2004,1896,2023,1970,1856,1822,1799,1765,1850,1921,1969,1949,1834,1822,1622,1599,1586,1478,1505,1511,1567,1479,1524,1506,1433,1353,1452,1498,1464,1380,1445,1378,1449,1442,1400,1400,1440,1489,1663,1716,1803,1829,1875,2001,2066,2206,2113,2124,2053,2018,2412,2670,2582,2477,2425,2461,2523,2686,2754,2789,2916,3082,3318,3564,3763,3943,4310,4596,4787,5173,5524,5811,6185,6461,6490,6642,6901,7164,7306,7399,7602,7640,7769,7933,8010,8114,8113,8065,8201,8207,8237,8207,8207,8209,8196,8182,8102,8057,7884,7800,7789,7797,7766,7667,7619,7597,7601,7556,7560,7517,7397,7322,7147,7132,7136,7104,7077,7030,6968,6942,6936,6828,6873,6907,6856,6860,6855,6825,6796,6747,6757,6688,6585,6509,6598,6640,6589,6483,6440,6360,6315,6200,6202,6158,6043,6016,6292,6371,6384,6363,6356,6233,6251,6199,6195,6199,5949,
netd,11587,11599,11766,11811,11831,11856,11852,11841,11831,11819,11794,11756,11647,11761,11694,11656,11583,11496,11450,11401,11332,11373,11310,11294,11282,11257,11193,11192,11154,11163,11215,11192,11235,11224,11225,11241,11265,11282,11289,11375,11380,11441,11425,11453,11502,11505,11547,11534,11527,11489,11403,11440,11447,11489,11303,11315,11408,11446,11458,11450,11444,11425,11417,11463,11468,11501,11648,11713,11768,11862,11986,12052,12235,12281,12322,12347,12445,12470,12510,12491,12401,12350,12201,12067,11984,11775,11463,11271,11158,10768,10465,10351,10236,10023,9882,9718,9654,9460,9225,8885,8670,8510,8394,8356,8274,8159,8098,7945,7476,7218,7106,6932,6816,6732,6745,6716,6688,6761,6692,6623,6582,6525,6443,6376,6383,6255,6197,6089,6051,6069,6058,6082,6153,6092,6033,5945,5892,5848,5906,5907,5873,5894,5920,5881,5899,5990,6056,5982,6002,6037,6035,6021,5947,5998,5994,5978,5962,5922,5998,5949,5919,5962,5978,5982,5963,5973,6083,6188,6268,6395,6496,6491,6540,6664,6644,6575,6576,6722,6848,7057,7259,7426,7693,7643,7718,7624,7569,7735,7859,8010,8128,8391,8616,8722,8623,8942,8890,8945,9193,9563,9797,9926,10121,10252,10343,10499,10507,10619,10738,11001,11236,11361,11684,11883,12146,12328,12410,12461,12542,12450,12516,12575,12603,12613,12658,12640,12680,12722,12747,12919,12996,13014,12932,12931,13012,13048,13015,12972,13006,13004,13056,13082,13142,13270,13226,13184,13199,13154,13161,13101,13077,13041,13129,13175,13166,13158,13108,13090,13057,13087,13076,13015,13058,13072,13050,12992,12936,12908,12879,12828,12808,12809,12773,12708,12697,12675,12623,12423,12358,12276,12254,12155,12150,12015,11961,11861,11743,11846,
td-im,15260,15339,15609,15643,15642,15646,15648,15616,15624,15610,15606,15538,15425,15429,15394,15397,15361,15315,15296,15244,15212,15154,15151,15088,15100,15060,15036,15028,15007,15027,15049,15092,15057,15074,15116,15091,15091,15077,15066,15107,15130,15138,15111,15128,15167,15157,15153,15137,15103,15102,15077,15046,15060,15062,14905,14948,15050,15084,15102,15127,15149,15298,15304,15321,15314,15333,15423,15475,15539,15574,15667,15693,15813,15906,16006,15968,16040,16083,16126,16186,16227,16307,16372,16487,16663,16812,16953,17100,17319,17389,17535,17867,18154,18367,18507,18739,18866,18955,19220,19373,19254,19302,19298,19143,19043,18943,19003,18988,18994,19049,19254,19101,19084,19110,19191,19283,19332,19348,19135,19018,18998,19215,19334,19305,19162,19084,18949,18725,18584,18666,18650,18585,18558,18345,18325,18447,18425,18400,18398,18244,18115,18037,17979,18046,17983,18188,18162,18151,18286,18170,18109,18057,18154,18101,18083,18101,18204,18070,18039,17859,17922,17839,17903,17835,17890,17993,17974,17922,17892,17743,17658,17639,17611,17599,17479,17448,17397,17524,17572,17663,17767,17492,17188,17355,17542,17312,17362,17434,17363,17389,17514,17570,17536,17371,17234,17194,17172,16874,16665,16751,16546,16323,16172,15991,15846,16024,16066,16054,16127,16200,16321,16369,16608,16771,16908,17087,17269,17431,17611,17559,17617,17629,17657,17669,17680,17696,17713,17759,17795,17903,17969,17951,17893,17922,18004,18012,17989,17986,17992,17968,17948,18052,18152,18225,18199,18194,18141,18119,18123,18107,18063,18046,18079,17949,17823,17817,17761,17705,17659,17617,17542,17477,17436,17434,17407,17219,17099,17021,16983,16950,16942,16890,16911,16852,16784,16762,16716,16378,16190,16056,15978,15891,15852,15753,15679,15579,15473,15624,
netd+im,19358,19175,19000,18908,18818,18736,18666,18610,18505,18426,18330,18306,18286,18317,18230,18170,18084,17994,17949,17867,17807,17834,17727,17759,17675,17642,17577,17544,17476,17448,17444,17377,17412,17310,17250,17306,17344,17393,17424,17442,17407,17446,17474,17497,17495,17511,17568,17602,17635,17605,17586,17666,17687,17715,17692,17709,17747,17767,17805,17836,17941,17840,17963,18070,18161,18228,18354,18482,18571,18680,18813,18919,19099,19237,19386,19527,19606,19626,19634,19597,19457,19357,19119,18828,18551,18197,17785,17435,17031,16564,16064,15574,15096,14638,14260,13890,13712,13557,13114,12602,12428,12149,11926,11963,11908,11847,11734,11384,10826,10395,10090,10022,9856,9696,9508,9322,9198,9166,9197,9142,9067,8704,8471,8381,8434,8276,8243,8261,8316,8175,8101,8086,8049,8115,8003,7801,7714,7647,7671,7757,7794,7863,7869,7715,7721,7612,7655,7568,7480,7542,7546,7588,7426,7522,7500,7411,7315,7374,7496,7413,7299,7407,7356,7431,7405,7373,7483,7628,7757,8058,8212,8294,8369,8539,8645,8641,8782,8835,8972,9110,9277,9838,10363,10225,10195,10049,10030,10258,10545,10764,10917,11307,11698,12040,12187,12705,12833,13255,13789,14350,14970,15450,15932,16437,16804,16989,17149,17520,17902,18307,18635,18963,19324,19652,20079,20338,20524,20574,20607,20651,20723,20812,20810,20820,20867,20836,20862,20824,20804,20803,20796,20803,20729,20697,20679,20667,20612,20573,20562,20564,20573,20479,20464,20417,20358,20320,20303,20231,20191,20069,20019,19977,19957,20048,20073,20014,19968,19945,19882,19883,19823,19772,19746,19657,19559,19590,19576,19497,19362,19268,19168,19124,18973,18910,18855,18718,18639,18715,18729,18660,18617,18511,18383,18266,18160,18056,17942,17795,
