Net Demand 07/20/2019undefined,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,0:00
Hour-ahead forecast,26095,25693,25693,25693,25264,25264,25264,24941,24941,24941,24545,24545,24545,24160,24160,24160,23832,23832,23832,23510,23510,23510,23271,23271,23271,23020,23020,23020,22778,22778,22778,22570,22570,22570,22370,22370,22370,22265,22265,22265,22086,22086,22086,21992,21992,21992,21896,21896,21896,21926,21926,21926,21892,21892,21892,21909,21909,21909,21914,21914,21914,22104,22104,22104,22191,22191,22191,22260,22260,22260,22238,22238,22238,22520,22520,22520,22569,22569,22569,22606,22606,22606,22655,22655,22655,22892,22892,22892,23050,23050,23050,23000,23000,23000,23130,23130,23130,23467,23467,23467,23601,23601,23601,23519,23519,23519,23587,23587,23587,23670,23670,23670,23728,23728,23728,23779,23779,23779,23834,23834,23834,24013,24013,24013,24154,24154,24154,24222,24222,24222,24309,24309,24309,24470,24470,24470,24595,24595,24595,24724,24724,24724,24899,24899,24899,24954,24954,24954,25046,25046,25046,25271,25271,25271,25541,25541,25541,25648,25648,25648,25867,25867,25867,26110,26110,26110,26434,26434,26434,26674,26674,26674,27003,27003,27003,27322,27322,27322,27830,27830,27830,28112,28112,28112,28544,28544,28544,28906,28906,28906,29302,29302,29302,29641,29641,29641,29883,29883,29883,30590,30590,30590,30845,30845,30845,31128,31128,31128,31402,31402,31402,31630,31630,31630,31765,31765,31765,31985,31985,31985,32090,32090,32090,32146,32146,32146,32070,32070,32070,32040,32040,32040,31789,31789,31789,31519,31519,31519,31284,31284,31284,31204,31204,31204,31249,31249,31249,31195,31195,31195,31099,31099,31099,30938,30938,30938,30643,30643,30643,30253,30253,30253,29748,29748,29748,29078,29078,29078,28557,28557,28557,28039,28039,28039,27523,27523,27523,27201,27201,27201,26719,26719,26719,26159,26159,26159,25644,25644,25644
Demand,25933,25850,25725,25594,25475,25298,25117,25017,24848,24766,24707,24537,24373,24281,24159,24033,23977,23896,23768,23656,23570,23498,23409,23282,23164,23062,22994,22907,22825,22764,22693,22614,22553,22486,22419,22373,22337,22276,22219,22176,22125,22108,22073,22013,21986,21963,21926,21907,21878,21902,21915,21908,21919,21931,21903,21915,21931,21929,21931,21938,21950,22030,22146,22167,22219,22287,22327,22374,22427,22437,22475,22468,22466,22564,22620,22598,22579,22589,22595,22561,22587,22628,22626,22655,22717,22862,22989,22881,22916,22949,22941,23025,23025,23112,23163,23137,23202,23324,23387,23418,23462,23446,23420,23467,23521,23495,23462,23487,23474,23548,23600,23652,23634,23638,23649,23744,23749,23784,23802,23864,23872,23917,23958,24006,24049,24103,24105,24185,24174,24192,24193,24251,24271,24376,24352,24434,24457,24523,24591,24622,24677,24741,24747,24798,24814,24852,24846,24944,24999,25047,25048,25213,25288,25319,25432,25488,25537,25622,25707,25733,25824,25908,25977,26010,26133,26278,26363,26438,26531,26569,26650,26799,26921,27070,27168,27324,27440,27606,27718,27834,27956,28070,28222,28373,28453,28566,28708,28876,29054,29189,29239,29345,29424,29522,29709,29925,30095,30204,30283,30372,30525,30626,30769,30921,30971,31020,31138,31276,31307,31393,31469,31574,31669,31729,31822,31922,31944,31931,31963,31975,32047,32103,32108,32160,32147,32195,32252,32192,32110,32046,31948,31903,31844,31765,31666,31537,31420,31400,31314,31242,31196,31170,31150,31186,31169,31317,31318,31300,31342,31326,31270,31197,31110,31024,30926,30785,30679,30605,30488,30323,30125,29969,29823,29668,29494,29274,29046,28892,28733,28649,28518,28342,28274,28107,27929,27770,27522,27302,27074,26913,26755,26575,26406,26255,26082,25924,25837,25676,
Day-ahead net forecast,22440,22337,22210,22081,21921,21766,21563,21419,21258,21116,21039,20936,20717,20607,20527,20395,20323,20249,20182,20048,19911,19827,19682,19559,19426,19294,19222,19217,19099,19046,19011,18956,18902,18894,18805,18813,18783,18759,18764,18714,18686,18658,18645,18582,18571,18527,18497,18471,18468,18448,18454,18494,18517,18498,18504,18453,18505,18482,18488,18524,18528,18591,18722,18802,18860,18959,19000,19098,19187,19246,19283,19331,19358,19426,19495,19388,19207,19045,18823,18496,18187,17872,17548,17177,16778,16493,16283,15852,15434,15041,14632,14277,13903,13547,13278,12975,12704,12483,12353,12157,12020,11883,11710,11599,11538,11458,11344,11294,11212,11130,11072,11031,11041,10914,10854,10817,10831,10866,10794,10822,10824,10818,10838,10922,10931,11007,11040,11046,11072,11059,11042,11021,11106,11161,11312,11341,11320,11381,11411,11508,11522,11594,11682,11686,11732,11764,11776,11882,12026,12072,12073,12222,12294,12324,12416,12528,12532,12600,12638,12702,12771,12834,12906,12920,13069,13174,13296,13335,13395,13445,13490,13603,13751,13823,13964,14070,14245,14351,14489,14647,14801,14979,15146,15353,15546,15641,15801,16029,16238,16451,16612,16684,16822,16925,17140,17363,17644,17818,17997,18120,18339,18573,18765,18968,19156,19300,19449,19683,19899,20054,20301,20577,20888,21166,21459,21785,22131,22418,22715,23067,23449,23857,24262,24672,25071,25473,25915,26234,26503,26762,26993,27186,27401,27553,27685,27707,27715,27726,27808,27688,27646,27618,27564,27513,27479,27585,27649,27611,27640,27643,27626,27537,27503,27414,27374,27240,27151,27085,27046,26912,26770,26650,26577,26469,26354,26202,26015,25912,25795,25727,25674,25549,25426,25349,25171,25000,24763,24465,24241,23967,23763,23546,23383,23190,23079,22899,22796,22657,
Large hydro,3539,3600,3567,3515,3493,3571,3596,3543,3507,3550,3508,3469,3409,3389,3385,3422,3441,3416,3377,3371,3380,3356,3349,3324,3310,3360,3424,3412,3411,3394,3354,3337,3329,3336,3333,3334,3329,3361,3383,3383,3374,3369,3367,3374,3372,3371,3376,3375,3383,3384,3383,3370,3372,3375,3374,3367,3367,3366,3369,3380,3432,3604,3722,3780,3794,3793,3794,3796,3803,3814,3814,3784,3658,3485,3435,3407,3393,3377,3347,3179,3024,3024,2982,2961,2802,2635,2538,2502,2423,2371,2330,2185,2008,1967,1914,1937,1935,1960,1968,1975,1976,1993,1984,1981,1962,1981,1976,1981,1984,1789,1766,1770,1783,1780,1777,1776,1802,1804,1790,1768,1743,1767,1772,1784,1784,1782,1815,1883,1935,1888,1894,1860,1930,1902,1956,2021,2072,2068,2058,2077,2078,2060,2048,2061,2068,2122,2092,2058,2136,2095,2033,2102,2205,2227,2184,2209,2239,2234,2241,2320,2653,2746,2772,2745,2708,2728,2834,2849,2944,2897,2866,2901,2971,3022,3043,3096,3160,3155,3153,3181,3233,3144,3075,3096,3437,3439,3448,3440,3454,3502,3531,3552,3581,3739,3770,3844,3886,3905,3912,3905,3916,3921,3974,4044,4135,4272,4358,4359,4345,4411,4397,4401,4403,4452,4465,4503,4580,4856,5091,5131,5131,5147,5148,5164,5228,5255,5257,5258,5247,5325,5339,5325,5361,5372,5379,5369,5363,5363,5354,5348,5331,5260,5267,5259,5250,5244,5242,5243,5239,5235,5242,5233,5207,4999,4894,4943,4884,4886,4852,4851,4839,4832,4836,4794,4665,4380,4280,4277,4261,4260,4247,4241,4232,4220,4219,4171,4003,3800,3714,3655,3654,3643,3643,3647,3629,3627,3633,3608,
Imports,7540,7244,7219,7290,7208,7078,6981,6913,6830,6684,6726,6688,6648,6811,6935,6910,6901,6853,6796,6723,6676,6712,6689,6710,6770,6748,6848,6897,6853,6768,6729,6701,6689,6666,6582,6559,6563,6520,6473,6503,6548,6642,6648,6591,6571,6559,6540,6536,6508,6563,6586,6583,6617,6623,6581,6576,6594,6594,6614,6615,6594,6447,6417,6376,6418,6497,6536,6590,6678,6698,6723,6776,6948,7150,7167,7114,7043,6882,6641,6466,6268,6028,5859,5762,5650,5687,5677,5640,5654,5560,5325,5210,4998,4747,4488,4156,3940,3863,3728,3601,3507,3347,3200,3111,3044,2956,2847,2812,2708,2810,2760,2686,2671,2531,2476,2460,2368,2364,2388,2440,2456,2429,2458,2491,2501,2579,2545,2533,2465,2489,2469,2497,2457,2607,2575,2511,2422,2444,2460,2502,2544,2532,2541,2542,2545,2452,2482,2520,2467,2557,2642,2618,2568,2527,2525,2488,2451,2424,2396,2297,1927,1830,1928,2002,2019,2026,1956,2047,2003,2097,2147,2215,2151,2229,2257,2234,2239,2244,2287,2384,2427,2494,2635,2674,2488,2573,2664,2788,2933,2954,2997,3113,3141,3002,2985,3025,3067,3174,3361,3474,3623,3712,3760,3877,3836,3664,3727,3691,3675,3798,3948,4040,4200,4376,4659,4911,5098,4917,4930,5092,5246,5386,5629,5957,6233,6565,6911,7127,7458,7566,7812,8038,8112,8145,8209,8292,8348,8338,8280,8231,8285,8432,8439,8462,8432,8487,8502,8520,8549,8574,8579,8519,8361,8573,8552,8450,8451,8388,8340,8220,8082,8005,7914,7825,7801,7853,7768,7658,7535,7492,7447,7395,7352,7197,7045,6929,6930,7069,7042,6988,7089,7145,7085,7181,7102,6968,6847,6730,
netd,11361,11493,11424,11276,11220,11117,10986,10963,10921,10882,10805,10779,10660,10407,10207,10063,9981,9980,10009,9954,9855,9759,9644,9525,9346,9186,8950,8908,8835,8884,8928,8918,8884,8892,8890,8920,8891,8878,8908,8828,8764,8647,8630,8617,8628,8597,8581,8560,8577,8501,8485,8541,8528,8500,8549,8510,8544,8522,8505,8529,8502,8540,8583,8646,8648,8669,8670,8712,8706,8734,8746,8771,8752,8791,8893,8867,8771,8786,8835,8851,8895,8820,8707,8454,8326,8171,8068,7710,7357,7110,6977,6882,6897,6833,6876,6882,6829,6660,6657,6581,6537,6543,6526,6507,6532,6521,6521,6501,6520,6531,6546,6575,6587,6603,6601,6581,6661,6698,6616,6614,6625,6622,6608,6647,6646,6646,6680,6630,6672,6682,6679,6664,6719,6652,6781,6809,6826,6869,6893,6929,6900,7002,7093,7083,7119,7190,7202,7304,7423,7420,7398,7502,7521,7570,7707,7831,7842,7942,8001,8085,8191,8258,8206,8173,8342,8420,8506,8439,8448,8451,8477,8487,8629,8572,8664,8740,8846,8952,9049,9082,9141,9341,9436,9583,9621,9629,9689,9801,9851,9995,10084,10019,10100,10184,10385,10494,10691,10739,10724,10741,10800,10940,11031,11047,11185,11364,11364,11633,11879,11845,11956,12136,12285,12338,12335,12371,12453,12645,12694,12844,13072,13324,13485,13551,13610,13653,13747,13849,13798,13871,13842,13823,13928,14036,14097,14046,14004,14025,14174,14109,14030,13926,13858,13792,13797,13854,13905,13848,13852,13834,13805,13785,13935,13842,13928,13847,13816,13811,13854,13841,13849,13813,13827,13850,13888,13969,13967,13977,13999,13975,13980,13913,13842,13932,13907,13900,13830,13596,13485,13324,13020,12758,12655,12362,12348,12304,12316,12319,
td-im,18393,18606,18506,18304,18267,18220,18136,18104,18018,18082,17981,17849,17725,17470,17224,17123,17076,17043,16972,16933,16894,16786,16720,16572,16394,16314,16146,16010,15972,15996,15964,15913,15864,15820,15837,15814,15774,15756,15746,15673,15577,15466,15425,15422,15415,15404,15386,15371,15370,15339,15329,15325,15302,15308,15322,15339,15337,15335,15317,15323,15356,15583,15729,15791,15801,15790,15791,15784,15749,15739,15752,15692,15518,15414,15453,15484,15536,15707,15954,16095,16319,16600,16767,16893,17067,17175,17312,17241,17262,17389,17616,17815,18027,18365,18675,18981,19262,19461,19659,19817,19955,20099,20220,20356,20477,20539,20615,20675,20766,20738,20840,20966,20963,21107,21173,21284,21381,21420,21414,21424,21416,21488,21500,21515,21548,21524,21560,21652,21709,21703,21724,21754,21814,21769,21777,21923,22035,22079,22131,22120,22133,22209,22206,22256,22269,22400,22364,22424,22532,22490,22406,22595,22720,22792,22907,23000,23086,23198,23311,23436,23897,24078,24049,24008,24114,24252,24407,24391,24528,24472,24503,24584,24770,24841,24911,25090,25201,25362,25431,25450,25529,25576,25587,25699,25965,25993,26044,26088,26121,26235,26242,26232,26283,26520,26724,26900,27028,27030,26922,26898,26902,26914,27009,27044,27135,27356,27411,27585,27632,27595,27521,27534,27469,27353,27163,27011,26846,27014,27033,26883,26801,26717,26479,26203,25914,25630,25341,25065,24652,24480,24136,23865,23732,23620,23457,23245,23072,23062,23034,23011,22911,22738,22711,22724,22737,22830,22816,22780,22793,22752,22691,22678,22749,22451,22374,22335,22228,22217,22148,22103,22043,21964,21909,21843,21693,21421,21278,21234,21198,21157,21071,20947,20922,20910,20884,20841,20592,20233,20032,19925,19666,19430,19321,19074,18980,18956,18990,18946,
im+netd,18901,18737,18643,18566,18428,18195,17967,17876,17751,17566,17531,17467,17308,17218,17142,16973,16882,16833,16805,16677,16531,16471,16333,16235,16116,15934,15798,15805,15688,15652,15657,15619,15573,15558,15472,15479,15454,15398,15381,15331,15312,15289,15278,15208,15199,15156,15121,15096,15085,15064,15071,15124,15145,15123,15130,15086,15138,15116,15119,15144,15096,14987,15000,15022,15066,15166,15206,15302,15384,15432,15469,15547,15700,15941,16060,15981,15814,15668,15476,15317,15163,14848,14566,14216,13976,13858,13745,13350,13011,12670,12302,12092,11895,11580,11364,11038,10769,10523,10385,10182,10044,9890,9726,9618,9576,9477,9368,9313,9228,9341,9306,9261,9258,9134,9077,9041,9029,9062,9004,9054,9081,9051,9066,9138,9147,9225,9225,9163,9137,9171,9148,9161,9176,9259,9356,9320,9248,9313,9353,9431,9444,9534,9634,9625,9664,9642,9684,9824,9890,9977,10040,10120,10089,10097,10232,10319,10293,10366,10397,10382,10118,10088,10134,10175,10361,10446,10462,10486,10451,10548,10624,10702,10780,10801,10921,10974,11085,11196,11336,11466,11568,11835,12071,12257,12109,12202,12353,12589,12784,12949,13081,13132,13241,13186,13370,13519,13758,13913,14085,14215,14423,14652,14791,14924,15021,15028,15091,15324,15554,15643,15904,16176,16485,16714,16994,17282,17551,17562,17624,17936,18318,18710,19114,19508,19843,20218,20658,20976,21256,21437,21654,21861,22040,22181,22306,22338,22352,22363,22454,22340,22315,22358,22297,22254,22229,22341,22407,22368,22401,22408,22384,22304,22296,22415,22480,22297,22267,22199,22194,22061,21931,21818,21741,21675,21689,21822,21735,21635,21534,21467,21427,21308,21194,21129,20952,20829,20760,20665,20527,20312,20109,19903,19740,19543,19450,19272,19163,19049,
