Renewables 07/20/2019undefined,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55
Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,91,200,366,563,798,1097,1401,1724,2070,2454,2831,3207,3604,4005,4417,4847,5297,5718,6129,6548,6911,7240,7558,7857,8121,8342,8529,8701,8861,9019,9167,9294,9406,9510,9597,9696,9835,9931,9992,10087,10157,10239,10294,10359,10432,10492,10535,10594,10635,10689,10732,10778,10818,10845,10882,10919,10956,11035,11070,11094,11107,11132,11160,11185,11201,11222,11239,11237,11250,11268,11267,11258,11243,11243,11248,11236,11246,11254,11262,11256,11258,11264,11267,11274,11276,11267,11270,11270,11267,11265,11262,11252,11244,11237,11232,11223,11223,11216,11203,11195,11169,11157,11137,11105,11082,11045,11016,10976,10942,10906,10869,10835,10802,10761,10723,10685,10637,10574,10519,10466,10415,10355,10289,10225,10151,10079,10002,9919,9815,9711,9605,9491,9375,9257,9118,8970,8804,8622,8431,8215,7986,7737,7478,7193,6891,6568,6217,5840,5456,5050,4629,4207,3797,3381,2973,2599,2239,1888,1552,1226,943,684,493,357,250,168,105,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wind,3571,3550,3559,3578,3597,3606,3627,3635,3662,3683,3684,3683,3701,3706,3683,3679,3679,3683,3650,3662,3684,3716,3756,3775,3779,3793,3787,3735,3744,3737,3722,3685,3659,3625,3613,3588,3564,3533,3492,3470,3467,3454,3445,3442,3442,3438,3442,3437,3450,3437,3440,3420,3406,3423,3433,3441,3452,3445,3429,3419,3410,3395,3385,3366,3331,3301,3289,3252,3221,3178,3177,3148,3090,3070,3056,3037,3012,2993,2984,2982,3027,3039,3043,3054,3080,3115,3113,3081,3077,3078,3053,3033,3014,2994,2974,2948,2950,2939,2924,2917,2911,2887,2859,2837,2815,2757,2716,2680,2677,2670,2688,2685,2666,2644,2637,2661,2618,2558,2554,2537,2509,2490,2452,2380,2352,2295,2271,2248,2230,2217,2198,2152,2110,2055,2015,1985,1961,1929,1923,1897,1874,1878,1842,1832,1822,1823,1801,1760,1704,1712,1681,1693,1711,1727,1688,1682,1707,1723,1747,1759,1757,1785,1782,1794,1767,1799,1796,1832,1867,1896,1889,1913,1962,1973,1993,2026,2031,2085,2108,2088,2075,2069,2048,2053,2037,2042,2023,2015,2014,2003,2006,2043,2053,2067,2104,2118,2102,2097,2124,2124,2094,2094,2131,2172,2189,2216,2233,2273,2299,2313,2319,2313,2300,2301,2322,2339,2317,2316,2307,2304,2335,2360,2373,2397,2436,2453,2529,2586,2648,2694,2749,2818,2922,3005,3080,3181,3244,3305,3336,3401,3455,3523,3604,3664,3685,3683,3681,3684,3686,3694,3687,3683,3649,3631,3615,3595,3568,3546,3504,3473,3434,3367,3303,3260,3222,3166,3099,3048,2996,2951,2910,2866,2849,2833,2826,2844,2874,2917,2948,3003,3067,3095,3099,3109,3091,3083,3069,3089
S+W,3571,3550,3559,3578,3597,3606,3627,3635,3662,3683,3684,3683,3701,3706,3683,3679,3679,3683,3650,3662,3684,3716,3756,3775,3779,3793,3787,3735,3744,3737,3722,3685,3659,3625,3613,3588,3564,3533,3492,3470,3467,3454,3445,3442,3442,3438,3442,3437,3450,3437,3440,3420,3406,3423,3433,3441,3452,3445,3429,3419,3410,3395,3385,3366,3331,3301,3289,3252,3221,3178,3177,3148,3090,3092,3147,3237,3378,3556,3782,4079,4428,4763,5113,5508,5911,6322,6717,7086,7494,7925,8350,8751,9143,9542,9885,10188,10508,10796,11045,11259,11440,11588,11720,11856,11982,12051,12122,12190,12274,12366,12523,12616,12658,12731,12794,12900,12912,12917,12986,13029,13044,13084,13087,13069,13084,13073,13089,13093,13112,13136,13154,13187,13180,13149,13122,13117,13121,13114,13124,13119,13113,13115,13092,13100,13089,13081,13044,13003,12952,12948,12927,12947,12973,12983,12946,12946,12974,12997,13023,13026,13027,13055,13049,13059,13029,13051,13040,13069,13099,13119,13112,13129,13165,13168,13162,13183,13168,13190,13190,13133,13091,13045,12990,12959,12906,12877,12825,12776,12737,12688,12643,12617,12572,12533,12519,12473,12391,12322,12275,12203,12096,12013,11946,11883,11794,11707,11608,11530,11417,11283,11123,10935,10731,10516,10308,10076,9795,9509,9198,8872,8552,8200,7829,7447,7065,6660,6326,5967,5621,5293,4988,4706,4474,4231,4023,3865,3737,3662,3586,3569,3560,3556,3637,3664,3685,3683,3681,3684,3686,3694,3687,3683,3649,3631,3615,3595,3568,3546,3504,3473,3434,3367,3303,3260,3222,3166,3099,3048,2996,2951,2910,2866,2849,2833,2826,2844,2874,2917,2948,3003,3067,3095,3099,3109,3091,3083,3069,3089
