X,Y,Plant_Code,Plant_Name,State,Zip,PrimSource
-89.685,45.1786,4068,Merrill,Wisconsin,54452,hydroelectric
-87.7586,45.1136,4071,Potato Rapids,Wisconsin,54143,hydroelectric
-88.0086,44.54,4072,Pulliam,Wisconsin,54303,natural gas
-88.0678,45.2333,4074,Sandstone Rapids,Wisconsin,54114,hydroelectric
-89.7306,45.4411,4075,Tomahawk,Wisconsin,54487,hydroelectric
-87.6881,45.0869,4076,West Marinette,Wisconsin,54143,natural gas
-89.6367,44.9575,4077,Wausau,Wisconsin,54401,hydroelectric
-89.6553,44.8606,4078,Weston,Wisconsin,54474,coal
-89.9514,43.8656,4079,Castle Rock,Wisconsin,53934,hydroelectric
-90.0217,44.0572,4080,Petenwell,Wisconsin,54646,hydroelectric
-91.5034,44.2524,4100,Arcadia Electric,Wisconsin,54612,petroleum
-91.840382,45.40193,4102,Barron,Wisconsin,54812,petroleum
-90.780325,43.742874,4107,Cashton,Wisconsin,54619,petroleum
-92.0224,45.5336,4112,Cumberland (WI),Wisconsin,54829,natural gas
-90.2675,43.7395,4113,Elroy,Wisconsin,53929,petroleum
-90.6558,42.9828,4114,Fennimore,Wisconsin,53809,petroleum
-88.265445,44.276199,4118,Kaukauna Gas Turbine,Wisconsin,54130,natural gas
-88.25558,44.279897,4119,Little Chute,Wisconsin,54113,hydroelectric
-88.2678,44.2772,4120,New Badger,Wisconsin,54130,hydroelectric
-88.3147,44.3164,4122,Rapide Croche,Wisconsin,54130,hydroelectric
-90.6391,43.5722,4124,La Farge,Wisconsin,54639,petroleum
-87.6558,44.082,4125,Manitowoc,Wisconsin,54221,petroleum
-90.1645,43.8797,4130,New Lisbon,Wisconsin,53950,petroleum
-90.669,43.507,4139,Viola,Wisconsin,54664,petroleum
-91.047211,45.491826,4142,Flambeau Hydroelectric Station,Wisconsin,54848,hydroelectric
-88.1586,44.8747,4147,Stiles,Wisconsin,54154,hydroelectric
-86.930822,45.370922,4148,Washington Island,Wisconsin,54246,petroleum
-105.7769,42.8378,4158,Dave Johnston,Wyoming,82637,coal
-110.5983,41.7581,4162,Naughton,Wyoming,83101,coal
-106.795901,42.4766,4176,Fremont Canyon,Wyoming,82620,hydroelectric
-104.955526,42.467254,4177,Glendo,Wyoming,82213,hydroelectric
-104.760634,42.289868,4178,Guernsey,Wyoming,82214,hydroelectric
-106.880543,42.174301,4180,Kortes,Wyoming,82334,hydroelectric
-106.908483,42.156127,4182,Seminoe,Wyoming,82334,hydroelectric
-109.181228,44.502897,4183,Shoshone (WY),Wyoming,82414,hydroelectric
-110.063973,42.027013,4185,Fontenelle,Wyoming,83101,hydroelectric
-96.1264,33.1707,4195,Powerlane Plant,Texas,75401,natural gas
-88.300548,44.273511,4201,Combined Locks,Wisconsin,54113,hydroelectric
-111.395971,44.418293,4204,Island Park,Idaho,83429,hydroelectric
-122.083188,45.481708,4213,PHP 1,Oregon,97055,hydroelectric
-122.151257,45.448977,4214,PHP 2,Oregon,97055,hydroelectric
-111.8433,41.725833,4251,Logan City,Utah,84321,natural gas
-120.9044,37.4903,4256,Walnut,California,95380,natural gas
-76.07,38.795,4257,Easton 2,Maryland,21601,petroleum
-82.8594,38.6472,4258,Greenup Hydro,Ohio,45629,hydroelectric
-111.433937,40.964828,4263,Echo Dam,Utah,84024,hydroelectric
-97.1061,33.1975,4266,Spencer,Texas,76205,natural gas
-90.471581,29.995267,4270,Waterford 3,Louisiana,70057,nuclear
-91.912647,44.303583,4271,John P Madgett,Wisconsin,54610,coal
-98.3721,30.558,4937,Thomas C Ferguson,Texas,78654,natural gas
-97.3117,27.6064,4939,Barney M Davis,Texas,78418,natural gas
-95.9567,35.9978,4940,Riverside (OK),Oklahoma,74037,natural gas
-74.9654,39.3757,5083,Cumberland (NJ),New Jersey,8332,natural gas
-86.565206,41.975604,6000,Donald C Cook,Michigan,49106,nuclear
-85.1116,31.2231,6001,Joseph M Farley,Alabama,36319,nuclear
-87.0597,33.6319,6002,James H Miller Jr,Alabama,35073,coal
-81.294444,39.366667,6004,Pleasants Power Station,West Virginia,26134,coal
-81.9081,38.9153,6006,Racine,Ohio,45771,hydroelectric
-112.8617,33.3881,6008,Palo Verde,Arizona,85036,nuclear
-92.1406,34.4228,6009,White Bluff,Arkansas,72132,coal
-76.4417,38.4344,6011,Calvert Cliffs Nuclear Power Plant,Maryland,20657,nuclear
-72.9303,42.7297,6012,Sherman,Massachusetts,1367,hydroelectric
-118.3147,34.1764,6013,Olive,California,91502,natural gas
-78.0114,33.9597,6014,Brunswick Nuclear,North Carolina,28461,nuclear
-78.9556,35.6334,6015,Harris,North Carolina,27562,nuclear
-88.2781,38.9361,6017,Newton,Illinois,62448,coal
-84.8514,38.9036,6018,East Bend,Kentucky,41091,coal
-81.1439,41.8006,6020,Perry,Ohio,44081,nuclear
-107.5912,40.4627,6021,Craig (CO),Colorado,81626,coal
-88.2286,41.2435,6022,Braidwood Generation Station,Illinois,60407,nuclear
-89.2819,42.0742,6023,Byron Generating Station,Illinois,61010,nuclear
-88.669066,41.245498,6026,LaSalle Generating Station,Illinois,61341,nuclear
-101.157058,47.377743,6030,Coal Creek,North Dakota,58576,coal
-82.495,42.7756,6034,Belle River,Michigan,48054,coal
-82.6964,43.1056,6035,Greenwood (MI),Michigan,48006,natural gas
-81.0694,35.0514,6036,Catawba,South Carolina,29745,nuclear
-80.9486,35.4331,6038,McGuire,North Carolina,28078,nuclear
-80.4336,40.6219,6040,Beaver Valley,Pennsylvania,15077,nuclear
-83.8181,38.7,6041,H L Spurlock,Kentucky,41056,coal
-82.3456,27.6058,6042,Manatee,Florida,34219,natural gas
-80.5628,27.0536,6043,Martin,Florida,34956,natural gas
-80.246389,27.348611,6045,St Lucie,Florida,33497,nuclear
-81.332329,28.903863,6046,DeBary,Florida,32713,petroleum
-72.707274,42.573084,6047,Deerfield 2,Massachusetts,1341,hydroelectric
-70.620089,41.392486,6049,West Tisbury Generating Facility,Massachusetts,2575,petroleum
-82.3447,31.9342,6051,Edwin I Hatch,Georgia,31513,nuclear
-91.3692,30.7261,6055,Big Cajun 2,Louisiana,70760,coal
-156.462696,20.896884,6056,Kahului,Hawaii,96732,petroleum
-92.4908,44.0322,6058,Cascade Creek,Minnesota,55901,natural gas
-116.1714,33.6758,6060,Coachella,California,92236,natural gas
-89.394,31.2186,6061,R D Morrow,Mississippi,39475,natural gas
-92.4205,42.4407,6063,Electrifarm,Iowa,50701,natural gas
-94.6975,39.1681,6064,Nearman Creek,Kansas,66104,coal
-94.98,39.4472,6065,Iatan,Missouri,64098,coal
-96.117231,39.286453,6068,Jeffrey Energy Center,Kansas,66536,coal
-85.4117,38.5847,6071,Trimble County,Kentucky,40006,coal
-91.0478,32.0081,6072,Grand Gulf,Mississippi,39150,nuclear
-88.5553,30.5322,6073,Victor J Daniel Jr,Mississippi,39552,natural gas
-94.2982,38.8615,6074,Greenwood (MO),Missouri,64034,natural gas
-106.614,45.8831,6076,Colstrip,Montana,59323,coal
-101.1408,41.0808,6077,Gerald Gentleman,Nebraska,69165,coal
-72.5106,42.1978,6081,Stony Brook,Massachusetts,1056,petroleum
-72.7335,42.5995,6083,Deerfield 3,Massachusetts,1338,hydroelectric
-87.0261,41.2164,6085,R M Schahfer,Indiana,46392,coal
-91.157427,45.164024,6086,Cornell,Wisconsin,54729,hydroelectric
-83.1574,33.3502,6087,Wallace Dam,Georgia,31024,pumped storage
-111.1262,32.401,6088,North Loop,Arizona,85704,natural gas
-104.15665,47.6785,6089,Lewis & Clark,Montana,59270,natural gas
-93.8931,45.3808,6090,Sherburne County,Minnesota,55308,coal
-96.990494,42.897663,6092,Spirit Mound,South Dakota,57069,petroleum
-97.05279,36.45307,6095,Sooner,Oklahoma,73061,coal
-95.7764,40.6214,6096,Nebraska City,Nebraska,68410,coal
-96.510067,45.303652,6098,Big Stone,South Dakota,57216,coal
-120.855542,35.211536,6099,Diablo Canyon,California,93424,nuclear
-118.968252,37.029304,6100,Helms Pumped Storage,California,93664,pumped storage
-105.381482,44.290128,6101,Wyodak,Wyoming,82716,coal
-76.1462,41.0919,6103,TalenEnergy Susquehanna,Pennsylvania,18603,nuclear
-75.58744,40.224303,6105,Limerick,Pennsylvania,19464,nuclear
-76.408394,43.52139,6110,James A Fitzpatrick,New York,13093,nuclear
-104.8742,40.2461,6112,Fort St Vrain,Colorado,80651,natural gas
-87.765833,38.372222,6113,Gibson,Indiana,47665,coal
-70.848889,42.899167,6115,Seabrook,New Hampshire,3874,nuclear
-75.5377,39.4666,6118,PSEG Hope Creek Generating Station,New Jersey,8038,nuclear
-72.7376,42.6198,6119,Deerfield 4,Massachusetts,1338,hydroelectric
-122.75164,48.885636,6120,Whitehorn,Washington,98230,natural gas
-77.3099,43.2777,6122,R E Ginna Nuclear Power Plant,New York,14519,nuclear
-81.168347,32.356287,6124,McIntosh,Georgia,31326,natural gas
-71.7172,42.2747,6125,Shrewsbury,Massachusetts,1545,petroleum
-81.3308,34.3061,6126,Fairfield Pumped Storage,South Carolina,29065,pumped storage
-81.3153,34.2983,6127,V C Summer,South Carolina,29065,nuclear
-101.06011,29.449827,6128,Amistad Dam & Power,Texas,78840,hydroelectric
-84.6733,34.6121,6130,Carters,Georgia,30705,pumped storage
-86.784319,32.324242,6131,Jones Bluff,Alabama,36703,hydroelectric
-82.5953,34.0256,6132,Richard B Russell,Georgia,30635,pumped storage
-85.1887,32.918674,6133,West Point (GA),Georgia,31833,hydroelectric
-87.715,37.9053,6137,A B Brown,Indiana,47620,coal
-94.5241,36.2561,6138,Flint Creek,Arkansas,72734,coal
-94.839993,33.05522,6139,Welsh,Texas,75686,coal
-91.643969,39.524791,6140,Clarence Cannon,Missouri,63456,pumped storage
-93.4062,38.2623,6141,Harry Truman,Missouri,65355,pumped storage
-93.8175,35.4693,6142,Ozark,Arkansas,72949,hydroelectric
-97.785515,32.298365,6145,Comanche Peak,Texas,76043,nuclear
-94.5706,32.2606,6146,Martin Lake,Texas,75691,coal
-83.0861,41.5967,6149,Davis Besse,Ohio,43449,nuclear
-85.9278,34.7092,6150,Bellefonte,Alabama,35752,petroleum
-85.387934,35.055795,6151,Raccoon Mountain,Tennessee,37419,pumped storage
-85.0917,35.2267,6152,Sequoyah,Tennessee,37379,nuclear
-91.778841,38.758919,6153,Callaway,Missouri,65251,nuclear
-90.263157,38.131248,6155,Rush Island,Missouri,63028,coal
-72.904323,41.283997,6156,New Haven Harbor,Connecticut,6512,natural gas
-120.528211,37.946927,6158,New Melones,California,95376,hydroelectric
-107.625335,38.510573,6159,Crystal,Colorado,81401,hydroelectric
-118.977323,47.957511,6163,Grand Coulee,Washington,99133,hydroelectric
-111.0289,39.1747,6165,Hunter,Utah,84513,coal
-87.0372,37.9256,6166,Rockport,Indiana,47635,coal
-79.8,38.20889,6167,Bath County,Virginia,24484,pumped storage
-77.7897,38.06,6168,North Anna,Virginia,23117,nuclear
-84.27,36.9614,6171,Laurel Dam,Kentucky,40744,hydroelectric
-115.3143,48.4098,6172,Libby,Montana,59923,hydroelectric
-122.6772,42.6717,6174,Lost Creek,Oregon,97541,hydroelectric
-117.429385,46.659503,6175,Lower Granite,Washington,99347,hydroelectric
-109.2708,34.5789,6177,Coronado,Arizona,85936,coal
-97.214167,28.7128,6178,Coleto Creek,Texas,77960,coal
-96.7506,29.9172,6179,Fayette Power Project,Texas,78945,coal
-96.4866,31.1803,6180,Oak Grove (TX),Texas,77856,coal
-98.4775,28.7044,6183,San Miguel,Texas,78012,coal
-85.616047,33.258281,6188,Harris Dam,Alabama,36266,hydroelectric
-85.303942,34.355538,6189,Rocky Mountain Hydroelectric Plant,Georgia,30165,pumped storage
-92.716667,31.395,6190,Brame Energy Center,Louisiana,71447,petroleum
-101.747187,35.29816,6193,Harrington,Texas,79108,coal
-102.56999,34.186494,6194,Tolk,Texas,79371,coal
-93.38804,37.151706,6195,John Twitty Energy Center,Missouri,65807,coal
-118.7881,34.6853,6196,W E Warne,California,93243,hydroelectric
-120.0917,47.346111,6200,Rock Island,Washington,98801,hydroelectric
-121.06788,48.732577,6202,Ross,Washington,98283,hydroelectric
-104.8825,42.108889,6204,Laramie River Station,Wyoming,82201,coal
-107.782786,37.52372,6206,Tacoma,Colorado,81301,hydroelectric
-107.8831,37.866,6207,Ames Hydro,Colorado,81426,hydroelectric
-106.352331,39.094197,6208,Mount Elbert,Colorado,80461,pumped storage
-117.370538,47.73511,6210,Northeast (WA),Washington,99207,natural gas
-122.28185,37.79675,6211,Dynegy Oakland Power Plant,California,94607,petroleum
-87.5108,39.0694,6213,Merom,Indiana,47882,coal
-90.91195,41.59976,6220,Durant,Iowa,52747,petroleum
-94.1041,37.1385,6223,Empire Energy Center,Missouri,64862,natural gas
-97.601363,40.883013,6229,Mobile,Nebraska,68467,petroleum
-92.716214,45.157552,6231,Apple River,Wisconsin,54025,hydroelectric
-90.614119,39.449185,6238,Pearl Station,Illinois,62361,petroleum
-96.4608,30.7217,6243,Dansby,Texas,77807,natural gas
-103.6803,40.2217,6248,Pawnee,Colorado,80723,coal
-79.357236,33.33184,6249,Winyah,South Carolina,29440,coal
-78.8917,36.5278,6250,Mayo,North Carolina,27573,coal
-96.0481,28.795,6251,South Texas Project,Texas,77483,nuclear
-88.1496,43.1952,6253,Germantown,Wisconsin,53022,petroleum
-92.555833,41.0961,6254,Ottumwa,Iowa,52501,coal
-83.8075,33.0606,6257,Scherer,Georgia,31046,coal
-81.748294,33.137711,6258,Wilson,Georgia,30830,petroleum
-81.9344,38.9794,6264,Mountaineer,West Virginia,25265,coal
-122.2594,46.0594,6265,Swift 2,Washington,98616,hydroelectric
-93.1235,36.658995,6280,Ozark Beach,Missouri,65653,hydroelectric
-152.396982,57.789956,6281,Kodiak Microgrid,Alaska,99615,petroleum
-152.855441,57.864775,6282,Port Lions Microgrid,Alaska,99660,petroleum
-151.713439,59.439542,6283,Seldovia,Alaska,99663,petroleum
-147.3481,64.7356,6285,North Pole,Alaska,99705,petroleum
-147.719351,64.854171,6286,Fairbanks,Alaska,99701,petroleum
-148.95,63.8542,6288,Healy,Alaska,99743,coal
-149.665603,60.392331,6291,Cooper Lake,Alaska,99572,hydroelectric
-151.3874,60.6935,6292,Bernice Lake,Alaska,99635,natural gas
-149.911038,61.168972,6293,International,Alaska,99518,natural gas
-160.790414,63.876789,6299,Unalakleet,Alaska,99684,petroleum
-157.007222,58.730417,6301,Naknek,Alaska,99633,petroleum
-131.544978,55.091263,6302,Purple Lake,Alaska,99926,hydroelectric
-162.556944,66.837778,6304,Kotzebue Hybrid,Alaska,99752,petroleum
-145.532529,62.110415,6305,Glennallen,Alaska,99588,petroleum
-146.3647,61.1303,6306,Valdez,Alaska,99686,petroleum
-165.590152,61.525297,6311,Chevak,Alaska,99563,petroleum
-164.531517,62.777694,6314,Emmonak,Alaska,99581,petroleum
-166.101944,61.530858,6319,Hooper Bay,Alaska,99604,petroleum
-160.428592,66.973889,6323,Kiana,Alaska,99749,petroleum
-163.729072,62.085569,6329,Mountain Village,Alaska,99632,petroleum
-161.038717,66.834519,6330,Noorvik,Alaska,99763,petroleum
-162.459756,60.89588,6333,Nunapitchuk,Alaska,99641,petroleum
-163.172567,62.051525,6338,St Marys IC,Alaska,99658,petroleum
-160.014808,66.606778,6341,Selawik,Alaska,99770,petroleum
-166.073589,66.255072,6345,Shishmaref,Alaska,99772,petroleum
-160.380278,59.059744,6348,Togiak,Alaska,99678,petroleum
-94.349348,44.888881,6358,Hutchinson Plant #2,Minnesota,55350,natural gas
-111.283319,43.913476,6359,Felt,Idaho,83424,hydroelectric
-83.90788,45.98363,6369,Detour,Michigan,49725,petroleum
-96.7364,40.7316,6373,Rokeby,Nebraska,68523,natural gas
-75.979722,35.109444,6377,Ocracoke Hybrid,North Carolina,27960,petroleum
-72.610949,42.149497,6378,Dwight,Massachusetts,1020,hydroelectric
-72.507631,42.160954,6379,Indian Orchard,Massachusetts,1151,hydroelectric
-72.561458,42.608042,6388,Turners Falls,Massachusetts,1376,hydroelectric
-75.9915,37.8277,6390,Tangier,Virginia,23440,petroleum
-76.038881,37.9955,6391,Smith Island,Maryland,21824,petroleum
-110.893422,42.905142,6393,Strawberry Creek,Wyoming,83112,hydroelectric
-110.916592,42.728439,6394,Swift Creek,Wyoming,83110,hydroelectric
-115.451517,43.357066,6395,Anderson Ranch,Idaho,83647,hydroelectric
-116.437172,43.930462,6396,Black Canyon,Idaho,83617,hydroelectric
-116.093756,43.537685,6397,Boise R Diversion,Idaho,83706,hydroelectric
-113.483175,42.669899,6398,Minidoka,Idaho,83350,hydroelectric
-111.727874,46.649026,6400,Canyon Ferry,Montana,59601,hydroelectric
-107.191973,33.153358,6402,Elephant Butte,New Mexico,87901,hydroelectric
-122.547896,42.121168,6403,Green Springs,Oregon,97520,hydroelectric
-111.528446,40.404354,6404,Deer Creek (UT),Utah,84601,hydroelectric
-109.421662,40.914646,6405,Flaming Gorge,Utah,84023,hydroelectric
-119.589821,46.26678,6406,Chandler,Washington,99320,hydroelectric
-120.477759,46.618413,6407,Roza,Washington,98901,hydroelectric
-109.129588,44.513767,6408,Heart Mountain,Wyoming,82414,hydroelectric
-106.717536,42.548412,6409,Alcova,Wyoming,82620,hydroelectric
-99.1642,26.5575,6410,Falcon Dam & Power,Texas,78545,hydroelectric
-94.1062,31.060893,6413,Sam Rayburn Dam,Texas,75951,hydroelectric
-97.3667,31.8694,6414,Whitney,Texas,76634,hydroelectric
-94.684498,34.138779,6415,Broken Bow Dam,Oklahoma,74728,hydroelectric
-96.5692,33.8181,6416,Denison,Texas,75020,hydroelectric
-85.8274,36.0972,6417,Center Hill,Tennessee,38569,hydroelectric
-87.2219,36.3208,6418,Cheatham,Tennessee,37036,hydroelectric
-95.3572,35.3069,6419,Eufaula Dam,Oklahoma,74455,hydroelectric
-122.40248,43.280611,6421,Lemolo 2,Oregon,97447,hydroelectric
-111.633807,45.487869,6422,Madison Dam,Montana,59729,hydroelectric
-120.0133,47.8347,6424,Chelan,Washington,98801,hydroelectric
-121.781858,47.4193,6430,Cedar Falls (WA),Washington,98045,hydroelectric
-121.208611,48.698056,6431,Gorge,Washington,98283,hydroelectric
-121.131736,48.713853,6432,Diablo,Washington,98283,hydroelectric
-117.347847,48.987111,6433,Boundary,Washington,99152,hydroelectric
-83.676016,35.27127,6438,Queens Creek,North Carolina,28781,hydroelectric
-87.62537,34.79782,6440,Wilson Dam,Alabama,35662,hydroelectric
-117.9093,34.1548,6449,Azusa,California,91702,hydroelectric
-73.034023,43.662775,6450,Proctor,Vermont,5765,hydroelectric
-73.1762,44.0525,6451,Beldens,Vermont,5472,hydroelectric
-73.3073,43.6262,6456,Carver Falls,New York,12887,hydroelectric
-114.0708,48.0592,6459,Big Fork,Montana,59911,hydroelectric
-91.3327,30.757,6462,River Bend,Louisiana,70775,nuclear
-93.5828,42.0272,6463,Ames GT,Iowa,50010,petroleum
-101.83566,47.370542,6469,Antelope Valley,North Dakota,58523,coal
-159.585042,21.899583,6474,Port Allen (HI),Hawaii,96705,petroleum
-73.169312,44.489997,6475,Gorge 18,Vermont,5403,hydroelectric
-118.454676,34.590183,6479,San Francisquito 1,California,91390,hydroelectric
-118.525113,34.534337,6480,San Francisquito 2,California,91390,hydroelectric
-112.58018,39.509731,6481,Intermountain Power Project,Utah,84624,coal
-72.0592,44.2603,6483,Mcindoes,Vermont,5050,hydroelectric
-121.313331,44.062326,6484,Bend,Oregon,97701,hydroelectric
-73.6122,44.6967,6486,Mill C,New York,12901,hydroelectric
-156.492981,20.80117,6504,Maalaea,Hawaii,96753,petroleum
-122.06987,45.122009,6505,Oak Grove,Oregon,97023,hydroelectric
-116.1752,48.7339,6506,Moyie Springs,Idaho,83845,hydroelectric
-120.5342,46.4492,6507,Drop 2 (WA),Washington,98951,hydroelectric
-120.559997,46.423133,6508,Drop 3 (WA),Washington,98951,hydroelectric
-119.7478,39.1522,6510,Brunswick,Nevada,89701,petroleum
-119.5933,39.2851,6513,Fleish,Nevada,89439,hydroelectric
-110.931343,31.363472,6515,Valencia,Arizona,85621,natural gas
-103.7136,38.0492,6516,Rocky Ford,Colorado,81067,petroleum
-82.8872,34.7981,6517,Keowee,South Carolina,29672,hydroelectric
-120.027222,39.245833,6518,Kings Beach,California,96143,petroleum
-73.2575,44.1664,6519,Vergennes 9,Vermont,5491,hydroelectric
-72.76769,44.38126,6520,Waterbury 22,Vermont,5676,hydroelectric
-119.0667,39.4625,6521,Lahontan,Nevada,89406,hydroelectric
-75.0314,41.0006,6522,Yards Creek Energy,New Jersey,7825,pumped storage
-73.4617,44.5236,6526,Rainbow Falls Auscble,New York,12911,hydroelectric
-73.920785,43.318906,6527,E J West,New York,12846,hydroelectric
-72.92732,42.87084,6529,Searsburg,Vermont,5363,hydroelectric
-119.585,39.3125,6531,Verdi,Nevada,89439,hydroelectric
-119.5604,39.3022,6532,Washoe,Nevada,89439,hydroelectric
-111.800605,40.584985,6537,Little Cottonwood,Utah,84070,hydroelectric
-77.826944,39.493056,6543,Dam No. 4 Hydro Station,West Virginia,25400,hydroelectric
-77.923055,39.605,6544,Dam No. 5 Hydro Station,West Virginia,25400,hydroelectric
-77.784444,39.273056,6546,Millville Hydro Station,West Virginia,25400,hydroelectric
-122.6712,44.4146,6552,Foster,Oregon,97345,hydroelectric
-92.4711,42.7317,6554,Waverly Municipal Electric North Plant,Iowa,50677,petroleum
-155.594997,62.95699,6555,McGrath,Alaska,99627,petroleum
-92.4613,31.3207,6558,D G Hunter,Louisiana,71301,natural gas
-149.716744,61.229713,6559,George M Sullivan Generation Plant 2,Alaska,99504,natural gas
-81.3706,38.1944,6560,London,West Virginia,25126,hydroelectric
-81.5695,38.2526,6561,Marmet,West Virginia,25315,hydroelectric
-81.91392,38.5274,6562,Winfield,West Virginia,25213,hydroelectric
-93.021833,40.459344,6563,Unionville,Missouri,63565,petroleum
-75.217222,38.327778,6565,Berlin,Maryland,21811,petroleum
-161.787778,60.7897,6566,Bethel,Alaska,99559,petroleum
-71.5711,41.175556,6567,Block Island,Rhode Island,2807,petroleum
-101.751065,37.566881,6579,Johnson,Kansas,67855,petroleum
-131.470269,55.37975,6580,Beaver Falls,Alaska,99901,hydroelectric
-131.517758,55.381402,6581,Silvis,Alaska,99901,hydroelectric
-81.7342,24.563333,6584,Stock Island,Florida,33041,petroleum
-70.8583,42.5131,6586,Wilkins Station,Massachusetts,1945,petroleum
-93.565877,31.173484,6595,Toledo Bend,Texas,75932,hydroelectric
-120.444335,38.86429,6612,Union Valley,California,95725,hydroelectric
-73.051111,44.933611,6618,Highgate Falls,Vermont,5488,hydroelectric
-102.2431,39.3561,6619,Burlington (CO),Colorado,80807,petroleum
-106.4123,48.0122,6623,Fort Peck,Montana,59223,hydroelectric
-97.481479,42.848829,6624,Gavins Point,Nebraska,68730,hydroelectric
-72.834884,41.44823,6635,A L Pierce,Connecticut,6492,natural gas
-79.856111,39.720278,6636,Lake Lynn Hydro Station,Pennsylvania,15451,hydroelectric
-139.724306,59.544553,6637,Yakutat,Alaska,99689,petroleum
-87.5,37.6461,6639,R D Green,Kentucky,42452,natural gas
-91.408761,35.678442,6641,Independence Steam Electric Station,Arkansas,72562,coal
-117.4537,33.8553,6644,Lake Mathews,California,92503,hydroelectric
-118.6092,34.5148,6645,Foothill Feeder,California,91384,hydroelectric
-117.7958,34.1275,6646,San Dimas,California,91773,hydroelectric
-117.8192,33.9117,6647,Yorba Linda,California,92886,hydroelectric
-91.8306,39.1481,6650,Mexico,Missouri,65265,petroleum
-92.4837,39.4244,6651,Moberly,Missouri,65270,petroleum
-92.102316,38.555713,6652,Moreau,Missouri,65101,petroleum
-91.0931,41.3181,6664,Louisa,Iowa,52761,coal
-136.220095,57.957197,6702,Pelican,Alaska,99832,hydroelectric
-118.310278,33.333056,6704,Pebbly Beach Generating Station Hybrid,California,90704,petroleum
-87.3328,37.915,6705,Warrick,Indiana,47630,coal
-92.97176,45.805443,6741,Rock Lake CT,Minnesota,55063,petroleum
-105.021207,40.860905,6761,Rawhide,Colorado,80549,natural gas
-89.6209,36.8791,6768,Sikeston Power Station,Missouri,63801,coal
-95.3206,34.0158,6772,Hugo,Oklahoma,74735,coal
-79.93,33.4261,6789,St Stephen,South Carolina,29479,hydroelectric
-96.964982,37.686085,6791,Augusta Electric Plant No 2,Kansas,67010,natural gas
-135.3128,57.0497,6801,Jarvis Street,Alaska,99835,petroleum
-87.0806,37.4497,6823,D B Wilson,Kentucky,42328,coal
-93.820761,44.905026,6824,St Bonifacius,Minnesota,55375,petroleum
-101.340133,37.16424,7011,Hugoton 2,Kansas,67951,petroleum
-112.062499,43.468679,7012,Lower No 1,Idaho,83402,hydroelectric
-96.9625,37.2367,7013,East 12th Street,Kansas,67156,natural gas
-111.418727,39.544108,7015,Unit 4,Utah,84647,hydroelectric
-95.4704,37.6376,7018,Chanute 3,Kansas,66720,natural gas
-111.6203,40.1817,7028,Whitehead,Utah,84663,natural gas
-96.69503,31.091925,7030,Major Oak Power,Texas,76629,coal
-76.6911,37.1575,7032,Gravel Neck,Virginia,23883,natural gas
-111.783169,41.743728,7034,Hydro II,Utah,84321,hydroelectric
-110.5739,44.415,7039,Lake (WY),Wyoming,82190,petroleum
-94.294349,35.351361,7040,Ellis Hydro,Arkansas,72956,hydroelectric
-145.679411,60.612822,7042,Humpback Creek,Alaska,99574,hydroelectric
-72.575305,44.309693,7051,Wrightsville Hydro Plant,Vermont,5602,hydroelectric
-72.81673,44.359381,7056,Bolton Falls,Vermont,5676,hydroelectric
-91.823631,46.358956,7058,Solon Diesel,Wisconsin,54873,petroleum
-95.74966,43.396851,7060,Sibley No Two,Iowa,51249,petroleum
-88.0299,31.2546,7063,McIntosh (AL),Alabama,36553,natural gas
-120.10455,39.470447,7066,Stampede,California,96161,hydroelectric
-117.323548,34.307444,7072,Mojave Siphon,California,92345,hydroelectric
-114.908236,42.766397,7079,Upper Salmon B,Idaho,83332,hydroelectric
-113.568944,37.113736,7080,St George Red Rock,Utah,84770,petroleum
-114.902405,36.430554,7082,Harry Allen,Nevada,89124,natural gas
-98.3203,29.309722,7097,J K Spruce,Texas,78263,coal
-111.425246,40.50368,7111,Heber City,Utah,84032,natural gas
-131.560267,55.121433,7112,Centennial,Alaska,99926,petroleum
-119.896306,47.159553,7113,PEC Headworks,Washington,98837,hydroelectric
-87.5686,46.5628,7115,Hoist,Michigan,49866,hydroelectric
-87.4764,46.5717,7116,McClure Dam,Michigan,49855,hydroelectric
-87.5128,46.3156,7118,Cataract (MI),Michigan,49841,hydroelectric
-87.0036,45.8475,7119,Gladstone,Michigan,49837,petroleum
-82.9975,35.0075,7125,Bad Creek,South Carolina,29676,pumped storage
-123.605225,47.385072,7127,Wynoochee,Washington,98520,hydroelectric
-78.002887,40.432915,7128,William F Matson Generating Station,Pennsylvania,16652,hydroelectric
-121.546359,39.528749,7129,Thermalito Diverson Dam,California,95966,hydroelectric
-155.0313,19.6316,7130,Puna,Hawaii,96749,petroleum
-101.886093,33.585257,7131,Brandon Station,Texas,79409,natural gas
-111.848525,41.254331,7132,Pine View Dam,Utah,84401,hydroelectric
-92.790273,35.127591,7135,Whillock,Arkansas,72110,hydroelectric
-74.2098,39.8154,7138,Forked River,New Jersey,8731,natural gas
-93.5242,41.5572,7145,Pleasant Hill,Iowa,50317,natural gas
-72.877411,40.956932,7146,Wading River,New York,11786,petroleum
-117.039539,34.088019,7147,Mill Creek 3,California,96061,hydroelectric
-122.533248,39.586864,7151,Stony Gorge,California,95939,hydroelectric
-75.5072,39.7436,7153,Hay Road,Delaware,19809,natural gas
-93.205,43.2481,7155,Lime Creek,Iowa,50401,petroleum
-84.6319,41.9061,1829,Hillsdale,Michigan,49242,natural gas
