X,Y,Plant_Code,Plant_Name,State,Zip,PrimSource
-72.5793,42.5875,1629,Cabot,Massachusetts,1376,hydroelectric
-72.864663,42.117112,1630,Cobble Mountain,Massachusetts,1034,hydroelectric
-72.7308,42.5914,1634,Gardners Falls,Massachusetts,1370,hydroelectric
-72.48643,42.157896,1637,Putts Bridge,Massachusetts,1056,hydroelectric
-72.409521,42.176047,1638,Redbridge,Massachusetts,1095,hydroelectric
-70.9672,42.235,1660,Potter Station 2,Massachusetts,2184,natural gas
-70.8697,42.6986,1670,High Street Station,Massachusetts,1938,natural gas
-70.928314,42.542949,1678,Waters River,Massachusetts,1960,natural gas
-71.1061,41.8653,1682,Cleary Flood Hybrid,Massachusetts,2780,natural gas
-83.804505,44.561961,1693,Alcona,Michigan,48737,hydroelectric
-85.953976,42.563803,1694,Allegan Dam,Michigan,49010,hydroelectric
-85.939565,44.259135,1698,C W Tippy,Michigan,49689,hydroelectric
-83.571947,44.472624,1700,Cooke,Michigan,48750,hydroelectric
-85.664462,43.437322,1701,Croton,Michigan,49337,hydroelectric
-83.840074,43.644996,1702,Dan E Karn,Michigan,48732,natural gas
-83.676274,44.455518,1704,Five Channels,Michigan,48750,hydroelectric
-83.440722,44.435381,1705,Foote,Michigan,48750,hydroelectric
-85.629866,43.486618,1707,Hardy,Michigan,49337,hydroelectric
-85.819968,44.36286,1708,Hodenpyl,Michigan,49668,hydroelectric
-86.20074,42.910296,1710,J H Campbell,Michigan,49460,coal
-83.7208,44.4631,1712,Loud,Michigan,48750,hydroelectric
-86.4447,43.8942,1713,Ludington,Michigan,49431,pumped storage
-84.131691,44.661114,1714,Mio,Michigan,48647,hydroelectric
-85.479469,43.613001,1716,Rogers,Michigan,49307,hydroelectric
-84.9025,42.9528,1722,Webber,Michigan,48851,hydroelectric
-84.095181,42.658653,1725,Colfax,Michigan,48836,petroleum
-83.1019,42.2947,1728,Delray,Michigan,48209,natural gas
-83.2581,41.9631,1729,Fermi,Michigan,48166,nuclear
-83.4425,42.5497,1730,Hancock,Michigan,48390,natural gas
-83.3464,41.8906,1733,Monroe (MI),Michigan,48161,coal
-83.0381,42.45,1734,Northeast (MI),Michigan,48091,natural gas
-83.2383,43.8264,1735,Oliver,Michigan,48755,petroleum
-83.4569,42.7106,1737,Placid 12,Michigan,48346,petroleum
-83.4561,42.7108,1739,Putnam (MI),Michigan,48744,petroleum
-83.1119,42.2739,1740,River Rouge,Michigan,48218,petroleum
-83.185,42.1225,1741,Slocum,Michigan,48183,petroleum
-82.4719,42.7642,1743,St Clair,Michigan,48054,natural gas
-83.6422,42.2639,1744,Superior,Michigan,48198,petroleum
-83.1889,43.4566,1746,Wilmot,Michigan,48741,petroleum
-86.256291,45.955014,1750,Manistique,Michigan,49854,petroleum
-84.332,46.4974,1751,Edison Sault,Michigan,49783,hydroelectric
-86.3289,41.9439,1753,Berrien Springs,Michigan,49103,hydroelectric
-86.35105,41.839566,1754,Buchanan (MI),Michigan,49107,hydroelectric
-90.3742,46.5392,1756,Saxon Falls,Wisconsin,54559,hydroelectric
-90.416147,46.564601,1757,Superior Falls,Michigan,54559,hydroelectric
-85.6694,41.8436,1760,Constantine,Michigan,49042,hydroelectric
-85.7505,41.8056,1761,Mottville,Michigan,49099,hydroelectric
-88.4558,46.7553,1772,John H Warden,Michigan,49946,biomass
-88.6625,46.7261,1773,Prickett,Michigan,49958,hydroelectric
-89.2089,46.6964,1774,Victoria Dam,Michigan,49960,hydroelectric
-88.2189,45.9472,1775,Brule,Wisconsin,54121,hydroelectric
-87.8011,45.5136,1776,Chalk Hill,Michigan,49887,hydroelectric
-88.225,46.1311,1777,Hemlock Falls,Michigan,49920,hydroelectric
-88.125121,45.807956,1778,Kingsford,Michigan,49802,hydroelectric
-88.1958,45.9553,1780,Michigamme Falls,Michigan,49920,hydroelectric
-88.210514,45.990781,1781,Peavy Falls,Michigan,49920,hydroelectric
-88.2353,46.1592,1785,Way Dam,Michigan,49920,hydroelectric
-87.802178,45.482084,1786,White Rapids,Michigan,49887,hydroelectric
-87.6494,45.3547,1787,Grand Rapids,Michigan,49858,hydroelectric
-88.334531,46.106278,1821,Crystal Falls,Michigan,49920,hydroelectric
-86.366256,43.704076,1827,Hart,Michigan,49420,petroleum
-84.4611,39.4492,7158,Woodsdale,Ohio,45067,natural gas
-88.69,43.1669,7159,Concord,Wisconsin,53094,natural gas
-112.2714,33.8447,7164,Waddell,Arizona,85383,pumped storage
-92.3569,34.7956,7166,Murray,Arkansas,72115,hydroelectric
-131.545879,55.116879,7168,Chester Lake,Alaska,99926,hydroelectric
-141.9372,62.9617,7169,Northway,Alaska,99764,petroleum
-156.7786,71.292,7173,Barrow,Alaska,99723,natural gas
-145.253052,66.566287,7174,Gwitchyaa Zhee,Alaska,99740,petroleum
-114.277356,34.168264,7179,Headgate Rock,Arizona,85344,hydroelectric
-159.535643,61.580678,7182,Aniak,Alaska,99557,petroleum
-154.698735,59.899054,7183,Newhalen,Alaska,99606,petroleum
-122.538683,40.597617,7189,Whiskeytown,California,96001,hydroelectric
-117.006397,32.77973,10115,Grossmont Hospital,California,91942,natural gas
-114.036889,42.526786,7190,Milner Hydro,Idaho,83344,hydroelectric
-83.498448,33.989153,7191,Tallassee Hydro Project,Georgia,30607,hydroelectric
-94.1756,30.7975,7200,Robert D Willis,Texas,75951,hydroelectric
-88.496667,43.7353,7203,South Fond Du Lac,Wisconsin,54937,natural gas
-81.03,33.3644,7210,Cope,South Carolina,29038,natural gas
-77.368544,37.498223,7212,Darbytown,Virginia,23883,natural gas
-78.704,36.869,7213,Clover,Virginia,24534,coal
-122.332335,39.814905,7229,Black Butte,California,95963,hydroelectric
-121.96867,37.401,7231,Gianera,California,95054,natural gas
-121.944238,37.364297,7232,Santa Clara Cogen,California,95054,natural gas
-104.901141,38.973655,7233,Tesla,Colorado,80840,hydroelectric
-96.6356,43.60347,7237,Angus Anson,South Dakota,57101,natural gas
-81.533,28.2764,7238,Cane Island,Florida,33848,natural gas
-95.2547,29.6981,50229,Texas Petrochemicals,Texas,77017,natural gas
-81.9897,27.7286,7242,Polk,Florida,33860,natural gas
-91.315788,33.986501,7246,Dam 2,Arkansas,71639,hydroelectric
-97.108333,44.901667,7247,Watertown Power Plant,South Dakota,57201,petroleum
-134.6446,58.3875,7250,Auke Bay,Alaska,99801,petroleum
-122.7197,46.7844,7259,Skookumchuck,Washington,98530,hydroelectric
-156.9342,20.79,7264,Miki Basin,Hawaii,96763,petroleum
-121.020397,37.652602,7266,Woodland,California,95351,natural gas
-86.0853,42.7553,7268,491 E 48th Street,Michigan,49423,natural gas
-88.0131,42.6658,7270,Paris (WI),Wisconsin,53182,natural gas
-81.0347,35.4317,7277,Lincoln Combustion,North Carolina,28164,natural gas
-83.126719,40.153328,7279,O'Shaughnessy Hydro,Ohio,43017,hydroelectric
-94.890278,38.830833,7281,Gardner Energy Center,Kansas,66030,natural gas
-90.509229,36.024272,7283,Paragould Turbine,Arkansas,72450,natural gas
-75.0578,39.451,7288,Sherman Avenue,New Jersey,8360,natural gas
-81.5809,28.4263,7294,Central Energy Plant,Florida,32830,natural gas
-94.614,37.0659,7296,State Line Combined Cycle,Missouri,64804,natural gas
-81.869983,27.788215,7302,Hines Energy Complex,Florida,33830,natural gas
-122.423281,40.507292,7307,Redding Power,California,96001,natural gas
-73.064,40.8158,7314,Richard M Flynn,New York,11742,natural gas
-120.985,37.5744,7315,Almond Power Plant,California,95358,natural gas
-109.170661,44.508169,7317,Buffalo Bill,Wyoming,82414,hydroelectric
-75.548172,39.145036,7318,Van Sant Station,Delaware,19904,natural gas
-95.040622,29.694838,7325,San Jacinto Steam Electric Station,Texas,77571,natural gas
-84.965682,39.839572,7335,Richmond,Indiana,47330,natural gas
-85.7389,40.0529,7336,Anderson,Indiana,46011,natural gas
-121.279173,39.889287,7338,Grizzly,California,95971,hydroelectric
-97.3497,37.2678,7339,Wellington 2,Kansas,67152,natural gas
-96.3617,42.3006,7343,George Neal South,Iowa,51052,coal
-82.348611,29.640278,7345,University of Florida,Florida,32611,natural gas
-83.5822,32.5792,7348,Robins,Georgia,31098,natural gas
-119.67392,45.847998,7350,Coyote Springs,Oregon,97818,natural gas
-150.94015,59.77862,7367,Bradley Lake,Alaska,99603,hydroelectric
-122.7195,38.752,7368,Geothermal 1,California,95461,geothermal
-122.7117,38.7492,7369,Geothermal 2,California,95461,geothermal
-108.574002,37.57522,7372,McPhee,Colorado,81302,hydroelectric
-108.574871,37.429538,7373,Towaoc,Colorado,81302,hydroelectric
-81.9625,27.641667,7380,Midulla Generating Station,Florida,33834,natural gas
-72.9628,42.8625,7381,Searsburg Wind Turbine,Vermont,5363,wind
-90.3903,36.7597,7392,Poplar Bluff Generating Station,Missouri,63901,natural gas
-72.5911,42.1483,7396,Front Street,Massachusetts,1020,petroleum
-77.6583,39.9389,7397,Falling Spring,Pennsylvania,17201,natural gas
-83.896696,43.582846,7398,Water Street Station,Michigan,48708,natural gas
-83.89986,43.595101,7399,Henry Station,Michigan,48706,natural gas
-92.8028,39.4236,7400,Salisbury City of,Missouri,65281,petroleum
-92.047014,39.694755,7405,Shelbina Power #1,Missouri,63468,petroleum
-92.04674,39.694784,7406,Shelbina Power #2,Missouri,63468,petroleum
-111.73023,40.06084,7408,Payson,Utah,84651,natural gas
-122.997361,43.96211,7413,Short Mountain,Oregon,97405,biomass
-132.52892,55.68586,7414,Thorne Bay Plant,Alaska,99919,petroleum
-95.1706,43.674186,7415,Lakefield Utilities,Minnesota,56150,petroleum
-89.5891,39.8233,7425,Interstate,Illinois,62707,natural gas
-122.1097,46.4661,7427,Cowlitz Falls,Washington,98377,hydroelectric
-76.571944,36.028611,7429,Edenton Generators,North Carolina,27932,petroleum
-121.136885,45.614375,7431,Dalles Dam North Fishway Project,Oregon,97058,hydroelectric
-97.1636,37.2758,7432,Oxford (KS),Kansas,67119,petroleum
-118.2219,33.9986,7436,Vernon,California,90058,petroleum
-156.8736,64.74417,7437,Galena Electric Utility,Alaska,99741,petroleum
-77.462918,38.752347,7438,Church Street Plant,Virginia,20110,petroleum
-77.508061,38.74054,7439,Godwin Drive Plant,Virginia,20110,petroleum
-77.508061,38.74054,7440,VMEA 1 Credit Gen,Virginia,20110,petroleum
-77.508061,38.74054,7441,VMEA Peaking Gen,Virginia,20110,petroleum
-98.745,37.6356,7447,Pratt 2,Kansas,67124,natural gas
-121.386944,38.088138,7449,Combustion Turbine Project No 2,California,95242,natural gas
-122.2889,37.7886,7450,Alameda,California,94501,natural gas
-121.300541,38.146571,7451,Lodi,California,95240,natural gas
-121.323807,38.810677,7452,Roseville Power Plant #2,California,95765,natural gas
-116.867312,47.80427,7456,Rathdrum,Idaho,83858,natural gas
-106.821944,39.363056,7458,Basalt,Colorado,81611,hydroelectric
-134.58614,57.499166,7462,Angoon,Alaska,99820,petroleum
-135.43074,58.106432,7463,Hoonah,Alaska,99829,petroleum
-133.922557,56.962983,7464,Kake,Alaska,99830,petroleum
-97.456275,41.829754,7469,Madison Utilities,Nebraska,68748,natural gas
-92.945833,39.716944,7470,Marceline,Missouri,64658,petroleum
-89.677526,41.787115,7474,Upper Sterling,Illinois,61071,hydroelectric
-80.9109,33.5452,7479,North Road Peak,South Carolina,29115,petroleum
-80.847389,33.436637,7480,Rowesville Rd Plant,South Carolina,29115,natural gas
-98.450252,40.327952,7481,City Light & Water,Nebraska,68930,petroleum
-157.4252,70.4826,7482,NSB Atqasuk Utility,Alaska,99791,petroleum
-143.619033,70.125617,7483,NSB Kaktovik Utility,Alaska,99747,petroleum
-150.993492,70.220565,7484,NSB Nuiqsut Utility,Alaska,99789,natural gas
-166.737211,68.348424,7485,NSB Point Hope Utility,Alaska,99766,petroleum
-163.005833,69.740833,7486,NSB Point Lay Utility,Alaska,99759,petroleum
-151.741017,68.13795,7487,NSB Anaktuvuk Pass,Alaska,99721,petroleum
-160.020461,70.642877,7488,NSB Wainwright Utility,Alaska,99782,petroleum
-123.185556,39.197222,7489,Lake Mendocino,California,95482,hydroelectric
-162.3103,55.061683,7493,King Cove,Alaska,99612,hydroelectric
-82.613889,43.271944,7497,Croswell,Michigan,48422,petroleum
-71.9,42.4789,7501,Princeton Wind Farm,Massachusetts,1541,wind
-166.538185,53.892459,7502,Dutch Harbor,Alaska,99692,petroleum
-166.512591,53.863993,7503,Unalaska Power Module,Alaska,99685,petroleum
-105.3833,44.2856,7504,Neil Simpson II,Wyoming,82718,coal
-121.095833,39.53,7507,Deadwood Creek,California,95930,hydroelectric
-121.886611,45.081111,7508,Stone Creek,Oregon,97023,hydroelectric
-119.299078,45.940034,7511,McNary Dam Fish Attraction Project,Washington,99346,hydroelectric
-98.384045,29.257046,7512,Arthur Von Rosenberg,Texas,78112,natural gas
-97.61108,38.38932,7515,McPherson 3,Kansas,67460,natural gas
-121.769031,38.116415,7526,Solano Wind,California,94512,wind
-121.462387,38.445681,7527,Carson Ice-Gen Project,California,95758,natural gas
-78.098052,35.375789,7538,Wayne County,North Carolina,27530,natural gas
-109.129878,44.512699,7541,Spirit Mountain,Wyoming,82414,hydroelectric
-96.9278,36.6994,7545,Kaw Hydro,Oklahoma,74604,hydroelectric
-97.085758,36.71979,7546,Ponca City,Oklahoma,74601,natural gas
-111.588849,41.297229,7548,Causey,Utah,84317,hydroelectric
-121.400128,38.530943,7551,SCA Cogen 2,California,95824,natural gas
-121.4735,38.511,7552,SPA Cogen 3,California,95824,natural gas
-95.868333,40.6661,7555,Nebraska City # 2,Nebraska,68410,natural gas
-88.9605,40.4535,7556,State Farm,Illinois,61791,petroleum
-75.3083,44.3083,7583,Talcville,New York,13635,hydroelectric
-94.367571,41.694673,7584,Panora,Iowa,50216,petroleum
-121.8144,47.9084,7588,H M Jackson,Washington,98294,hydroelectric
-106.73213,36.592775,7593,El Vado Dam,New Mexico,87575,hydroelectric
-81.7375,39.1192,7594,Belleville Dam,West Virginia,26133,hydroelectric
-83.1883,40.4411,7603,Prospect Municipal,Ohio,43342,petroleum
-90.1779,36.5852,7604,St Francis Energy Facility,Missouri,63933,natural gas
-122.7256,45.6497,7605,River Road Gen Plant,Washington,98660,natural gas
-122.104444,38.513056,7646,Monticello Dam,California,95694,hydroelectric
-84.399756,41.237206,7657,Auglaize Hydro,Ohio,43512,hydroelectric
-74.769146,40.153128,7690,Pennsbury,Pennsylvania,19067,biomass
-88.00267,31.26423,7697,Washington County Cogeneration Facility,Alabama,36553,natural gas
-86.52542,32.310226,7698,General Electric Plastic,Alabama,36752,natural gas
-81.849446,27.746369,7699,Tiger Bay,Florida,33841,natural gas
-83.397721,34.042267,7709,Dahlberg,Georgia,30565,natural gas
-85.0975,32.6078,7710,H Allen Franklin Combined Cycle,Alabama,36877,natural gas
-87.135391,30.59208,7715,Pea Ridge,Florida,32571,natural gas
-88.60669,32.55078,7719,Meridian,Mississippi,39309,petroleum
-88.128477,30.525445,7721,Theodore Cogen Facility,Alabama,36582,natural gas
-84.7895,35.6021,7722,Watts Bar Nuclear Plant,Tennessee,37381,nuclear
-152.507044,57.731608,7723,Nymans Plant Microgrid,Alaska,99619,petroleum
-123.2234,44.6969,7725,Coffin Butte,Oregon,97330,biomass
-79.9667,32.9,7737,Kapstone,South Carolina,29423,biomass
-89.840173,36.868206,7749,Essex,Missouri,63846,natural gas
-135.2123,59.5357,7751,Goat Lake Hydro,Alaska,99840,hydroelectric
-133.14772,55.476472,7752,Black Bear Lake,Alaska,99921,hydroelectric
-94.7913,40.2877,7754,Nodaway,Missouri,64434,natural gas
-95.277064,36.222058,7757,Chouteau,Oklahoma,74361,natural gas
-92.4711,42.7317,7758,South Plant,Iowa,50677,petroleum
-86.24405,39.902556,7759,Georgetown,Indiana,46268,natural gas
-87.653818,40.106125,7760,Tilton,Illinois,61833,natural gas
-85.5039,39.9528,7763,Henry County,Indiana,47362,natural gas
-83.6953,33.8119,7764,MPC Generating,Georgia,30656,natural gas
-95.237222,37.574167,7766,Erie Energy Center,Kansas,66733,petroleum
-113.626736,37.041997,7767,Bloomington Power Plant,Utah,84780,petroleum
-84.08,31.3869,7768,Sowega Power,Georgia,31716,natural gas
-99.777467,42.82579,7771,Springview,Nebraska,68778,wind
-81.588233,41.556714,7774,Cleveland Peaking,Ohio,44114,petroleum
-84.4769,40.2247,7775,Versailles Peaking,Ohio,45380,petroleum
-84.1095,41.4079,7776,Napoleon Peaking,Ohio,43545,petroleum
-81.4985,40.5416,7777,Dover Peaking,Ohio,44622,petroleum
-81.7586,40.86,7778,Orrville Peaking,Ohio,44667,petroleum
-84.527,41.4609,7779,Bryan Peaking,Ohio,43506,petroleum
-84.0401,40.4597,7780,Jackson Cntr Peaking,Ohio,45334,petroleum
-84.5513,39.9867,7781,Arcanum Peaking,Ohio,45304,petroleum
-84.5183,39.3528,7782,Hamilton Peaking,Ohio,45015,natural gas
-83.6402,41.3884,7783,Bowling Green Peaking,Ohio,43402,natural gas
-78.0686,42.5027,7784,Allegany Cogen,New York,14735,natural gas
-106.423043,36.239886,7789,Abiquiu Dam,New Mexico,87510,hydroelectric
-109.2844,40.0864,7790,Bonanza,Utah,84078,coal
-84.5794,41.5855,7791,Montpelier,Ohio,43543,petroleum
-87.726102,44.085437,7795,Custer Energy Center,Wisconsin,54221,natural gas
-77.4974,38.7443,7797,Dominion/Lo Mar,Virginia,20110,petroleum
-77.509722,38.725278,7798,Gateway Gen,Virginia,20110,petroleum
-87.6892,45.0869,7799,West Marinette 34,Wisconsin,54143,natural gas
-79.7406,34.8392,7805,Sherwood H Smith Jr Energy Complex,North Carolina,28345,natural gas
-83.449953,43.740164,7806,Pine Street,Michigan,48759,natural gas
-84.5558,39.4128,7807,Hamilton Hydro,Ohio,45011,hydroelectric
-89.8697,42.7019,7810,Argyle,Wisconsin,53504,petroleum
-85.2769,33.9486,7813,Sewell Creek Energy,Georgia,30125,natural gas
-81.4919,34.5567,7814,Webb Forging,South Carolina,29031,petroleum
-90.43602,39.569771,7818,Alsey,Illinois,62694,natural gas
-88.0408,45.7881,7820,Big Quinnesec 92,Michigan,49801,hydroelectric
-88.0415,45.7883,7821,Big Quinnesec 61,Michigan,49801,hydroelectric
-88.319074,44.274582,7822,Kaukauna City Hydro,Wisconsin,54130,hydroelectric
-115.5364,32.9553,7824,Rockwood,California,92227,natural gas
-93.7924,33.6094,7825,Fulton (AR),Arkansas,71838,natural gas
-80.6019,35.7314,7826,Rowan,North Carolina,28147,natural gas
-82.6625,40.8969,7827,Shelby North,Ohio,44875,petroleum
-82.653333,40.908889,7828,Shelby South,Ohio,44875,petroleum
-83.8464,32.9842,7829,Smarr Energy Center,Georgia,31029,natural gas
-85.5244,45.7291,7831,Beaver Island,Michigan,49782,petroleum
-82.774478,34.347734,7834,John S Rainey,South Carolina,29684,natural gas
-76.15976,39.71901,7835,Essential Power Rock Springs LLC,Maryland,21911,natural gas
-77.7681,38.5283,7836,Marsh Run Generation Facility,Virginia,22734,natural gas
-78.2139,38.1181,7837,Louisa Generation Facility,Virginia,22942,natural gas
-77.7714,38.5442,7838,Remington,Virginia,22734,natural gas
-77.5133,38.0722,7839,Ladysmith,Virginia,22580,natural gas
-146.2529,61.0839,7841,Valdez Cogen,Alaska,99686,petroleum
-88.85898,39.103333,7842,Freedom Power Project,Illinois,62458,natural gas
-92.682874,43.799446,7843,Pleasant Valley (MN),Minnesota,55926,natural gas
-93.581013,44.795231,7844,Minnesota River,Minnesota,55318,natural gas
-89.3964,35.6578,7845,Lagoon Creek,Tennessee,38012,natural gas
-81.947222,30.320556,7846,Brandy Branch,Florida,32234,natural gas
-94.680777,41.871043,7847,Coon Rapids II,Iowa,50058,petroleum
-93.9983,38.7538,7848,Holden,Missouri,64040,natural gas
-93.060973,41.315962,7849,Knoxville Industrial,Iowa,50138,petroleum
-95.37683,40.77069,7850,Shenandoah,Iowa,51601,petroleum
-92.34558,42.506156,7851,Waterloo Lundquist,Iowa,50703,petroleum
-95.363333,42.021667,7853,West Receiving,Iowa,51442,petroleum
-89.689416,41.780735,7854,Avenue A Generator Sets,Illinois,61071,petroleum
-96.7347,46.895,7855,Moorhead Wind Turbine,Minnesota,56560,wind
-94.455,41.3164,7856,North Generation Plant,Iowa,50849,petroleum
-94.327222,41.496111,7857,Gilliam South,Iowa,50250,petroleum
-92.053456,39.69755,7860,Shelbina Power #3,Missouri,63468,petroleum
-145.604539,60.588686,7862,Power Creek,Alaska,99574,hydroelectric
-91.568096,44.902814,7863,Elk Mound,Wisconsin,54739,natural gas
-91.2725,42.4942,7865,Earlville,Iowa,52041,petroleum
-121.8414,47.5445,7867,Snoqualmie 2,Washington,98024,hydroelectric
-73.6478,40.8275,7869,Glenwood Landing,New York,11547,natural gas
-122.486,48.746,7870,Encogen,Washington,98225,natural gas
-84.7392,40.9297,7872,Robert P Mone Plant,Ohio,45832,natural gas
-82.4231,27.9072,7873,H L Culbreath Bayside Power Station,Florida,33619,natural gas
-84.767208,41.449992,7874,Edgerton,Ohio,43517,petroleum
-82.227208,41.163069,7878,Wellington,Ohio,44090,petroleum
-83.0321,36.5748,7883,Powell Valley,Tennessee,37765,petroleum
-96.835833,45.938611,7884,Dakota Magic,North Dakota,58041,petroleum
-87.6333,44.6694,7886,Wind Turbine,Wisconsin,54205,wind
-96.613086,40.909653,7887,Terry Bundy Generating Station,Nebraska,68517,natural gas
-86.574366,32.381352,7897,E B Harris Electric Generating Plant,Alabama,36067,natural gas
-97.6129,30.2098,7900,Sand Hill,Texas,78617,natural gas
-93.170839,37.248431,7903,McCartney,Missouri,65757,natural gas
-119.327,36.8326,7907,Pine Flat,California,93649,hydroelectric
-73.9508,40.7537,7909,Vernon Boulevard,New York,11427,natural gas
-74,40.6631,7910,Joseph J Seymour Power Project,New York,11232,natural gas
-118.796498,35.44072,7911,Kern Canyon,California,93301,hydroelectric
-73.293412,40.787062,7912,Brentwood,New York,11717,natural gas
-73.9094,40.799,7913,Hell Gate,New York,10454,natural gas
-73.9156,40.7991,7914,Harlem River Yard,New York,10454,natural gas
-73.9664,40.7171,7915,North 1st,New York,11211,natural gas
-84.6917,32.5892,7916,Talbot County Energy,Georgia,31801,natural gas
-85.0386,33.4072,7917,Chattahoochee Energy Facility,Georgia,30217,natural gas
-82.7939,40.7303,7918,Galion,Ohio,44833,petroleum
-81.8714,41.0317,7919,Seville,Ohio,44273,petroleum
-92.4747,42.1925,7920,Traer South,Iowa,50675,petroleum
-90.66,42.07,7921,Maquoketa 2,Iowa,52060,petroleum
-92.4394,41.7394,7922,Brooklyn City North Plant,Iowa,52211,petroleum
-86.223889,34.363389,7924,Albertville,Alabama,35951,petroleum
-94.841451,43.798439,7925,Lakefield Junction,Minnesota,56176,natural gas
-91.5469,42.7114,7926,South Strawberry,Iowa,52076,petroleum
-84.338733,36.120994,7927,Buffalo Mountain,Tennessee,37840,wind
-94.902633,38.532161,7928,Osawatomie,Kansas,66071,natural gas
-94.9861,38.7875,7929,West Gardner,Kansas,66021,natural gas
-98.839444,38.899722,7930,Russell Energy Center,Kansas,67665,natural gas
-119.673965,45.848039,7931,Coyote Springs II,Oregon,97818,natural gas
-84.7218,45.0046,7932,Gaylord - Wolverine,Michigan,49735,natural gas
-89.674385,41.768199,7934,Industrial Park,Illinois,61071,petroleum
-93.604363,40.067218,7935,Trenton South,Missouri,64683,petroleum
-119.0964,46.0958,7936,Nine Canyon,Washington,99336,wind
-77.9862,37.2953,7940,Ponton Diesel Generating Facility,Virginia,23002,petroleum
-77.105,36.697222,7941,Nottoway Diesel Generating Facility,Virginia,23837,petroleum
-117.0698,33.6808,7942,Diamond Valley Lake,California,92596,hydroelectric
-85.0403,33.4083,7946,Wansley Unit 9,Georgia,30217,natural gas
-95.129652,47.544582,7947,Solway CT,Minnesota,56678,natural gas
-86.4511,38.8003,7948,Lawrence County Station,Indiana,47446,natural gas
-115.734315,43.179176,7953,Evander Andrews Power Complex,Idaho,83647,natural gas
-80.9949,29.0213,7954,Field Street,Florida,32168,petroleum
-96.254444,41.383889,7955,Elk City Station,Nebraska,68007,biomass
-81.1872,34.965278,7957,Sediver,South Carolina,29745,petroleum
-78.967222,33.8125,7958,Horry Land Fill Gas Site,South Carolina,29526,biomass
-88.606,32.7976,7960,Kemper County,Mississippi,39328,natural gas
-75.623928,39.279179,7962,Warren F Sam Beasley Generation Station,Delaware,19977,natural gas
-91.2295,39.3531,7964,Peno Creek,Missouri,63334,natural gas
-96.6231,40.9044,7965,Salt Valley Wind Plant,Nebraska,68517,wind
-94.140556,43.034722,7966,Iowa Distributed Wind Generation Project,Iowa,50511,wind
-108.69799,32.35051,7967,Lordsburg Generating,New Mexico,88045,natural gas
-92.9378,41.4106,7971,Pella Peaking,Iowa,50219,petroleum
-83.5318,42.167,7972,Sumpter,Michigan,48111,natural gas
-95.6839,38.275,7973,Sharpe,Kansas,66871,petroleum
-99.24757,43.848529,7974,Chamberlain Wind Project,South Dakota,57325,wind
-108.5494,32.2363,7975,Pyramid,New Mexico,88045,natural gas
-97.2216,37.4908,7976,Mulvane 2,Kansas,67110,petroleum
-95.557,44.8047,7977,Granite Falls 2,Minnesota,56241,petroleum
-81.4306,35.1597,7981,Mill Creek (SC),South Carolina,29702,natural gas
-95.1122,44.5331,7982,South Generation,Minnesota,56283,petroleum
-85.2019,44.6889,7984,Kalkaska CT #1,Michigan,49646,natural gas
-93.5283,41.5563,7985,Greater Des Moines,Iowa,50327,natural gas
-118.3147,34.1772,7987,Lake One,California,91502,natural gas
-89.9468,31.6004,7988,Silver Creek,Mississippi,39474,natural gas
-89.412714,31.982076,7989,Sylvarena,Mississippi,39153,natural gas
-88.755547,39.068747,7990,Altamont,Illinois,62411,petroleum
-89.4251,43.075071,7991,West Campus Cogeneration Facility,Wisconsin,53701,natural gas
-104.5308,38.2844,7995,Airport Industrial,Colorado,81001,petroleum
-82.0164,28.0274,7997,Winston,Florida,33811,petroleum
-123.48,46.9692,7999,Grays Harbor Energy Facility,Washington,98541,natural gas
-96.808153,40.330184,8000,Beatrice,Nebraska,68310,natural gas
-70.790833,43.1,8002,Newington,New Hampshire,3801,petroleum
-72.977634,42.685681,8004,Fife Brook,Massachusetts,1247,hydroelectric
-72.9599,42.6839,8005,Bear Swamp,Massachusetts,1247,pumped storage
-73.966269,41.573783,8006,Roseton Generating Facility,New York,12550,natural gas
-73.066265,40.817037,8007,Holtsville,New York,11742,petroleum
-75.249031,39.8119,8008,Mickleton Station,New Jersey,8056,natural gas
-111.89,40.67,8010,Murray Turbine,Utah,84107,natural gas
-74.8917,40.08,8012,Croydon CT Generating Station,Pennsylvania,19020,petroleum
-90.97352,45.836675,8013,Winter,Wisconsin,54896,petroleum
-90.5094,36.0242,8015,Paragould Reciprocating,Arkansas,72450,natural gas
-89.637282,39.825934,8016,Factory,Illinois,62702,petroleum
-95.192006,38.764905,8020,Baldwin City Plant No 2,Kansas,66006,natural gas
-117.147222,47.697222,8022,Boulder Park,Washington,99027,natural gas
-89.4203,43.4864,8023,Columbia (WI),Wisconsin,53954,coal
-105.5322,43.8294,8026,Hartzog,Wyoming,82732,natural gas
-93.4315,44.7855,8027,Blue Lake,Minnesota,55379,natural gas
-106.1092,44.69,8028,Arvada,Wyoming,82831,natural gas
-93.6769,41.6722,8029,Sycamore (IA),Iowa,50131,natural gas
-105.7689,43.7219,8030,Barber Creek,Wyoming,82718,natural gas
-93.292222,43.094,8031,Emery Station,Iowa,50428,natural gas
-97.353333,42.893333,8034,Yankton,South Dakota,57078,natural gas
-95.6408,40.3628,8036,Cooper Nuclear Station,Nebraska,68321,nuclear
-97.2778,39.6125,8037,Clifton,Kansas,66937,natural gas
-80.0603,36.2811,8042,Belews Creek,North Carolina,27052,natural gas
