Lon,Lat,NAMELSAD
-121.9105311,39.14495364,Sutter County
-121.6613095,39.17023248,Sutter County
-121.7931625,38.86241636,Yolo County
-122.1875897,39.93243151,Tehama County
-122.0983563,40.12802358,Tehama County
-122.1560572,40.06410008,Tehama County
-122.0961178,40.03419988,Tehama County
-122.2130231,40.14997335,Tehama County
-122.1994669,40.14574122,Tehama County
-122.2446177,40.18238662,Tehama County
-122.2088409,40.13847475,Tehama County
-122.0417015,39.94163705,Tehama County
-123.2093541,40.74156839,Trinity County
-123.3388827,40.37833449,Trinity County
-123.5301757,40.71262604,Trinity County
-123.1628797,40.55234414,Trinity County
-123.4893376,40.63741925,Trinity County
-123.4726911,40.43324913,Trinity County
-122.9386675,40.72322839,Trinity County
-123.044104,40.38716974,Trinity County
-119.4568361,35.96336389,Tulare County
-119.3943083,36.52023058,Tulare County
-119.2514194,36.54483612,Tulare County
-119.1880105,36.47211377,Tulare County
-119.2065943,36.16692648,Tulare County
-118.8215139,36.12653059,Tulare County
-119.3050707,35.77875298,Kern County
-119.2964557,36.41450277,Tulare County
-119.2100027,35.8343055,Tulare County
-119.3341851,36.18544198,Tulare County
-119.2507923,35.89225701,Tulare County
-119.3920717,36.34271821,Tulare County
-119.4391583,36.32655001,Tulare County
-119.0077184,36.41545452,Tulare County
-119.4755333,36.239925,Tulare County
-119.0263491,36.38670269,Tulare County
-119.3321667,36.28307499,Tulare County
-119.09202,36.20430092,Tulare County
-119.3292217,36.13140322,Tulare County
-119.3672861,36.34136944,Tulare County
-119.3945203,36.12372922,Tulare County
-119.3033598,35.96472074,Tulare County
-119.1440972,35.99376384,Tulare County
-119.0347003,36.06738391,Tulare County
-119.0579195,36.14585279,Tulare County
-119.0184794,35.96392382,Tulare County
-118.8879166,36.45348612,Tulare County
-119.304212,36.05188566,Tulare County
-119.3305945,36.21327501,Tulare County
-119.1891356,36.41429483,Tulare County
-119.1345972,36.32536944,Tulare County
-119.2789611,36.32979445,Tulare County
-119.1444611,35.91083611,Tulare County
-119.1791443,36.08056666,Tulare County
-119.9657761,37.87515279,Tuolumne County
-120.4785168,37.87474609,Tuolumne County
-120.3199068,37.97443256,Tuolumne County
-120.3156685,37.97434629,Tuolumne County
-120.217135,38.05289438,Tuolumne County
-120.4978113,37.90373843,Tuolumne County
-120.4141781,37.97991079,Tuolumne County
-118.8717579,34.18755642,Ventura County
-119.0085833,34.22072778,Ventura County
-119.0476223,34.16190002,Ventura County
-119.222197,34.18167399,Ventura County
-118.7028916,34.23676111,Ventura County
-119.0963556,34.20462779,Ventura County
-119.0956666,34.14596946,Ventura County
-118.7103557,34.23179724,Ventura County
-118.9207778,34.40884448,Ventura County
-119.263129,34.32054899,Ventura County
-119.1757972,34.22619445,Ventura County
-119.1567444,34.17385279,Ventura County
-118.9310028,34.19608611,Ventura County
-118.7847011,34.18618553,Ventura County
-119.242407,34.44562298,Ventura County
-119.1743083,34.19716666,Ventura County
-118.834785,34.16172599,Ventura County
-119.1400222,34.21147223,Ventura County
-118.7044283,34.22833038,Ventura County
-118.7794583,34.27843334,Ventura County
-119.2418917,34.25607778,Ventura County
-118.7170861,34.27956389,Ventura County
-119.1666234,34.30061258,Ventura County
-119.034837,34.20973505,Ventura County
-119.2588905,34.23927607,Ventura County
-119.0107556,34.26427223,Ventura County
-118.7059441,34.22797779,Ventura County
-118.7963463,34.38783812,Ventura County
-119.2467388,34.20776661,Ventura County
-119.055903,34.35644199,Ventura County
-119.167076,34.13080101,Ventura County
-121.9894822,38.92500648,Yolo County
-121.7450948,38.80928378,Yolo County
-121.969347,38.67068601,Yolo County
-121.9950809,38.52282675,Yolo County
-121.4227731,39.22586945,Yuba County
-121.2203187,39.48525926,Yuba County
-121.1949272,39.33987652,Yuba County
-121.5610556,39.16343792,Yuba County
-121.6371358,39.24756794,Sutter County
-121.5463491,39.05146481,Yuba County
-121.5834743,39.14002976,Yuba County
-121.543052,39.02624606,Yuba County
-121.4186163,39.01314723,Yuba County
-122.2765024,39.23718795,Colusa County
-122.4212465,40.71501315,Shasta County
-122.4247382,40.51010552,Shasta County
-120.4062356,39.07795141,Placer County
-123.1278407,39.36196528,Mendocino County
-120.1119474,38.1865924,Tuolumne County
-122.3864726,37.75610406,San Francisco County
-121.7863208,38.01284457,Contra Costa County
-121.8607018,38.01603226,Contra Costa County
-119.6213417,34.92760556,Santa Barbara County
-120.1848073,34.64795679,Santa Barbara County
-117.4377996,34.55164736,San Bernardino County
-117.7073995,34.09930127,Los Angeles County
-118.2645067,33.89465809,Los Angeles County
-120.3864075,37.96718047,Tuolumne County
-117.2878861,33.12288056,San Diego County
-120.8464336,37.48333489,Stanislaus County
-117.0638806,33.49095832,Riverside County
-122.3696561,40.59278468,Shasta County
-117.6282105,33.54998165,Orange County
-117.016092,32.63792799,San Diego County
-117.0327306,32.94142222,San Diego County
-117.098475,33.11840833,San Diego County
-117.2270561,32.90195058,San Diego County
-117.1925255,32.74614754,San Diego County
-117.2473513,32.67954522,San Diego County
-115.7889389,32.82670278,Imperial County
-115.565348,32.76360286,Imperial County
-116.2871277,33.79775322,Riverside County
-116.3631391,33.72019357,Riverside County
-116.2867908,33.71418472,Riverside County
-114.7145675,32.73663553,Imperial County
-115.9448921,33.32771631,Imperial County
-117.3223511,34.0636675,San Bernardino County
-117.3066786,34.06007672,San Bernardino County
-121.7233826,39.02399377,Sutter County
-121.9276788,37.41117121,Santa Clara County
-121.9598699,37.4207031,Santa Clara County
-121.9514711,37.43005674,Santa Clara County
-121.835631,37.67389353,Alameda County
-121.9007603,37.70408449,Alameda County
-121.5952918,37.72019332,Alameda County
-121.857924,37.74483101,Contra Costa County
-122.4280528,40.5258508,Shasta County
-117.0184193,33.23069511,San Diego County
-116.3537629,32.69904488,San Diego County
-117.3327972,34.02229167,San Bernardino County
-116.7922,32.79698055,San Diego County
-121.8301478,38.12465193,Solano County
-117.1192854,33.05860864,San Diego County
-117.4125219,33.73452905,Riverside County
-120.8309528,37.41801671,Merced County
-121.1323489,37.43627042,Stanislaus County
-120.8092201,37.53726161,Stanislaus County
-121.7711633,37.738605,Alameda County
-120.913575,37.50071672,Stanislaus County
-117.9687131,35.14258236,Kern County
-117.4277577,33.96078597,Riverside County
-117.3431884,34.00353401,Riverside County
-119.2475484,34.2734985,Ventura County
-117.1432682,32.69488244,San Diego County
-120.8677626,40.36041129,Lassen County
-120.7380555,40.41450968,Lassen County
-120.6545605,40.42373732,Lassen County
-120.6606949,40.41232276,Lassen County
-120.6473551,40.40822706,Lassen County
-120.6421892,40.41007909,Lassen County
-120.6416013,40.41009979,Lassen County
-120.57454,40.38191421,Lassen County
-120.3224458,40.3520719,Lassen County
-120.2647837,40.36833693,Lassen County
-120.2488718,40.35133837,Lassen County
-120.1942201,40.30038982,Lassen County
-120.8801201,41.44399812,Modoc County
-121.1375887,41.13280847,Lassen County
-121.1788459,41.09133715,Lassen County
-121.0180107,40.29760752,Lassen County
-124.1832703,40.79375288,Humboldt County
-124.1803135,40.79343242,Humboldt County
-120.187432,40.27530051,Lassen County
-120.1703093,40.1445318,Lassen County
-121.6355082,39.65452133,Butte County
-121.8393363,39.71972703,Butte County
-122.1975464,39.76192786,Glenn County
-123.3270796,39.40558966,Mendocino County
-121.1196964,39.58040165,Butte County
-120.1837725,39.33576922,Nevada County
-120.3273764,38.98438032,El Dorado County
-120.378397,38.89702284,El Dorado County
-120.5318797,38.83404102,El Dorado County
-120.5393568,38.0718328,Calaveras County
-120.5300395,37.9465677,Calaveras County
-121.8740447,38.03021814,Contra Costa County
-121.8694191,38.03040028,Contra Costa County
-122.1162354,38.01494901,Contra Costa County
-122.1162873,38.01608705,Contra Costa County
-120.6055921,37.87667314,Calaveras County
-121.7753221,38.0141512,Contra Costa County
-121.7623028,38.01528973,Contra Costa County
-121.790861,38.01445584,Contra Costa County
-122.384154,37.94324554,Contra Costa County
-122.389169,37.94430499,Contra Costa County
-122.3887883,37.94096481,Contra Costa County
-122.395126,37.95041,Contra Costa County
-122.3809747,37.94563541,Contra Costa County
-119.216016,37.94438087,Mono County
-121.7597976,37.94623587,Contra Costa County
-122.3695771,37.9261806,Contra Costa County
-122.1934706,37.88360418,Contra Costa County
-118.5899655,37.54586828,Mono County
-121.7277739,37.79142631,Contra Costa County
-122.2636119,37.83757075,Alameda County
-122.282006,37.79786601,Alameda County
-122.2807377,37.79743896,Alameda County
-122.2312677,37.80528987,Alameda County
-122.271413,37.810314,Alameda County
-121.5595702,37.79421735,Alameda County
-121.6494936,37.74908911,Alameda County
-121.6209518,37.80058871,Alameda County
-121.598344,37.74738601,Alameda County
-122.2898292,37.78868624,Alameda County
-122.2926961,37.77932065,Alameda County
-121.690746,37.76124999,Alameda County
-118.9100447,37.64645793,Mono County
-118.9146492,37.64552942,Mono County
-121.6587199,37.74310007,Alameda County
-121.705288,37.68223895,Alameda County
-121.5872593,37.7265308,Alameda County
-121.6106741,37.69858612,Alameda County
-120.6278648,37.36244493,Merced County
-118.4028574,37.41693813,Inyo County
-118.4409309,37.34207284,Inyo County
-118.5017679,37.32303711,Inyo County
-118.3985227,37.36019169,Inyo County
-118.5736305,37.27387104,Inyo County
-119.3068684,37.20010694,Fresno County
-119.242925,37.20395556,Fresno County
-119.0208088,36.92739551,Fresno County
-119.328853,37.20971272,Fresno County
-119.3380194,37.22028333,Madera County
-121.0168727,37.08690864,Merced County
-118.2569513,36.94007047,Inyo County
-118.3241606,37.14207156,Inyo County
-120.9452333,37.01341111,Merced County
-121.18011,37.06232233,Merced County
-121.0754528,37.06666669,Merced County
-119.5526664,37.0922461,Fresno County
-119.3885387,37.14821116,Fresno County
-119.558037,37.07187751,Fresno County
-119.3268009,36.83274727,Fresno County
-120.729744,36.78002058,Fresno County
-121.7690706,36.80022812,Monterey County
-121.6880604,36.62404337,Monterey County
-119.764185,36.71951798,Fresno County
-119.7237178,36.68886004,Fresno County
-119.7404181,36.69045427,Fresno County
-119.5806772,36.53941711,Fresno County
-120.3442291,36.13620329,Fresno County
-120.3147162,36.23719531,Fresno County
-117.7979617,36.03673169,Inyo County
-117.7901861,36.00145001,Inyo County
-117.8101854,36.00617523,Inyo County
-117.7915328,36.01858914,Inyo County
-121.1283444,36.22587778,Monterey County
-119.5499472,36.05657777,Kings County
-118.7796082,35.46016796,Kern County
-118.4362468,35.77620279,Kern County
-118.9576432,35.55923489,Kern County
-118.9839222,35.45137667,Kern County
-119.040603,35.51575889,Kern County
-119.00734,35.41707406,Kern County
-119.0133061,35.44042076,Kern County
-119.4741216,35.2769642,Kern County
-119.474105,35.27225248,Kern County
-119.4699213,35.28134076,Kern County
-119.4728705,35.28117768,Kern County
-119.4641802,35.2786367,Kern County
-119.6876388,35.42487718,Kern County
-119.6755007,35.3634818,Kern County
-119.6270095,35.29631924,Kern County
-118.7967529,35.4405646,Kern County
-117.6883033,35.62202485,Kern County
-119.0044792,35.02957907,Kern County
-118.2699171,35.05874577,Kern County
-118.2763121,35.0446759,Kern County
-118.2808834,35.04604202,Kern County
-118.2928989,35.03860642,Kern County
-119.6310111,35.22732222,Kern County
-119.6297639,35.22558057,Kern County
-119.5988863,35.27635813,Kern County
-119.5594974,35.22527531,Kern County
-119.5027528,35.1457167,Kern County
-119.348897,35.15800786,Kern County
-119.441227,35.08980448,Kern County
-118.8805391,34.86026253,Kern County
-117.7003105,35.03252074,Kern County
-118.2775984,34.15591282,Los Angeles County
-118.316146,34.17780359,Los Angeles County
-118.3038497,34.17160752,Los Angeles County
-118.2877455,34.10139918,Los Angeles County
-117.8218358,34.04077632,Los Angeles County
-118.0241972,34.024072,Los Angeles County
-118.4028868,33.90248924,Los Angeles County
-118.2491081,33.87575205,Los Angeles County
-118.2821461,33.80372031,Los Angeles County
-118.2353506,33.79405948,Los Angeles County
-118.2651929,33.77007438,Los Angeles County
-118.2278691,33.77514222,Los Angeles County
-118.2251507,33.7656395,Los Angeles County
-115.6467855,33.15710432,Imperial County
-115.6399654,33.15682042,Imperial County
-115.6400038,33.1577481,Imperial County
-115.6177256,33.16232475,Imperial County
-115.6153132,33.16436955,Imperial County
-115.6042926,33.17808484,Imperial County
-115.5658256,33.17838727,Imperial County
-115.5346445,32.96851821,Imperial County
-115.2573359,32.81647025,Imperial County
-115.2487903,32.78658788,Imperial County
-115.2648667,32.77451111,Imperial County
-115.2632922,32.77523611,Imperial County
-115.217907,32.70607416,Imperial County
-115.1263706,32.7060577,Imperial County
-114.6344093,32.77916572,Imperial County
-115.5174953,32.7145034,Imperial County
-115.3920561,32.67353827,Imperial County
-122.4367485,41.93298104,Siskiyou County
-122.3359387,41.97986964,Siskiyou County
-122.5226591,41.60383182,Siskiyou County
-121.4967732,40.98975466,Shasta County
-121.8493033,40.98709396,Shasta County
-121.9746015,40.99253306,Shasta County
-121.9923454,40.92227055,Shasta County
-121.9765849,40.98672929,Shasta County
-122.7614314,40.79696775,Trinity County
-122.5371186,40.59823642,Shasta County
-122.6257398,40.64590342,Shasta County
-121.8730925,40.67817555,Shasta County
-122.0203827,40.57186647,Shasta County
-122.3224981,40.73723942,Shasta County
-122.3918969,40.63357895,Shasta County
-122.3083163,40.74435042,Shasta County
-122.3775951,40.53504296,Shasta County
-122.3952491,40.58640252,Shasta County
-122.3894841,40.57484532,Shasta County
-122.4677291,40.6280133,Shasta County
-122.1217246,40.40490556,Shasta County
-122.3153389,40.51800505,Shasta County
-121.8664328,40.45955127,Shasta County
-121.9651054,40.40132958,Tehama County
-122.2116928,40.14465791,Tehama County
-121.1907463,40.17581925,Plumas County
-120.9447603,39.97493535,Plumas County
-120.3708737,39.75696824,Plumas County
-120.6449025,39.80126759,Plumas County
-120.0274494,39.24586381,Placer County
-121.6401138,39.13686954,Sutter County
-121.6919042,39.0525088,Sutter County
-121.0984958,38.88992636,Placer County
-122.8149792,38.8057044,Sonoma County
-122.8020392,38.81471409,Sonoma County
-122.7838602,38.8053101,Sonoma County
-122.0887268,37.31772837,Santa Clara County
-122.7670067,38.795979,Sonoma County
-121.2827414,38.7794983,Placer County
-122.7195493,38.75227765,Sonoma County
-122.852858,38.60655701,Sonoma County
-121.411359,38.64740601,Sacramento County
-121.34661,38.60630599,Sacramento County
-121.405762,38.62063386,Sacramento County
-121.237507,38.59310499,Sacramento County
-121.282636,38.61922402,Sacramento County
-121.491049,38.60908499,Sacramento County
-121.439584,38.61934901,Sacramento County
-121.3851902,38.58062618,Sacramento County
-121.3812278,38.59787636,Sacramento County
-121.451394,38.57077511,Sacramento County
-121.4265029,38.55643741,Sacramento County
-121.4001031,38.53171154,Sacramento County
-121.7513987,38.52911015,Solano County
-121.4279462,38.49860176,Sacramento County
-121.1235694,38.34437299,Sacramento County
-121.312744,38.271455,Sacramento County
-121.282964,38.27497882,Sacramento County
-122.1551376,38.19806517,Solano County
-122.147878,38.20550643,Solano County
-121.829231,38.123638,Solano County
-121.8557539,38.24122071,Solano County
-121.8441836,38.22659284,Solano County
-121.0245828,38.22688953,San Joaquin County
-121.3882058,38.08793823,San Joaquin County
-121.290442,38.11600961,San Joaquin County
-121.2613779,38.13724028,San Joaquin County
-121.2633716,37.91255598,San Joaquin County
-121.3283912,37.93766718,San Joaquin County
-121.274217,37.79785502,San Joaquin County
-121.2765713,37.80878549,San Joaquin County
-121.4169099,37.75614112,San Joaquin County
-121.5443886,37.67245302,San Joaquin County
-121.4884286,37.72005266,San Joaquin County
-121.4899576,37.71036086,San Joaquin County
-122.3768664,37.73691799,San Francisco County
-122.4033721,37.74602982,San Francisco County
-121.040375,37.64289802,Stanislaus County
-121.0196588,37.65300923,Stanislaus County
-120.993187,37.637159,Stanislaus County
-121.00605,37.641965,Stanislaus County
-120.931338,37.62925302,Stanislaus County
-120.8380604,37.48947163,Stanislaus County
-120.8968342,37.48773294,Stanislaus County
-122.1782867,37.45537671,San Mateo County
-121.9355511,37.4547593,Santa Clara County
-122.0317761,37.40954139,Santa Clara County
-122.0308028,37.41613333,Santa Clara County
-122.063481,37.41811202,Santa Clara County
-121.9445236,37.36941523,Santa Clara County
-121.7872462,37.26909516,Santa Clara County
-121.9773522,37.22643981,Santa Clara County
-121.7964123,37.24447236,Santa Clara County
-121.8043416,37.21507985,Santa Clara County
-121.8952356,37.2142178,Santa Clara County
-121.7490891,37.19925063,Santa Clara County
-121.7462767,37.22628255,Santa Clara County
-121.746599,37.22141404,Santa Clara County
-121.5364215,36.99859078,Santa Clara County
-121.7679575,36.91115927,Santa Cruz County
-117.5662498,35.02029675,San Bernardino County
-117.5657344,35.01551078,San Bernardino County
-117.5555104,35.01904365,San Bernardino County
-117.5556662,35.01185281,San Bernardino County
-117.5557409,35.00735718,San Bernardino County
-117.3933603,35.70415183,San Bernardino County
-117.3754457,35.76488065,San Bernardino County
-120.847388,35.21629199,San Luis Obispo County
-115.1219475,34.14883909,San Bernardino County
-120.4577742,34.94478983,Santa Barbara County
-116.8280445,34.86159802,San Bernardino County
-117.3630892,34.59531611,San Bernardino County
-120.5259889,34.76375276,Santa Barbara County
-117.3350898,34.60605018,San Bernardino County
-116.9411811,34.38305539,San Bernardino County
-117.3124944,34.566,San Bernardino County
-119.7265495,34.4041565,Santa Barbara County
-114.141425,34.29103334,San Bernardino County
-117.3234937,34.30747075,San Bernardino County
-117.0591055,34.14563804,San Bernardino County
-117.0774917,34.0742056,San Bernardino County
-117.36086,34.0417976,San Bernardino County
-117.0396618,34.08802668,San Bernardino County
-117.5682165,34.04401675,San Bernardino County
-117.6806503,33.98992232,San Bernardino County
-116.66685,33.94999167,Riverside County
-116.7183577,33.91601977,Riverside County
-116.6428055,33.91775834,Riverside County
-116.6157222,33.93719236,Riverside County
-116.6148056,33.92625001,Riverside County
-116.5811554,33.92066048,Riverside County
-116.5797111,33.92176389,Riverside County
-116.5689805,33.93161389,Riverside County
-116.5798389,33.90733058,Riverside County
-116.5793333,33.90721389,Riverside County
-116.5528915,33.91063251,Riverside County
-117.2935923,33.9307667,Riverside County
-116.4643638,33.87760559,Riverside County
-117.4528961,33.96216982,Riverside County
-115.5589824,33.67121576,Riverside County
-117.4538978,33.85479613,Riverside County
-116.7346083,33.91713502,Riverside County
-117.1830736,33.83565128,Riverside County
-117.8570252,33.85342728,Orange County
-117.9113948,33.83104984,Orange County
-117.900745,33.80449763,Orange County
-116.2845082,33.77345347,Riverside County
-116.1966315,33.74289723,Riverside County
-116.1571434,33.66994416,Riverside County
-116.1724908,33.67655626,Riverside County
-116.269905,33.69921608,Riverside County
-116.2392514,33.63038756,Riverside County
-117.0698252,33.68098774,Riverside County
-117.1460111,33.687275,Riverside County
-117.1413944,33.06849724,San Diego County
-117.1658958,32.87607979,San Diego County
-117.222466,32.883611,San Diego County
-117.1147256,32.67076687,San Diego County
-117.0585226,32.5916948,San Diego County
-116.9443235,32.56629513,San Diego County
-121.3330798,39.11355687,Yuba County
-121.3373207,39.09777864,Yuba County
-121.7600408,38.67863771,Yolo County
-121.5241233,38.60717675,Sacramento County
-120.0338424,38.24645008,Tuolumne County
-120.0768601,38.20287089,Tuolumne County
-120.150002,38.18612556,Tuolumne County
-120.3701892,38.13789804,Tuolumne County
-120.4201211,37.6966396,Tuolumne County
-118.7890314,36.13582345,Tulare County
-119.1668901,34.19593016,Ventura County
-119.1828051,34.14297045,Ventura County
-119.1844939,34.14113701,Ventura County
-119.2092028,34.15667223,Ventura County
-114.4695691,32.68431555,
-121.3901623,42.07986401,
-120.8882835,39.93440815,Plumas County
-122.1584791,38.21807754,Solano County
-117.3036821,34.99610491,San Bernardino County
-121.28952,38.57810705,Sacramento County
-121.3138934,38.27385606,Sacramento County
-121.7967847,38.27647582,Solano County
-121.3769021,38.05886608,San Joaquin County
-122.2246715,37.77065318,Alameda County
-121.9662772,37.25376296,Santa Clara County
-121.76387,36.90277062,Santa Cruz County
-121.7559092,36.90275189,Santa Cruz County
-120.6402159,36.73565748,Fresno County
-121.796365,39.73015383,Butte County
-122.7132248,38.76621101,Lake County
-122.7119276,38.7658666,Lake County
-121.8641362,38.01338898,Contra Costa County
-122.055216,38.00443593,Contra Costa County
-121.7493958,37.98255043,Contra Costa County
-121.6165152,37.76722152,Alameda County
-121.6144491,37.76433684,Alameda County
-118.1868338,36.80545886,Inyo County
-120.3879297,36.18093633,Fresno County
-120.2516134,36.30752169,Fresno County
-119.7613417,35.51759999,Kern County
-119.403033,35.60091105,Kern County
-118.9605384,35.44065586,Kern County
-119.0119946,35.41569334,Kern County
-119.1640945,35.38771939,Kern County
-118.3138502,35.10812875,Kern County
-118.3670165,35.08816944,Kern County
-118.3726066,35.07590833,Kern County
-118.3345469,35.09908646,Kern County
-118.3378519,35.09826195,Kern County
-118.34667,35.05390316,Kern County
-118.3203834,35.07305681,Kern County
-118.3111001,35.07808854,Kern County
-118.3093627,35.07880128,Kern County
-118.3049045,35.07922962,Kern County
-119.5826444,35.21033334,Kern County
-119.581225,35.20995835,Kern County
-118.5004778,34.305325,Los Angeles County
-118.3231889,34.19192629,Los Angeles County
-118.347346,34.18601701,Los Angeles County
-118.2961017,34.16599255,Los Angeles County
-118.3394597,34.15402513,Los Angeles County
-118.1274327,33.92079574,Los Angeles County
-118.3002395,33.78784139,Los Angeles County
-122.3688692,40.67319414,Shasta County
-121.3140177,38.75211412,Placer County
-121.3089818,38.77889884,Placer County
-121.269809,38.72833851,Placer County
-121.9563813,37.36937638,Santa Clara County
-120.8512451,35.21590889,San Luis Obispo County
-117.3350595,34.60145611,San Bernardino County
-117.3693753,34.58002088,San Bernardino County
-117.5264367,34.10370114,San Bernardino County
-117.4972091,33.83390123,Riverside County
-121.9904572,39.19110887,Colusa County
-121.3077791,38.78153534,Placer County
-120.5497737,38.42101505,Amador County
-121.3861773,38.13803636,San Joaquin County
-121.6032411,36.88170591,San Benito County
-121.9506779,37.37197302,Santa Clara County
-121.0136898,37.71068202,Stanislaus County
-121.0417369,37.70470281,Stanislaus County
-120.6068048,37.64504464,Stanislaus County
-121.2059602,37.57957789,Stanislaus County
-120.6317933,37.3635047,Merced County
-120.2026749,36.96772403,Madera County
-119.737072,36.70011514,Fresno County
-120.1704548,36.53156657,Fresno County
-120.245123,36.13094168,Fresno County
-119.9062759,36.2645078,Kings County
-121.1271469,36.21699729,Monterey County
-119.6543971,36.31291154,Kings County
-119.6545088,36.26903562,Kings County
-119.6473706,36.26974983,Kings County
-119.6490377,36.25516045,Kings County
-119.9083816,35.84304303,Kings County
-119.9426154,35.83498773,Kings County
-119.3129715,36.35733718,Tulare County
-119.3117235,36.31853504,Tulare County
-120.2077977,35.7309326,San Luis Obispo County
-120.0841888,35.70756238,Kern County
-119.7339932,35.4486638,Kern County
-119.6319178,35.4562202,Kern County
-119.6609901,35.4439513,Kern County
-119.7510309,35.47018145,Kern County
-118.9775458,35.0141651,Kern County
-119.051819,35.74210436,Kern County
-118.3205828,35.06200315,Kern County
-117.7015827,35.03228875,Kern County
-119.3010385,34.27976053,Ventura County
-119.0956835,34.12874902,Ventura County
-117.2156822,34.51757917,San Bernardino County
-117.2951374,34.53535066,San Bernardino County
-117.2854823,34.24286195,San Bernardino County
-116.9232031,33.9477822,Riverside County
-117.533316,34.09050178,San Bernardino County
-117.5214519,34.03301841,Riverside County
-117.6456358,34.05649126,San Bernardino County
-117.7086853,33.99376264,San Bernardino County
-117.440474,34.09563526,San Bernardino County
-117.3766349,34.0230499,Riverside County
-117.4346845,34.07679718,San Bernardino County
-117.368353,34.10130445,San Bernardino County
-117.2864129,34.164599,San Bernardino County
-117.3043733,34.1288882,San Bernardino County
-117.3103556,34.12072036,San Bernardino County
-117.2583267,34.12095856,San Bernardino County
-116.9466369,34.44514481,San Bernardino County
-116.8909496,34.86248816,San Bernardino County
-117.0018638,34.88999449,San Bernardino County
-117.0221335,34.90108975,San Bernardino County
-117.049312,34.89160541,San Bernardino County
-117.1540201,34.9072516,San Bernardino County
-117.1177491,34.86475877,San Bernardino County
-116.3156637,34.1359889,San Bernardino County
-116.0537102,34.13779814,San Bernardino County
-117.1653247,34.02772415,San Bernardino County
-117.5452261,34.10244419,San Bernardino County
-118.1788309,34.7209336,Los Angeles County
-118.6644768,34.14938981,Los Angeles County
-117.5884483,33.88193703,Riverside County
-116.9756602,33.74682731,Riverside County
-116.876008,33.92128128,Riverside County
-116.4726024,33.80845523,Riverside County
-116.5435857,33.81299035,Riverside County
-116.5432439,33.79897529,Riverside County
-116.2543635,33.7259849,Riverside County
-116.1131999,33.52501628,Riverside County
-117.8873634,33.87894152,Orange County
-117.9681754,33.83755882,Orange County
-117.9332035,33.80803397,Orange County
-117.9106911,33.84837748,Orange County
-117.9024838,33.82668375,Orange County
-117.8071247,33.85820599,Orange County
-117.9250012,33.62954877,Orange County
-116.7001427,32.66719695,San Diego County
-117.1342178,33.02116972,San Diego County
-117.2008385,32.88485153,San Diego County
-117.1308139,32.7126482,San Diego County
-115.5383555,32.76724014,Imperial County
-115.5102463,32.82017958,Imperial County
-115.3730132,32.67546136,Imperial County
-115.639604,33.15371813,Imperial County
-117.9261072,34.0822219,Los Angeles County
-117.9657695,34.13866519,Los Angeles County
-118.0028218,34.14300447,Los Angeles County
-118.008015,34.11844514,Los Angeles County
-118.0545549,34.15824526,Los Angeles County
-118.0674658,34.12854766,Los Angeles County
-118.0682685,34.10617907,Los Angeles County
-118.0759694,34.0881554,Los Angeles County
-118.0488728,34.05215852,Los Angeles County
-118.1654356,34.11216764,Los Angeles County
-118.0782253,34.00190359,Los Angeles County
-118.1053235,34.02059386,Los Angeles County
-118.1216643,34.00609425,Los Angeles County
-118.0066737,33.94801917,Los Angeles County
-118.0942072,33.93550647,Los Angeles County
-118.1184703,33.89973377,Los Angeles County
-118.0676978,33.92451886,Los Angeles County
-118.0648964,33.99005369,Los Angeles County
-118.1822514,34.05746641,Los Angeles County
-118.1789908,34.03653489,Los Angeles County
-118.1626139,34.03354114,Los Angeles County
-118.1546498,34.02441084,Los Angeles County
-118.186159,33.98106055,Los Angeles County
-118.2480049,33.97555785,Los Angeles County
-118.1899735,33.95677603,Los Angeles County
-118.1774452,33.95347762,Los Angeles County
-118.1660836,33.94641224,Los Angeles County
-118.1750032,33.94534369,Los Angeles County
-118.2369151,33.95866685,Los Angeles County
-118.213069,33.94710328,Los Angeles County
-118.2127966,33.92709968,Los Angeles County
-118.1880085,33.92066364,Los Angeles County
-118.2385643,33.91649613,Los Angeles County
-118.1956953,33.88177182,Los Angeles County
-118.1484119,34.19147793,Los Angeles County
-118.388532,34.22272085,Los Angeles County
-118.3348953,34.18851555,Los Angeles County
-118.2608476,34.14649743,Los Angeles County
-118.267733,34.11312249,Los Angeles County
-118.2262352,34.12070019,Los Angeles County
-118.21442,34.08673267,Los Angeles County
-118.1893829,34.11393906,Los Angeles County
-118.2247208,33.8974341,Los Angeles County
-118.2393177,33.82401308,Los Angeles County
-118.2140953,33.83151973,Los Angeles County
-118.1915831,33.78320086,Los Angeles County
-118.3608738,34.08994998,Los Angeles County
-118.458565,34.02167221,Los Angeles County
-118.4659844,34.02976491,Los Angeles County
-118.4022034,34.01504769,Los Angeles County
-118.4164117,34.01144285,Los Angeles County
-118.3355132,33.92056244,Los Angeles County
-118.3908616,33.90951875,Los Angeles County
-118.4115222,33.90937336,Los Angeles County
-118.4098942,33.89530076,Los Angeles County
-118.3483554,33.86598502,Los Angeles County
-118.387829,33.84828869,Los Angeles County
-118.3300529,33.84816655,Los Angeles County
-118.3873419,33.77966215,Los Angeles County
-118.3846356,33.89909374,Los Angeles County
-120.1070544,36.92817149,Madera County
-122.2609693,39.53670207,Glenn County
-122.2638437,39.36528231,Colusa County
-121.4421906,39.19443266,Yuba County
-121.5688412,38.56753222,Yolo County
-121.3082231,38.82271105,Placer County
-121.2174637,38.80092722,Placer County
-120.9654797,38.65326453,El Dorado County
