Net Demand 11/08/2019undefined,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,0:00
Hour-ahead forecast,21758,21482,21482,21482,21242,21242,21242,21022,21022,21022,20805,20805,20805,20628,20628,20628,20525,20525,20525,20315,20315,20315,20132,20132,20132,19992,19992,19992,19909,19909,19909,19826,19826,19826,19768,19768,19768,19759,19759,19759,19747,19747,19747,19755,19755,19755,19805,19805,19805,20026,20026,20026,20164,20164,20164,20367,20367,20367,20616,20616,20616,21100,21100,21100,21512,21512,21512,21931,21931,21931,22428,22428,22428,23214,23214,23214,23639,23639,23639,23900,23900,23900,24198,24198,24198,24548,24548,24548,24666,24666,24666,24655,24655,24655,24607,24607,24607,24593,24593,24593,24486,24486,24486,24485,24485,24485,24231,24231,24231,24264,24264,24264,24223,24223,24223,24092,24092,24092,24034,24034,24034,24134,24134,24134,24075,24075,24075,24029,24029,24029,24019,24019,24019,24063,24063,24063,24092,24092,24092,24150,24150,24150,24213,24213,24213,24338,24338,24338,24456,24456,24456,24684,24684,24684,24903,24903,24903,25046,25046,25046,25198,25198,25198,25447,25447,25447,25726,25726,25726,26100,26100,26100,26351,26351,26351,26524,26524,26524,26781,26781,26781,26917,26917,26917,27185,27185,27185,27331,27331,27331,27591,27591,27591,27746,27746,27746,28085,28085,28085,28613,28613,28613,28480,28480,28480,28813,28813,28813,28982,28982,28982,29294,29294,29294,29047,29047,29047,28777,28777,28777,28672,28672,28672,28453,28453,28453,28262,28262,28262,27849,27849,27849,27598,27598,27598,27376,27376,27376,27153,27153,27153,26898,26898,26898,26783,26783,26783,26505,26505,26505,26173,26173,26173,25957,25957,25957,25740,25740,25740,25409,25409,25409,25095,25095,25095,24735,24735,24735,24355,24355,24355,23949,23949,23949,23482,23482,23482,23076,23076,23076,22711,22711,22711,22344,22344,22344,21983,21983,21983
Demand,21604,21574,21494,21416,21318,21259,21182,21148,21048,20966,20887,20810,20752,20678,20599,20531,20470,20417,20373,20321,20261,20213,20167,20117,20082,20050,20025,19988,19975,19933,19876,19856,19836,19820,19783,19758,19739,19753,19775,19775,19771,19764,19751,19753,19774,19782,19781,19793,19833,19943,20084,20165,20200,20236,20268,20337,20405,20469,20519,20590,20699,20953,21199,21359,21497,21608,21711,21884,22004,22126,22264,22383,22535,22896,23150,23309,23454,23563,23667,23785,23917,23999,24065,24155,24202,24381,24541,24589,24584,24571,24538,24618,24576,24592,24549,24499,24457,24564,24600,24557,24533,24500,24462,24373,24309,24281,24274,24255,24208,24227,24249,24219,24177,24173,24145,24124,24112,24107,24112,24072,24027,24031,23994,23987,23992,23955,23981,23968,23989,23987,23963,23981,23967,23975,23988,24019,24037,24060,24082,24120,24159,24214,24259,24284,24269,24316,24340,24389,24454,24508,24561,24626,24693,24765,24860,24796,24842,24932,25149,25278,25379,25447,25530,25619,25676,25747,25815,25901,25953,26004,26111,26178,26220,26310,26369,26435,26497,26574,26619,26687,26766,26831,26924,27008,27101,27166,27253,27329,27356,27449,27501,27580,27600,27602,27618,27695,27742,27771,27826,27890,27972,28023,28116,28257,28383,28547,28745,28940,29065,29166,29204,29230,29214,29183,29149,29120,29064,28933,28822,28754,28678,28619,28517,28464,28393,28302,28218,28157,28068,27935,27853,27791,27715,27629,27571,27497,27427,27350,27286,27228,27183,27118,27039,26986,26898,26822,26748,26650,26565,26486,26397,26297,26180,26145,26104,25993,25915,25825,25726,25638,25515,25420,25328,25198,25039,24848,24665,24509,24380,24272,24125,24002,23851,23731,23583,23454,23314,23178,23051,22906,22759,22643,22543,22408,22275,22191,22081,21971,21862
Day-ahead net forecast,21407,21375,21296,21212,21113,21048,20973,20940,20844,20764,20692,20608,20556,20485,20402,20333,20270,20222,20188,20141,20092,20041,19990,19937,19898,19865,19831,19782,19758,19704,19635,19617,19600,19585,19551,19529,19507,19520,19537,19537,19534,19518,19497,19490,19502,19512,19509,19518,19556,19660,19795,19883,19914,19942,19970,20038,20112,20185,20242,20310,20410,20652,20902,21071,21221,21332,21432,21603,21732,21853,21991,22103,22249,22607,22866,23016,23126,23173,23186,23145,23040,22889,22661,22453,22192,21952,21717,21371,20965,20544,20096,19734,19267,18991,18787,18349,17701,17249,16934,16637,16410,16240,16029,15822,15665,15471,15316,15209,15111,15075,15019,14946,14896,14826,14742,14688,14670,14660,14659,14625,14617,14786,14812,14771,14724,14683,14696,14659,14669,14691,14736,14681,14571,14490,14493,14518,14533,14555,14577,14614,14653,14696,14721,14761,14784,14833,14849,14873,14909,14956,15003,15065,15123,15208,15308,15373,15427,15508,15711,15848,15951,16030,16171,16346,16445,16547,16660,16816,16921,17018,17181,17288,17380,17550,17688,17812,18036,18313,18593,18958,19302,19618,19926,20328,20765,21207,21654,22110,22564,23083,23601,24123,24588,25002,25414,25879,26242,26529,26796,27016,27220,27361,27530,27699,27841,28022,28248,28447,28574,28664,28700,28723,28700,28651,28605,28568,28506,28363,28232,28137,28048,27981,27880,27820,27745,27657,27571,27516,27432,27298,27208,27139,27054,26952,26880,26795,26718,26647,26589,26530,26489,26436,26373,26329,26238,26169,26104,26024,25957,25894,25811,25715,25604,25567,25527,25415,25325,25225,25120,25030,24913,24821,24740,24618,24473,24276,24081,23921,23776,23659,23496,23380,23248,23148,23002,22869,22729,22604,22490,22358,22223,22114,22020,21876,21745,21672,21563,21447,
Large hydro,1578,1413,1395,1457,1461,1533,1664,1602,1504,1477,1654,1707,1552,1417,1328,1305,1410,1342,1274,1262,1260,1253,1260,1255,1260,1256,1251,1252,1247,1237,1236,1234,1238,1241,1236,1240,1245,1299,1318,1323,1325,1325,1328,1327,1336,1331,1332,1329,1332,1471,1568,1573,1573,1584,1590,1588,1586,1585,1575,1584,1619,1798,1864,1872,1872,1876,1878,1878,1898,1901,1906,1919,2022,2117,2245,2257,2262,2272,2268,2277,2271,2261,2271,2254,2223,2121,1998,1912,1882,1890,1858,1831,1611,1514,1526,1496,1403,1180,1063,1048,1079,1048,1042,1022,1019,989,973,973,957,725,490,483,476,475,473,463,464,466,467,469,491,436,415,398,388,385,386,385,383,392,393,395,371,378,378,382,380,382,381,377,375,370,361,362,358,368,368,357,360,355,348,354,353,345,349,351,365,381,417,398,691,713,711,711,712,706,704,701,755,951,1052,1059,1370,1377,1376,1377,1379,1378,1378,1442,1654,1964,2097,2163,2216,2232,2249,2268,2267,2271,2275,2276,2388,2589,2724,2776,2736,2790,2797,2869,2841,2884,2891,2879,2792,2789,2861,2890,2983,3041,3035,2995,2980,2995,3001,2992,2985,2996,3008,3036,3009,2992,2967,2977,2976,2930,2931,2965,2940,2778,2703,2725,2711,2707,2734,2762,2776,2789,2815,2815,2815,2660,2645,2631,2612,2586,2571,2565,2500,2497,2556,2550,2525,2430,2348,2278,2276,2300,2281,2269,2260,2340,2317,2285,2342,2255,2259,2262,2280,2248,2241,2236,2154,2066,2009,2014,2124,2185,2215,2234,2195,2117,2082,2034,2054,2085,2016,1995,
Imports,6649,6747,6729,6685,6781,6858,6668,6748,6811,6778,6716,6764,6878,6844,6899,6966,6837,6798,6813,6775,6774,6711,6653,6577,6567,6561,6609,6671,6688,6657,6614,6623,6614,6581,6568,6561,6537,6418,6362,6331,6350,6341,6322,6312,6359,6363,6373,6356,6354,6346,6377,6342,6309,6268,6231,6225,6248,6235,6077,6167,6266,6432,6698,6839,6806,6868,6819,6791,6720,6662,6687,6695,6891,7116,7358,7598,7659,7638,7651,7641,7549,7433,7368,7244,7001,6899,6769,6564,6534,6379,6285,6096,6163,6128,6116,6012,5781,5670,5402,5173,5200,5285,5172,5150,5119,5081,5002,4932,4613,4767,4839,4752,4783,4834,4798,4789,4808,4746,4666,4636,4653,4768,4841,4918,4925,4916,4905,4880,4871,4836,4848,4849,4762,4717,4717,4718,4732,4756,4809,4855,4901,4946,4991,4997,4948,4892,4843,4929,4882,4859,4860,4854,4865,4824,4830,4830,4944,4968,5081,5192,5073,5136,5179,5163,5162,5119,5079,5042,5016,5117,5163,5304,5278,5450,5578,5648,5678,5690,5660,5842,5995,6094,6223,6412,6389,6489,6619,6533,6471,6573,6611,6737,6853,7205,7509,7732,7926,7899,7996,8006,8057,7977,8030,8177,8538,8942,9129,9465,9390,9416,9463,9551,9601,9593,9569,9470,9350,9370,9337,9198,9164,9149,9106,9082,9051,9069,9052,9015,8942,8864,8840,8814,8758,8679,8602,8559,8526,8536,8547,8491,8475,8681,8730,8660,8738,8722,8727,8659,8658,8615,8529,8490,8388,8393,8416,8426,8402,8327,8364,8369,8443,8428,8413,8297,8091,8113,8054,7943,7958,7950,7954,7992,7978,7992,7971,7909,7692,7599,7494,7353,7273,7306,7274,7236,7189,7221,7212,7124,
netd,13180,13215,13172,13070,12871,12657,12641,12590,12529,12509,12322,12137,12126,12224,12175,12062,12023,12082,12101,12104,12058,12077,12077,12105,12071,12048,11971,11859,11823,11810,11785,11760,11748,11763,11747,11728,11725,11803,11857,11883,11859,11852,11847,11851,11807,11818,11804,11833,11870,11843,11850,11968,12032,12090,12149,12225,12278,12365,12590,12559,12525,12422,12340,12360,12543,12588,12735,12934,13114,13290,13398,13489,13336,13374,13263,13161,13205,13263,13267,13227,13220,13195,13022,12955,12968,12932,12950,12895,12549,12275,11953,11807,11493,11349,11145,10841,10517,10399,10469,10416,10131,9907,9815,9650,9527,9401,9341,9304,9541,9583,9690,9711,9637,9517,9471,9436,9398,9448,9526,9520,9473,9582,9556,9455,9411,9382,9405,9394,9415,9463,9495,9437,9438,9395,9398,9418,9421,9417,9387,9382,9377,9380,9369,9402,9478,9573,9638,9587,9667,9742,9795,9857,9905,10039,10129,10192,10118,10159,10213,10258,10187,10181,10281,10472,10571,10722,10877,11073,11150,10950,10966,10925,10732,10723,10734,10787,10979,11245,11555,11674,11653,11560,11606,11753,12160,12486,12786,13309,13826,14239,14715,15110,15347,15208,15181,15371,15580,15840,16003,16141,16322,16500,16609,16643,16511,16291,16258,16092,16201,16207,16202,16177,16119,16063,16035,16106,16171,15997,15887,15903,15875,15840,15807,15761,15718,15658,15588,15536,15550,15656,15665,15600,15585,15566,15544,15474,15416,15322,15227,15224,15199,15095,14998,15038,14888,14861,14806,14800,14799,14782,14726,14675,14691,14744,14763,14711,14647,14598,14475,14392,14210,14053,14010,14036,14040,13908,13768,13716,13538,13461,13301,13152,13116,13090,13022,12946,12913,12820,12781,12771,12755,12691,12664,12606,12502,12366,12335,12328,
td-im,14955,14827,14765,14731,14537,14401,14514,14400,14237,14188,14171,14046,13874,13834,13700,13565,13633,13619,13560,13546,13487,13502,13514,13540,13515,13489,13416,13317,13287,13276,13262,13233,13222,13239,13215,13197,13202,13335,13413,13444,13421,13423,13429,13441,13415,13419,13408,13437,13479,13597,13707,13823,13891,13968,14037,14112,14157,14234,14442,14423,14433,14521,14501,14520,14691,14740,14892,15093,15284,15464,15577,15688,15644,15780,15792,15711,15795,15925,16016,16144,16368,16566,16697,16911,17201,17482,17772,18025,18050,18192,18253,18522,18413,18464,18433,18487,18676,18894,19198,19384,19333,19215,19290,19223,19190,19200,19272,19323,19595,19460,19410,19467,19394,19339,19347,19335,19304,19361,19446,19436,19374,19263,19153,19069,19067,19039,19076,19088,19118,19151,19115,19132,19205,19258,19271,19301,19305,19304,19273,19265,19258,19268,19268,19287,19321,19424,19497,19460,19572,19649,19701,19772,19828,19941,20030,19966,19898,19964,20068,20086,20306,20311,20351,20456,20514,20628,20736,20859,20937,20887,20948,20874,20942,20860,20791,20787,20819,20884,20959,20845,20771,20737,20701,20596,20712,20677,20634,20796,20885,20876,20890,20843,20747,20397,20109,19963,19816,19872,19830,19884,19915,20046,20086,20080,19845,19605,19616,19475,19675,19750,19741,19679,19613,19590,19580,19650,19714,19563,19485,19556,19514,19470,19411,19382,19342,19233,19166,19142,19126,19071,19013,18977,18957,18950,18969,18938,18901,18814,18739,18737,18708,18437,18309,18326,18160,18100,18021,17991,17907,17871,17868,17807,17792,17752,17688,17567,17513,17498,17362,17269,17072,16992,16915,16901,16948,16735,16611,16566,16422,16322,16171,16010,15873,15739,15612,15545,15622,15579,15557,15553,15486,15337,15269,15172,15086,14970,14869,14847,
netd+im,19829,19962,19901,19755,19652,19515,19309,19338,19340,19287,19038,18901,19004,19068,19074,19028,18860,18880,18914,18879,18832,18788,18730,18682,18638,18609,18580,18530,18511,18467,18399,18383,18362,18344,18315,18289,18262,18221,18219,18214,18209,18193,18169,18163,18166,18181,18177,18189,18224,18189,18227,18310,18341,18358,18380,18450,18526,18600,18667,18726,18791,18854,19038,19199,19349,19456,19554,19725,19834,19952,20085,20184,20227,20490,20621,20759,20864,20901,20918,20868,20769,20628,20390,20199,19969,19831,19719,19459,19083,18654,18238,17903,17656,17477,17261,16853,16298,16069,15871,15589,15331,15192,14987,14800,14646,14482,14343,14236,14154,14350,14529,14463,14420,14351,14269,14225,14206,14194,14192,14156,14126,14350,14397,14373,14336,14298,14310,14274,14286,14299,14343,14286,14200,14112,14115,14136,14153,14173,14196,14237,14278,14326,14360,14399,14426,14465,14481,14516,14549,14601,14655,14711,14770,14863,14959,15022,15062,15127,15294,15450,15260,15317,15460,15635,15733,15841,15956,16115,16166,16067,16129,16229,16010,16173,16312,16435,16657,16935,17215,17516,17648,17654,17829,18165,18549,18975,19405,19842,20297,20812,21326,21847,22200,22413,22690,23103,23506,23739,23999,24147,24379,24477,24639,24820,25049,25233,25387,25557,25591,25623,25665,25728,25720,25656,25604,25576,25521,25367,25224,25101,25039,24989,24913,24843,24769,24727,24640,24551,24492,24520,24505,24414,24343,24245,24146,24033,23942,23858,23774,23715,23674,23776,23728,23698,23626,23583,23533,23459,23457,23397,23255,23165,23079,23137,23179,23137,23049,22925,22839,22761,22653,22481,22423,22333,22131,22021,21822,21659,21496,21411,21255,21144,21094,21082,20993,20855,20605,20419,20275,20124,20028,19997,19938,19842,19691,19587,19547,19452,
