PlantCode,GenID,power_gen,bus,FuelType,Pg,Pmax,Pmin,Qg,Qmax,Qmin,Lat,Lon
34,1P,12.100000820564613,745,Conventional Hydroelectric,4.0333628,12.1,0,0,18.7771429,-14.6707143,39.134259,-120.953341
151,1,-9.94687811156236e-07,1804,Petroleum Liquids,0.0,71.2,0,0,34.5,-23.7,37.62936,-120.93139
151,2,-9.94687811156236e-07,1804,Natural Gas Fired Combustion Turbine,0.0,71.2,0,0,34.5,-23.7,37.62936,-120.93139
161,1,1.100000928715826,1964,Conventional Hydroelectric,0.366669117,1.1,0,0,18.7771429,-14.6707143,37.611461,-120.594678
161,2,1.100000928715826,1964,Conventional Hydroelectric,0.366669117,1.1,0,0,18.7771429,-14.6707143,37.611461,-120.594678
161,3,1.100000928715826,1964,Conventional Hydroelectric,0.366669117,1.1,0,0,18.7771429,-14.6707143,37.611461,-120.594678
162,1,0.5000009318405844,1360,Conventional Hydroelectric,0.166667613,0.5,0,0,18.7771429,-14.6707143,37.621536,-120.746247
162,2,0.5000009318405844,1360,Conventional Hydroelectric,0.166667613,0.5,0,0,18.7771429,-14.6707143,37.621536,-120.746247
180,1,1.0000008581128879,1745,Conventional Hydroelectric,0.333335524,1.0,0,0,18.7771429,-14.6707143,40.45193,-121.86215
214,1,1.0000009293903536,744,Conventional Hydroelectric,0.333335524,1.0,0,0,18.7771429,-14.6707143,39.215979,-120.80355
215,1,1.4000009274583023,1587,Conventional Hydroelectric,0.466669881,1.4,0,0,18.7771429,-14.6707143,38.071944,-120.539444
219,1,57.26783239758368,8022,Conventional Hydroelectric,39.30029,117.9,0,0,57.1,-39.3,40.007445,-121.249438
220,H1,15.24368751756918,2220,Conventional Hydroelectric,11.0000809,33.0,0,0,0.0,0.0,39.91062,-121.327692
220,H2,15.24368751756918,2220,Conventional Hydroelectric,11.0000809,33.0,0,0,0.0,0.0,39.91062,-121.327692
221,1,18.359450032466228,1748,Conventional Hydroelectric,13.3334314,40.0,0,0,19.4,-13.3,40.175656,-121.190663
222,1,11.037723673572566,8542,Conventional Hydroelectric,7.93339151,23.8,0,0,11.5,-7.9,40.085476,-121.148241
222,2,11.134664167172645,8542,Conventional Hydroelectric,8.33339446,25.0,0,0,12.1,-8.3,40.085476,-121.148241
222,3,11.134664167172645,8542,Conventional Hydroelectric,8.33339446,25.0,0,0,12.1,-8.3,40.085476,-121.148241
223,4,28.125839986611563,8542,Conventional Hydroelectric,20.1001481,60.3,0,0,29.2,-20.1,40.085997,-121.149373
223,5,26.371211056506294,8542,Conventional Hydroelectric,19.2001415,57.6,0,0,27.9,-19.2,40.085997,-121.149373
227,1,10.12144902731788,1743,Conventional Hydroelectric,4.0333628,12.1,0,0,18.7771429,-14.6707143,40.404645,-122.121904
229,1,0.7000009314352058,1735,Conventional Hydroelectric,0.233334754,0.7,0,0,18.7771429,-14.6707143,40.570817,-122.02093
229,2,0.7000009314352058,1735,Conventional Hydroelectric,0.233334754,0.7,0,0,18.7771429,-14.6707143,40.570817,-122.02093
235,1,12.000000858690358,8578,Conventional Hydroelectric,4.00002922,12.0,0,0,5.95,-4.1,39.256873,-120.767437
235,2,12.000000858690358,8578,Conventional Hydroelectric,4.00002922,12.0,0,0,5.95,-4.1,39.256873,-120.767437
235,3,12.000000858690358,8578,Conventional Hydroelectric,4.00002922,12.0,0,0,5.95,-4.1,39.256873,-120.767437
235,4,13.200000840391448,8578,Conventional Hydroelectric,4.40003218,13.2,0,0,5.95,-4.1,39.256873,-120.767437
237,1,10.126265491502402,744,Conventional Hydroelectric,7.33338707,22.0,0,0,16.5,-7.3,39.216985,-120.835587
238,1,9.409293326704057,106,Conventional Hydroelectric,3.33335758,10.0,0,0,7.5,-3.35,38.793574,-120.619152
238,2,9.409293326704057,106,Conventional Hydroelectric,3.33335758,10.0,0,0,7.5,-3.35,38.793574,-120.619152
239,1,14.871859368929972,7778,Conventional Hydroelectric,10.7667458,32.3,0,0,15.6,-10.8,38.330985,-120.669901
239,2,16.26176020047822,7778,Conventional Hydroelectric,11.700086,35.1,0,0,17.0,-11.7,38.330985,-120.669901
239,3,16.26176020047822,7778,Conventional Hydroelectric,11.700086,35.1,0,0,17.0,-11.7,38.330985,-120.669901
240,H1,30.52635343410019,1634,Conventional Hydroelectric,22.5001659,67.5,0,0,32.7,-22.5,36.927424,-119.02025
240,H2,30.52635343410019,1634,Conventional Hydroelectric,22.5001659,67.5,0,0,32.7,-22.5,36.927424,-119.02025
241,1,13.600000772073967,749,Conventional Hydroelectric,4.53336649,13.6,0,0,18.7771429,-14.6707143,38.956985,-121.041932
242,1,2.6000009184273547,339,Conventional Hydroelectric,0.86667277,2.6,0,0,18.7771429,-14.6707143,40.268712,-121.089479
242,2,2.700000917646679,339,Conventional Hydroelectric,0.900006343,2.7,0,0,18.7771429,-14.6707143,40.268712,-121.089479
243,1,10.000000809765956,1286,Conventional Hydroelectric,3.33335761,10.0,0,0,18.7771429,-14.6707143,40.929297,-121.544462
244,1,10.000000809782069,8427,Conventional Hydroelectric,3.33335761,10.0,0,0,18.7771429,-14.6707143,40.960675,-121.548657
246,IC1,16.70000098510884,170,Natural Gas Internal Combustion Engine,16.7001233,16.7,0,0,12.5222222,-5.56666667,40.7415,-124.2103
246,IC10,16.70000098510884,170,Natural Gas Internal Combustion Engine,16.7001233,16.7,0,0,12.5222222,-5.56666667,40.7415,-124.2103
246,IC2,16.70000098510884,170,Natural Gas Internal Combustion Engine,16.7001233,16.7,0,0,12.5222222,-5.56666667,40.7415,-124.2103
246,IC3,16.70000098510884,170,Natural Gas Internal Combustion Engine,16.7001233,16.7,0,0,12.5222222,-5.56666667,40.7415,-124.2103
246,IC4,16.70000098510884,170,Natural Gas Internal Combustion Engine,16.7001233,16.7,0,0,12.5222222,-5.56666667,40.7415,-124.2103
246,IC5,16.70000098510884,170,Natural Gas Internal Combustion Engine,16.7001233,16.7,0,0,12.5222222,-5.56666667,40.7415,-124.2103
246,IC6,16.70000098510884,170,Natural Gas Internal Combustion Engine,16.7001233,16.7,0,0,12.5222222,-5.56666667,40.7415,-124.2103
246,IC7,16.70000098510884,170,Natural Gas Internal Combustion Engine,16.7001233,16.7,0,0,12.5222222,-5.56666667,40.7415,-124.2103
246,IC8,16.70000098510884,170,Natural Gas Internal Combustion Engine,16.7001233,16.7,0,0,12.5222222,-5.56666667,40.7415,-124.2103
246,IC9,16.70000098510884,170,Natural Gas Internal Combustion Engine,16.7001233,16.7,0,0,12.5222222,-5.56666667,40.7415,-124.2103
248,1,5.712552415236035,1746,Conventional Hydroelectric,2.53335168,7.6,0,0,18.7771429,-14.6707143,40.400988,-121.965502
249,1,39.47396965555322,1728,Conventional Hydroelectric,28.3668759,85.1,0,0,41.2,-28.4,40.992295,-121.975182
249,2,39.08557994438501,1728,Conventional Hydroelectric,27.8335386,83.5,0,0,40.4,-27.8,40.992295,-121.975182
250,H1,11.300000756221399,1643,Conventional Hydroelectric,3.76669415,11.3,0,0,18.7771429,-14.6707143,37.092486,-119.552826
250,H3,11.300000756221399,1643,Conventional Hydroelectric,3.76669415,11.3,0,0,18.7771429,-14.6707143,37.092486,-119.552826
253,1,1.5000009263793417,1734,Conventional Hydroelectric,0.500003463,1.5,0,0,18.7771429,-14.6707143,40.677827,-121.873253
258,1,3.4000009032327743,615,Conventional Hydroelectric,1.13334137,3.4,0,0,18.7771429,-14.6707143,37.52301,-120.329905
260,CT1A,80.61018002768817,7971,Natural Gas Fired Combined Cycle,181.82405,233.0,0,0,144.4,-77.7,36.804837,-121.782241
260,CT1B,80.61018002768817,7971,Natural Gas Fired Combined Cycle,181.82405,233.0,0,0,144.4,-77.7,36.804837,-121.782241
260,CT2A,80.61018002768817,7971,Natural Gas Fired Combined Cycle,181.82405,233.0,0,0,144.4,-77.7,36.804837,-121.782241
260,CT2B,80.61018002768817,7971,Natural Gas Fired Combined Cycle,181.82405,233.0,0,0,144.4,-77.7,36.804837,-121.782241
260,ST1,80.61018002768817,7971,Natural Gas Fired Combined Cycle,181.82405,233.0,0,0,144.4,-77.7,36.804837,-121.782241
260,ST2,80.61018002768817,7971,Natural Gas Fired Combined Cycle,181.82405,233.0,0,0,144.4,-77.7,36.804837,-121.782241
261,1,3.6000009016209775,60,Conventional Hydroelectric,1.20000852,3.6,0,0,18.7771429,-14.6707143,38.147093,-120.446396
264,1,1.6000009231117391,1448,Conventional Hydroelectric,0.53333704,1.6,0,0,18.7771429,-14.6707143,38.032103,-120.326537
265,H1,15.872935734606036,8553,Conventional Hydroelectric,11.5334181,34.6,0,0,16.8,-11.5,40.99084,-121.498243
265,H2,15.872935734606036,8553,Conventional Hydroelectric,11.5334181,34.6,0,0,16.8,-11.5,40.99084,-121.498243
267,1,24.124518241576382,1727,Conventional Hydroelectric,17.2334603,51.7,0,0,25.0,-17.2,40.986361,-121.84944
267,2,24.124518241576382,1727,Conventional Hydroelectric,17.2334603,51.7,0,0,25.0,-17.2,40.986361,-121.84944
268,H1,17.451120375283306,1730,Conventional Hydroelectric,12.733427,38.2,0,0,21.6,-12.7,40.986197,-121.977594
268,H2,17.451120375283306,1730,Conventional Hydroelectric,12.733427,38.2,0,0,21.6,-12.7,40.986197,-121.977594
268,H3,15.586958878939589,1730,Conventional Hydroelectric,11.066748,33.2,0,0,24.9,-11.1,40.986197,-121.977594
268,H4,14.612191087467464,1730,Conventional Hydroelectric,10.6667451,32.0,0,0,24.0,-10.7,40.986197,-121.977594
269,H1,18.34487767644776,1729,Conventional Hydroelectric,13.2000971,39.6,0,0,19.2,-13.2,40.922568,-121.992906
269,H2,18.34487767644776,1729,Conventional Hydroelectric,13.2000971,39.6,0,0,19.2,-13.2,40.922568,-121.992906
274,1,4.400000888964168,1501,Conventional Hydroelectric,1.46667714,4.4,0,0,18.7771429,-14.6707143,39.361786,-123.127934
274,2,2.000000919453667,1501,Conventional Hydroelectric,0.666671338,2.0,0,0,18.7771429,-14.6707143,39.361786,-123.127934
274,3,3.000000909047506,1501,Conventional Hydroelectric,1.00000706,3.0,0,0,18.7771429,-14.6707143,39.361786,-123.127934
275,H1,29.62142772688296,2220,Conventional Hydroelectric,21.0001548,63.0,0,0,30.5,-21.0,39.90521,-121.345226
275,H2,29.62142772688296,2220,Conventional Hydroelectric,21.0001548,63.0,0,0,30.5,-21.0,39.90521,-121.345226
279,1,12.30000081582717,32,Conventional Hydroelectric,4.10002996,12.3,0,0,18.7771429,-14.6707143,38.497914,-120.21811
279,2,12.984632585271022,32,Conventional Hydroelectric,9.90007271,29.7,0,0,14.4,-9.9,38.497914,-120.21811
280,1,5.712552107225928,1745,Conventional Hydroelectric,2.23334946,6.7,0,0,18.7771429,-14.6707143,40.395396,-121.879186
281,1,7.000000809833501,746,Conventional Hydroelectric,2.3333502,7.0,0,0,18.7771429,-14.6707143,39.324613,-120.644807
282,1,3.700000899457872,746,Conventional Hydroelectric,1.2333421,3.7,0,0,18.7771429,-14.6707143,39.324592,-120.645375
283,1,6.600000828377303,746,Conventional Hydroelectric,2.20001588,6.6,0,0,18.7771429,-14.6707143,39.337679,-120.635467
284,1,6.000000851979484,1502,Conventional Hydroelectric,2.00001441,6.0,0,0,18.7771429,-14.6707143,38.18653,-120.11168
285,HC1,38.75115144600593,1890,Conventional Hydroelectric,27.3002013,81.9,0,0,39.7,-27.3,38.139048,-120.370325
287,H1,11.291921611866318,8623,Conventional Hydroelectric,8.50006236,25.5,0,0,15.8,-8.5,38.449291,-120.492645
287,H2,12.252034919707425,8623,Conventional Hydroelectric,8.90006533,26.7,0,0,16.5,-8.9,38.449291,-120.492645
289,1,4.20000094360362,1892,Conventional Hydroelectric,1.40000998,4.2,0,0,18.7771429,-14.6707143,36.163076,-118.707104
289,2,4.20000094360362,1892,Conventional Hydroelectric,1.40000998,4.2,0,0,18.7771429,-14.6707143,36.163076,-118.707104
290,1,5.712552567610569,1745,Conventional Hydroelectric,2.8333539,8.5,0,0,18.7771429,-14.6707143,40.459111,-121.86708
291,1,13.600000772092391,1958,Conventional Hydroelectric,4.53336649,13.6,0,0,18.7771429,-14.6707143,38.420898,-120.549572
292,1,13.600000773195214,1755,Conventional Hydroelectric,4.53336649,13.6,0,0,18.7771429,-14.6707143,38.889862,-121.098525
292,2,2.8000009117780142,1755,Conventional Hydroelectric,0.933339916,2.8,0,0,18.7771429,-14.6707143,38.889862,-121.098525
294,1,9.671520431686243,1724,Conventional Hydroelectric,3.33335758,10.0,0,0,7.5,-3.35,41.978914,-122.335317
294,2,9.671520431686243,1724,Conventional Hydroelectric,3.33335758,10.0,0,0,7.5,-3.35,41.978914,-122.335317
295,1,12.407857888072515,8064,Conventional Hydroelectric,4.50003288,13.5,0,0,6.55,-4.5,41.975716,-122.358127
295,2,12.407857888072515,8064,Conventional Hydroelectric,4.50003288,13.5,0,0,6.55,-4.5,41.975716,-122.358127
296,1,0.5000009324171306,8064,Conventional Hydroelectric,0.166667613,0.5,0,0,6.55,-4.5,41.985605,-122.360455
296,2,0.4000009329008173,8064,Conventional Hydroelectric,0.133334067,0.4,0,0,6.55,-4.5,41.985605,-122.360455
296,3,1.2000009282404644,8064,Conventional Hydroelectric,0.400002707,1.2,0,0,6.55,-4.5,41.985605,-122.360455
297,1,9.742179829379696,1723,Conventional Hydroelectric,6.00004391,18.0,0,0,18.7771429,-14.6707143,41.932981,-122.43678
314,1,2.000000911956797,1722,Conventional Hydroelectric,0.666671339,2.0,0,0,18.7771429,-14.6707143,32.673097,-115.392026
314,2,2.000000911956797,1722,Conventional Hydroelectric,0.666671339,2.0,0,0,18.7771429,-14.6707143,32.673097,-115.392026
315,3,-9.561545717479567e-07,8113,Natural Gas Steam Turbine,0.0,310.0,0,0,0.0,0.0,33.7688,-118.1009
315,4,-9.561545717479567e-07,8113,Natural Gas Steam Turbine,0.0,310.0,0,0,0.0,0.0,33.7688,-118.1009
315,5,-9.512614959243353e-07,8113,Natural Gas Steam Turbine,0.0,495.0,0,0,0.0,0.0,33.7688,-118.1009
318,3,15.800000936718572,1632,Conventional Hydroelectric,5.26670527,15.8,0,0,5.325,-5.325,37.2,-119.3069
318,4,15.800000936718572,1632,Conventional Hydroelectric,5.26670527,15.8,0,0,5.325,-5.325,37.2,-119.3069
318,5,17.500000933088284,1632,Conventional Hydroelectric,5.83337612,17.5,0,0,5.325,-5.325,37.2,-119.3069
318,6,17.500000933088284,1632,Conventional Hydroelectric,5.83337612,17.5,0,0,5.325,-5.325,37.2,-119.3069
319,1,24.472495086114495,1644,Conventional Hydroelectric,11.3334167,34.0,0,0,0.0,0.0,37.148517,-119.386623
319,2,24.472495086114495,1644,Conventional Hydroelectric,11.3334167,34.0,0,0,0.0,0.0,37.148517,-119.386623
319,3,24.472495086114495,1644,Conventional Hydroelectric,11.3334167,34.0,0,0,0.0,0.0,37.148517,-119.386623
319,4,25.330703862936556,1644,Conventional Hydroelectric,12.0000882,36.0,0,0,17.4,-12.0,37.148517,-119.386623
319,5,25.675774790188623,1644,Conventional Hydroelectric,12.1667561,36.5,0,0,17.7,-12.2,37.148517,-119.386623
321,1,20.841675703728725,1635,Conventional Hydroelectric,10.0000735,30.0,0,0,0.0,0.0,37.2096,-119.3289
321,2,31.528035292880418,1635,Conventional Hydroelectric,15.0001104,45.0,0,0,21.8,-15.0,37.2096,-119.3289
322,1,38.858955512578284,1632,Conventional Hydroelectric,18.3334684,55.0,0,0,5.325,-5.325,37.200062,-119.30681
322,2,38.858955512578284,1632,Conventional Hydroelectric,18.3334684,55.0,0,0,5.325,-5.325,37.200062,-119.30681
323,1,2.5000009339992246,1631,Conventional Hydroelectric,0.833339198,2.5,0,0,18.7771429,-14.6707143,37.273581,-118.573339
323,2,2.5000009339992246,1631,Conventional Hydroelectric,0.833339198,2.5,0,0,18.7771429,-14.6707143,37.273581,-118.573339
323,3,2.300000935911328,1631,Conventional Hydroelectric,0.766672054,2.3,0,0,18.7771429,-14.6707143,37.273581,-118.573339
324,1,2.800000928973747,8381,Conventional Hydroelectric,0.933339916,2.8,0,0,18.7771429,-14.6707143,37.301962,-118.531957
324,2,2.800000928973747,8381,Conventional Hydroelectric,0.933339916,2.8,0,0,18.7771429,-14.6707143,37.301962,-118.531957
324,3,2.800000928973747,8381,Conventional Hydroelectric,0.933339916,2.8,0,0,18.7771429,-14.6707143,37.301962,-118.531957
325,1,1.0000009408091215,1629,Conventional Hydroelectric,0.333335524,1.0,0,0,18.7771429,-14.6707143,37.323035,-118.501714
325,2,1.0000009408091215,1629,Conventional Hydroelectric,0.333335524,1.0,0,0,18.7771429,-14.6707143,37.323035,-118.501714
325,3,2.0000009371992102,1629,Conventional Hydroelectric,0.66667134,2.0,0,0,18.7771429,-14.6707143,37.323035,-118.501714
325,4,2.2000009363464517,1629,Conventional Hydroelectric,0.733338483,2.2,0,0,18.7771429,-14.6707143,37.323035,-118.501714
325,5,2.0000009371992102,1629,Conventional Hydroelectric,0.66667134,2.0,0,0,18.7771429,-14.6707143,37.323035,-118.501714
326,1,2.0000009371992102,2312,Conventional Hydroelectric,0.66667134,2.0,0,0,18.7771429,-14.6707143,37.3344,-118.4797
326,2,2.500000933999225,2312,Conventional Hydroelectric,0.833339198,2.5,0,0,18.7771429,-14.6707143,37.3344,-118.4797
327,1,1.6000009388379703,2247,Conventional Hydroelectric,0.533337043,1.6,0,0,18.7771429,-14.6707143,37.3499,-118.4628
328,1,3.0000008921581554,285,Conventional Hydroelectric,1.00000706,3.0,0,0,18.7771429,-14.6707143,35.588069,-118.524804
328,2,3.0000008921581554,285,Conventional Hydroelectric,1.00000706,3.0,0,0,18.7771429,-14.6707143,35.588069,-118.524804
328,3,6.000000763948937,285,Conventional Hydroelectric,2.00001441,6.0,0,0,18.7771429,-14.6707143,35.588069,-118.524804
332,1,1.50000094161292,990,Conventional Hydroelectric,0.500003463,1.5,0,0,18.7771429,-14.6707143,34.155162,-117.397119
332,2,1.50000094161292,990,Conventional Hydroelectric,0.500003463,1.5,0,0,18.7771429,-14.6707143,34.155162,-117.397119
335,2,-9.610919392937448e-07,8343,Natural Gas Steam Turbine,0.0,218.0,0,0,0.0,0.0,33.6439,-117.9792
337,1,2.3000009516264943,2313,Conventional Hydroelectric,0.766672054,2.3,0,0,18.7771429,-14.6707143,36.465066,-118.862023
339,1,15.169250490837799,1663,Conventional Hydroelectric,6.83338338,20.5,0,0,9.9,-6.8,35.776185,-118.436233
339,2,15.013217559996964,1663,Conventional Hydroelectric,6.60004833,19.8,0,0,18.7771429,-14.6707143,35.776185,-118.436233
340,1,-9.771122554245679e-07,1662,Conventional Hydroelectric,2.20001589,6.6,0,0,3.2,-2.2,35.460303,-118.77959
340,2,-9.771122554245679e-07,1662,Conventional Hydroelectric,2.20001589,6.6,0,0,3.2,-2.2,35.460303,-118.77959
340,3,-9.771122554245679e-07,1662,Conventional Hydroelectric,2.20001589,6.6,0,0,3.2,-2.2,35.460303,-118.77959
340,4,-9.771122554245679e-07,1662,Conventional Hydroelectric,2.20001589,6.6,0,0,3.2,-2.2,35.460303,-118.77959
341,CT1,29.426438779140323,8347,Natural Gas Fired Combustion Turbine,52.3033303,63.0,0,0,30.5,-21.0,33.7641,-118.2248
341,CT2,29.426438779140323,8347,Natural Gas Fired Combustion Turbine,52.3033303,63.0,0,0,30.5,-21.0,33.7641,-118.2248
341,CT3,29.426438779140323,8347,Natural Gas Fired Combustion Turbine,52.3033303,63.0,0,0,30.5,-21.0,33.7641,-118.2248
341,CT4,29.426438779140323,8347,Natural Gas Fired Combustion Turbine,52.3033303,63.0,0,0,30.5,-21.0,33.7641,-118.2248
344,1,68.00528955577019,1636,Conventional Hydroelectric,31.6669003,95.0,0,0,0.0,0.0,37.220302,-119.337983
344,2,68.00528955577019,1636,Conventional Hydroelectric,31.6669003,95.0,0,0,0.0,0.0,37.220302,-119.337983
350,1,-8.939482933274335e-07,1483,Natural Gas Steam Turbine,0.0,806.0,0,0,499.5,-268.7,34.1292,-119.1689
350,2,-8.939482933274335e-07,1483,Natural Gas Steam Turbine,0.0,806.0,0,0,499.5,-268.7,34.1292,-119.1689
353,1,11.300000890583366,1602,Conventional Hydroelectric,3.76669416,11.3,0,0,18.7771429,-14.6707143,37.944237,-119.2161
356,5,-9.685895710982851e-07,7747,Natural Gas Steam Turbine,0.0,163.2,0,0,0.0,0.0,33.8504,-118.395
356,6,-9.685895710982851e-07,7747,Natural Gas Steam Turbine,0.0,163.2,0,0,0.0,0.0,33.8504,-118.395
356,8,-9.516592395332019e-07,7747,Natural Gas Steam Turbine,0.0,495.0,0,0,0.0,0.0,33.8504,-118.395
357,1,5.90000089814597,2361,Conventional Hydroelectric,1.96668083,5.9,0,0,18.7771429,-14.6707143,37.766954,-119.123284
357,2,7.200000874551038,2361,Conventional Hydroelectric,2.40001736,7.2,0,0,18.7771429,-14.6707143,37.766954,-119.123284
358,MV3A,164.60000161809373,7808,Natural Gas Fired Combined Cycle,164.601216,164.6,0,0,123.5,-54.9,34.0818,-117.2418
358,MV3B,164.60000161809373,7808,Natural Gas Fired Combined Cycle,164.601216,164.6,0,0,123.5,-54.9,34.0818,-117.2418
358,MV3C,72.3929724088694,7808,Natural Gas Fired Combined Cycle,144.931702,189.2,0,0,141.9,-63.1,34.0818,-117.2418
358,MV4A,164.60000161809373,7808,Natural Gas Fired Combined Cycle,164.601216,164.6,0,0,123.5,-54.9,34.0818,-117.2418
358,MV4B,164.60000161809373,7808,Natural Gas Fired Combined Cycle,164.601216,164.6,0,0,123.5,-54.9,34.0818,-117.2418
358,MV4C,72.3929724088694,7808,Natural Gas Fired Combined Cycle,144.931702,189.2,0,0,141.9,-63.1,34.0818,-117.2418
361,1,0.8000009429037243,1842,Conventional Hydroelectric,0.266668341,0.8,0,0,18.7771429,-14.6707143,34.14522,-117.058481
361,2,0.8000009429037243,1842,Conventional Hydroelectric,0.266668341,0.8,0,0,18.7771429,-14.6707143,34.14522,-117.058481
361,3,0.8000009429037243,1842,Conventional Hydroelectric,0.266668341,0.8,0,0,18.7771429,-14.6707143,34.14522,-117.058481
361,4,0.8000009429037243,1842,Conventional Hydroelectric,0.266668341,0.8,0,0,18.7771429,-14.6707143,34.14522,-117.058481
365,1,1.3000009551790215,1892,Conventional Hydroelectric,0.433336296,1.3,0,0,18.7771429,-14.6707143,36.13568,-118.788868
365,2,1.3000009551790215,1892,Conventional Hydroelectric,0.433336296,1.3,0,0,18.7771429,-14.6707143,36.13568,-118.788868
376,1,7.500000784387567,2237,Conventional Hydroelectric,2.5000181,7.5,0,0,4.76666667,-2.63333333,38.2569,-120.8507
376,2,7.500000784387567,2237,Conventional Hydroelectric,2.5000181,7.5,0,0,4.76666667,-2.63333333,38.2569,-120.8507
376,3,8.600000674843455,2237,Conventional Hydroelectric,2.86668747,8.6,0,0,4.76666667,-2.63333333,38.2569,-120.8507
377,1,6.997553388402662,1693,Natural Gas Fired Combined Cycle,10.3114346,20.0,0,0,12.4,-6.7,34.1556,-118.2782
377,2,6.997553388402662,1693,Natural Gas Fired Combined Cycle,10.3114346,20.0,0,0,12.4,-6.7,34.1556,-118.2782
377,3,-9.963874795434651e-07,1693,Landfill Gas,0.0,23.0,0,0,14.3,-7.7,34.1556,-118.2782
377,4,-9.792830667399767e-07,1693,Natural Gas Steam Turbine,0.0,50.0,0,0,31.0,-16.7,34.1556,-118.2782
377,5,-9.792830667399767e-07,1693,Natural Gas Steam Turbine,0.0,50.0,0,0,31.0,-16.7,34.1556,-118.2782
377,8A,25.400000978640335,1693,Natural Gas Fired Combined Cycle,25.4001876,25.4,0,0,12.3,-8.5,34.1556,-118.2782
377,8BC,55.10000097864035,1693,Natural Gas Fired Combined Cycle,55.100407,55.1,0,0,26.7,-18.4,34.1556,-118.2782
377,9,30.013191143789538,1693,Natural Gas Fired Combustion Turbine,52.5777524,57.4,0,0,35.6,-19.1,34.1556,-118.2782
380,1,35.756564660141365,1446,Conventional Hydroelectric,26.133526,78.4,0,0,25.8,-25.8,37.896649,-119.9675
380,2,35.756564660141365,1446,Conventional Hydroelectric,26.133526,78.4,0,0,25.8,-25.8,37.896649,-119.9675
382,1,18.143808169284505,1446,Conventional Hydroelectric,13.1667635,39.5,0,0,13.0,-13.0,37.877667,-119.953233
382,2,18.143808169284505,1446,Conventional Hydroelectric,13.1667635,39.5,0,0,13.0,-13.0,37.877667,-119.953233
382,3,16.51978042888301,1446,Conventional Hydroelectric,12.1667561,36.5,0,0,17.7,-12.2,37.877667,-119.953233
385,1,5.000000856954052,194,Conventional Hydroelectric,1.66667861,5.0,0,0,18.7771429,-14.6707143,32.705435,-115.030975
385,2,5.000000856954052,194,Conventional Hydroelectric,1.66667861,5.0,0,0,18.7771429,-14.6707143,32.705435,-115.030975
386,1,4.800000862540187,1719,Conventional Hydroelectric,1.60001146,4.8,0,0,18.7771429,-14.6707143,32.705428,-115.126103
386,2,4.400000872498401,1719,Conventional Hydroelectric,1.46667714,4.4,0,0,18.7771429,-14.6707143,32.705428,-115.126103
387,1,10.000000751236309,1718,Conventional Hydroelectric,3.33335761,10.0,0,0,18.7771429,-14.6707143,32.705341,-115.219067
387,2,9.600000773899255,1718,Conventional Hydroelectric,3.20002329,9.6,0,0,18.7771429,-14.6707143,32.705341,-115.219067
388,1,16.50000038579808,1528,Conventional Hydroelectric,5.50004029,16.5,0,0,12.4,-5.5,32.736642,-114.713858
388,2,16.50000038579808,1528,Conventional Hydroelectric,5.50004029,16.5,0,0,12.4,-5.5,32.736642,-114.713858
389,2,2.174427954474103,7751,Natural Gas Fired Combined Cycle,18.4826212,34.5,0,0,21.4,-11.5,32.802222,-115.54
389,2A,89.90000096988811,7751,Natural Gas Fired Combined Cycle,89.900664,89.9,0,0,55.7,-30.0,32.802222,-115.54
389,30,14.071387374637393,7751,Natural Gas Fired Combined Cycle,61.1501635,65.9,0,0,61.2301676,-35.8709497,32.802222,-115.54
389,31,43.20000064208591,7751,Natural Gas Fired Combined Cycle,43.2003189,43.2,0,0,61.2301676,-35.8709497,32.802222,-115.54
389,32,43.20000064208591,7751,Natural Gas Fired Combined Cycle,43.2003189,43.2,0,0,61.2301676,-35.8709497,32.802222,-115.54
389,4,-9.811762110647472e-07,7751,Natural Gas Steam Turbine,0.0,81.6,0,0,50.6,-27.2,32.802222,-115.54
389,BESS,2.1462644098063683,7751,Batteries,18.2432311,30.0,0,0,0.0,0.0,32.802222,-115.54
391,1,3.200000928449255,1639,Conventional Hydroelectric,1.06667422,3.2,0,0,18.7771429,-14.6707143,37.142795,-118.324075
396,1,10.100000895479718,8832,Conventional Hydroelectric,3.36669119,10.1,0,0,18.7771429,-14.6707143,34.318248,-118.494449
397,1,2.000000949293747,371,Conventional Hydroelectric,0.666671339,2.0,0,0,18.7771429,-14.6707143,34.103931,-118.413377
398,1,2.800000922162267,209,Conventional Hydroelectric,0.933339917,2.8,0,0,18.7771429,-14.6707143,36.109722,-117.956667
398,2,2.800000922162267,209,Conventional Hydroelectric,0.933339917,2.8,0,0,18.7771429,-14.6707143,36.109722,-117.956667
399,10A,85.30000094036117,346,Natural Gas Fired Combined Cycle,85.30063,85.3,0,0,52.9,-28.4,33.7706,-118.2656
399,10B,85.30000094036117,346,Natural Gas Fired Combined Cycle,85.30063,85.3,0,0,52.9,-28.4,33.7706,-118.2656
399,5,42.6595236312682,346,Natural Gas Fired Combined Cycle,49.6800038,75.0,0,0,56.3,-25.0,33.7706,-118.2656
399,GT10,34.934697638678536,346,Natural Gas Fired Combustion Turbine,51.1553026,60.5,0,0,37.5,-20.2,33.7706,-118.2656
399,GT11,34.934697638678536,346,Natural Gas Fired Combustion Turbine,51.1553026,60.5,0,0,37.5,-20.2,33.7706,-118.2656
