Plant state abbreviation,DOE/EIA ORIS plant or facility code,Utility ID,Plant latitude,Plant longitude,Plant primary fuel,Plant primary coal/oil/gas/ other fossil fuel category,Plant annual net generation,Plant annual CO2 emissions,plant_emission_rate
CA,61682,60059,32.79278,-115.857336,SUN,SOLAR,1714.0,0.0,0.0
CA,61683,60059,32.790403,-115.863214,SUN,SOLAR,1884.0,0.0,0.0
CA,61250,60950,33.977922,-118.2587,SUN,SOLAR,16449.0,0.0,0.0
CA,60086,60947,34.66072,-118.081152,SUN,SOLAR,6604.0,0.0,0.0
CA,58249,59553,34.248889,-118.483333,SUN,SOLAR,4879.0,0.0,0.0
CA,57041,14328,38.4106,-121.9264,SUN,SOLAR,3074.0,0.0,0.0
CA,59058,57130,38.399444,-121.960278,SUN,SOLAR,1983.0,0.0,0.0
CA,63928,56476,38.38867,-121.93864,SUN,SOLAR,124.0,0.0,0.0
CA,61418,60059,33.04358,-115.62779,SUN,SOLAR,6471.0,0.0,0.0
CA,62288,57170,34.90422,-118.384341,SUN,SOLAR,22707.0,0.0,0.0
CA,55851,19676,38.0736,-122.1411,NG,GAS,339249.0,102034.812,0.30076672886287065
CA,63285,63067,33.778655,-118.23853,NG,GAS,253352.0,137393.625,0.5423032973886135
CA,60509,59462,33.2503,-117.0226,SUN,SOLAR,5624.0,0.0,0.0
CA,58906,58775,33.234167,-117.001667,SUN,SOLAR,5586.0,0.0,0.0
CA,58907,58776,33.234167,-117.001667,SUN,SOLAR,10321.0,0.0,0.0
CA,408,11208,34.244991,-118.391327,NG,GAS,2241784.0,952884.532,0.42505635333288133
CA,60824,60947,33.708661,-116.198885,SUN,SOLAR,1865.0,0.0,0.0
CA,487,12397,33.9001,-117.82905,WAT,HYDRO,3320.0,0.0,0.0
CA,61463,61082,34.749708,-120.509982,SUN,SOLAR,42899.0,0.0,0.0
CA,57700,57024,37.790833,-121.718055,WND,WIND,236975.0,0.0,0.0
CA,59555,59298,36.925833,-120.82,SUN,SOLAR,49155.0,0.0,0.0
CA,58289,59455,33.598889,-114.571667,SUN,SOLAR,3400.0,0.0,0.0
CA,58290,59455,33.597222,-114.571667,SUN,SOLAR,3424.0,0.0,0.0
CA,59261,57128,33.850556,-118.304167,NG,GAS,6637.0,0.0,0.0
CA,60918,60572,36.18519,-119.681495,OBG,BIOMASS,4042.0,0.0,0.0
CA,62418,61952,36.18519,-119.681495,OBG,BIOMASS,3203.0,0.0,0.0
CA,62419,61952,36.18519,-119.681495,OBG,BIOMASS,3100.0,0.0,0.0
CA,58418,58661,34.501111,-117.466667,SUN,SOLAR,9994.0,0.0,0.0
CA,58419,58661,34.497778,-117.471111,SUN,SOLAR,9860.0,0.0,0.0
CA,59269,58661,34.512778,-117.387222,SUN,SOLAR,3693.0,0.0,0.0
CA,59270,58661,34.511389,-117.387222,SUN,SOLAR,3685.0,0.0,0.0
CA,59271,58661,34.509444,-117.387222,SUN,SOLAR,3684.0,0.0,0.0
CA,59272,58661,34.508056,-117.387222,SUN,SOLAR,3628.0,0.0,0.0
CA,57254,56618,34.48017,-117.257938,SUN,SOLAR,1206.0,0.0,0.0
CA,50532,56899,35.0686,-118.3833,WND,WIND,20612.0,0.0,0.0
CA,52160,2770,35.076,-118.3664,WND,WIND,24566.0,0.0,0.0
CA,58450,58440,34.668889,-118.061389,SUN,SOLAR,4076.0,0.0,0.0
CA,58509,58135,35.55795,-120.68287,SUN,SOLAR,4027.0,0.0,0.0
CA,290,14328,40.459111,-121.86708,WAT,HYDRO,48307.0,0.0,0.0
CA,180,14328,40.45193,-121.86215,WAT,HYDRO,4535.0,0.0,0.0
CA,60594,2770,35.046061,-118.28273,WND,WIND,6728.0,0.0,0.0
CA,61582,2770,35.073377,-118.268616,WND,WIND,458595.0,0.0,0.0
CA,61583,2770,35.060768,-118.264734,WND,WIND,135389.0,0.0,0.0
CA,61584,2770,35.077872,-118.2497,WND,WIND,77355.0,0.0,0.0
CA,50210,49899,33.1633,-115.6167,GEO,GEOTHERMAL,238607.0,18682.254,0.07829717485237231
CA,6196,3255,34.6853,-118.7881,WAT,HYDRO,205056.0,0.0,0.0
CA,59458,59222,32.903333,-117.195556,NG,GAS,35038.0,12064.851,0.34433617786403337
CA,50293,19946,39.1062,-122.1096,AB,BIOMASS,188290.0,575.352,0.0030556694460672365
CA,58233,60025,33.908889,-116.555556,WND,WIND,14587.0,0.0,0.0
CA,57006,56296,38.674894,-121.713362,SUN,SOLAR,1569.0,0.0,0.0
CA,57515,59980,34.008709,-117.944864,NG,GAS,456237.0,256179.562,0.5615054500183019
CA,56078,19281,37.4878,-120.8956,NG,GAS,1044133.0,516993.484,0.4951414082305607
CA,59299,54842,38.160833,-122.565,LFG,BIOMASS,28261.0,0.0,0.0
CA,57715,57034,33.143847,-117.236908,NG,GAS,2526.0,2906.738,1.1507276326207443
CA,50216,867,33.816647,-118.244841,NG,GAS,3036844.0,994947.763,0.32762557543291654
CA,58454,58440,34.600833,-117.642222,SUN,SOLAR,4118.0,0.0,0.0
CA,54447,60637,35.354444,-119.6617,NG,GAS,36284.0,13335.88,0.36754161613934516
CA,58206,14328,36.142222,-120.1325,SUN,SOLAR,18063.0,0.0,0.0
CA,291,14328,38.420898,-120.549572,WAT,HYDRO,78013.0,0.0,0.0
CA,58244,58661,33.719722,-117.009722,SUN,SOLAR,1437.0,0.0,0.0
CA,59961,58661,34.73206,-118.313573,SUN,SOLAR,54954.0,0.0,0.0
CA,58626,58661,34.681667,-118.324722,SUN,SOLAR,51434.0,0.0,0.0
CA,58627,58661,34.688889,-118.320278,SUN,SOLAR,26629.0,0.0,0.0
CA,54410,4732,35.440539,-119.012861,NG,GAS,162032.0,68901.403,0.42523330576676216
CA,58616,58568,36.138056,-120.075833,SUN,SOLAR,42854.0,0.0,0.0
CA,61249,60991,33.766067,-118.288925,SUN,SOLAR,5280.0,0.0,0.0
CA,60914,60991,33.766067,-118.284733,SUN,SOLAR,5285.0,0.0,0.0
CA,61593,60991,33.763012,-118.286558,SUN,SOLAR,3106.0,0.0,0.0
CA,61348,60991,33.764227,-118.288925,SUN,SOLAR,3772.0,0.0,0.0
CA,61349,60991,33.764227,-118.284733,SUN,SOLAR,3772.0,0.0,0.0
CA,61594,60991,33.762421,-118.288214,SUN,SOLAR,4903.0,0.0,0.0
CA,60275,60067,36.219,-119.907,SUN,SOLAR,4771.0,0.0,0.0
CA,57499,14328,36.378726,-120.124898,SUN,SOLAR,27663.0,0.0,0.0
CA,60255,12397,34.108618,-117.782246,SUN,SOLAR,4987.0,0.0,0.0
CA,50881,20541,40.428329,-122.279248,WDS,BIOMASS,261222.0,0.007,2.6797130410149222e-08
CA,7189,15783,40.597617,-122.538683,WAT,HYDRO,25587.0,0.0,0.0
CA,58373,56769,35.871389,-119.4625,SUN,SOLAR,47210.0,0.0,0.0
CA,58973,56769,35.874722,-119.046111,SUN,SOLAR,49903.0,0.0,0.0
CA,435,16534,38.765336,-120.787366,WAT,HYDRO,780630.0,0.0,0.0
CA,60193,59969,37.691,-121.717,SUN,SOLAR,5690.0,0.0,0.0
CA,56012,17058,33.925,-116.617778,WND,WIND,142446.0,0.0,0.0
CA,10162,5093,33.934725,-116.640548,WAT,HYDRO,4005.0,0.0,0.0
CA,60975,60619,36.376889,-120.138472,SUN,SOLAR,51662.0,0.0,0.0
CA,59380,59158,35.615833,-119.578333,SUN,SOLAR,49523.0,0.0,0.0
CA,59253,60607,35.63,-119.573889,SUN,SOLAR,39211.0,0.0,0.0
CA,60324,61672,34.826697,-118.335211,SUN,SOLAR,288115.0,0.0,0.0
CA,55557,991,33.7803,-118.24,WH,OTHF,195629.0,0.0,0.0
CA,59878,61785,35.0199,-118.2879,SUN,SOLAR,1241.0,0.0,0.0
CA,50386,2770,35.0522,-118.3581,WND,WIND,31592.0,0.0,0.0
CA,10027,61279,33.9447,-116.6222,WND,WIND,12875.0,0.0,0.0
CA,60321,61279,33.931,-116.6302,WND,WIND,24897.0,0.0,0.0
CA,57774,63235,35.054167,-118.354722,WND,WIND,267298.0,0.0,0.0
CA,50276,20707,33.9131,-116.5631,WND,WIND,71.0,0.0,0.0
CA,292,14328,38.889862,-121.098525,WAT,HYDRO,71436.0,0.0,0.0
CA,61750,56769,32.676,-115.619,SUN,SOLAR,292640.0,0.0,0.0
CA,55855,49972,38.228522,-122.07525,NG,GAS,7008.0,5054.896,0.7213036529680364
CA,10836,54806,38.6905,-121.7371,WDS,BIOMASS,184894.0,819.454,0.004432020509048428
CA,7266,12745,37.652602,-121.020397,NG,GAS,490047.998,207857.141,0.4241566986260803
CA,419,14191,39.553811,-121.204077,WAT,HYDRO,224436.0,0.0,0.0
CA,59008,58661,35.323056,-118.821389,SUN,SOLAR,36444.0,0.0,0.0
CA,50218,19281,37.860653,-120.879153,WAT,HYDRO,2203.0,0.0,0.0
CA,59525,59260,37.009444,-120.957222,SUN,SOLAR,881.0,0.0,0.0
CA,56036,5571,37.8258,-122.2961,OBG,BIOMASS,20964.999,91.684,0.004373193626195737
CA,62286,61811,34.224041,-118.392921,SUN,SOLAR,3277.0,0.0,0.0
CA,58299,57128,37.252778,-121.934167,NG,GAS,8327.0,0.0,0.0
CA,59805,57128,37.415419,-122.025747,NG,GAS,6452.0,0.0,0.0
CA,57422,56751,38.659722,-121.7294,SUN,SOLAR,1106.0,0.0,0.0
CA,6647,12397,33.9117,-117.8192,WAT,HYDRO,18937.0,0.0,0.0
CA,52186,20323,39.13667,-121.639846,NG,GAS,3722.0,1271.752,0.3416851155292853
CA,10349,59879,39.1365,-121.6397,NG,GAS,221904.0,15107.659,0.06808195886509481
CA,55813,2867,39.1392,-121.6387,NG,GAS,28997.0,19104.582,0.6588468462254715
CA,56276,56899,35.0772,-118.3811,WND,WIND,1659.0,0.0,0.0
CA,60220,60003,37.4325,-121.95285,OBG,BIOMASS,3884.0,0.0,0.0
