Plant state abbreviation,DOE/EIA ORIS plant or facility code,Utility ID,Plant latitude,Plant longitude,Plant primary fuel,Plant primary coal/oil/gas/ other fossil fuel category,Plant annual net generation,Plant annual CO2 emissions,plant_emission_rate
CA,58991,58468,36.226111,-119.905278,SUN,SOLAR,51420.0,0.0,0.0
CA,57816,62948,38.302594,-121.295819,SUN,SOLAR,12063.0,0.0,0.0
CA,57817,62948,38.302594,-121.295819,SUN,SOLAR,12105.0,0.0,0.0
CA,57818,62948,38.302594,-121.295819,SUN,SOLAR,11946.0,0.0,0.0
CA,57819,62948,38.302594,-121.295819,SUN,SOLAR,12003.0,0.0,0.0
CA,57820,62948,38.302594,-121.295819,SUN,SOLAR,12147.0,0.0,0.0
CA,57821,62948,38.302594,-121.295819,SUN,SOLAR,11915.0,0.0,0.0
CA,59150,58968,36.221667,-119.903056,SUN,SOLAR,247175.0,0.0,0.0
CA,58986,58468,35.223333,-119.088889,SUN,SOLAR,49619.0,0.0,0.0
CA,58500,62949,35.00745,-118.16451,SUN,SOLAR,10505.0,0.0,0.0
CA,58498,62949,34.9,-118.246944,SUN,SOLAR,57203.0,0.0,0.0
CA,58499,62949,34.900278,-118.238333,SUN,SOLAR,44718.0,0.0,0.0
CA,59939,17650,36.581365,-120.40447,SUN,SOLAR,493365.0,0.0,0.0
CA,58202,62949,34.51231,-117.47753,SUN,SOLAR,43498.0,0.0,0.0
CA,56184,55784,40.1501,-122.2124,NG,GAS,12280.0,7228.016,0.588600651465798
CA,58831,58661,35.321944,-118.812778,SUN,SOLAR,40481.0,0.0,0.0
CA,7307,15783,40.507292,-122.423281,NG,GAS,232344.0,114997.438,0.4949447285060083
CA,60490,60277,35.314198,-118.81192,SUN,SOLAR,50469.0,0.0,0.0
CA,63074,62856,36.60563,-119.4577,SUN,SOLAR,3801.0,0.0,0.0
CA,56134,55934,37.9369,-121.3294,DFO,OIL,7476.0,660.161,0.08830403959336543
CA,57650,56980,35.3,-118.851944,SUN,SOLAR,157475.0,0.0,0.0
CA,63455,63198,36.353675,-119.400823,SUN,SOLAR,1931.0,0.0,0.0
CA,54936,2806,32.583571,-116.930907,NG,GAS,350.0,115.852,0.3310057142857143
CA,52109,49732,37.9418,-122.3909,NG,GAS,936501.0,281337.87,0.30041384899749174
CA,54931,2770,35.074,-118.3153,WND,WIND,133872.0,0.0,0.0
CA,10597,2770,35.0697,-118.3167,WND,WIND,43666.0,0.0,0.0
CA,10767,15986,36.688915,-119.723218,WDS,BIOMASS,187525.0,1715.333,0.00914722303692841
CA,50037,30347,35.43,-118.8222,WAT,HYDRO,39669.0,0.0,0.0
CA,10772,16077,38.8319,-121.313652,WDS,BIOMASS,168850.0,2109.867,0.012495510808409832
CA,59249,60605,35.416111,-119.6825,SUN,SOLAR,49064.0,0.0,0.0
CA,59250,60606,35.4225,-119.629167,SUN,SOLAR,49592.0,0.0,0.0
CA,482,12397,34.004722,-118.09917,WAT,HYDRO,1.0,0.0,0.0
CA,56135,12745,37.7315,-121.116,NG,GAS,12155.0,8792.04,0.7233270259152613
CA,57621,56937,35.0775,-118.218333,WND,WIND,237336.0,0.0,0.0
CA,59235,59040,35.088889,-118.206389,WND,WIND,54250.0,0.0,0.0
CA,59236,59042,35.060556,-118.243333,WND,WIND,265527.0,0.0,0.0
CA,56143,16088,33.9636,-117.4528,NG,GAS,79777.0,49576.444,0.621437807889492
CA,59877,59662,33.9617,-117.455897,OBG,BIOMASS,9704.0,0.0,0.0
CA,55963,2874,38.014423,-121.790679,NG,GAS,20041.0,13249.163,0.6611028890773913
CA,10881,16997,40.882061,-121.948353,WAT,HYDRO,7859.0,0.0,0.0
CA,433,16534,38.896511,-120.378292,WAT,HYDRO,56388.0,0.0,0.0
CA,57579,17573,37.8583,-120.8917,SUN,SOLAR,2710.0,0.0,0.0
CA,275,14328,39.90521,-121.345226,WAT,HYDRO,645136.0,0.0,0.0
CA,50892,59380,38.78342,-120.778506,WAT,HYDRO,1704.0,0.0,0.0
CA,7824,9216,32.9553,-115.5364,NG,GAS,933.0,1000.858,1.0727309753483387
CA,58751,58661,34.713333,-118.289444,SUN,SOLAR,3688.0,0.0,0.0
CA,58752,58661,34.713333,-118.289444,SUN,SOLAR,3504.0,0.0,0.0
CA,58297,57128,35.734167,-119.236667,NG,GAS,3851.0,0.0,0.0
CA,58296,57128,35.739722,-119.238056,NG,GAS,7616.0,0.0,0.0
CA,58298,57128,35.653056,-119.889722,NG,GAS,4961.0,0.0,0.0
CA,34,13402,39.134259,-120.953341,WAT,HYDRO,75926.0,0.0,0.0
CA,56469,54894,41.435556,-122.376944,WDS,BIOMASS,46671.0,0.027,5.785177090698721e-07
CA,56298,16295,38.7928,-121.3811,NG,GAS,294137.0,143060.508,0.48637372380897337
CA,7452,16295,38.810677,-121.323807,NG,GAS,1411.0,1605.354,1.1377420269312544
CA,62114,61674,38.791779,-121.385301,SUN,SOLAR,1758.0,0.0,0.0
CA,59410,59185,34.766389,-117.323611,SUN,SOLAR,3996.0,0.0,0.0
CA,357,17609,37.766954,-119.123284,WAT,HYDRO,48006.0,0.0,0.0
CA,56467,54890,37.63466,-122.13381,NG,GAS,884964.0,390788.203,0.4415865538033185
CA,58449,58440,34.643889,-118.163056,SUN,SOLAR,3863.0,0.0,0.0
CA,59323,63249,38.587222,-121.457778,SUN,SOLAR,2124.0,0.0,0.0
CA,58636,60947,38.643611,-121.416389,SUN,SOLAR,1204.0,0.0,0.0
CA,7552,16534,38.511,-121.4735,NG,GAS,644436.0,307774.712,0.47758770770099745
CA,61209,60947,38.448604,-121.46369,SUN,SOLAR,7720.0,0.0,0.0
CA,56875,57170,38.44979,-121.16469,SUN,SOLAR,1446.0,0.0,0.0
CA,54800,16578,36.8347,-119.7667,NG,GAS,27899.0,8414.408,0.30160249471307216
CA,50865,16506,35.9515,-120.8679,NG,GAS,297702.0,118587.609,0.39834333998427957
CA,279,14328,38.497914,-120.21811,WAT,HYDRO,191540.0,0.0,0.0
CA,10879,49899,33.1589,-115.6455,GEO,GEOTHERMAL,107264.0,8398.479,0.0782972758800716
CA,10759,49899,33.158153,-115.638656,GEO,GEOTHERMAL,300512.0,23529.258,0.07829723272281973
CA,54996,49899,33.157,-115.6386,GEO,GEOTHERMAL,290199.0,22721.764,0.0782971822783676
CA,10878,49899,33.158,-115.6475,GEO,GEOTHERMAL,76099.0,5958.35,0.07829734950524975
CA,55983,49899,33.1533,-115.6384,GEO,GEOTHERMAL,321665.0,25185.457,0.07829716319773677
CA,50234,16583,34.1019,-117.6381,NG,GAS,10755.999,7310.23,0.6796421234327001
CA,57904,57273,33.965617,-117.659059,SUN,SOLAR,1738.0,0.0,0.0
CA,50061,16625,32.778225,-117.070114,NG,GAS,53953.0,19646.927,0.3641489259170018
CA,6646,12397,34.1275,-117.7958,WAT,HYDRO,35838.0,0.0,0.0
CA,50233,22635,34.124171,-117.805091,WAT,HYDRO,3021.0,0.0,0.0
CA,403,11208,34.312778,-118.492778,WAT,HYDRO,11281.0,0.0,0.0
CA,6479,11208,34.590183,-118.454676,WAT,HYDRO,256711.999,0.0,0.0
CA,6480,11208,34.534337,-118.525113,WAT,HYDRO,78443.001,0.0,0.0
CA,54017,11295,34.204311,-117.855714,WAT,HYDRO,9147.0,0.0,0.0
CA,50281,16630,33.926111,-116.615,WND,WIND,88707.0,0.0,0.0
CA,50690,2770,33.934,-116.5781,WND,WIND,118956.0,0.0,0.0
CA,54454,49963,33.918395,-116.573906,WND,WIND,182515.0,0.0,0.0
CA,60678,60399,36.527,-120.149,SUN,SOLAR,38908.0,0.0,0.0
CA,10548,16732,37.336113,-121.878332,NG,GAS,33356.0,14048.191,0.4211593416476796
CA,62004,58661,34.723748,-118.280345,SUN,SOLAR,89681.0,0.0,0.0
CA,50400,19560,38.1861,-120.15,WAT,HYDRO,107580.0,0.0,0.0
CA,57361,56700,35.982778,-120.110277,SUN,SOLAR,31748.0,0.0,0.0
CA,361,17609,34.14522,-117.058481,WAT,HYDRO,78.0,0.0,0.0
CA,363,17609,34.107245,-117.099091,WAT,HYDRO,4121.0,0.0,0.0
CA,7232,16655,37.364297,-121.944238,NG,GAS,46364.0,24356.854,0.5253397894918471
CA,57876,57197,36.973333,-122.105556,LFG,BIOMASS,10034.0,0.0,0.0
CA,58913,57104,33.910833,-118.044444,SUN,SOLAR,3064.0,0.0,0.0
CA,58912,57104,33.910833,-118.044444,SUN,SOLAR,2355.0,0.0,0.0
CA,50076,19532,34.461667,-118.7511,WAT,HYDRO,914.0,0.0,0.0
CA,56284,50045,35.040833,-120.636667,PRG,OTHF,4301.0,5754.974,1.3380548709602418
CA,60385,60182,37.719166,-121.886944,NG,GAS,9607.0,0.0,0.0
CA,58625,58549,37.719167,-121.886944,NG,GAS,12678.0,0.0,0.0
CA,62039,61987,38.46905,-122.72188,SUN,SOLAR,2912.0,0.0,0.0
CA,59074,58893,37.361667,-121.943611,DFO,OIL,235.991,269.568,1.1422808496934205
CA,7551,16534,38.530943,-121.400128,NG,GAS,729068.0,292332.242,0.4009670455979415
CA,404,11208,33.918151,-118.427648,NG,GAS,1240303.0,581532.883,0.4688635623714528
CA,63021,62856,36.885463,-119.731899,SUN,SOLAR,1961.0,0.0,0.0
CA,63068,62856,36.76655,-119.79858,SUN,SOLAR,3598.0,0.0,0.0
CA,61006,60648,38.690186,-121.586514,SUN,SOLAR,14883.0,0.0,0.0
CA,59359,59139,34.473889,-117.562778,SUN,SOLAR,3393.0,0.0,0.0
CA,59360,59139,34.471389,-117.562222,SUN,SOLAR,2569.0,0.0,0.0
CA,59423,59139,34.415278,-117.47,SUN,SOLAR,3923.0,0.0,0.0
CA,59422,59139,34.4175,-117.469722,SUN,SOLAR,3906.0,0.0,0.0
CA,59421,59139,34.413056,-117.470833,SUN,SOLAR,3834.0,0.0,0.0
CA,839,13402,39.272108,-120.932508,WAT,HYDRO,4953.0,0.0,0.0
CA,63715,62150,37.34994,-121.94064,NG,GAS,12527.0,0.0,0.0
CA,59138,59622,32.906111,-117.121389,SUN,SOLAR,1681.0,0.0,0.0
CA,59139,59622,33.21,-117.170556,SUN,SOLAR,1736.0,0.0,0.0
CA,61843,60584,32.586536,-117.004884,SUN,SOLAR,1986.0,0.0,0.0
CA,54111,49748,32.7144,-115.5356,GEO,GEOTHERMAL,216998.0,0.0,0.0
CA,10439,55711,35.00694,-117.555768,NG,GAS,38242.0,0.0,0.0
CA,10440,55711,35.012166,-117.555672,NG,GAS,41865.0,0.0,0.0
CA,10446,61950,35.033,-117.338,NG,GAS,140268.0,12374.261,0.0882187027689851
CA,10441,55711,35.01948,-117.55553,NG,GAS,41424.0,0.0,0.0
CA,10444,61950,35.0308,-117.3563,NG,GAS,137478.0,13708.787,0.09971622368669897
CA,57482,56887,33.934167,-116.571388,NG,GAS,576703.0,337120.215,0.5845646979467768
CA,316,12397,34.0969,-118.4795,WAT,HYDRO,12665.0,0.0,0.0
CA,58073,62060,34.618861,-117.939444,SUN,SOLAR,4823.0,0.0,0.0
CA,59730,58661,34.613602,-117.93439,SUN,SOLAR,5323.0,0.0,0.0
CA,58074,62060,34.174167,-116.152778,SUN,SOLAR,4447.0,0.0,0.0
CA,58234,58211,34.171944,-116.1525,SUN,SOLAR,32603.0,0.0,0.0
CA,60745,60445,32.792038,-115.773448,SUN,SOLAR,5804.0,0.0,0.0
CA,60744,60445,32.79411,-115.779317,SUN,SOLAR,8842.0,0.0,0.0
CA,59740,58661,35.022903,-118.282694,SUN,SOLAR,54686.0,0.0,0.0
CA,59273,58661,34.613056,-117.938889,SUN,SOLAR,25982.0,0.0,0.0
CA,58227,58198,34.192222,-116.090278,SUN,SOLAR,24523.0,0.0,0.0
CA,59722,59491,33.1125,-116.0139,SUN,SOLAR,52470.0,0.0,0.0
CA,59723,59492,33.1101,-116.0059,SUN,SOLAR,84300.0,0.0,0.0
CA,57971,16612,37.739722,-122.3925,OBG,BIOMASS,2730.0,0.0,0.0
CA,57043,14328,37.723889,-122.4775,NG,GAS,9080.0,0.0,0.0
CA,62649,58661,38.132245,-122.231965,SUN,SOLAR,69.0,0.0,0.0
CA,59408,59183,35.393333,-119.127778,SUN,SOLAR,51837.0,0.0,0.0
CA,445,2518,40.717455,-122.422274,WAT,HYDRO,2293986.998,0.0,0.0
CA,58814,58696,41.031389,-121.4225,SUN,SOLAR,7230.0,0.0,0.0
CA,56362,15399,38.12,-121.85,WND,WIND,381728.0,0.0,0.0
CA,57586,57170,38.169444,-121.846944,WND,WIND,266434.0,0.0,0.0
CA,57725,57170,38.137488,-121.855342,WND,WIND,268593.0,0.0,0.0
CA,56874,57170,38.1711,-121.8461,WND,WIND,383508.0,0.0,0.0
CA,58585,58544,39.724167,-121.815278,NG,GAS,9908.0,2880.042,0.29067844166330237
CA,50110,17164,40.8767,-121.7016,WDS,BIOMASS,67193.0,0.0,0.0
CA,10144,17164,38.9032,-121.3097,WDS,BIOMASS,98827.0,0.0,0.0
CA,50111,61379,39.6699,-120.2394,WDS,BIOMASS,29661.0,0.0,0.0
CA,50112,17164,39.941165,-120.909211,WDS,BIOMASS,145449.0,0.01,6.875262119368301e-08
CA,54517,17164,37.966389,-120.317777,WDS,BIOMASS,33670.0,1.234,3.664983664983665e-05
CA,59431,58661,34.703611,-118.334167,SUN,SOLAR,42635.0,0.0,0.0
CA,57702,57027,33.811182,-118.175645,PRG,OTHF,38032.0,29472.582,0.7749416806899453
CA,60249,60038,37.542619,-122.231119,OBG,BIOMASS,6292.0,158.542,0.025197393515575334
CA,57364,56707,32.7792,-114.6344,WAT,HYDRO,14366.0,0.0,0.0
CA,50322,26287,37.056803,-119.899706,WAT,HYDRO,3860.0,0.0,0.0
CA,56080,16657,37.4344,-121.9464,NG,GAS,40468.999,7905.148,0.19533836258218296
CA,50536,17288,35.2608,-118.2469,WND,WIND,99861.0,0.0,0.0
CA,776,14191,39.580413,-121.119479,WAT,HYDRO,38227.0,0.0,0.0
CA,57671,56995,38.237778,-121.3375,SUN,SOLAR,5504.0,0.0,0.0
CA,57669,56995,38.364722,-121.41278,SUN,SOLAR,32416.0,0.0,0.0
CA,57753,56995,38.338868,-121.431342,SUN,SOLAR,1818.0,0.0,0.0
CA,57670,56995,38.253056,-121.278888,SUN,SOLAR,4980.0,0.0,0.0
CA,61834,61453,33.767061,-116.905874,SUN,SOLAR,1848.0,0.0,0.0
CA,58621,58575,32.803333,-115.546389,SUN,SOLAR,46706.0,0.0,0.0
CA,50985,17711,38.2494,-122.0394,NG,GAS,9942.0,3786.61,0.38087004626835647
CA,7526,16534,38.116415,-121.769031,WND,WIND,522351.999,0.0,0.0
CA,60558,60307,33.618678,-114.696182,SUN,SOLAR,58757.0,0.0,0.0
CA,56939,59399,33.5917,-114.7444,SUN,SOLAR,43320.0,0.0,0.0
CA,57455,57271,33.298889,-116.35083,SUN,SOLAR,66362.0,0.0,0.0
CA,58592,17650,33.08,-115.47,SUN,SOLAR,379991.001,0.0,0.0
CA,59528,59262,34.648889,-118.076667,SUN,SOLAR,55282.0,0.0,0.0
CA,56996,17609,33.985244,-117.700826,SUN,SOLAR,661.0,0.0,0.0
CA,57217,17609,34.094279,-117.400113,SUN,SOLAR,942.0,0.0,0.0
CA,57219,17609,34.086276,-117.230571,SUN,SOLAR,2985.0,0.0,0.0
CA,57220,17609,34.041389,-117.573055,SUN,SOLAR,2521.0,0.0,0.0
CA,57221,17609,34.086111,-117.2275,SUN,SOLAR,3229.0,0.0,0.0
CA,57222,17609,34.041944,-117.565,SUN,SOLAR,1336.0,0.0,0.0
CA,57223,17609,34.042778,-117.571666,SUN,SOLAR,911.0,0.0,0.0
CA,57224,17609,34.075,-117.516944,SUN,SOLAR,420.999,0.0,0.0
CA,57225,17609,34.075833,-117.241388,SUN,SOLAR,4630.003,0.0,0.0
CA,57227,17609,34.083499,-117.23557,SUN,SOLAR,3494.001,0.0,0.0
CA,57229,17609,34.079167,-117.516666,SUN,SOLAR,2931.999,0.0,0.0
CA,57230,17609,34.085556,-117.233611,SUN,SOLAR,1470.0,0.0,0.0
CA,57231,17609,34.072778,-117.503333,SUN,SOLAR,3402.0,0.0,0.0
CA,57232,17609,34.083333,-117.516388,SUN,SOLAR,1490.001,0.0,0.0
CA,57237,17609,34.08,-117.2114,SUN,SOLAR,1719.0,0.0,0.0
CA,57236,17609,34.080833,-117.520277,SUN,SOLAR,3123.0,0.0,0.0
CA,57245,17609,34.131214,-117.425324,SUN,SOLAR,6183.996,0.0,0.0
CA,57246,17609,34.131111,-117.421666,SUN,SOLAR,2574.0,0.0,0.0
CA,57247,17609,34.094167,-117.274166,SUN,SOLAR,3631.999,0.0,0.0
CA,57534,17609,34.031667,-117.571944,SUN,SOLAR,1365.999,0.0,0.0
CA,57535,17609,34.0325,-117.569166,SUN,SOLAR,1387.0,0.0,0.0
CA,57441,17609,36.028056,-119.074722,SUN,SOLAR,8169.0,0.0,0.0
CA,57540,17609,33.839167,-117.220833,SUN,SOLAR,4464.0,0.0,0.0
CA,57900,17609,34.081111,-117.228056,SUN,SOLAR,6017.0,0.0,0.0
CA,58388,59873,34.8181,-118.4036,SUN,SOLAR,861867.001,0.0,0.0
CA,58389,59872,34.848611,-118.352778,SUN,SOLAR,756373.001,0.0,0.0
CA,57933,58101,38.516389,-121.47528,SUN,SOLAR,3770.0,0.0,0.0
CA,60591,60353,34.839012,-118.386843,SUN,SOLAR,155729.0,0.0,0.0
CA,60869,60525,34.511889,-117.922819,SUN,SOLAR,26343.0,0.0,0.0
CA,62732,62648,37.411011,-122.148864,SUN,SOLAR,620.0,0.0,0.0
CA,60185,58661,34.655694,-118.298166,SUN,SOLAR,218852.0,0.0,0.0
CA,510,7160,38.7903,-122.7559,GEO,GEOTHERMAL,350080.0,40567.207,0.11587981889853749
CA,55752,17412,38.3017,-122.7489,LFG,BIOMASS,12592.0,0.0,0.0
CA,55753,17412,38.3017,-122.7489,LFG,BIOMASS,12977.0,0.001,7.705941280727441e-08
CA,55880,17412,38.3017,-122.7489,LFG,BIOMASS,548.0,0.0,0.0
CA,57793,57108,38.466666,-122.723436,NG,GAS,2932.0,0.0,0.0
CA,58578,60025,37.889753,-120.528723,SUN,SOLAR,3606.0,0.0,0.0
CA,280,14328,40.395396,-121.879186,WAT,HYDRO,24953.0,0.0,0.0
CA,57770,57047,32.543333,-117.067778,OBG,BIOMASS,7466.0,0.0,0.0
CA,50752,164,35.438611,-119.7075,NG,GAS,436511.001,148213.703,0.33954173585650366
CA,50751,54713,35.4206,-118.9644,NG,GAS,108945.0,34864.235,0.32001684336132913
CA,50837,16899,33.759236,-118.239922,MSW,BIOMASS,185650.0,173247.674,0.9331951198491786
CA,281,14328,39.324613,-120.644807,WAT,HYDRO,6648.0,0.0,0.0
CA,282,14328,39.324592,-120.645375,WAT,HYDRO,8166.0,0.0,0.0
CA,283,14328,39.337679,-120.635467,WAT,HYDRO,27527.0,0.0,0.0
CA,59658,17164,40.472283,-122.324205,WDS,BIOMASS,160856.0,90.519,0.0005627331277664495
CA,54554,40613,38.3914,-120.0008,WAT,HYDRO,16060.001,0.0,0.0
CA,57916,57299,32.911111,-115.568056,NG,GAS,21898.72,7136.707,0.3258960797708724
CA,450,2518,40.628115,-122.467509,WAT,HYDRO,374420.0,0.0,0.0
CA,284,14328,38.18653,-120.11168,WAT,HYDRO,34671.0,0.0,0.0
CA,60491,60278,35.171153,-118.001652,SUN,SOLAR,112586.0,0.0,0.0
CA,59532,59273,35.249167,-117.955278,SUN,SOLAR,290089.0,0.0,0.0
CA,59840,59616,35.250031,-117.976847,SUN,SOLAR,408661.0,0.0,0.0
CA,56144,16088,33.9308,-117.2933,NG,GAS,792.0,642.304,0.8109898989898989
CA,56125,30076,34.2253,-119.0858,WAT,HYDRO,816.0,0.0,0.0
CA,50537,9297,37.455314,-122.172797,NG,GAS,29220.0,10165.453,0.3478936687200547
CA,61791,61418,38.216841,-122.542866,SUN,SOLAR,1715.0,0.0,0.0
CA,7066,2518,39.470447,-120.10455,WAT,HYDRO,12236.0,0.0,0.0
CA,62020,61602,37.43434,-122.16077,SUN,SOLAR,6344.0,0.0,0.0
CA,285,14328,38.139048,-120.370325,WAT,HYDRO,376753.0,0.0,0.0
CA,57683,57007,33.881667,-118.0175,SUN,SOLAR,1523.0,0.0,0.0
CA,59804,57128,34.093684,-117.551044,NG,GAS,6640.0,0.0,0.0
CA,58646,17650,35.6,-115.4,SUN,SOLAR,644143.002,0.0,0.0
CA,61607,61210,35.32,-120.691,SUN,SOLAR,9675.0,0.0,0.0
CA,7151,16655,39.586864,-122.533248,WAT,HYDRO,14337.0,0.0,0.0
CA,60219,60004,38.643527,-121.505506,SUN,SOLAR,1536.0,0.0,0.0
CA,57497,14328,36.531389,-120.106944,SUN,SOLAR,33509.0,0.0,0.0
CA,58757,58661,34.723056,-118.289722,SUN,SOLAR,14345.999,0.0,0.0
CA,58753,58661,34.723056,-118.289722,SUN,SOLAR,3729.0,0.0,0.0
CA,58754,58661,34.723056,-118.289722,SUN,SOLAR,3737.0,0.0,0.0
CA,58755,58661,34.723056,-118.289722,SUN,SOLAR,3486.0,0.0,0.0
CA,58756,58661,34.723056,-118.289722,SUN,SOLAR,2253.0,0.0,0.0
CA,60280,58661,34.714703,-118.311006,SUN,SOLAR,54614.0,0.0,0.0
CA,57360,56700,35.983056,-120.110277,SUN,SOLAR,32409.0,0.0,0.0
CA,59687,59457,37.05758,-120.653625,SUN,SOLAR,3144.0,0.0,0.0
CA,60791,796,33.555267,-116.639647,SUN,SOLAR,4943.0,0.0,0.0
CA,59916,59139,34.03527,-117.5341,SUN,SOLAR,1719.0,0.0,0.0
CA,60032,59773,34.097728,-117.544529,SUN,SOLAR,1570.0,0.0,0.0
CA,57010,56434,38.232108,-122.092706,SUN,SOLAR,1582.0,0.0,0.0
CA,57007,56297,33.567268,-114.917979,SUN,SOLAR,1799.0,0.0,0.0
CA,57008,56431,34.2089,-119.13,SUN,SOLAR,1691.0,0.0,0.0
CA,57004,56294,33.8672,-117.23,SUN,SOLAR,887.0,0.0,0.0
CA,57012,56434,34.5975,-117.2,SUN,SOLAR,2236.0,0.0,0.0
CA,57557,56898,37.4194,-122.0153,LFG,BIOMASS,10319.0,2828.369,0.27409332299641437
CA,10437,60246,34.863356,-116.827627,SUN,SOLAR,58923.0,0.0,0.0
CA,10438,60247,34.863356,-116.827627,SUN,SOLAR,39125.0,0.0,0.0
CA,55182,18320,35.2097,-119.585,NG,GAS,2188614.0,907603.219,0.4146931432404252
CA,61754,63182,35.096709,-118.602184,NG,GAS,25683.0,16804.439,0.6543020285792157
CA,57559,56902,37.750894,-122.481758,SUN,SOLAR,6572.0,0.0,0.0
CA,58429,58426,34.335678,-118.519188,LFG,BIOMASS,147974.0,0.0,0.0
CA,50134,18390,35.452577,-118.985313,NG,GAS,573204.0,202711.762,0.35364680288344114
CA,10387,57223,32.857709,-117.028847,LFG,BIOMASS,23126.999,0.0,0.0
CA,59443,58468,34.689167,-118.324722,SUN,SOLAR,57800.0,0.0,0.0
CA,52085,54713,35.1133,-119.4706,NG,GAS,79317.0,24140.886,0.304359544612126
CA,58149,58112,34.708889,-118.304722,SUN,SOLAR,49820.0,0.0,0.0
CA,58232,58661,33.767222,-117.0175,SUN,SOLAR,1582.0,0.0,0.0
CA,55603,57251,34.4383,-119.9397,LFG,BIOMASS,23619.0,0.001,4.233879503789322e-08
CA,61824,61443,34.11193,-117.27326,SUN,SOLAR,3217.0,0.0,0.0
CA,62246,61443,38.682746,-121.723451,SUN,SOLAR,3373.0,0.0,0.0
CA,59330,59129,36.505,-121.451667,WND,WIND,3971.0,0.0,0.0
CA,58303,57128,36.6575,-121.623333,NG,GAS,4196.0,0.0,0.0
CA,10191,2719,35.060556,-118.389722,WND,WIND,14038.0,0.0,0.0
CA,54909,2719,35.1061,-118.3114,WND,WIND,47619.0,0.0,0.0
CA,57594,56930,37.6167,-121.3564,WND,WIND,2006.0,0.0,0.0
CA,479,12397,33.8343,-117.4971,WAT,HYDRO,1691.0,0.0,0.0
CA,57656,56984,33.826389,-117.511667,SUN,SOLAR,1994.0,0.0,0.0
CA,60035,59775,33.97819,-117.38514,SUN,SOLAR,14487.0,0.0,0.0
CA,54343,10099,36.4156,-119.0069,WAT,HYDRO,66652.0,0.0,0.0
CA,59541,59284,34.039722,-117.606667,SUN,SOLAR,2846.0,0.0,0.0
CA,52161,2770,35.0853,-118.3547,WND,WIND,16304.0,0.0,0.0
CA,56570,2770,35.1161,-118.3789,WND,WIND,11354.0,0.0,0.0
CA,10601,2674,33.77697,-118.22821,WH,OTHF,191101.0,0.0,0.0
CA,7129,3255,39.528749,-121.546359,WAT,HYDRO,16179.0,0.0,0.0
CA,54308,54722,40.199822,-123.523145,WAT,HYDRO,6591.0,0.0,0.0
CA,56051,18986,33.7684,-118.2141,NG,GAS,309014.0,188445.328,0.6098278006821698
CA,287,14328,38.449291,-120.492645,WAT,HYDRO,252450.0,0.0,0.0
CA,63717,62150,36.65676,-121.62428,NG,GAS,13439.0,0.0,0.0
CA,714,14328,39.893491,-121.59338,WAT,HYDRO,4332.0,0.0,0.0
CA,57695,59874,35.405556,-120.068611,SUN,SOLAR,1255721.999,0.0,0.0
CA,50624,60657,33.85336,-118.33,PRG,OTHF,181055.0,47862.816,0.26435511861036703
CA,10091,11217,33.7683,-118.2836,OBG,BIOMASS,158837.0,513.887,0.0032353104125613045
CA,54647,2770,35.05,-118.2572,WND,WIND,52248.0,0.0,0.0
CA,55933,7724,37.7107,-121.4906,NG,GAS,864402.0,427655.625,0.49474159592411865
CA,58619,58573,37.795556,-122.402778,NG,GAS,2312.0,767.788,0.33208823529411763
CA,451,2518,40.797296,-122.762553,WAT,HYDRO,270275.0,0.0,0.0
CA,59599,60184,35.831944,-119.056111,SUN,SOLAR,34269.0,0.0,0.0
CA,58642,58593,36.2,-119.42,SUN,SOLAR,5209.0,0.0,0.0
CA,61846,61467,36.187138,-119.375097,OBG,BIOMASS,1597.0,0.0,0.0
CA,10222,11278,36.058635,-118.924097,WAT,HYDRO,3824.0,0.0,0.0
CA,57913,15399,32.663889,-116.289722,WND,WIND,395068.0,0.0,0.0
CA,416,13935,37.876111,-120.605,WAT,HYDRO,146341.001,0.0,0.0
CA,161,19281,37.611461,-120.594678,WAT,HYDRO,7887.0,0.0,0.0
CA,59872,59660,38.55,-121.75,SUN,SOLAR,29877.0,0.0,0.0
CA,61995,61591,37.365688,-120.432228,SUN,SOLAR,8484.0,0.0,0.0
CA,62016,61600,33.97036,-117.33099,SUN,SOLAR,6271.0,0.0,0.0
CA,57122,56427,33.6481,-117.8467,NG,GAS,99505.0,32139.853,0.32299736696648407
CA,60120,59892,33.788,-117.8901,NG,GAS,7451.0,0.0,0.0
CA,52073,19524,34.0692,-118.4439,NG,GAS,280723.59,86958.203,0.3097645018005077
CA,57735,57047,32.877222,-117.234722,OBG,BIOMASS,18955.0,0.0,0.0
CA,6612,16534,38.86429,-120.444335,WAT,HYDRO,127658.0,0.0,0.0
CA,50064,22142,36.9997,-122.0622,NG,GAS,32039.0,11444.956,0.3572195137176566
CA,57856,56918,32.874379,-117.238927,SUN,SOLAR,3901.0,0.0,0.0
CA,50089,24010,37.77656,-122.451878,NG,GAS,9285.0,3901.007,0.4201407646742057
CA,57584,56918,32.8747,-117.2392,NG,GAS,229154.0,81651.712,0.3563180743081072
CA,489,19281,37.6508,-120.4706,WAT,HYDRO,10343.0,0.0,0.0
CA,407,11208,37.546036,-118.590001,WAT,HYDRO,97096.0,0.0,0.0
CA,50115,22669,35.0329,-117.701,NG,GAS,296532.0,94394.526,0.3183282950912549
CA,60846,60947,38.601354,-121.397929,SUN,SOLAR,2048.0,0.0,0.0
