Net Demand 07/12/2019undefined,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,0:00
Hour-ahead forecast,27365,27055,27055,27055,26610,26610,26610,26121,26121,26121,25928,25928,25928,25460,25460,25460,25116,25116,25116,24584,24584,24584,24314,24314,24314,24102,24102,24102,23982,23982,23982,23647,23647,23647,23472,23472,23472,23326,23326,23326,23233,23233,23233,23169,23169,23169,23120,23120,23120,23283,23283,23283,23327,23327,23327,23458,23458,23458,23596,23596,23596,23769,23769,23769,24098,24098,24098,24133,24133,24133,24182,24182,24182,24620,24620,24620,24896,24896,24896,25217,25217,25217,25462,25462,25462,25949,25949,25949,26274,26274,26274,26430,26430,26430,26609,26609,26609,27235,27235,27235,27428,27428,27428,27505,27505,27505,27629,27629,27629,27826,27826,27826,27930,27930,27930,27884,27884,27884,28053,28053,28053,28397,28397,28397,28634,28634,28634,28857,28857,28857,29125,29125,29125,29402,29402,29402,29757,29757,29757,30038,30038,30038,30237,30237,30237,30519,30519,30519,30733,30733,30733,31134,31134,31134,31648,31648,31648,32137,32137,32137,32703,32703,32703,33177,33177,33177,33729,33729,33729,33993,33993,33993,34502,34502,34502,34810,34810,34810,35319,35319,35319,35708,35708,35708,36169,36169,36169,36361,36361,36361,36733,36733,36733,36991,36991,36991,37309,37309,37309,37349,37349,37349,37514,37514,37514,37725,37725,37725,37927,37927,37927,38184,38184,38184,38244,38244,38244,38170,38170,38170,38151,38151,38151,38060,38060,38060,37909,37909,37909,37517,37517,37517,37354,37354,37354,36873,36873,36873,36578,36578,36578,36318,36318,36318,36287,36287,36287,36163,36163,36163,35884,35884,35884,35412,35412,35412,35016,35016,35016,34446,34446,34446,33925,33925,33925,33163,33163,33163,32348,32348,32348,31643,31643,31643,30919,30919,30919,30119,30119,30119,29498,29498,29498,28944,28944,28944,28277,28277,28277
Demand,27353,27157,26992,26866,26771,26713,26580,26414,26281,26128,25986,25841,25652,25409,25290,25164,25040,24927,24805,24735,24729,24675,24544,24357,24250,24152,24067,23977,23908,23832,23720,23660,23613,23545,23469,23401,23356,23300,23287,23241,23186,23166,23254,23278,23244,23171,23121,23069,23100,23185,23256,23255,23283,23071,23070,23067,23043,23179,23180,23271,23368,23412,23621,23783,23819,23887,23983,24058,24136,24182,24177,24192,24243,24488,24689,24790,24869,24938,24988,25109,25236,25307,25372,25490,25616,25800,26070,26111,26145,26235,26269,26432,26535,26668,26774,26804,26859,26963,27096,27179,27203,27271,27266,27286,27337,27395,27439,27439,27431,27511,27501,27505,27543,27606,27621,27733,27796,27848,27941,28069,28094,28174,28294,28383,28435,28514,28615,28716,28783,28896,29014,29058,29171,29319,29449,29523,29580,29689,29793,29860,29999,30090,30097,30070,30157,30258,30577,30699,30835,30974,31134,31247,31414,31611,31758,31815,31953,32117,32333,32535,32682,32906,32958,33114,33252,33405,33513,33682,33870,33984,34081,34189,34371,34573,34593,34821,34926,35080,35258,35435,35543,35579,35592,35780,35927,36060,36108,36162,36304,36485,36590,36681,36832,36834,36841,36949,37030,37118,37239,37480,37571,37631,37755,37774,37858,37913,38047,38058,38096,38132,38253,38270,38377,38398,38444,38465,38391,38187,38126,38143,38168,38155,38233,38202,38211,38209,38233,38159,38046,37817,37688,37647,37536,37438,37293,37224,37106,37000,36837,36695,36504,36369,36352,36337,36295,36248,36164,36144,36065,36031,35952,35837,35650,35482,35471,35358,35179,35025,34867,34666,34454,34328,34112,33870,33505,33172,32905,32692,32478,32245,31993,31768,31508,31333,31098,30932,30678,30463,30384,30263,30024,29800,29599,29364,29167,28942,28708,28480,
Day-ahead net forecast,23791,23664,23530,23392,23272,23224,23109,22954,22834,22702,22561,22413,22299,22061,21966,21863,21749,21670,21541,21443,21416,21428,21313,21113,20932,20841,20747,20653,20596,20556,20451,20369,20305,20250,20166,20078,20077,20005,20023,20017,19964,19962,20002,20104,20096,20078,20034,20016,20015,20154,20250,20328,20373,20256,20220,20277,20306,20440,20501,20622,20788,20896,21094,21332,21516,21590,21743,21855,21962,22019,22007,22069,22079,22250,22483,22500,22457,22388,22253,22186,22131,22038,21896,21732,21612,21454,21375,21303,21008,20813,20551,20228,20085,19815,19565,19433,19149,19012,18980,18963,18841,18712,18614,18593,18427,18265,18205,18145,18024,18008,17936,17793,17888,17841,17842,17821,17976,17898,17918,18044,18040,18068,18121,18261,18256,18350,18383,18393,18473,18401,18320,18351,18447,18538,18759,18883,18987,19097,19148,19140,19214,19330,19254,19325,19222,19210,19358,19558,19715,19946,20126,20378,20528,20648,20858,21212,21385,21499,21892,22186,22384,22478,22635,22665,22754,22919,23155,23192,23175,23293,23417,23513,23679,23958,23983,24227,24273,24363,24411,24419,24697,24792,24875,24968,25043,24987,24881,24837,25090,25261,25308,25346,25377,25381,25375,25355,25466,25582,25830,25919,25994,26176,26346,26509,26647,26824,26961,27101,27212,27332,27567,27664,27842,27982,28075,28291,28536,28616,28681,28965,29247,29663,30099,30505,30887,31301,31723,32048,32235,32373,32404,32674,32819,33020,33112,33251,33313,33354,33334,33254,33184,33065,32980,33000,32880,32887,32705,32629,32521,32431,32326,32176,32070,31773,31715,31597,31441,31256,31124,30934,30700,30580,30430,30239,29946,29456,29102,28837,28703,28500,28315,27944,27718,27526,27365,27166,26954,26748,26630,26603,26457,26272,26066,25867,25681,25543,25285,25120,
Imports,6682,6580,6681,6801,6926,6842,6765,6681,6585,6502,6423,6316,6340,6391,6391,6392,6401,6338,6284,6274,6296,6310,6250,6252,6231,6291,6334,6339,6308,6284,6273,6256,6280,6226,6218,6298,6378,6399,6413,6429,6411,6444,6489,6516,6490,6411,6370,6370,6398,6283,6313,6349,6351,6352,6369,6421,6482,6574,6666,6721,6823,6841,6880,7039,7057,7078,7166,7202,7213,7220,7196,7232,7288,7517,7690,7740,7627,7487,7453,7523,7452,7393,7183,6945,6785,6857,6906,6703,6402,6183,5975,5790,5687,5599,5513,5364,5173,5302,5368,5285,5120,5047,4961,4851,4740,4598,4516,4399,4183,4118,4097,4078,4130,4049,4042,3965,3993,3916,3905,4019,4025,4057,3991,4034,3948,3938,3818,3705,3709,3635,3543,3591,3727,3789,3788,3803,3760,3800,3863,3779,3708,3658,3470,3419,3224,2897,2869,2745,2498,2397,2283,2136,2048,1819,1689,1847,1828,1875,2022,2202,2246,2271,2331,2310,2272,2353,2483,2556,2502,2539,2810,2903,2992,2880,2841,2950,2940,2875,2826,2823,2961,3254,3329,3398,3543,3448,3313,3254,3219,3332,3444,3606,3670,3666,3826,4034,4263,4316,4341,4453,4480,4538,4648,4642,4842,4912,4988,5164,5323,5325,5351,5256,5258,5202,5231,5307,5367,5386,5650,5788,5953,6141,6417,6647,6918,7118,7358,7531,7769,7650,7827,7914,8099,8085,8219,8322,8415,8518,8512,8477,8374,8270,8320,8435,8411,8357,8176,8151,8095,8052,7999,7992,8037,8417,8510,8459,8420,8357,8317,8363,8279,8233,8113,7995,7702,7553,7156,6947,6900,6903,6863,6936,7052,7113,7073,7098,7049,7217,7292,7272,7270,7219,7176,7150,7072,6993,6896,6899,
Large hydro,3736,3799,3750,3736,3727,3720,3682,3677,3679,3671,3675,3661,3604,3505,3488,3480,3483,3487,3459,3467,3484,3476,3466,3455,3443,3443,3427,3440,3448,3436,3438,3446,3434,3433,3431,3365,3302,3265,3264,3258,3262,3267,3258,3275,3284,3262,3251,3253,3259,3302,3305,3304,3319,3316,3312,3311,3315,3306,3292,3300,3342,3383,3430,3419,3413,3426,3428,3432,3441,3439,3445,3437,3425,3436,3456,3454,3459,3454,3474,3485,3487,3483,3488,3462,3405,3320,3264,3259,3275,3264,3270,3273,3278,3279,3271,3272,3222,3004,2946,2939,2965,2966,2967,3004,2981,2973,2967,2974,2945,3033,3069,3050,3096,3111,3115,3105,3112,3109,3112,3118,3130,3211,3255,3266,3268,3268,3265,3253,3269,3259,3243,3259,3276,3263,3273,3282,3282,3280,3272,3283,3285,3286,3274,3286,3340,3878,4150,4173,4197,4212,4214,4224,4228,4221,4217,4237,4213,4164,4157,4184,4156,4109,4113,4162,4183,4192,4197,4213,4185,4220,4305,4273,4250,4279,4205,4258,4291,4291,4288,4280,4327,4446,4522,4514,4476,4458,4449,4397,4504,4483,4500,4499,4562,4725,4826,4758,4716,4677,4675,4746,4844,4938,5026,5020,4993,5084,5110,5117,5150,5149,5160,5161,5175,5174,5170,5180,5203,5211,5256,5253,5255,5259,5259,5238,5234,5288,5331,5313,5310,5314,5268,5300,5307,5399,5395,5352,5359,5380,5369,5373,5382,5534,5543,5449,5381,5415,5450,5417,5441,5427,5386,5298,5171,5056,5143,5086,5004,4985,4943,4842,4833,4820,4828,4833,4879,4781,4792,4821,4787,4741,4716,4715,4749,4747,4717,4713,4670,4340,4255,4328,4227,4242,4223,4120,4092,4064,4052,4000,
netd,13373,13285,13099,12855,12619,12662,12662,12596,12570,12529,12463,12436,12355,12165,12087,11991,11865,11845,11798,11702,11636,11642,11597,11406,11258,11107,10986,10874,10840,10836,10740,10667,10591,10591,10517,10415,10397,10341,10346,10330,10291,10251,10255,10313,10322,10405,10413,10393,10358,10569,10632,10675,10703,10588,10539,10545,10509,10560,10543,10601,10623,10672,10784,10874,11046,11086,11149,11221,11308,11360,11366,11400,11366,11297,11337,11306,11371,11447,11326,11178,11192,11162,11225,11325,11422,11277,11205,11341,11331,11366,11306,11165,11120,10937,10781,10797,10754,10706,10666,10739,10756,10699,10686,10738,10706,10694,10722,10772,10896,10857,10770,10665,10662,10681,10685,10751,10871,10873,10901,10907,10885,10800,10875,10961,11040,11144,11300,11435,11495,11507,11534,11501,11444,11486,11698,11798,11945,12017,12013,12078,12221,12386,12510,12620,12658,12435,12339,12640,13020,13337,13629,14018,14252,14608,14952,15128,15344,15460,15713,15800,15982,16098,16191,16193,16299,16374,16475,16423,16488,16534,16302,16337,16437,16799,16937,17019,17042,17197,17297,17316,17409,17092,17024,17056,17024,17081,17119,17186,17367,17446,17364,17241,17145,16990,16723,16563,16487,16589,16814,16720,16670,16700,16672,16847,16812,16828,16863,16820,16739,16858,17056,17247,17409,17606,17674,17804,17966,18019,17775,17924,18039,18263,18423,18620,18735,18895,19034,19204,19156,19409,19309,19460,19413,19536,19498,19577,19539,19456,19453,19404,19428,19261,19117,19116,19088,19115,19079,19061,18985,18952,18941,18886,18862,18300,18062,18052,18017,17914,17864,17729,17588,17527,17489,17411,17365,17122,17154,17069,17016,16856,16736,16293,15917,15666,15575,15355,15235,15191,15083,15003,14960,14811,14667,14597,14517,14486,14337,14221,
