Renewables 07/12/2019undefined,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55
Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,82,217,384,589,804,1009,1254,1496,1770,2119,2389,2748,3094,3380,3690,4003,4368,4825,5155,5544,5901,6114,6501,6739,6969,7152,7344,7581,7725,7800,8037,8267,8403,8491,8590,8685,8872,9103,9094,9242,9306,9421,9377,9549,9609,9613,9670,9713,9779,9706,9784,9772,9850,9941,9974,10141,10326,10372,10366,10438,10385,10360,10321,10282,10329,10433,10451,10476,10567,10496,10656,10776,10814,10845,10811,10722,10688,10561,10579,10646,10573,10308,10280,10270,10110,10008,9978,10105,10046,10117,10165,10138,10043,10123,10305,10386,10300,10299,10291,10244,10181,10135,10225,10220,10334,10453,10277,10166,10023,9984,10043,10163,10296,10293,10147,10050,10052,9961,9966,9910,9841,9870,9802,9655,9570,9554,9534,9389,9253,9101,8959,8839,8718,8558,8424,8270,8080,7929,7782,7624,7458,7238,6993,6748,6505,6250,5943,5552,5136,4754,4369,3989,3622,3236,2870,2538,2236,1953,1667,1377,1101,867,658,483,347,233,152,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wind,3615,3559,3532,3525,3522,3528,3532,3515,3505,3491,3493,3486,3440,3410,3373,3354,3328,3303,3308,3306,3298,3292,3302,3313,3338,3351,3359,3352,3336,3324,3300,3308,3330,3332,3337,3331,3312,3303,3267,3246,3234,3211,3195,3174,3153,3125,3108,3073,3038,3010,2976,2922,2894,2878,2847,2794,2743,2704,2663,2603,2541,2465,2436,2392,2317,2265,2205,2161,2153,2154,2146,2133,2122,2106,2082,2045,1994,1964,1909,1854,1815,1766,1692,1623,1573,1537,1500,1464,1426,1411,1378,1327,1286,1279,1272,1258,1223,1167,1104,1043,1008,967,926,897,876,845,817,814,813,788,728,627,541,508,481,449,426,400,374,381,369,355,356,373,372,344,352,346,322,327,331,317,303,286,261,247,247,267,277,263,261,268,262,245,239,241,256,254,242,243,246,251,248,244,252,249,244,251,253,266,258,254,265,279,277,286,285,298,307,318,312,322,317,336,370,387,389,419,476,504,551,603,668,746,823,872,921,978,1047,1094,1203,1325,1441,1557,1629,1681,1747,1811,1846,1924,1984,2057,2101,2156,2189,2213,2310,2379,2434,2507,2557,2643,2716,2770,2867,2912,2901,2904,2899,2916,2926,2917,2925,2929,2913,2885,2865,2896,2944,3003,3036,3023,3058,3079,3111,3142,3166,3205,3232,3251,3260,3295,3337,3365,3404,3407,3469,3547,3554,3610,3672,3688,3712,3743,3779,3813,3826,3818,3813,3818,3825,3813,3789,3749,3721,3819,3917,3927,3869,3832,3808,3897,3882,3872,3849,3830,3824,3803,3759,3712,3670,3627,3598,3598,3545,3508,3480,3463
S+W,3615,3559,3532,3525,3522,3528,3532,3515,3505,3491,3493,3486,3440,3410,3373,3354,3328,3303,3308,3306,3298,3292,3302,3313,3338,3351,3359,3352,3336,3324,3300,3308,3330,3332,3337,3331,3312,3303,3267,3246,3234,3211,3195,3174,3153,3125,3108,3073,3038,3010,2976,2922,2894,2878,2847,2794,2743,2704,2663,2603,2541,2465,2436,2392,2317,2265,2205,2161,2153,2154,2146,2133,2122,2117,2164,2262,2378,2553,2713,2863,3069,3262,3462,3742,3962,4285,4594,4844,5116,5414,5746,6152,6441,6823,7173,7372,7724,7906,8073,8195,8352,8548,8651,8697,8913,9112,9220,9305,9403,9473,9600,9730,9635,9750,9787,9870,9803,9949,9983,9994,10039,10068,10135,10079,10156,10116,10202,10287,10296,10468,10657,10689,10669,10724,10646,10607,10568,10549,10606,10696,10712,10744,10829,10741,10895,11017,11070,11099,11053,10965,10934,10812,10827,10890,10825,10557,10524,10521,10363,10274,10236,10359,10311,10396,10442,10424,10328,10421,10612,10704,10612,10621,10608,10580,10551,10522,10614,10639,10810,10957,10828,10769,10691,10730,10866,11035,11217,11271,11194,11144,11255,11286,11407,11467,11470,11551,11549,11466,11416,11478,11518,11446,11354,11257,11148,11052,11028,10937,10858,10777,10637,10572,10498,10394,10325,10150,9894,9652,9404,9166,8869,8469,8061,7683,7282,6874,6487,6132,5814,5541,5272,4976,4725,4456,4212,4009,3824,3688,3579,3484,3412,3353,3395,3365,3404,3407,3469,3547,3554,3610,3672,3688,3712,3743,3779,3813,3826,3818,3813,3818,3825,3813,3789,3749,3721,3819,3917,3927,3869,3832,3808,3897,3882,3872,3849,3830,3824,3803,3759,3712,3670,3627,3598,3598,3545,3508,3480,3463
