Net Demand 05/24/2019undefined,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55,0:00
Hour-ahead forecast,21440,21262,21262,21262,21049,21049,21049,20877,20877,20877,20761,20761,20761,20522,20522,20522,20329,20329,20329,20141,20141,20141,20019,20019,20019,19946,19946,19946,19841,19841,19841,19693,19693,19693,19593,19593,19593,19491,19491,19491,19482,19482,19482,19460,19460,19460,19541,19541,19541,19616,19616,19616,19772,19772,19772,19973,19973,19973,20165,20165,20165,20509,20509,20509,20882,20882,20882,21190,21190,21190,21362,21362,21362,21902,21902,21902,22357,22357,22357,22736,22736,22736,22975,22975,22975,23131,23131,23131,23352,23352,23352,23136,23136,23136,23052,23052,23052,22895,22895,22895,22803,22803,22803,22797,22797,22797,22497,22497,22497,22391,22391,22391,22360,22360,22360,22066,22066,22066,21949,21949,21949,21865,21865,21865,21758,21758,21758,21699,21699,21699,21668,21668,21668,21597,21597,21597,21510,21510,21510,21420,21420,21420,21385,21385,21385,21260,21260,21260,21179,21179,21179,21269,21269,21269,21177,21177,21177,21184,21184,21184,21233,21233,21233,21192,21192,21192,21284,21284,21284,21323,21323,21323,21417,21417,21417,21505,21505,21505,21422,21422,21422,21606,21606,21606,21758,21758,21758,21830,21830,21830,21954,21954,21954,22140,22140,22140,22353,22353,22353,22696,22696,22696,22776,22776,22776,22894,22894,22894,23090,23090,23090,23677,23677,23677,23673,23673,23673,23970,23970,23970,24214,24214,24214,24418,24418,24418,24540,24540,24540,24802,24802,24802,24940,24940,24940,25083,25083,25083,25340,25340,25340,25685,25685,25685,25982,25982,25982,26098,26098,26098,25989,25989,25989,25707,25707,25707,25509,25509,25509,25132,25132,25132,24746,24746,24746,24253,24253,24253,23857,23857,23857,23387,23387,23387,22924,22924,22924,22364,22364,22364,22016,22016,22016,21695,21695,21695,21294,21294,21294
Demand,21372,21381,21334,21289,21247,21190,21167,21077,21044,20941,20806,20712,20645,20527,20449,20485,20398,20302,20230,20171,20204,20189,20148,20074,20028,19931,19864,19852,19807,19751,19679,19644,19649,19624,19545,19547,19500,19467,19462,19516,19495,19524,19489,19511,19481,19448,19474,19471,19437,19543,19677,19741,19788,19788,19862,19872,19938,19981,19969,20073,20154,20330,20520,20712,20794,20909,21021,21112,21179,21290,21334,21328,21406,21633,21918,22026,22086,22196,22242,22429,22509,22619,22696,22720,22756,22814,22985,22973,23038,23053,23029,23039,22997,22896,22837,22795,22884,22934,22895,22840,22722,22718,22606,22567,22532,22535,22538,22518,22394,22382,22352,22294,22251,22200,22125,22129,22105,22041,22008,21975,21918,21967,21923,21905,21971,21930,21793,21762,21822,21764,21709,21687,21654,21624,21606,21570,21592,21593,21505,21445,21410,21435,21288,21343,21341,21378,21290,21171,21159,21118,21152,21182,21138,21110,21117,21149,21091,21065,21083,21134,21108,21149,21180,21204,21224,21268,21229,21256,21280,21257,21327,21273,21254,21227,21275,21306,21409,21406,21462,21469,21505,21500,21563,21594,21672,21640,21617,21653,21718,21822,21900,21965,22025,22089,22219,22259,22264,22322,22512,22761,22724,22697,22716,22839,22947,22979,23174,23300,23256,23290,23367,23477,23574,23698,23789,23874,23997,23945,23977,24078,24123,24186,24276,24359,24427,24508,24594,24656,24731,24765,24783,24814,24845,24882,24962,25005,25058,25140,25224,25347,25430,25561,25666,25797,25861,25921,25971,26001,26047,25961,25912,25864,25779,25701,25659,25547,25461,25408,25312,25184,25005,24941,24824,24703,24642,24401,24137,24006,23873,23777,23630,23474,23367,23165,22974,22824,22644,22533,22417,22265,22127,21982,21904,21742,21627,21508,21384,21258,
Day-ahead net forecast,19349,19279,19301,19207,19144,19088,19078,18961,18879,18754,18600,18451,18388,18245,18179,18208,18242,18192,18129,18103,18087,18127,18079,18025,18005,17961,17927,17905,17878,17839,17816,17760,17777,17771,17766,17751,17766,17773,17805,17854,17891,17900,17888,17948,17941,17922,17914,17978,17937,18028,18191,18324,18408,18452,18592,18659,18717,18803,18841,18953,19103,19240,19442,19628,19715,19814,19958,20013,20098,20162,20240,20222,20228,20270,20482,20528,20350,20245,20064,19912,19746,19542,19317,18968,18618,18324,18042,17832,17444,17162,16817,16446,16139,15808,15533,15457,15431,15299,15137,14950,14709,14595,14429,14111,13941,13714,13325,12992,12632,12459,12438,12322,12320,12331,12372,12259,12268,12307,12273,11970,11807,11568,11343,11159,10880,10832,10944,10868,11076,11340,11537,11298,11017,10866,11009,10976,10761,10748,10811,11081,11080,11104,11259,11194,11107,11104,11217,10852,10565,10526,10413,10320,10315,10408,10351,10375,10525,10506,10381,10348,10286,10202,10145,10395,10508,10479,10511,10663,10843,10796,10678,10770,10923,10949,10940,10750,10669,10665,10635,10639,10748,11156,11255,11069,11367,11567,11644,11644,11738,11669,11942,12077,12141,12372,12682,13100,13373,13070,12802,12937,13101,13023,13170,13441,13752,13817,13827,14055,14207,14286,14558,14956,15220,15455,15714,15925,16275,16702,17067,17402,17847,18283,18827,19269,19584,20017,20294,20576,20820,21202,21496,21735,21994,22142,22345,22442,22575,22608,22724,22937,23002,23049,23134,23270,23399,23527,23546,23490,23441,23216,23028,22874,22733,22613,22519,22448,22315,22250,22231,22106,21973,21775,21634,21535,21493,21316,21030,20879,20709,20578,20435,20245,20033,19908,19657,19450,19320,19133,19024,18910,18759,18633,18501,18343,18245,18140,18001,17887,
Large hydro,4931,4968,4934,4860,4838,4853,4819,4779,4739,4717,4751,4818,4836,4770,4709,4764,4852,4864,4862,4852,4819,4775,4802,4784,4790,4728,4682,4669,4732,4685,4666,4640,4644,4658,4690,4748,4739,4692,4691,4694,4705,4702,4695,4695,4702,4695,4688,4694,4719,4714,4767,4796,4829,4864,4909,4888,4818,4811,4816,4827,4788,4799,4836,4779,4775,4808,4824,4808,4808,4821,4870,4833,4784,4810,4838,4785,4581,4471,4428,4423,4397,4435,4411,4335,4226,4177,4075,4058,4194,4099,3921,3779,3688,3528,3403,3472,3694,3831,3850,3917,3946,3906,3894,3759,3453,3484,3373,3135,2880,2948,3068,3025,3038,3082,3074,2828,2816,2819,2821,2767,2778,2518,2366,2336,2231,2094,2110,2142,2246,2314,2347,2277,2209,2185,2240,2228,2204,2182,2196,2258,2268,2248,2243,2256,2235,2239,2263,2244,2220,2182,2178,2095,2139,2150,2154,2078,2121,2146,2134,2114,2103,2024,1966,2074,2095,2093,2099,2127,2124,2116,1981,2058,2134,2154,2154,2116,2063,2014,1971,2000,2031,2211,2223,2073,2246,2451,2638,2673,2701,2678,2973,3003,2974,3125,3044,3174,3550,3641,3538,3339,3288,3539,3674,3720,3796,3924,3985,3929,3963,4171,4327,4501,4583,4523,4515,4545,4530,4568,4819,4952,4995,4988,4978,4969,4952,4951,4927,4933,4900,4953,5121,5130,5160,5150,5128,5119,5119,5112,5076,5090,5103,5118,5109,5152,5222,5243,5245,5228,5205,5138,5094,5108,5124,5183,5178,5191,5160,5140,5159,5122,5046,5026,4959,4945,4869,4771,4657,4638,4644,4591,4560,4558,4542,4549,4530,4536,4610,4523,4554,4589,4589,4586,4568,4581,4590,4585,4575,4574,
Imports,7312,7302,7293,7328,7309,7345,7383,7440,7494,7366,7193,7028,6927,6892,6910,6965,6827,6732,6638,6537,6574,6539,6521,6529,6533,6641,6692,6749,6733,6721,6691,6697,6724,6679,6582,6577,6567,6589,6615,6694,6675,6712,6720,6763,6730,6706,6770,6774,6736,6834,6962,7028,7079,7091,7150,7129,7218,7232,7201,7364,7545,7717,7963,8158,8151,8234,8260,8260,8291,8348,8304,8280,8351,8424,8536,8565,8540,8554,8450,8332,8180,8000,7819,7628,7378,7241,7233,7026,6715,6528,6286,6073,5871,5692,5560,5433,5307,5044,4956,4779,4488,4377,4164,4138,4265,4030,3746,3580,3448,3363,3261,3181,3207,3179,3231,3384,3394,3408,3419,3156,2931,3059,2995,2905,2813,2745,2721,2758,2982,3104,3180,3126,2934,2843,2960,2837,2700,2674,2685,2886,2897,2965,3041,3066,3035,2940,2944,2752,2574,2537,2504,2410,2410,2451,2474,2482,2497,2602,2564,2509,2468,2454,2424,2579,2709,2666,2674,2799,2965,2914,2943,2906,3112,3243,3323,3184,3178,3144,3126,3023,3100,3403,3443,3328,3331,3358,3312,3245,3249,3165,3103,3120,3074,3020,3256,3441,3331,3180,3028,3173,3279,3168,3226,3409,3494,3425,3365,3430,3574,3621,3700,3808,4018,4267,4490,4608,4928,5246,5402,5577,5893,6269,6715,7021,7265,7406,7538,7802,8054,8071,8207,8511,8740,8926,9085,9136,9174,9228,9337,9502,9618,9728,9879,10017,10052,10094,10144,10086,10039,9946,9895,9764,9528,9491,9463,9372,9303,9298,9231,9178,9148,9123,9098,8922,8739,8807,8753,8580,8475,8480,8392,8275,8214,8068,7919,7749,7549,7529,7478,7389,7298,7191,7155,7033,6921,6822,6746,6655,
netd,7106,7009,7074,7019,6997,6890,6876,6742,6646,6671,6656,6605,6625,6583,6560,6479,6563,6596,6629,6714,6694,6813,6756,6712,6682,6592,6553,6487,6413,6433,6459,6423,6409,6434,6494,6426,6460,6492,6499,6466,6511,6486,6473,6490,6509,6521,6456,6510,6482,6480,6462,6500,6500,6497,6533,6642,6681,6760,6824,6762,6770,6724,6643,6691,6789,6772,6874,6945,6999,6993,7066,7109,7093,7036,7108,7178,7229,7220,7186,7157,7169,7107,7087,7005,7014,6906,6734,6748,6535,6535,6610,6594,6580,6588,6570,6552,6430,6424,6331,6254,6275,6312,6371,6214,6223,6200,6206,6277,6304,6148,6109,6116,6075,6070,6067,6047,6058,6080,6033,6047,6098,5991,5982,5918,5836,5993,6113,5968,5848,5922,6010,5895,5874,5838,5809,5911,5857,5892,5930,5937,5915,5891,5975,5872,5837,5925,6010,5856,5771,5807,5731,5815,5766,5807,5723,5815,5907,5758,5683,5725,5715,5724,5755,5742,5704,5720,5738,5737,5754,5766,5754,5806,5677,5552,5463,5450,5428,5507,5538,5616,5617,5542,5589,5668,5790,5758,5694,5726,5788,5826,5866,5954,6093,6227,6382,6485,6492,6249,6236,6425,6534,6316,6270,6312,6462,6468,6477,6696,6670,6494,6531,6647,6619,6665,6709,6772,6817,6888,6846,6873,6959,7026,7134,7279,7367,7660,7829,7841,7866,8178,8168,8094,8094,8066,8132,8187,8282,8268,8311,8345,8281,8203,8146,8101,8125,8190,8157,8176,8197,8132,8039,8002,8081,7939,7878,7885,7852,7812,7841,7806,7779,7626,7577,7668,7885,7738,7620,7661,7590,7507,7483,7412,7277,7291,7208,7165,7161,7081,6992,6932,6872,6856,6778,6729,6734,6733,6680,6658,
td-im,14060,14079,14041,13961,13938,13845,13784,13637,13550,13575,13613,13684,13718,13635,13539,13520,13571,13570,13592,13634,13630,13650,13627,13545,13495,13290,13172,13103,13074,13030,12988,12947,12925,12945,12963,12970,12933,12878,12847,12822,12820,12812,12769,12748,12751,12742,12704,12697,12701,12709,12715,12713,12709,12697,12712,12743,12720,12749,12768,12709,12609,12613,12557,12554,12643,12675,12761,12852,12888,12942,13030,13048,13055,13209,13382,13461,13546,13642,13792,14097,14329,14619,14877,15092,15378,15573,15752,15947,16323,16525,16743,16966,17126,17204,17277,17362,17577,17890,17939,18061,18234,18341,18442,18429,18267,18505,18792,18938,18946,19019,19091,19113,19044,19021,18894,18745,18711,18633,18589,18819,18987,18908,18928,19000,19158,19185,19072,19004,18840,18660,18529,18561,18720,18781,18646,18733,18892,18919,18820,18559,18513,18470,18247,18277,18306,18438,18346,18419,18585,18581,18648,18772,18728,18659,18643,18667,18594,18463,18519,18625,18640,18695,18756,18625,18515,18602,18555,18457,18315,18343,18384,18367,18142,17984,17952,18122,18231,18262,18336,18446,18405,18097,18120,18266,18341,18282,18305,18408,18469,18657,18797,18845,18951,19069,18963,18818,18933,19142,19484,19588,19445,19529,19490,19430,19453,19554,19809,19870,19682,19669,19667,19669,19556,19431,19299,19266,19069,18699,18575,18501,18230,17917,17561,17338,17162,17102,17056,16854,16677,16694,16576,16303,16105,15956,15877,15869,15884,15912,15887,15845,15812,15833,15787,15780,15809,15827,15827,15915,16008,16015,16017,16100,16251,16210,16196,16175,16158,16110,16081,16006,15857,15818,15726,15781,15903,15594,15384,15426,15398,15297,15238,15199,15153,15097,15055,15075,15095,15004,14939,14876,14829,14791,14749,14709,14706,14686,14638,14603,
netd+im,14418,14311,14367,14347,14306,14235,14259,14182,14140,14037,13849,13633,13552,13475,13470,13444,13390,13328,13267,13251,13268,13352,13277,13241,13215,13233,13245,13236,13146,13154,13150,13120,13133,13113,13076,13003,13027,13081,13114,13160,13186,13198,13193,13253,13239,13227,13226,13284,13218,13314,13424,13528,13579,13588,13683,13771,13899,13992,14025,14126,14315,14441,14606,14849,14940,15006,15134,15205,15290,15341,15370,15389,15444,15460,15644,15743,15769,15774,15636,15489,15349,15107,14906,14633,14392,14147,13967,13774,13250,13063,12896,12667,12451,12280,12130,11985,11737,11468,11287,11033,10763,10689,10535,10352,10488,10230,9952,9857,9752,9511,9370,9297,9282,9249,9298,9431,9452,9488,9452,9203,9029,9050,8977,8823,8649,8738,8834,8726,8830,9026,9190,9021,8808,8681,8769,8748,8557,8566,8615,8823,8812,8856,9016,8938,8872,8865,8954,8608,8345,8344,8235,8225,8176,8258,8197,8297,8404,8360,8247,8234,8183,8178,8179,8321,8413,8386,8412,8536,8719,8680,8697,8712,8789,8795,8786,8634,8606,8651,8664,8639,8717,8945,9032,8996,9121,9116,9006,8971,9037,8991,8969,9074,9167,9247,9638,9926,9823,9429,9264,9598,9813,9484,9496,9721,9956,9893,9842,10126,10244,10115,10231,10455,10637,10932,11199,11380,11745,12134,12248,12450,12852,13295,13849,14300,14632,15066,15367,15643,15920,16249,16375,16605,16834,16992,17217,17323,17456,17496,17648,17847,17899,17931,18025,18118,18177,18284,18301,18262,18236,18078,17934,17766,17609,17430,17341,17257,17155,17110,17072,16984,16927,16749,16675,16590,16624,16545,16373,16241,16065,15987,15875,15687,15491,15359,15127,14914,14710,14610,14470,14321,14170,14047,13933,13762,13655,13555,13426,13313,
