Renewables 05/24/2019undefined,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55
Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,41,117,215,338,490,706,958,1219,1508,1799,2109,2449,2823,3191,3540,3949,4265,4651,5016,5354,5699,5992,6266,6475,6548,6621,6843,7000,7133,7285,7344,7475,7714,7894,8136,8527,8892,9132,9268,9276,9350,9300,9256,9152,9225,9192,9124,9118,9383,9528,9736,9980,10085,10338,10396,10206,10128,9901,9610,9464,9625,9906,10001,9855,9870,10041,10070,9935,9587,9574,9552,9339,9350,9431,9461,9320,9490,9660,9672,9777,9925,9818,9739,9753,9767,9620,9555,9721,9816,9844,9960,10020,9822,9757,9815,9766,9609,9512,9556,9695,9609,9401,9393,9439,9679,9820,9878,9932,9948,9861,9480,9504,9690,9451,9210,9092,9096,9078,9270,9075,9020,8987,8767,8527,8160,7998,8270,8668,8755,8689,8636,8457,8242,8063,8069,8143,8052,7930,7795,7595,7268,7071,6860,6651,6455,6165,5675,5263,4981,4577,4195,3691,3329,3024,2690,2478,2244,1973,1643,1329,1086,855,694,542,395,290,221,136,43,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Wind,2086,2077,2071,2103,2124,2113,2126,2147,2184,2230,2257,2297,2298,2314,2303,2260,2209,2146,2111,2089,2077,2085,2084,2073,2042,1998,1970,1951,1943,1933,1908,1889,1864,1850,1831,1791,1749,1706,1662,1635,1624,1621,1587,1562,1560,1548,1520,1508,1492,1466,1436,1395,1367,1318,1259,1209,1189,1165,1121,1069,1035,1015,1013,1031,1035,1030,1041,1062,1071,1079,1076,1062,1045,1038,1010,991,994,972,963,963,954,953,946,944,951,932,927,924,907,897,904,906,901,885,840,808,787,797,793,797,796,786,775,759,730,703,697,687,682,666,667,652,638,633,631,644,648,649,647,639,649,660,658,671,689,719,752,779,791,800,787,774,783,768,745,745,766,784,777,762,765,773,783,775,807,808,842,884,931,938,939,960,991,978,1002,1006,979,1000,980,975,981,978,976,970,952,964,962,955,924,936,918,908,915,905,894,878,865,864,889,876,839,833,827,812,828,860,890,893,882,868,850,840,855,891,935,959,958,960,967,995,986,1035,1057,1102,1093,1074,1119,1142,1151,1170,1180,1181,1235,1318,1388,1453,1499,1559,1596,1641,1661,1651,1683,1723,1739,1750,1771,1803,1864,1908,1938,1958,1968,2015,2058,2139,2202,2269,2297,2326,2388,2460,2506,2474,2425,2384,2406,2499,2609,2774,2931,3014,3089,3119,3153,3143,3175,3169,3132,3112,3153,3200,3214,3213,3199,3180,3185,3191,3212,3243,3252,3304,3344,3353,3389,3409,3419,3452,3437,3414,3410,3409,3436,3434,3446,3420,3412,3433
S+W,2086,2077,2071,2103,2124,2113,2126,2147,2184,2230,2257,2297,2298,2314,2303,2260,2209,2146,2111,2089,2077,2085,2084,2073,2042,1998,1970,1951,1943,1933,1908,1889,1864,1850,1831,1791,1749,1706,1662,1635,1624,1621,1587,1562,1560,1548,1520,1508,1492,1466,1436,1395,1367,1318,1259,1209,1189,1165,1121,1069,1035,1015,1013,1031,1035,1030,1041,1062,1071,1079,1083,1103,1162,1253,1348,1481,1700,1930,2182,2471,2753,3062,3395,3767,4142,4472,4876,5189,5558,5913,6258,6605,6893,7151,7315,7356,7408,7640,7793,7930,8081,8130,8250,8473,8624,8839,9224,9579,9814,9934,9943,10002,9938,9889,9783,9869,9840,9773,9765,10022,10177,10396,10638,10756,11027,11115,10958,10907,10692,10410,10251,10399,10689,10769,10600,10615,10807,10854,10712,10349,10339,10325,10122,10125,10238,10269,10162,10374,10591,10610,10716,10885,10809,10717,10755,10773,10599,10555,10701,10791,10825,10938,10996,10792,10709,10779,10728,10564,10436,10492,10613,10517,10316,10298,10333,10557,10685,10742,10821,10824,10700,10313,10331,10502,10279,10070,9982,9989,9960,10138,9925,9860,9842,9658,9462,9119,8956,9230,9635,9750,9675,9671,9514,9344,9156,9143,9262,9194,9081,8965,8775,8449,8306,8178,8039,7908,7664,7234,6859,6622,6238,5846,5374,5052,4763,4440,4249,4047,3837,3551,3267,3044,2823,2709,2600,2534,2492,2490,2433,2369,2400,2461,2507,2475,2426,2385,2407,2500,2610,2775,2932,3015,3090,3120,3154,3144,3176,3170,3133,3113,3154,3201,3215,3214,3200,3181,3186,3192,3213,3244,3253,3305,3345,3354,3390,3410,3420,3453,3438,3415,3411,3410,3437,3435,3447,3421,3413,3433
