Renewables 10/06/2019undefined,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55
Solar,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-42,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-44,-44,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-44,-44,-44,-44,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45,-40,-31,-10,33,107,245,410,623,883,1174,1515,1892,2290,2754,3192,3645,4144,4627,5058,5516,6060,6549,7024,7444,7858,8153,8264,8301,8387,8673,8997,9110,9195,9184,9204,9333,9401,9439,9412,9410,9510,9861,9956,9908,10026,10070,9906,9493,9372,9393,9506,9494,9400,9303,9134,9229,9875,10303,10309,9615,9373,9272,9285,9323,9384,9686,9846,9986,10104,10017,10025,10255,10387,10417,10418,10366,10300,10349,10344,10382,10405,10346,10315,10305,10313,10255,10263,10383,10538,10568,10483,10347,10255,10297,10344,10364,10411,10372,10241,10230,10303,10295,10300,10202,10073,10083,10034,9899,9773,9594,9541,9613,9557,9421,9271,9093,8886,8701,8375,8079,7867,7586,7185,6825,6385,5985,5546,5088,4565,3979,3505,3080,2638,2166,1708,1315,965,667,484,351,252,164,76,43,23,5,-43,-44,-43,-41,-39,-39,-38,-38,-38,-38,-38,-38,-38,-38,-37,-37,-37,-37,-37,-38,-38,-38,-38,-37,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-38,-39,-39,-39,-39,-39,-38,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39
Wind,593,546,526,500,488,488,492,485,487,490,489,480,484,487,494,496,511,541,570,602,637,666,701,729,747,754,773,791,808,822,830,862,886,902,900,906,910,905,917,939,961,1003,1044,1083,1105,1105,1119,1147,1161,1154,1142,1141,1155,1164,1158,1135,1117,1122,1128,1108,1091,1071,1079,1086,1100,1108,1111,1102,1084,1076,1085,1079,1054,1023,984,934,890,846,815,804,788,768,745,732,712,691,680,674,668,677,676,681,682,669,646,605,570,543,516,495,483,478,479,508,534,564,607,635,645,642,633,622,621,609,613,611,608,652,705,769,833,889,931,956,961,979,996,1023,1047,1041,1034,1026,1029,1016,986,961,941,916,916,934,940,921,929,965,957,960,958,965,980,988,992,983,997,989,982,1010,1006,1011,1026,1025,1009,991,989,986,982,954,953,944,922,909,910,925,929,911,904,910,921,913,913,924,891,874,874,874,871,903,902,909,938,948,965,952,963,984,980,982,975,969,954,949,945,936,917,918,907,917,921,913,897,888,875,852,829,787,771,750,734,718,695,684,673,660,646,633,624,618,619,622,600,570,570,567,563,564,568,569,572,586,595,605,605,601,599,604,612,620,627,628,626,630,630,629,632,635,632,632,633,641,650,651,648,639,641,638,611,590,587,584,579,575,578,583,582,588,592,598,600,613,623,627,626,616,600,579,553,534,517,497
S+W,552,505,485,459,447,447,451,444,446,449,448,439,443,446,453,455,470,500,529,561,596,625,660,688,706,713,732,750,767,781,789,821,845,861,859,865,868,862,874,896,918,960,1001,1040,1062,1062,1076,1104,1118,1110,1098,1098,1112,1121,1115,1092,1074,1079,1085,1065,1048,1027,1035,1042,1056,1063,1066,1057,1039,1031,1040,1034,1009,978,939,889,845,801,770,759,748,737,735,765,819,936,1090,1297,1551,1851,2191,2573,2972,3423,3838,4250,4714,5170,5574,6011,6543,7027,7503,7952,8392,8717,8871,8936,9032,9315,9630,9732,9816,9793,9817,9944,10009,10091,10117,10179,10343,10750,10887,10864,10987,11049,10902,10516,10419,10434,10540,10520,10429,10319,10120,10190,10816,11219,11225,10549,10313,10193,10214,10288,10341,10646,10804,10951,11084,11005,11017,11238,11384,11406,11400,11376,11306,11360,11370,11407,11414,11337,11304,11291,11295,11209,11216,11327,11460,11477,11393,11272,11184,11208,11248,11274,11332,11285,11154,11154,11194,11169,11174,11076,10944,10986,10936,10808,10711,10542,10506,10565,10520,10405,10251,10075,9861,9670,9329,9028,8812,8522,8102,7743,7292,6902,6467,6001,5462,4867,4380,3932,3467,2953,2479,2065,1699,1385,1179,1035,925,824,722,676,647,623,576,578,557,529,531,528,525,526,530,531,534,548,557,567,568,564,562,567,575,582,589,590,588,593,592,591,594,597,594,594,595,603,612,613,610,600,602,599,572,551,549,545,540,536,539,544,543,549,553,559,561,574,584,588,587,577,561,540,514,495,478,458
