county,c_vec
Alameda County,259.90365930435695
Alpine County,0.6290893706404364
Amador County,30.659751706786636
Butte County,69.05521505392626
Calaveras County,22.118936592695345
Colusa County,27.51590056642676
Contra Costa County,349.40341178542496
El Dorado County,25.440630304964497
Fresno County,109.030264693254
Glenn County,17.82904730500988
Humboldt County,21.13819796131935
Imperial County,83.22029905000154
Inyo County,42.6747578430666
Kern County,385.3051665052583
Kings County,32.46505012471451
Lake County,6.97376389131144
Lassen County,20.516256592240623
Los Angeles County,2176.1439578565883
Madera County,18.803123266272422
Marin County,27.756251681479966
Mariposa County,4.8070334949986595
Mendocino County,13.049088817461568
Merced County,52.25438752241256
Modoc County,10.770585677131816
Mono County,8.27236851427685
Monterey County,85.03006153921724
Napa County,28.09626578009191
Nevada County,29.99492463446665
Orange County,580.8440562770695
Placer County,73.76366324997888
Plumas County,29.73542300964958
Riverside County,369.3742248947286
Sacramento County,408.02804280033183
San Benito County,13.645567418169794
San Bernardino County,546.6528624239577
San Diego County,728.0791894867515
San Francisco County,59.69605526248191
San Joaquin County,192.47755104634223
San Luis Obispo County,2.61407834538647
San Mateo County,138.46492235873305
Santa Barbara County,43.722140048024976
Santa Clara County,295.3390850872858
Santa Cruz County,23.873741910356543
Shasta County,66.56596432316014
Sierra County,4.867099141363612
Siskiyou County,21.813979258121915
Solano County,108.2507085845883
Sonoma County,49.52989623365614
Stanislaus County,137.78732958661604
Sutter County,30.015501885723992
Tehama County,13.310608376855356
Trinity County,13.288657920877904
Tulare County,146.00759552649663
Tuolumne County,28.54310311420078
Ventura County,174.47332404265453
Yolo County,23.463605760633424
Yuba County,26.296178214767686
