county,c_vec
Alameda County,100.73357802454662
Alpine County,0.13102825458278344
Amador County,9.355542025916577
Butte County,44.05535744379057
Calaveras County,9.175388147670636
Colusa County,19.64519578842701
Contra Costa County,150.84501968398934
El Dorado County,10.658793721501322
Fresno County,38.452031551340376
Glenn County,11.933736102053171
Humboldt County,11.118494478496046
Imperial County,16.623760683197794
Inyo County,17.983685619142438
Kern County,162.59770654427197
Kings County,7.816391270489521
Lake County,2.5374818967591715
Lassen County,12.579833796509526
Los Angeles County,1269.38115134705
Madera County,5.747627725969082
Marin County,12.623778719439887
Mariposa County,1.6261299365099153
Mendocino County,1.41633566527633
Merced County,17.703483032430082
Modoc County,5.628524621711224
Mono County,3.5718671258873327
Monterey County,34.75510624037106
Napa County,16.454718812969173
Nevada County,15.284950037035623
Orange County,309.70867099362687
Placer County,38.38692733109077
Plumas County,19.696299037010842
Riverside County,168.4933090677195
Sacramento County,221.04425268141154
San Benito County,2.764207486226113
San Bernardino County,295.1285839192426
San Diego County,396.0553513454712
San Francisco County,21.388370401987853
San Joaquin County,79.93014341979156
San Luis Obispo County,0.7138085010665411
San Mateo County,40.58433935846499
Santa Barbara County,26.957227484493934
Santa Clara County,136.83555870988906
Santa Cruz County,4.67537942982022
Shasta County,41.24509334686038
Sierra County,3.0155645909607127
Siskiyou County,11.935333349635572
Solano County,53.74532145846499
Sonoma County,15.486587850931448
Stanislaus County,69.94221326158457
Sutter County,17.82209570984197
Tehama County,7.695777743668684
Trinity County,7.626923582083633
Tulare County,93.57527540250848
Tuolumne County,14.132446973434151
Ventura County,98.14023034452525
Yolo County,13.775525665924073
Yuba County,17.023272763653168
