county,c_vec
Alameda County,121.29472503690761
Alpine County,0.274005612990004
Amador County,13.733918042182307
Butte County,47.59545009783086
Calaveras County,11.125547460642006
Colusa County,20.11755262329003
Contra Costa County,173.61192544136878
El Dorado County,13.810711296495416
Fresno County,40.77734771858706
Glenn County,12.868122302834825
Humboldt County,12.535817272122358
Imperial County,26.541495748026826
Inyo County,21.230730972699575
Kern County,185.03822698021938
Kings County,12.756910638891894
Lake County,3.2536693637884246
Lassen County,13.529770252037197
Los Angeles County,1384.9490482525562
Madera County,6.223072914833269
Marin County,14.988174824304632
Mariposa County,2.040959559457181
Mendocino County,2.740503597918505
Merced County,20.128488003135516
Modoc County,6.366346144615095
Mono County,3.6464215399092934
Monterey County,40.23200401470927
Napa County,17.412174792750694
Nevada County,16.41576357896237
Orange County,362.7319062813965
Placer County,46.60013552080804
Plumas County,20.54167504847007
Riverside County,186.66326110135884
Sacramento County,257.7147645300446
San Benito County,2.6223522631006917
San Bernardino County,315.2747690474282
San Diego County,450.3421674346474
San Francisco County,25.441357986858602
San Joaquin County,98.74604376865902
San Luis Obispo County,1.0407802023675445
San Mateo County,50.68615602245896
Santa Barbara County,30.47348727733101
Santa Clara County,151.72176085486436
Santa Cruz County,7.780622896677115
Shasta County,43.5861467504053
Sierra County,3.4435208982598144
Siskiyou County,13.153648709661379
Solano County,59.937666793888106
Sonoma County,20.499796189847885
Stanislaus County,76.61149439812067
Sutter County,19.413024644297305
Tehama County,8.475727572317004
Trinity County,8.266989753140237
Tulare County,97.72915253579383
Tuolumne County,16.39419914117483
Ventura County,115.30682255197515
Yolo County,15.373262423774836
Yuba County,18.27284363603987
