county,c_vec
Alameda County,128.2779782279827
Alpine County,0.31024074854864747
Amador County,15.450623959102002
Butte County,48.83211493114538
Calaveras County,12.122032114541925
Colusa County,20.56716592637573
Contra Costa County,182.54598387715038
El Dorado County,14.8311325844641
Fresno County,41.70725792936376
Glenn County,13.240866841011966
Humboldt County,13.115014390031131
Imperial County,30.523440573064327
Inyo County,23.030312113951993
Kern County,192.83720201452832
Kings County,14.533222301160873
Lake County,3.491270059375641
Lassen County,14.01276263005401
Los Angeles County,1432.52208360206
Madera County,6.397251738654559
Marin County,15.299619216437982
Mariposa County,2.0985451910970365
Mendocino County,3.368090709024807
Merced County,21.103457468399416
Modoc County,6.852456737457539
Mono County,3.8159163744717293
Monterey County,42.18801273945836
Napa County,17.805954898581426
Nevada County,17.557618324325425
Orange County,379.04138848275966
Placer County,49.13526856352674
Plumas County,21.14101608513491
Riverside County,196.4211682126756
Sacramento County,270.3387065530872
San Benito County,2.9131530189049992
San Bernardino County,332.0854904559048
San Diego County,470.68144909209826
San Francisco County,26.87164038857895
San Joaquin County,106.37092437219513
San Luis Obispo County,1.1276782664741323
San Mateo County,54.33699449375226
Santa Barbara County,32.41804196153574
Santa Clara County,156.3935119782599
Santa Cruz County,8.726270634811472
Shasta County,45.1725466021294
Sierra County,3.625210836493042
Siskiyou County,13.723937527699121
Solano County,62.783773921113486
Sonoma County,22.02520237840573
Stanislaus County,79.38985167918783
Sutter County,19.88326931407297
Tehama County,8.77888520188211
Trinity County,8.606976364097582
Tulare County,101.37272049776513
Tuolumne County,17.301735596924694
Ventura County,121.99066396120085
Yolo County,15.85226636580847
Yuba County,18.633628160674352
