county,c_vec
Alameda County,113.49203566036745
Alpine County,0.17418573430568507
Amador County,12.132908248302053
Butte County,47.91234915514127
Calaveras County,10.554084401420262
Colusa County,20.942493665705275
Contra Costa County,167.5486318621294
El Dorado County,12.443650748145412
Fresno County,40.04159009711483
Glenn County,13.056171599620166
Humboldt County,12.114013773752628
Imperial County,23.095293989912825
Inyo County,19.894519313363745
Kern County,179.3535410654203
Kings County,10.047309323790182
Lake County,2.8677297206078864
Lassen County,14.069141884317458
Los Angeles County,1346.978677881635
Madera County,6.07742088776641
Marin County,13.630815573262275
Mariposa County,1.722042878944365
Mendocino County,1.9664249321811675
Merced County,19.102082526948063
Modoc County,6.519203984642897
Mono County,3.7547095989715973
Monterey County,37.52332465969725
Napa County,17.163347144812207
Nevada County,17.432860065295266
Orange County,340.9867693599754
Placer County,44.153343584981336
Plumas County,21.819425448140212
Riverside County,175.55575937708554
Sacramento County,247.9368076014562
San Benito County,2.1278528376052774
San Bernardino County,311.66334323867807
San Diego County,439.7202255264084
San Francisco County,23.728424629690068
San Joaquin County,92.42351737305046
San Luis Obispo County,0.8594943770849384
San Mateo County,46.23572649275934
Santa Barbara County,28.570141746815036
Santa Clara County,145.07067409726108
Santa Cruz County,5.937769413101688
Shasta County,44.72322822156423
Sierra County,3.3690312833996523
Siskiyou County,12.99497694619297
Solano County,60.34849685523297
Sonoma County,18.356501992989976
Stanislaus County,73.7421271085715
Sutter County,19.157479942518375
Tehama County,8.305515167367483
Trinity County,8.257243440010205
Tulare County,96.994810133304
Tuolumne County,15.344205688260486
Ventura County,105.60315927584138
Yolo County,14.841648758445512
Yuba County,18.183015959797338
