county,c_vec
Alameda County,141.2511988894074
Alpine County,0.3698829001813776
Amador County,18.423233490524318
Butte County,51.24114650075223
Calaveras County,13.944395867033418
Colusa County,21.467720212356596
Contra Costa County,197.897105562149
El Dorado County,17.180022436386803
Fresno County,43.584692432606765
Glenn County,13.969529287527774
Humboldt County,14.194757348263272
Imperial County,39.22464632890548
Inyo County,26.776241992459926
Kern County,203.91380551447014
Kings County,18.845167149444748
Lake County,3.9097252596287175
Lassen County,14.87644596831359
Los Angeles County,1514.9461577796196
Madera County,6.763730326920145
Marin County,15.950083280157385
Mariposa County,2.2061845987060718
Mendocino County,4.4545012513402344
Merced County,22.62507846956873
Modoc County,7.447341787861411
Mono County,4.204764199828664
Monterey County,45.54593262857031
Napa County,18.60500538075379
Nevada County,19.428226267545003
Orange County,415.61783284750936
Placer County,53.348611789821234
Plumas County,22.29110466094801
Riverside County,216.3171880826938
Sacramento County,294.60821604247155
San Benito County,3.4105644821912695
San Bernardino County,364.60161712479334
San Diego County,504.261330762054
San Francisco County,29.39340341588144
San Joaquin County,120.01093178457404
San Luis Obispo County,1.2651822507225456
San Mateo County,60.71248365358355
Santa Barbara County,35.21037375844734
Santa Clara County,164.67990905852906
Santa Cruz County,10.326504132454303
Shasta County,48.12577532785602
Sierra County,3.91378412487443
Siskiyou County,14.775780628934692
Solano County,68.16326898359053
Sonoma County,24.75246575063829
Stanislaus County,84.70952152100195
Sutter County,20.920650373405017
Tehama County,9.353338866613644
Trinity County,9.255980495035208
Tulare County,108.50068222583643
Tuolumne County,18.93907934183802
Ventura County,131.58456424786246
Yolo County,16.770281842669714
Yuba County,19.488001213726385
