county,c_vec
Alameda County,229.5218895017576
Alpine County,0.5956271983123779
Amador County,28.841361245496444
Butte County,66.09183531360196
Calaveras County,20.814397815343156
Colusa County,26.484691073398963
Contra Costa County,309.3714913199063
El Dorado County,25.02970101537613
Fresno County,99.62998917209568
Glenn County,17.307640470043424
Humboldt County,20.11360028689501
Imperial County,79.80817823859277
Inyo County,40.8036651655242
Kern County,369.2416314800234
Kings County,30.225107340553766
Lake County,6.396872594736979
Lassen County,19.416000604304454
Los Angeles County,2048.770641843147
Madera County,17.248108648877327
Marin County,24.913324308102347
Mariposa County,4.564768570833454
Mendocino County,11.274539094376305
Merced County,46.01343766544305
Modoc County,9.893551986584365
Mono County,7.917919567346384
Monterey County,77.88421175799613
Napa County,25.8866603309301
Nevada County,28.801383591919045
Orange County,545.9311068130781
Placer County,71.50572934811757
Plumas County,28.28113123260644
Riverside County,348.90988927134674
Sacramento County,397.7799974317317
San Benito County,6.955430471994173
San Bernardino County,523.0416071414236
San Diego County,686.5578407386442
San Francisco County,51.47171611447209
San Joaquin County,180.8822413092736
San Luis Obispo County,2.520270302448803
San Mateo County,119.20116841668363
Santa Barbara County,38.15969229395475
Santa Clara County,272.09744644493355
Santa Cruz County,20.94184503216657
Shasta County,63.98813697514043
Sierra County,4.587761826662575
Siskiyou County,20.991704751449856
Solano County,97.62177543466483
Sonoma County,44.00751755530035
Stanislaus County,126.88661212325265
Sutter County,27.690883772892654
Tehama County,12.607463359062992
Trinity County,12.720515185512557
Tulare County,139.79435401645293
Tuolumne County,27.172835717480236
Ventura County,164.59345606005502
Yolo County,22.11870117618971
Yuba County,25.259870857337262
