county,c_vec
Alameda County,121.98879783994921
Alpine County,0.26223442024102916
Amador County,14.086971216902175
Butte County,47.84946285365638
Calaveras County,11.452412717715497
Colusa County,20.46378700302417
Contra Costa County,175.3519450624277
El Dorado County,13.835902110659582
Fresno County,40.98932278892836
Glenn County,13.02938749808897
Humboldt County,12.612505731113544
Imperial County,27.13417317967466
Inyo County,21.63273381930795
Kern County,187.2520906231858
Kings County,12.951338145481808
Lake County,3.2400460482774536
Lassen County,13.702708958824886
Los Angeles County,1394.6473311070265
Madera County,6.264664807520252
Marin County,14.711118024884625
Mariposa County,1.9885857736026358
Mendocino County,2.7713061418451086
Merced County,20.271006392563443
Modoc County,6.4778514771379125
Mono County,3.7315982003346795
Monterey County,40.381993678163674
Napa County,17.50058805301929
Nevada County,16.896464281625985
Orange County,362.26265228710344
Placer County,46.655488352387636
Plumas County,20.874101679556784
Riverside County,187.7444674357464
Sacramento County,259.47695058331186
San Benito County,2.623258757971705
San Bernardino County,320.982189405379
San Diego County,454.50635341877836
San Francisco County,25.62718372195075
San Joaquin County,100.231877607839
San Luis Obispo County,1.0363438860154717
San Mateo County,51.08379292361347
Santa Barbara County,30.853019626998698
Santa Clara County,151.98414667716722
Santa Cruz County,7.7117850072719945
Shasta County,44.275743423251505
Sierra County,3.464774353007214
Siskiyou County,13.26701015411212
Solano County,60.87994598635375
Sonoma County,20.543262732042813
Stanislaus County,77.08643743225332
Sutter County,19.467608495909086
Tehama County,8.537561189223258
Trinity County,8.369481451672712
Tulare County,98.72444786658251
Tuolumne County,16.520797335250375
Ventura County,115.86744514875073
Yolo County,15.377514092909195
Yuba County,18.337879436181545
